"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
716876,"2023-08-23",3,"2023-08-24T01:27:40.883Z","2023-08-24T01:27:49.395Z",TRUE,"pitch","afcf7865-ed75-4afa-adf3-7f9a09b5e713",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.46,1.65,NA,108.05,138.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Sean Murphy grounds out, third baseman Danny Mendick to first baseman Pete Alonso.",0,0,7,58,"bottom",7,"2023-08-24T01:26:33.292Z","2023-08-24T01:28:41.374Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.7,12,0.9,0.4026,6.8948,27.7503,-18.3102,-1.0418,7.3829,0.2348,3.7232,6.4641,-135.6955,-0.7449,-2.0357,50.0024,5.2687,-1.9568,2.4,3.6,24,2326,204,NA,NA,NA,NA,NA,NA,FALSE,-17.9,13.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",2,"2023-08-24T01:27:19.493Z","2023-08-24T01:27:23.833Z",TRUE,"pitch","2a0ad234-1460-4c86-a0eb-da5e11c99c2a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.46,1.65,NA,118.43,191.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Sean Murphy grounds out, third baseman Danny Mendick to first baseman Pete Alonso.",0,0,7,58,"bottom",7,"2023-08-24T01:26:33.292Z","2023-08-24T01:28:41.374Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,87,8,0.9,0.3971,6.9726,28.9217,-16.0062,-3.7591,8.3852,-0.0376,1.7585,6.6889,-137.6142,-6.3311,-2.0051,50.0058,5.1627,-7.2517,19.2,3.6,24,2366,215,NA,NA,NA,NA,NA,NA,FALSE,-16.3,14.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",1,"2023-08-24T01:27:01.625Z","2023-08-24T01:27:06.709Z",TRUE,"pitch","009852c0-0a7c-4096-a380-348edb62197a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3914,1.6265,NA,134.85,192.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Sean Murphy grounds out, third baseman Danny Mendick to first baseman Pete Alonso.",0,0,7,58,"bottom",7,"2023-08-24T01:26:33.292Z","2023-08-24T01:28:41.374Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.9,7,0.9,0.398,6.982,28.6707,-17.6273,-4.1366,7.5714,-0.4684,1.7094,5.827,-137.2974,-5.8879,-2.0748,50.0014,5.0699,-7.9457,19.2,4.8,24,2329,218,NA,NA,NA,NA,NA,NA,FALSE,-17.9,12.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",0,"2023-08-24T01:26:47.721Z","2023-08-24T01:26:52.087Z",TRUE,"pitch","d9457f93-a7f8-4948-b7f1-89333b9c8ae4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4367,1.6038,NA,129.15,180.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Sean Murphy grounds out, third baseman Danny Mendick to first baseman Pete Alonso.",0,0,7,58,"bottom",7,"2023-08-24T01:26:33.292Z","2023-08-24T01:28:41.374Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.6,7,0.91,0.3984,7.0068,29.4718,-15.9683,-5.3894,8.4559,-0.3188,2.164,6.8492,-137.3218,-4.915,-2.1412,50.0005,5.0579,-10.3261,27.6,3.6,24,2398,214,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",3,"2023-08-24T01:25:52.409Z","2023-08-24T01:26:22.186Z",TRUE,"pitch","1fdfdc1f-f415-4510-a83b-c8155131eb75",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.5,1.74,NA,126,142.31,"fly_ball","medium","7",35,56.68,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Marcell Ozuna homers (28) on a fly ball to left field. Matt Olson scores.",2,0,7,57,"bottom",7,"2023-08-24T01:24:40.519Z","2023-08-24T01:26:22.186Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.9,2,0.9,0.4503,6.8492,21.2376,-27.8392,2.4147,2.8876,-0.2362,3.5729,3.9786,-121.1219,1.6243,-2.2069,50.0034,5.309,3.6269,8.4,7.2,24,2352,111,109.2,23,416,NA,NA,NA,FALSE,-33.4,5.9,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",2,"2023-08-24T01:25:35.219Z","2023-08-24T01:25:39.762Z",TRUE,"pitch","98d1dcec-ad2e-49fb-ada9-bf02dd09486d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6127,1.7619,NA,62.62,132.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Marcell Ozuna homers (28) on a fly ball to left field. Matt Olson scores.",2,0,7,57,"bottom",7,"2023-08-24T01:24:40.519Z","2023-08-24T01:26:22.186Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,87.4,12,0.9,0.3976,6.8642,24.5458,-17.867,-3.4363,7.4105,1.4267,3.9295,10.3164,-136.7152,-0.3257,-1.9166,50.0007,5.2556,-6.6332,15.6,3.6,24,2290,219,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",1,"2023-08-24T01:25:10.371Z","2023-08-24T01:25:14.381Z",TRUE,"pitch","00b8c810-3cd7-4627-b999-d8d259a453f4",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.5,1.74,NA,100.85,178.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Marcell Ozuna homers (28) on a fly ball to left field. Matt Olson scores.",2,0,7,57,"bottom",7,"2023-08-24T01:24:40.519Z","2023-08-24T01:26:22.186Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,86.6,9,0.9,0.4009,6.8863,25.589,-17.1763,-3.4174,7.9072,0.4237,2.2369,7.633,-135.8476,-4.5187,-1.9599,50.0061,5.0911,-6.4854,15.6,3.6,24,2259,215,NA,NA,NA,NA,NA,NA,FALSE,-17.3,13.7,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",0,"2023-08-24T01:24:53.253Z","2023-08-24T01:24:57.592Z",TRUE,"pitch","c389bcc6-bc42-4b3e-b214-8784ac5629ea",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.5,1.74,NA,115.73,202.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Marcell Ozuna homers (28) on a fly ball to left field. Matt Olson scores.",2,0,7,57,"bottom",7,"2023-08-24T01:24:40.519Z","2023-08-24T01:26:22.186Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,86.1,14,0.89,0.4024,6.8869,27.4594,-19.0559,-2.1777,6.9754,0.0332,1.3478,6.1387,-135.7068,-6.3495,-1.9671,50.0013,5.0285,-4.095,8.4,4.8,24,1980,217,NA,NA,NA,NA,NA,NA,FALSE,-19.7,11.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",2,"2023-08-24T01:24:18.160Z","2023-08-24T01:24:27.156Z",TRUE,"pitch","fb48f651-fc31-4296-98a0-14d11989555c",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.47,1.69,NA,72.14,138.97,"line_drive","medium","9",170.76,106.39,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Matt Olson singles on a line drive to right fielder DJ Stewart.",0,0,5,56,"bottom",7,"2023-08-24T01:23:25.272Z","2023-08-24T01:24:27.156Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,621566,"Matt Olson","/api/v1/people/621566","L","Left",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.2,12,0.91,0.3986,6.8284,31.0708,-14.6661,-3.6029,9.1605,1.1768,3.6967,9.7143,-137.5092,-1.7423,-1.9366,50.0011,5.3357,-6.8857,16.8,3.6,24,2342,216,72.7,20,203,NA,NA,NA,FALSE,-14.3,16.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621566,"Matt Olson","/api/v1/people/621566",NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",1,"2023-08-24T01:23:56.618Z","2023-08-24T01:24:01.260Z",TRUE,"pitch","1d7adcea-65e0-4973-98ee-b25a42373465",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.47,1.69,NA,158.01,190.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Matt Olson singles on a line drive to right fielder DJ Stewart.",0,0,5,56,"bottom",7,"2023-08-24T01:23:25.272Z","2023-08-24T01:24:27.156Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,621566,"Matt Olson","/api/v1/people/621566","L","Left",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,81.1,13,2,0.4279,6.9941,24.2277,-29.6033,-3.1011,1.5505,-1.076,1.7863,4.0191,-127.6056,-2.6537,-2.2626,50.0055,5.1524,-5.1572,8.4,7.2,24,1455,227,NA,NA,NA,NA,NA,NA,FALSE,-32.9,2.5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",0,"2023-08-24T01:23:40.014Z","2023-08-24T01:23:44.117Z",TRUE,"pitch","bcbdd474-38a2-4b50-9bd9-e17aac3b4dd5",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.47,1.69,NA,114.96,153.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Matt Olson singles on a line drive to right fielder DJ Stewart.",0,0,5,56,"bottom",7,"2023-08-24T01:23:25.272Z","2023-08-24T01:24:27.156Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,621566,"Matt Olson","/api/v1/people/621566","L","Left",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,80.5,2,2,0.4289,6.9525,25.0674,-26.8264,-1.9526,3.2366,0.0535,3.1765,6.2192,-127.4686,0.1598,-2.1594,50.0036,5.2229,-3.2281,4.8,6,24,1436,217,NA,NA,NA,NA,NA,NA,FALSE,-29.4,6.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",1,"2023-08-24T01:23:00.566Z","2023-08-24T01:23:10.037Z",TRUE,"pitch","cc07f58d-6b94-4488-9b6f-70f36eb4b1ec",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.46,1.61,NA,127.8,155.23,"fly_ball","medium","9",216.19,116.7,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Austin Riley flies out to right fielder DJ Stewart in foul territory.",0,0,5,55,"bottom",7,"2023-08-24T01:22:38.049Z","2023-08-24T01:23:10.037Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,76,1,0.91,0.4553,6.8799,22.1711,-32.5615,3.2489,-0.2645,-0.2834,3.0945,3.5903,-120.0739,1.6963,-2.2172,50.002,5.2656,4.7671,9.6,9.6,24,2200,88,93.2,47,301,NA,NA,NA,TRUE,-39.8,0.1,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",0,"2023-08-24T01:22:47.092Z","2023-08-24T01:22:51.714Z",TRUE,"pitch","0717bd59-2b45-4464-93b9-4ada40c27b8a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5047,1.7,NA,127.88,159.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Austin Riley flies out to right fielder DJ Stewart in foul territory.",0,0,5,55,"bottom",7,"2023-08-24T01:22:38.049Z","2023-08-24T01:23:10.037Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,76.9,4,0.91,0.4491,6.9994,23.7851,-30.7759,3.1176,0.931,-0.2855,2.9339,3.4565,-121.9267,0.7919,-2.1262,50.0043,5.2589,4.6985,9.6,8.4,24,2399,103,NA,NA,NA,NA,NA,NA,FALSE,-36.8,2.2,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",3,"2023-08-24T01:22:20.453Z","2023-08-24T01:22:26.867Z",TRUE,"pitch","41a6028f-2356-4394-95aa-d222dec150ea",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.24,1.58,NA,120.88,129.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,0,5,54,"bottom",7,"2023-08-24T01:21:14.680Z","2023-08-24T01:22:26.867Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,11,0.91,0.403,6.867,30.2377,-16.7521,-3.401,8.2471,-0.1018,4.0631,6.7477,-136.003,-0.0468,-2.1749,50.0067,5.2439,-6.3639,16.8,3.6,24,2315,214,NA,NA,NA,NA,NA,NA,TRUE,-16.2,15.1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",2,"2023-08-24T01:22:04.965Z","2023-08-24T01:22:09.314Z",TRUE,"pitch","33675224-6073-42ef-bc56-59dcb6f03a8d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2847,1.5792,NA,124.62,104.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,0,5,54,"bottom",7,"2023-08-24T01:21:14.680Z","2023-08-24T01:22:26.867Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.5,11,0.91,0.4051,6.8297,31.4389,-19.1395,-3.2037,7.0519,-0.1999,4.9763,6.3846,-135.5574,2.713,-2.1765,50.0052,5.3031,-5.9247,13.2,3.6,24,2363,214,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.6,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716876,"2023-08-23",1,"2023-08-24T01:21:44.570Z","2023-08-24T01:21:49.373Z",TRUE,"pitch","75132ce6-7221-47e0-a633-c83ef8939093",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.24,1.58,NA,117.54,192.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,0,5,54,"bottom",7,"2023-08-24T01:21:14.680Z","2023-08-24T01:22:26.867Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.1,8,0.91,0.444,6.855,24.3551,-32.7596,3.0001,-0.3792,-0.0143,1.7186,4.2497,-123.3212,-1.6561,-2.1491,50.0024,5.1602,4.6243,9.6,8.4,24,2407,118,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-0.8,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
