"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745511,"2024-05-04",2,"2024-05-04T22:18:50.212Z","2024-05-04T22:19:00.798Z",TRUE,"pitch","e0a2c415-2ecf-4932-851a-b3eca5c5b495",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.55,1.68,NA,119.11,166.93,"line_drive","medium","7",88.65,95.5,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Jack Suwinski singles on a line drive to left fielder Jordan Beck. Connor Joe scores. Jared Triolo to 3rd. Oneil Cruz to 2nd.",1,0,1,63,"bottom",9,"2024-05-04T22:18:28.672Z","2024-05-04T22:19:00.798Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.3,5,0.91,0.39,6.9571,31.18,-9.5561,-3.2515,11.3157,-0.0555,2.6613,4.4026,-140.3427,-7.4445,-1.2207,50.002,5.9675,-6.4988,26.4,2.4,24,2349,192,87.2,10,184,NA,NA,NA,FALSE,-10.2,19.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669261,"Jack Suwinski","/api/v1/people/669261",665833,"Oneil Cruz","/api/v1/people/665833",669707,"Jared Triolo","/api/v1/people/669707"
745511,"2024-05-04",1,"2024-05-04T22:18:30.797Z","2024-05-04T22:18:35.425Z",TRUE,"pitch","4fed2a22-1d1b-4d87-a71e-5541b2eeeab4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.653,1.6721,NA,97.43,179.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Jack Suwinski singles on a line drive to left fielder Jordan Beck. Connor Joe scores. Jared Triolo to 3rd. Oneil Cruz to 2nd.",1,0,1,63,"bottom",9,"2024-05-04T22:18:28.672Z","2024-05-04T22:19:00.798Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.8,9,0.91,0.3923,7.1349,31.977,-10.1017,-2.1073,11.185,0.5133,2.2067,5.6539,-139.7133,-8.5088,-1.2644,50.0061,5.9589,-4.1603,13.2,2.4,24,2254,199,NA,NA,NA,NA,NA,NA,FALSE,-11,18.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745511,"2024-05-04",0,"2024-05-04T22:18:08.962Z","2024-05-04T22:18:30.797Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jack Suwinski replaces Michael A. Taylor.","Offensive Substitution",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669261,"/api/v1/people/669261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","63","atBat","Single","single","Jack Suwinski singles on a line drive to left fielder Jordan Beck. Connor Joe scores. Jared Triolo to 3rd. Oneil Cruz to 2nd.",1,0,1,63,"bottom",9,"2024-05-04T22:18:28.672Z","2024-05-04T22:19:00.798Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,572191,"/api/v1/people/572191",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745511,"2024-05-04",1,"2024-05-04T22:17:45.899Z","2024-05-04T22:17:45.926Z",FALSE,"no_pitch","07455116-0636-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Intent Walk","intent_walk","Nick Mears intentionally walks Oneil Cruz. Jared Triolo to 2nd.",0,0,0,62,"bottom",9,"2024-05-04T22:16:18.828Z","2024-05-04T22:17:55.116Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745511,"2024-05-04",2,"2024-05-04T22:17:45.926Z","2024-05-04T22:17:45.934Z",FALSE,"no_pitch","07455116-0636-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Intent Walk","intent_walk","Nick Mears intentionally walks Oneil Cruz. Jared Triolo to 2nd.",0,0,0,62,"bottom",9,"2024-05-04T22:16:18.828Z","2024-05-04T22:17:55.116Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745511,"2024-05-04",3,"2024-05-04T22:17:45.934Z","2024-05-04T22:17:45.941Z",FALSE,"no_pitch","07455116-0636-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Intent Walk","intent_walk","Nick Mears intentionally walks Oneil Cruz. Jared Triolo to 2nd.",0,0,0,62,"bottom",9,"2024-05-04T22:16:18.828Z","2024-05-04T22:17:55.116Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745511,"2024-05-04",4,"2024-05-04T22:17:45.941Z","2024-05-04T22:17:55.116Z",FALSE,"no_pitch","07455116-0636-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Intent Walk","intent_walk","Nick Mears intentionally walks Oneil Cruz. Jared Triolo to 2nd.",0,0,0,62,"bottom",9,"2024-05-04T22:16:18.828Z","2024-05-04T22:17:55.116Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,665833,"Oneil Cruz","/api/v1/people/665833",669707,"Jared Triolo","/api/v1/people/669707",656582,"Connor Joe","/api/v1/people/656582"
745511,"2024-05-04",0,"2024-05-04T22:16:40.282Z","2024-05-04T22:17:45.899Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Intent Walk","intent_walk","Nick Mears intentionally walks Oneil Cruz. Jared Triolo to 2nd.",0,0,0,62,"bottom",9,"2024-05-04T22:16:18.828Z","2024-05-04T22:17:55.116Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745511,"2024-05-04",3,"2024-05-04T22:16:10.255Z","2024-05-04T22:16:14.793Z",TRUE,"pitch","bec9872e-5c7f-4947-90e3-44734ae41ac0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.4043,1.5963,NA,132.73,135.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Jared Triolo walks.",0,0,0,61,"bottom",9,"2024-05-04T22:15:07.467Z","2024-05-04T22:16:14.793Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.8,11,0.91,0.3954,6.9536,31.952,-11.3458,-0.6143,10.7231,-0.4127,3.8174,2.7053,-138.7019,-4.1525,-1.3222,50.001,6.0945,-1.1935,2.4,2.4,24,2262,191,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,656582,"Connor Joe","/api/v1/people/656582"
745511,"2024-05-04",2,"2024-05-04T22:15:52.050Z","2024-05-04T22:15:56.605Z",TRUE,"pitch","c29a4934-1984-4f6e-be94-b89ea54e07fd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.5356,1.6077,NA,77.76,201.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Jared Triolo walks.",0,0,0,61,"bottom",9,"2024-05-04T22:15:07.467Z","2024-05-04T22:16:14.793Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",683232,"Nick Mears","/api/v1/people/683232","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.5,73.5,14,0.88,0.4714,6.9878,25.8928,-43.5772,2.3378,-8.3713,1.0293,1.3716,4.7291,-117.0181,-1.1736,-1.3367,50.0054,6.0299,3.1826,4.8,13.2,24,2423,11,NA,NA,NA,NA,NA,NA,FALSE,-58,-15.1,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
