"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y"
746730,"2024-08-30",11,"2024-08-30T19:51:12.149Z","2024-08-30T19:51:21.085Z",TRUE,"pitch","3e8972bb-4c6c-4d02-9101-91d4dbc634db",10,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.21,1.44,NA,134.25,166.24,"fly_ball","medium","9",184.78,137.53,NA,NA,TRUE,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,86,1,0.9,0.4018,7.3119,27.2513,-16.4146,-6.9617,8.3554,-0.4526,2.6867,6.8635,-135.8584,-4.2228,-2.0963,50.0043,5.3878,-13.1328,34.8,4.8,24,2250,230,83.8,52,241,NA,NA,NA,TRUE,-16.7,14.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",10,"2024-08-30T19:50:42.198Z","2024-08-30T19:50:46.858Z",TRUE,"pitch","dbeb3dff-6490-4508-8b08-b2506a321d21",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.21,1.44,NA,99.91,174.32,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.1,6,0.9,0.4006,7.4363,29.5155,-16.5908,-5.8842,8.2268,0.4483,2.3875,8.6669,-136.6062,-4.8663,-1.9979,50.0017,5.3291,-11.1444,27.6,4.8,24,2254,223,NA,NA,NA,NA,NA,NA,FALSE,-16.9,14,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",8,"2024-08-30T19:50:02.013Z","2024-08-30T19:50:05.078Z",TRUE,"pitch","5dcfab6c-4dda-42c5-9e12-68688854c85e",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.21,1.4414,NA,96.08,128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,12,0.87,0.4012,7.3267,28.7311,-17.7805,-7.9436,7.6178,0.5487,4.0732,9.5209,-136.2929,-0.4094,-1.9506,50.0036,5.4486,-15.0115,36,4.8,24,2286,226,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.9,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",7,"2024-08-30T19:49:33.011Z","2024-08-30T19:49:36.199Z",TRUE,"pitch","aa8fe6e7-8989-4a74-af28-1c272d6f4816",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.44,NA,119.51,187.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,79.8,8,0.89,0.4371,7.027,21.4869,-36.9167,-10.4103,-2.9675,-0.0659,1.9157,8.4006,-124.6046,-0.5772,-2.1037,50.0048,5.1612,-16.6197,22.8,9.6,24,2862,284,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-5.3,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",6,"2024-08-30T19:49:07.215Z","2024-08-30T19:49:10.393Z",TRUE,"pitch","03924b19-9fda-47fb-9fec-2122f6a572cb",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.44,NA,121.8,161.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85,2,0.89,0.4048,7.2861,29.7841,-15.6422,-8.1481,8.9191,-0.126,2.8691,7.9971,-135.3536,-3.7133,-2.0615,50.0049,5.3554,-15.1075,39.6,4.8,24,2369,231,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.5,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",5,"2024-08-30T19:48:46.451Z","2024-08-30T19:48:50.955Z",TRUE,"pitch","d9690200-69ec-4c6c-93af-85582036f4a2",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.21,1.3571,NA,56.01,162.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,85.9,12,0.9,0.4006,7.3811,30.6909,-14.1792,-6.6622,9.5079,1.6001,2.8268,11.5104,-136.8201,-4.4214,-1.7992,50.0028,5.4382,-12.6099,33.6,3.6,24,2398,219,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",4,"2024-08-30T19:48:23.556Z","2024-08-30T19:48:26.904Z",TRUE,"pitch","28ca1234-8a24-484c-90e5-896b7cc93e13",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.21,1.3848,NA,103.37,209.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.1,14,0.9,0.4439,7.1357,25.0236,-35.9731,-12.5951,-2.4631,0.3575,1.1006,10.0011,-123.4739,-2.5468,-2.1128,50.0032,5.1779,-19.411,25.2,10.8,24,2666,281,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-4.8,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",3,"2024-08-30T19:47:53.860Z","2024-08-30T19:47:57.189Z",TRUE,"pitch","4b02e7c0-770e-4de7-bd0b-83d9c3c8c1ac",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.21,1.44,NA,115.63,146.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.4,12,0.89,0.4041,7.3987,27.4231,-15.5998,-7.3419,8.8946,0.0358,3.4095,8.0445,-135.1519,-2.3117,-2.015,50.0047,5.3623,-13.6845,37.2,4.8,24,2349,225,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",2,"2024-08-30T19:47:27.345Z","2024-08-30T19:47:30.395Z",TRUE,"pitch","b0bee793-23f1-4811-bdf6-8ff167a143e4",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.21,1.44,NA,140.42,202.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85,78.5,7,0.9,0.4423,6.9788,23.7008,-35.8172,-10.9723,-2.3414,-0.6145,1.3578,7.496,-123.6399,-1.9059,-2.2538,50.0042,5.1327,-17.0591,24,10.8,24,2829,283,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-4.4,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746730,"2024-08-30",1,"2024-08-30T19:47:00.752Z","2024-08-30T19:47:04.193Z",TRUE,"pitch","6d39013f-8dd8-45bd-9197-7bc7f2adbfe1",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.21,1.44,NA,100.84,176.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ty France flies out to right fielder Sal Frelick.",0,5,4,79,"bottom",10,"2024-08-30T19:46:58.505Z","2024-08-30T19:51:21.085Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664034,"Ty France","/api/v1/people/664034","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.7,6,0.91,0.4455,6.9151,23.9546,-34.8731,-11.9962,-1.7595,0.4238,2.3087,9.7682,-122.859,0.0879,-2.0417,50.0044,5.2321,-18.3719,25.2,10.8,24,2803,279,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-2.9,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
