"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717184,"2023-08-01",1,"2023-08-01T01:38:13.855Z","2023-08-01T01:38:17.866Z",TRUE,"pitch","418524ee-1e9a-4abc-83b5-9f410161109d",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,1,NA,NA,3.0439,1.4793,NA,21.16,246.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Walk","walk","Alex Bregman walks. Kyle Tucker to 2nd.",0,2,1,45,"bottom",6,"2023-08-01T01:37:55.558Z","2023-08-01T01:39:03.234Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.4,14,0.91,0.4438,6.6295,25.955,-27.1509,-0.4078,3.2617,2.5143,-0.2762,6.793,-123.6905,-8.5588,-0.2213,50.006,5.5246,-0.6298,1.2,7.2,24,2231,140,NA,NA,NA,NA,NA,NA,FALSE,-34.1,4,-1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T01:37:55.558Z","2023-08-01T01:37:59.576Z",TRUE,"pitch","6536d23b-f0d9-4d5c-b17f-c393832aec92",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1004,1.4474,NA,75.76,193.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Walk","walk","Alex Bregman walks. Kyle Tucker to 2nd.",0,2,1,45,"bottom",6,"2023-08-01T01:37:55.558Z","2023-08-01T01:39:03.234Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,82.4,14,0.89,0.4171,6.8001,29.8145,-13.111,-4.2519,10.9373,1.0819,1.6642,4.7902,-131.6652,-7.5409,-0.2147,50.0042,5.55,-7.4126,22.8,3.6,24,2204,207,NA,NA,NA,NA,NA,NA,FALSE,-15.4,18.2,6.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",2,"2023-08-01T01:37:18.450Z","2023-08-01T01:37:29.073Z",TRUE,"pitch","f823bd79-353a-4163-8594-61d3fc884919",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.42,1.63,NA,114.42,168.62,"line_drive","hard","7",97.88,70.58,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Single","single","Kyle Tucker singles on a sharp line drive to left fielder Steven Kwan. Jose Altuve scores.",1,2,1,44,"bottom",6,"2023-08-01T01:37:16.093Z","2023-08-01T01:37:29.073Z",TRUE,TRUE,FALSE,FALSE,33,0,0,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,82.4,5,0.89,0.416,6.6071,30.6327,-15.207,-4.5383,9.686,0.0677,2.5986,2.7704,-132.1358,-4.7813,-0.4099,50.0021,5.5649,-7.9492,24,3.6,24,2141,214,101.7,13,249,NA,NA,NA,FALSE,-16.8,16.6,7.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663656,"Kyle Tucker","/api/v1/people/663656",NA,NA,NA,NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T01:29:17.984Z","2023-08-01T01:34:12.536Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,663656,"/api/v1/people/663656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"44","atBat","Single","single","Kyle Tucker singles on a sharp line drive to left fielder Steven Kwan. Jose Altuve scores.",1,2,1,44,"bottom",6,"2023-08-01T01:37:16.093Z","2023-08-01T01:37:29.073Z",TRUE,TRUE,FALSE,FALSE,33,0,0,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",1,"2023-08-01T01:34:12.536Z","2023-08-01T01:37:18.450Z",FALSE,"action",NA,NA,"Pitching Change: Eli Morgan replaces Noah Syndergaard.","Pitching Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,669212,"/api/v1/people/669212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"44","atBat","Single","single","Kyle Tucker singles on a sharp line drive to left fielder Steven Kwan. Jose Altuve scores.",1,2,1,44,"bottom",6,"2023-08-01T01:37:16.093Z","2023-08-01T01:37:29.073Z",TRUE,TRUE,FALSE,FALSE,33,0,0,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",2,"2023-08-01T01:28:41.452Z","2023-08-01T01:28:49.112Z",TRUE,"pitch","f3cae85b-8c1d-4e1c-abdb-a7a11e700dbd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.54,1.73,NA,82.86,182.07,"ground_ball","medium","1",126.11,176.19,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Jeremy Pena grounds out, pitcher Noah Syndergaard to first baseman Josh Naylor. Jose Altuve to 3rd.",0,2,0,43,"bottom",6,"2023-08-01T01:27:54.169Z","2023-08-01T01:28:49.112Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,79.5,14,2,0.4344,6.6555,27.6693,-30.7487,1.0879,0.8885,0.8957,2.1005,4.3054,-126.4563,-4.0816,-0.9757,50.004,6.2237,1.7479,4.8,8.4,24,2070,135,101,-3,27,NA,NA,NA,TRUE,-35.6,0.8,-3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,514888,"Jose Altuve","/api/v1/people/514888",NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T01:28:16.006Z","2023-08-01T01:28:22.017Z",TRUE,"pitch","1cf78dca-7ca5-405e-99ea-599af12a4bf9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.382,1.7327,NA,26.73,231.65,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Jeremy Pena grounds out, pitcher Noah Syndergaard to first baseman Josh Naylor. Jose Altuve to 3rd.",0,2,0,43,"bottom",6,"2023-08-01T01:27:54.169Z","2023-08-01T01:28:49.112Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.5,14,2,0.4427,6.8173,26.6743,-29.0678,0.0444,2.0109,2.3682,0.2641,7.5992,-124.1,-8.1048,-0.7498,50.0053,6.0208,0.0685,2.4,8.4,24,1993,159,NA,NA,NA,NA,NA,NA,FALSE,-36,1.8,-2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",1,"2023-08-01T01:28:29.955Z","2023-08-01T01:28:41.452Z",FALSE,"action",NA,NA,"Jose Altuve steals (7) 2nd base.","Stolen Base 2B",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,0,514888,"/api/v1/people/514888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1cf78dca-7ca5-405e-99ea-599af12a4bf9","stolen_base_2b",NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Jeremy Pena grounds out, pitcher Noah Syndergaard to first baseman Josh Naylor. Jose Altuve to 3rd.",0,2,0,43,"bottom",6,"2023-08-01T01:27:54.169Z","2023-08-01T01:28:49.112Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",7,"2023-08-01T01:27:45.474Z","2023-08-01T01:27:50.924Z",TRUE,"pitch","94eda99e-8b9f-4581-9ead-a9a4dd89b9e5",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,2.8461,1.1899,NA,36.86,193.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.2,74.2,14,2,0.4664,6.8189,25.2626,-30.2684,5.82,1.3686,2.1025,1.6893,4.9883,-118.0487,-3.9141,-0.8044,50.0035,6.1959,8.104,15.6,9.6,24,2215,64,NA,NA,NA,NA,NA,NA,FALSE,-40.3,1.7,-11.9,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,514888,"Jose Altuve","/api/v1/people/514888",NA,NA,NA,NA,NA,NA
717184,"2023-08-01",6,"2023-08-01T01:27:25.551Z","2023-08-01T01:27:31.391Z",TRUE,"pitch","86155bf2-4836-4865-90ee-e72c31c3145f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,2.8178,1.2472,NA,62.63,182.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.1,73.9,12,2,0.4669,6.6443,25.5832,-32.3933,4.9219,-0.1614,1.4263,2.0672,3.9547,-117.9848,-2.6336,-0.9199,50.0002,6.2279,6.8337,13.2,9.6,24,2192,72,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-0.7,-10,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",4,"2023-08-01T01:26:52.580Z","2023-08-01T01:26:57.321Z",TRUE,"pitch","0454c3f5-e09d-4c52-ad08-6cb8c0aa98f3",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,2.86,1.29,NA,110.82,157.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.1,12,2,0.3985,6.5897,32.8165,-12.2816,-2.9266,10.4198,0.162,3.0064,3.6557,-137.8332,-6.5031,-0.806,50.0051,6.2386,-5.5889,19.2,3.6,24,2334,211,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.5,4.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",3,"2023-08-01T01:26:33.379Z","2023-08-01T01:26:38.050Z",TRUE,"pitch","8d301e72-ae4c-47eb-96ee-7dd5f654ca47",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,2.86,1.29,NA,111.91,169.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.2,2,2,0.4023,6.6867,33.6005,-18.8792,-9.1521,7.1016,0.1337,2.5624,5.7946,-136.7896,-6.2502,-0.8365,50.0015,6.1962,-17.1314,37.2,6,24,2188,215,NA,NA,NA,NA,NA,NA,FALSE,-19.7,11.5,15.1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",2,"2023-08-01T01:26:16.060Z","2023-08-01T01:26:20.235Z",TRUE,"pitch","8e40a26c-d84d-44d3-ad8d-dde6af24cddd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,2.8744,1.2472,NA,71.76,171.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,79.6,12,2,0.4334,6.4018,27.6115,-25.4165,1.3278,4.1831,1.1868,2.4931,5.0301,-126.7236,-4.4839,-1.002,50.0012,6.3331,2.1436,7.2,7.2,24,2088,187,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6.7,-3.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",1,"2023-08-01T01:26:01.359Z","2023-08-01T01:26:07.148Z",TRUE,"pitch","f1d12c14-75b8-425d-b855-4cda7f7c3f18",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,2.8178,1.3044,NA,135.16,178.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84,4,2,0.4089,6.5393,31.9519,-17.821,-8.7301,7.916,-0.4765,2.2174,4.1392,-134.4783,-7.325,-0.9101,50.0027,6.2636,-15.8253,37.2,6,24,2112,218,NA,NA,NA,NA,NA,NA,FALSE,-19.6,12.7,14.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T01:25:46.619Z","2023-08-01T01:25:50.859Z",TRUE,"pitch","591802b7-044e-4614-b89f-be630a056f64",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,2.8177,1.3315,NA,94.49,207.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.4,14,2,0.4083,6.6585,30.9607,-13.1156,-4.8796,10.4761,0.5905,1.1537,5.603,-134.4758,-10.7278,-0.8926,50.005,6.1416,-8.8792,26.4,3.6,24,2233,216,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.7,7.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",5,"2023-08-01T01:27:05.102Z","2023-08-01T01:27:25.551Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,514888,"/api/v1/people/514888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"42","atBat","Walk","walk","Jose Altuve walks.",0,2,0,42,"bottom",6,"2023-08-01T01:25:20.871Z","2023-08-01T01:27:50.924Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,514888,"Jose Altuve","/api/v1/people/514888","R","Right",592789,"Noah Syndergaard","/api/v1/people/592789","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",3,"2023-08-01T01:23:13.236Z","2023-08-01T01:23:21.362Z",TRUE,"pitch","1ff16e40-8f92-415a-a590-9bc62517fb4d",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.29,1.49,NA,172.24,191.13,"ground_ball","medium","3",147.33,167.09,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Groundout","field_out","Will Brennan grounds out, first baseman Jose Abreu to pitcher J. P. France.",0,2,0,41,"top",6,"2023-08-01T01:22:27.748Z","2023-08-01T01:23:21.362Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75,13,0.89,0.458,6.5905,25.9719,-24.094,-9.4744,5.596,-1.4491,1.7649,1.9182,-120.1677,-3.0853,-1.0335,50.004,5.2349,-13.6858,28.8,8.4,24,1808,234,92.9,-54,1,NA,NA,NA,TRUE,-31,9.6,16.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
