"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716546,"2023-09-17",3,"2023-09-17T20:02:17.011Z","2023-09-17T20:02:21.422Z",TRUE,"pitch","10ce1919-1e49-4c2f-ae9f-5476050d8084",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5716,1.651,NA,52.44,206.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Jazz Chisholm Jr. walks. Josh Bell to 2nd.",0,0,11,68,"bottom",7,"2023-09-17T20:00:45.693Z","2023-09-17T20:02:46.931Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.2,70,14,2,0.4966,6.1633,22.2256,-38.8104,4.7596,-5.4081,1.6938,1.2088,3.4501,-110.8591,-1.7291,-0.5081,50.0007,6.0988,5.8451,9.6,13.2,24,2449,29,NA,NA,NA,NA,NA,NA,FALSE,-57.5,-10,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",2,"2023-09-17T20:01:57.643Z","2023-09-17T20:02:02.850Z",TRUE,"pitch","b68403c7-87cd-4351-878f-7dfc047f76f6",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.5716,1.7126,NA,122.52,187.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Jazz Chisholm Jr. walks. Josh Bell to 2nd.",0,0,11,68,"bottom",7,"2023-09-17T20:00:45.693Z","2023-09-17T20:02:46.931Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.6,80.9,8,2,0.426,6.2731,27.8501,-15.5467,-3.9589,9.9424,-0.1448,1.9006,2.0429,-128.7892,-7.3325,-0.4358,50.0054,5.997,-6.622,20.4,4.8,24,1973,207,NA,NA,NA,NA,NA,NA,FALSE,-18.5,16.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",1,"2023-09-17T20:01:29.233Z","2023-09-17T20:01:38.189Z",TRUE,"pitch","bd7c6a07-621c-4e4b-9fe5-a3ba9bbc3244",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6521,1.6715,NA,102,193.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Jazz Chisholm Jr. walks. Josh Bell to 2nd.",0,0,11,68,"bottom",7,"2023-09-17T20:00:45.693Z","2023-09-17T20:02:46.931Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",82.8,76.2,9,2,0.4544,6.1454,23.4163,-23.7051,-0.5092,5.7553,0.3935,1.6728,2.2775,-120.5444,-5.4868,-0.4973,50.0031,6.071,-0.7495,1.2,7.2,24,1088,227,NA,NA,NA,NA,NA,NA,FALSE,-30.5,9.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",0,"2023-09-17T20:01:08.984Z","2023-09-17T20:01:15.167Z",TRUE,"pitch","60244c1f-fb1f-4e64-adee-6866c4627fb4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6119,1.692,NA,102.43,137.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Jazz Chisholm Jr. walks. Josh Bell to 2nd.",0,0,11,68,"bottom",7,"2023-09-17T20:00:45.693Z","2023-09-17T20:02:46.931Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.8,81.5,12,2,0.4227,6.4464,25.9709,-14.0093,-3.7613,10.6769,0.3823,3.7429,3.5226,-129.3659,-3.3745,-0.5057,50.0063,6.1323,-6.4022,21.6,3.6,24,1973,204,NA,NA,NA,NA,NA,NA,FALSE,-15.6,18.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",3,"2023-09-17T20:00:27.810Z","2023-09-17T20:00:34.627Z",TRUE,"pitch","7b8ccebb-8b3f-4a0d-aa28-a1c4d28944ce",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.76,1.81,NA,97.94,148.61,"ground_ball","medium","4",151.26,155.98,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Josh Bell grounds into a force out, second baseman Ozzie Albies to shortstop Orlando Arcia. Luis Arraez out at 2nd. Josh Bell to 1st.",0,0,11,67,"bottom",7,"2023-09-17T19:59:03.082Z","2023-09-17T20:00:34.627Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90,81.8,3,2,0.4194,6.4392,29.6255,-15.5361,-2.1932,9.6504,0.5,3.3395,3.2899,-130.9894,-4.1311,-0.4917,50.0065,6.1111,-3.7832,10.8,3.6,24,2020,204,90.3,-18,10,NA,NA,NA,TRUE,-17.3,16.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,605137,"Josh Bell","/api/v1/people/605137",NA,NA,NA,NA,NA,NA
716546,"2023-09-17",2,"2023-09-17T20:00:06.854Z","2023-09-17T20:00:12.095Z",TRUE,"pitch","89cf8978-f303-401e-bb77-0f34642c76dd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.7926,1.7741,NA,123.51,215.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Josh Bell grounds into a force out, second baseman Ozzie Albies to shortstop Orlando Arcia. Luis Arraez out at 2nd. Josh Bell to 1st.",0,0,11,67,"bottom",7,"2023-09-17T19:59:03.082Z","2023-09-17T20:00:34.627Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,76.5,13,2,0.4552,6.2655,23.0587,-31.5085,-4.9535,0.4487,-0.1708,0.8713,2.1829,-120.284,-5.6517,-0.4459,50.0006,6.041,-7.2664,12,9.6,24,1067,230,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-0.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",1,"2023-09-17T19:59:47.600Z","2023-09-17T19:59:56.920Z",TRUE,"pitch","a421a1cc-e8a7-4f21-9ed5-d631cc761526",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.76,1.81,NA,124.41,168.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Josh Bell grounds into a force out, second baseman Ozzie Albies to shortstop Orlando Arcia. Luis Arraez out at 2nd. Josh Bell to 1st.",0,0,11,67,"bottom",7,"2023-09-17T19:59:03.082Z","2023-09-17T20:00:34.627Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.8,74.6,5,2,0.4619,6.4201,24.9974,-30.47,-6.3965,1.2039,-0.1945,2.6011,2.6997,-119.0457,-1.746,-0.5184,50.0057,6.1286,-9.0902,15.6,9.6,24,1042,224,NA,NA,NA,NA,NA,NA,FALSE,-39.2,2,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",0,"2023-09-17T19:59:29.792Z","2023-09-17T19:59:35.363Z",TRUE,"pitch","cd0779ba-9033-4f6e-966b-87f660e31408",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.8928,1.9379,NA,89.8,172.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Josh Bell grounds into a force out, second baseman Ozzie Albies to shortstop Orlando Arcia. Luis Arraez out at 2nd. Josh Bell to 1st.",0,0,11,67,"bottom",7,"2023-09-17T19:59:03.082Z","2023-09-17T20:00:34.627Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.2,81.1,9,2,0.4233,6.271,29.1946,-16.6541,-3.0463,9.1727,0.7137,2.4527,3.6498,-129.7823,-5.957,-0.3204,50.0044,6.0626,-5.1556,13.2,4.8,24,1922,205,NA,NA,NA,NA,NA,NA,FALSE,-19.2,15.4,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",2,"2023-09-17T19:58:48.529Z","2023-09-17T19:59:02.629Z",TRUE,"pitch","3bdffacb-26a8-4130-876a-333d0778b1dc",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.13,1.38,NA,116.14,175.84,"fly_ball","medium","7",88.89,58.77,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Jacob Stallings flies out to left fielder Forrest Wall.",0,0,11,66,"bottom",7,"2023-09-17T19:58:25.593Z","2023-09-17T19:59:02.629Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.3,78.6,5,2,0.4401,6.2369,23.8473,-19.6116,0.4157,7.9995,0.0226,2.3311,1.6775,-124.2416,-5.0185,-0.7141,50.0031,5.9972,0.6525,2.4,4.8,24,2060,193,98.3,37,360,NA,NA,NA,TRUE,-23.8,13.7,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650333,"Luis Arraez","/api/v1/people/650333",NA,NA,NA,NA,NA,NA
716546,"2023-09-17",1,"2023-09-17T19:58:27.629Z","2023-09-17T19:58:48.069Z",TRUE,"pitch","4fe10fc0-fc49-4aeb-a316-b30b50069bdf",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1679,1.5072,NA,56.79,177.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Jacob Stallings flies out to left fielder Forrest Wall.",0,0,11,66,"bottom",7,"2023-09-17T19:58:25.593Z","2023-09-17T19:59:02.629Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.1,80.4,14,2,0.4286,6.3417,27.4868,-15.9409,-3.1234,9.8243,1.5795,2.276,5.9795,-128.0173,-6.3389,-0.3853,50.0048,6.041,-5.1626,13.2,4.8,24,1867,204,NA,NA,NA,NA,NA,NA,FALSE,-19,16.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",0,"2023-09-17T19:58:09.855Z","2023-09-17T19:58:27.629Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jacob Stallings replaces Jorge Soler.","Offensive Substitution",0,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,607732,"/api/v1/people/607732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","201","66","atBat","Flyout","field_out","Jacob Stallings flies out to left fielder Forrest Wall.",0,0,11,66,"bottom",7,"2023-09-17T19:58:25.593Z","2023-09-17T19:59:02.629Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,624585,"/api/v1/people/624585",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",4,"2023-09-17T19:57:35.060Z","2023-09-17T19:57:47.017Z",TRUE,"pitch","6ace330a-4234-43c2-87bc-a65fe544c4a6",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,0,NA,NA,3.1,1.46,NA,122.88,152.63,"ground_ball","medium","8",141.68,113.63,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","Luis Arraez singles on a ground ball to center fielder Michael Harris II. Nick Fortes scores.",1,0,11,65,"bottom",7,"2023-09-17T19:55:39.898Z","2023-09-17T19:57:47.017Z",TRUE,TRUE,FALSE,FALSE,33,1,2,0,650333,"Luis Arraez","/api/v1/people/650333","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,81.8,2,2,0.4187,6.2192,30.7653,-14.3185,-3.6493,10.3324,-0.1543,3.1907,2.3781,-131.3837,-4.8003,-0.6023,50.0058,6.1245,-6.3089,20.4,3.6,24,2058,204,85.7,-1,41,NA,NA,NA,FALSE,-16.1,17.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650333,"Luis Arraez","/api/v1/people/650333",NA,NA,NA,NA,NA,NA
716546,"2023-09-17",3,"2023-09-17T19:56:54.702Z","2023-09-17T19:57:03.847Z",TRUE,"pitch","8b3ca166-3914-4b30-b6a6-a1b96bea074f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2286,1.4661,NA,186.84,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","Luis Arraez singles on a ground ball to center fielder Michael Harris II. Nick Fortes scores.",1,0,11,65,"bottom",7,"2023-09-17T19:55:39.898Z","2023-09-17T19:57:47.017Z",TRUE,TRUE,FALSE,FALSE,33,1,2,0,650333,"Luis Arraez","/api/v1/people/650333","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.4,73.2,11,2,0.469,5.9822,23.1901,-24.7973,0.1096,5.3457,-1.8323,5.255,-2.4139,-117.0223,2.7297,-0.7994,50.0012,6.4042,0.1516,1.2,7.2,24,785,238,NA,NA,NA,NA,NA,NA,FALSE,-31.8,10.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",1,"2023-09-17T19:56:26.281Z","2023-09-17T19:56:29.815Z",TRUE,"pitch","8445abf4-c978-4ec4-b2c9-8a2a2c750b2c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.1,1.46,NA,132.08,192.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","Luis Arraez singles on a ground ball to center fielder Michael Harris II. Nick Fortes scores.",1,0,11,65,"bottom",7,"2023-09-17T19:55:39.898Z","2023-09-17T19:57:47.017Z",TRUE,TRUE,FALSE,FALSE,33,1,2,0,650333,"Luis Arraez","/api/v1/people/650333","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.6,7,2,0.4573,6.1152,25.173,-30.8218,-6.2438,0.9327,-0.3957,1.7256,2.2768,-120.1619,-3.813,-0.549,50.0031,6.0972,-9.0512,15.6,9.6,24,961,229,NA,NA,NA,NA,NA,NA,FALSE,-39.4,1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",0,"2023-09-17T19:56:05.050Z","2023-09-17T19:56:08.996Z",TRUE,"pitch","e6291505-483a-473e-9374-bc986cf1f453",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2489,1.4866,NA,130.62,158.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","Luis Arraez singles on a ground ball to center fielder Michael Harris II. Nick Fortes scores.",1,0,11,65,"bottom",7,"2023-09-17T19:55:39.898Z","2023-09-17T19:57:47.017Z",TRUE,TRUE,FALSE,FALSE,33,1,2,0,650333,"Luis Arraez","/api/v1/people/650333","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",73.5,67.2,1,2,0.5151,6.413,20.6999,-42.0387,6.2598,-8.6422,-0.3572,2.9821,-0.518,-106.8813,2.8007,-0.9218,50.003,6.421,7.1459,9.6,14.4,24,2418,34,NA,NA,NA,NA,NA,NA,FALSE,-65.5,-14.4,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716546,"2023-09-17",2,"2023-09-17T19:56:55.507Z","2023-09-17T19:56:56.507Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Dereck Rodriguez. Nick Fortes to 3rd.","Wild Pitch",0,10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,663743,"/api/v1/people/663743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8445abf4-c978-4ec4-b2c9-8a2a2c750b2c","wild_pitch",NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","Luis Arraez singles on a ground ball to center fielder Michael Harris II. Nick Fortes scores.",1,0,11,65,"bottom",7,"2023-09-17T19:55:39.898Z","2023-09-17T19:57:47.017Z",TRUE,TRUE,FALSE,FALSE,33,1,2,0,650333,"Luis Arraez","/api/v1/people/650333","L","Left",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
