"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717357,"2023-07-18",1,"2023-07-19T02:42:02.435Z","2023-07-19T02:42:24.621Z",TRUE,"pitch","ba830cc4-b369-40a1-811b-92684ff4ca35",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.34,1.65,NA,125.23,151.21,"fly_ball","medium","7",21.28,80.17,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Home Run","home_run","Nolan Arenado homers (21) on a fly ball to left field. Paul DeJong scores. Lars Nootbaar scores.",3,2,5,81,"bottom",10,"2023-07-19T02:41:17.279Z","2023-07-19T02:42:24.621Z",TRUE,TRUE,FALSE,FALSE,75,0,1,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.7,2,0.9,0.3957,6.9417,33.3108,-19.6947,7.5149,6.4446,-0.2158,3.2434,-11.5971,-138.8221,-2.1162,3.0544,50.0042,5.3375,14.5565,30,4.8,24,2097,132,107.6,25,389,NA,NA,NA,FALSE,-18.8,11.4,-11,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",0,"2023-07-19T02:41:45.365Z","2023-07-19T02:41:49.174Z",TRUE,"pitch","ee0ee88a-77b8-4767-8228-b77d32b8b494",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.487,1.6492,NA,133.14,176.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Home Run","home_run","Nolan Arenado homers (21) on a fly ball to left field. Paul DeJong scores. Lars Nootbaar scores.",3,2,5,81,"bottom",10,"2023-07-19T02:41:17.279Z","2023-07-19T02:42:24.621Z",TRUE,TRUE,FALSE,FALSE,75,0,1,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.8,4,0.9,0.3968,6.7691,31.4947,-19.267,8.0868,6.6894,-0.4234,2.3178,-12.7464,-138.1834,-4.4241,3.2035,50.002,5.2383,15.6016,32.4,4.8,24,2088,130,NA,NA,NA,NA,NA,NA,FALSE,-19.1,11.3,-11.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",2,"2023-07-19T02:40:52.130Z","2023-07-19T02:40:58.817Z",TRUE,"pitch","d05449d8-ee97-4ccf-871e-6a415c775b97",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.21,1.57,NA,82.58,167.82,"ground_ball","medium","5",107.48,173.7,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Lars Nootbaar grounds into a force out, third baseman Jean Segura to second baseman Luis Arraez. Paul DeJong to 3rd. Paul Goldschmidt out at 2nd. Lars Nootbaar to 1st.",0,2,2,80,"bottom",10,"2023-07-19T02:40:01.514Z","2023-07-19T02:40:58.817Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.9,12,0.9,0.3968,6.7866,29.4296,-16.3681,6.457,8.1842,0.9031,2.6282,-8.8045,-137.8188,-4.0757,3.2941,50.0068,5.2254,12.477,31.2,4.8,24,1992,119,60.5,4,55,NA,NA,NA,TRUE,-16.2,14.2,-10,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663457,"Lars Nootbaar","/api/v1/people/663457",NA,NA,NA,657557,"Paul DeJong","/api/v1/people/657557",NA,NA,NA,NA
717357,"2023-07-18",1,"2023-07-19T02:40:28.786Z","2023-07-19T02:40:32.217Z",TRUE,"pitch","8e066a41-540d-4b8c-aef4-17663a92a4da",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.21,1.57,NA,82.18,152.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Lars Nootbaar grounds into a force out, third baseman Jean Segura to second baseman Luis Arraez. Paul DeJong to 3rd. Paul Goldschmidt out at 2nd. Lars Nootbaar to 1st.",0,2,2,80,"bottom",10,"2023-07-19T02:40:01.514Z","2023-07-19T02:40:58.817Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.1,12,0.9,0.396,6.5897,28.7939,-16.9962,7.2926,7.8201,0.9134,3.1868,-9.1407,-137.977,-2.7406,3.3114,50.0027,5.3293,14.1546,34.8,4.8,24,2229,123,NA,NA,NA,NA,NA,NA,FALSE,-16.4,13.8,-11.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",0,"2023-07-19T02:40:12.055Z","2023-07-19T02:40:15.729Z",TRUE,"pitch","602b7244-f5d7-4add-9770-8a65d0b69f50",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4383,1.6231,NA,161.35,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Lars Nootbaar grounds into a force out, third baseman Jean Segura to second baseman Luis Arraez. Paul DeJong to 3rd. Paul Goldschmidt out at 2nd. Lars Nootbaar to 1st.",0,2,2,80,"bottom",10,"2023-07-19T02:40:01.514Z","2023-07-19T02:40:58.817Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,77.3,13,0.91,0.4489,7.0215,23.7473,-26.0943,-2.7518,4.0321,-1.1636,2.1769,-9.7464,-121.9651,-2.1299,3.2402,50.0042,5.3095,-4.1485,12,7.2,24,2329,284,NA,NA,NA,NA,NA,NA,FALSE,-31.9,7.1,7.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",0,"2023-07-19T02:39:58.471Z","2023-07-19T02:39:58.510Z",FALSE,"no_pitch","07173576-0806-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","A.J. Puk intentionally walks Paul Goldschmidt.",0,2,2,79,"bottom",10,"2023-07-19T02:39:54.951Z","2023-07-19T02:40:00.170Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",1,"2023-07-19T02:39:58.510Z","2023-07-19T02:39:58.511Z",FALSE,"no_pitch","07173576-0806-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","A.J. Puk intentionally walks Paul Goldschmidt.",0,2,2,79,"bottom",10,"2023-07-19T02:39:54.951Z","2023-07-19T02:40:00.170Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",2,"2023-07-19T02:39:58.511Z","2023-07-19T02:39:58.512Z",FALSE,"no_pitch","07173576-0806-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","A.J. Puk intentionally walks Paul Goldschmidt.",0,2,2,79,"bottom",10,"2023-07-19T02:39:54.951Z","2023-07-19T02:40:00.170Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",3,"2023-07-19T02:39:58.512Z","2023-07-19T02:40:00.170Z",FALSE,"no_pitch","07173576-0806-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","A.J. Puk intentionally walks Paul Goldschmidt.",0,2,2,79,"bottom",10,"2023-07-19T02:39:54.951Z","2023-07-19T02:40:00.170Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,502671,"Paul Goldschmidt","/api/v1/people/502671",657557,"Paul DeJong","/api/v1/people/657557",NA,NA,NA,NA,NA,NA,NA
717357,"2023-07-18",4,"2023-07-19T02:39:18.848Z","2023-07-19T02:39:32.312Z",TRUE,"pitch","4e82aca3-4ef0-4fbf-b710-e156da2087d4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.15,1.58,NA,127.06,166.34,"fly_ball","medium","9",175.53,120.46,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Brendan Donovan flies out to right fielder Jorge Soler.",0,2,2,78,"bottom",10,"2023-07-19T02:39:01.647Z","2023-07-19T02:39:32.312Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,77.5,2,0.91,0.4476,6.8316,23.2926,-28.7334,-3.4374,2.2649,-0.264,2.6828,-7.8605,-122.2213,-0.2048,3.4358,50.0023,5.2279,-5.2166,13.2,8.4,24,2425,273,94.4,57,234,NA,NA,NA,TRUE,-34.3,4.3,8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,657557,"Paul DeJong","/api/v1/people/657557",NA,NA,NA,NA,NA,NA,NA
