"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
747209,"2024-05-05",1,"2024-05-05T03:00:37.727Z","2024-05-05T03:00:45.605Z",TRUE,"pitch","5244051e-15c1-45d6-ac01-8ba8859c47b0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.13,1.45,NA,91.49,163.15,"ground_ball","medium","1",129.2,180.98,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Corbin Carroll grounds out, pitcher Stephen Kolek to first baseman Jake Cronenworth.",0,13,1,82,"bottom",9,"2024-05-05T03:00:14.416Z","2024-05-05T03:00:45.605Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,85.8,3,0.91,0.4039,6.3252,26.207,-24.567,-0.2224,4.0743,0.6693,2.8013,5.7972,-135.017,-2.0465,-1.4664,50.0047,5.2778,-0.4164,1.2,6,24,2531,196,73.8,-29,6,NA,NA,NA,TRUE,-24.2,7.2,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747209,"2024-05-05",0,"2024-05-05T03:00:22.530Z","2024-05-05T03:00:25.601Z",TRUE,"pitch","c84bcb32-2a0c-40eb-8174-82f85f2420ad",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1209,1.54,NA,88.66,179.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Corbin Carroll grounds out, pitcher Stephen Kolek to first baseman Jake Cronenworth.",0,13,1,82,"bottom",9,"2024-05-05T03:00:14.416Z","2024-05-05T03:00:45.605Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.5,6,0.9,0.3984,6.3865,31.3418,-27.0597,-8.2318,2.6717,0.7435,2.2044,8.6961,-137.6438,-3.6604,-1.3915,50.0031,5.3897,-15.7528,26.4,7.2,24,2463,218,NA,NA,NA,NA,NA,NA,FALSE,-26.4,4.2,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747209,"2024-05-05",4,"2024-05-05T02:59:40.610Z","2024-05-05T02:59:52.624Z",TRUE,"pitch","c32b8e70-b1a5-4596-a2a3-f16cf1123c02",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.39,1.54,NA,104.09,160.36,"ground_ball","medium","8",135.29,95.82,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Gabriel Moreno singles on a ground ball to center fielder Jackson Merrill. Kevin Newman scores. Eugenio Suárez to 2nd.",1,13,1,81,"bottom",9,"2024-05-05T02:58:46.251Z","2024-05-05T02:59:52.624Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84,3,0.9,0.4114,6.3013,27.3778,-27.6102,0.2793,2.5425,0.3386,2.9046,5.175,-132.9348,-0.8271,-1.6663,50.0056,5.2165,0.5017,3.6,6,24,2401,187,97.5,-14,12,NA,NA,NA,FALSE,-28.1,4.7,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553993,"Eugenio Suárez","/api/v1/people/553993",672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA
747209,"2024-05-05",3,"2024-05-05T02:59:23.558Z","2024-05-05T02:59:27.005Z",TRUE,"pitch","380c888d-fe09-4966-b139-fbc5ae5ba682",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.5298,1.6958,NA,110.89,146.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Gabriel Moreno singles on a ground ball to center fielder Jackson Merrill. Kevin Newman scores. Eugenio Suárez to 2nd.",1,13,1,81,"bottom",9,"2024-05-05T02:58:46.251Z","2024-05-05T02:59:52.624Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,83.5,2,0.91,0.4117,6.2004,29.363,-25.7356,2.5764,3.5967,0.1604,3.429,4.203,-133.1757,0.0486,-1.7748,50.0058,5.2765,4.614,12,6,24,2428,175,NA,NA,NA,NA,NA,NA,FALSE,-26,6.7,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553993,"Eugenio Suárez","/api/v1/people/553993",NA,NA,NA,NA,NA,NA
747209,"2024-05-05",2,"2024-05-05T02:59:08.471Z","2024-05-05T02:59:11.635Z",TRUE,"pitch","2aa6d996-ed1b-4fc0-a5e0-d5012893a6e4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3793,1.5318,NA,101.56,164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Gabriel Moreno singles on a ground ball to center fielder Jackson Merrill. Kevin Newman scores. Eugenio Suárez to 2nd.",1,13,1,81,"bottom",9,"2024-05-05T02:58:46.251Z","2024-05-05T02:59:52.624Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86,6,0.88,0.3991,6.4495,32.5329,-24.7005,-7.2254,3.9277,0.4049,2.7623,7.536,-137.6011,-2.641,-1.4398,50.0058,5.4208,-13.7608,25.2,6,24,2303,215,NA,NA,NA,NA,NA,NA,FALSE,-24,6.7,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553993,"Eugenio Suárez","/api/v1/people/553993",NA,NA,NA,NA,NA,NA
747209,"2024-05-05",1,"2024-05-05T02:58:48.450Z","2024-05-05T02:58:51.450Z",TRUE,"pitch","880c34c5-bfa3-49cb-a816-24dae5d65f6d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5202,1.5794,NA,184.16,103.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Gabriel Moreno singles on a ground ball to center fielder Jackson Merrill. Kevin Newman scores. Eugenio Suárez to 2nd.",1,13,1,81,"bottom",9,"2024-05-05T02:58:46.251Z","2024-05-05T02:59:52.624Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,85.6,11,0.9,0.3978,6.2584,35.9696,-25.7799,-7.7972,3.3427,-1.762,5.0166,2.3345,-138.6016,3.1132,-1.6115,50.0003,5.6173,-14.906,30,6,24,2355,237,NA,NA,NA,NA,NA,NA,FALSE,-23.5,7.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553993,"Eugenio Suárez","/api/v1/people/553993",NA,NA,NA,NA,NA,NA
747209,"2024-05-05",0,"2024-05-05T02:58:10.211Z","2024-05-05T02:58:48.450Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",13,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Gabriel Moreno singles on a ground ball to center fielder Jackson Merrill. Kevin Newman scores. Eugenio Suárez to 2nd.",1,13,1,81,"bottom",9,"2024-05-05T02:58:46.251Z","2024-05-05T02:59:52.624Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553993,"Eugenio Suárez","/api/v1/people/553993",NA,NA,NA,NA,NA,NA
747209,"2024-05-05",6,"2024-05-05T02:57:54.056Z","2024-05-05T02:57:57.056Z",TRUE,"pitch","3b6ae367-d950-4185-88bf-ce68aeb71487",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3887,1.5624,NA,148.58,133.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Eugenio Suárez walks.",0,13,0,80,"bottom",9,"2024-05-05T02:56:13.483Z","2024-05-05T02:57:57.056Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,85.7,11,0.9,0.3992,6.312,33.5243,-25.7242,-7.3006,3.3945,-0.8285,3.8899,4.5539,-137.7508,0.4737,-1.5634,50.0063,5.469,-13.8893,26.4,6,24,2294,214,NA,NA,NA,NA,NA,NA,FALSE,-24.4,6.5,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621028,"Kevin Newman","/api/v1/people/621028",553993,"Eugenio Suárez","/api/v1/people/553993",NA,NA,NA
747209,"2024-05-05",5,"2024-05-05T02:57:35.958Z","2024-05-05T02:57:38.958Z",TRUE,"pitch","419f5ef4-a51c-40cb-9279-d321ad4aa63b",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,2,NA,NA,3.4543,1.5743,NA,43.11,226.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Eugenio Suárez walks.",0,13,0,80,"bottom",9,"2024-05-05T02:56:13.483Z","2024-05-05T02:57:57.056Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.9,86.5,14,0.91,0.4036,6.3882,26.0168,-26.1256,0.0935,3.233,1.9385,0.442,9.001,-135.073,-7.2335,-1.4319,50.0025,4.9592,0.174,3.6,6,24,2588,205,NA,NA,NA,NA,NA,NA,FALSE,-26.8,4.7,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621028,"Kevin Newman","/api/v1/people/621028",NA,NA,NA,NA,NA,NA
747209,"2024-05-05",4,"2024-05-05T02:57:19.586Z","2024-05-05T02:57:22.586Z",TRUE,"pitch","bb962850-0c57-4b81-b295-66709368542c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.41,1.58,NA,78.04,187.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Eugenio Suárez walks.",0,13,0,80,"bottom",9,"2024-05-05T02:56:13.483Z","2024-05-05T02:57:57.056Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",663568,"Stephen Kolek","/api/v1/people/663568","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92,85.8,14,0.91,0.4059,6.4118,23.9249,-23.8582,-1.1947,4.4893,1.0221,1.891,7.5029,-133.9966,-4.1563,-1.6369,50.0014,5.1289,-2.2128,2.4,4.8,24,2502,213,NA,NA,NA,NA,NA,NA,FALSE,-24.2,7.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621028,"Kevin Newman","/api/v1/people/621028",NA,NA,NA,NA,NA,NA
