"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717196,"2023-07-30",0,"2023-07-30T20:49:28.174Z","2023-07-30T20:49:37.472Z",TRUE,"pitch","b9e0e56a-f97b-48a8-ab5b-22052ebd3017",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.29,1.56,NA,130.7,175.42,"fly_ball","medium","8",121.46,52.97,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Grae Kessinger flies out to center fielder Jose Siri.",0,8,2,79,"bottom",9,"2023-07-30T20:49:08.950Z","2023-07-30T20:49:37.472Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,666197,"Grae Kessinger","/api/v1/people/666197","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.4,4,0.9,0.3967,6.9282,33.7038,-11.3089,-5.0303,10.8288,-0.3594,2.3466,3.8662,-138.5816,-7.3207,-1.1257,50.0027,5.7946,-9.6916,33.6,3.6,24,2670,212,98.2,37,363,NA,NA,NA,TRUE,-12.2,18.1,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",4,"2023-07-30T20:48:55.076Z","2023-07-30T20:48:59.211Z",TRUE,"pitch","4f799aa7-b632-4e6c-b42f-25240cd9ba95",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.17,1.51,NA,56.72,189.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Martin Maldonado strikes out swinging.",0,8,2,78,"bottom",9,"2023-07-30T20:47:19.998Z","2023-07-30T20:48:59.211Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.7,73.8,14,0.87,0.4686,6.5749,24.7947,-32.4347,6.732,-0.19,1.5815,1.819,4.7012,-117.4399,-1.526,-1.3294,50.0021,5.5286,9.2865,16.8,9.6,24,2721,59,NA,NA,NA,NA,NA,NA,TRUE,-42.8,-0.5,-13.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",3,"2023-07-30T20:48:35.120Z","2023-07-30T20:48:38.201Z",TRUE,"pitch","cc64151c-e08a-4c48-8aa3-6f7e956523b3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.0863,1.4902,NA,64.81,184.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Martin Maldonado strikes out swinging.",0,8,2,78,"bottom",9,"2023-07-30T20:47:19.998Z","2023-07-30T20:48:59.211Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.7,14,0.9,0.3913,6.4718,34.4643,-9.7186,-5.4817,11.3394,1.3692,2.0001,7.6607,-140.4625,-8.8686,-0.6927,50.0028,5.847,-10.8559,37.2,3.6,24,2695,214,NA,NA,NA,NA,NA,NA,FALSE,-10.9,18.6,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",2,"2023-07-30T20:48:15.625Z","2023-07-30T20:48:18.945Z",TRUE,"pitch","8d529871-f76e-4b28-92da-ca21fd077bf5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.0298,1.4331,NA,146.21,137.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Martin Maldonado strikes out swinging.",0,8,2,78,"bottom",9,"2023-07-30T20:47:19.998Z","2023-07-30T20:48:59.211Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,72.7,11,0.9,0.4729,6.4421,24.5444,-36.973,9.2001,-3.5414,-0.7663,3.7615,-1.5692,-116.4027,2.9056,-1.2723,50.004,6.0294,12.459,18,12,24,2821,59,NA,NA,NA,NA,NA,NA,FALSE,-48.5,-5.3,-16.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",1,"2023-07-30T20:47:54.777Z","2023-07-30T20:47:59.073Z",TRUE,"pitch","ea0ae6e8-9584-4d14-8d6a-a11b766f1d93",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.17,1.51,NA,96.37,160.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Martin Maldonado strikes out swinging.",0,8,2,78,"bottom",9,"2023-07-30T20:47:19.998Z","2023-07-30T20:48:59.211Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88,3,0.9,0.39,6.7662,33.8834,-11.1553,-5.7313,10.5366,0.5413,2.8946,6.259,-140.7907,-6.3085,-0.9728,50.0017,5.8963,-11.4317,38.4,3.6,24,2666,213,NA,NA,NA,NA,NA,NA,FALSE,-11.5,17.9,9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",0,"2023-07-30T20:47:37.786Z","2023-07-30T20:47:41.196Z",TRUE,"pitch","f54761ec-a35e-4a4f-89f3-d94a216f1802",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1427,1.5759,NA,102.43,174.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Martin Maldonado strikes out swinging.",0,8,2,78,"bottom",9,"2023-07-30T20:47:19.998Z","2023-07-30T20:48:59.211Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,6,0.9,0.3938,6.4926,31.9842,-10.6083,-4.793,11.0163,0.3822,2.3914,5.5172,-139.2146,-7.7051,-1.0049,50.0061,5.9017,-9.3863,33.6,3.6,24,2574,216,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.5,7.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",4,"2023-07-30T20:47:02.995Z","2023-07-30T20:47:09.821Z",TRUE,"pitch","a83f0cbf-ee37-480f-9725-4bbf0e2a7bdf",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.31,1.6,NA,96.45,181.27,"ground_ball","medium","6",110.02,145.86,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mauricio Dubon grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,8,2,77,"bottom",9,"2023-07-30T20:46:07.663Z","2023-07-30T20:47:09.821Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.2,73.9,9,0.87,0.4664,6.5411,25.9366,-34.9277,6.8278,-1.983,0.5392,2.1298,2.8426,-118.1785,-0.7014,-1.5719,50.0006,5.6848,9.4985,15.6,10.8,24,2770,63,94,0,44,NA,NA,NA,TRUE,-45.5,-3.5,-13.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",3,"2023-07-30T20:46:45.320Z","2023-07-30T20:46:48.650Z",TRUE,"pitch","c60ee9d0-2652-452c-8723-5a5634e260f9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2272,1.69,NA,44.63,199.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mauricio Dubon grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,8,2,77,"bottom",9,"2023-07-30T20:46:07.663Z","2023-07-30T20:47:09.821Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.3,74,14,0.88,0.4668,6.8044,26.6737,-35.2927,5.9973,-2.2466,1.8987,1.4524,5.4071,-118.2216,-2.2919,-1.2139,50.0033,5.736,8.3216,14.4,10.8,24,2745,57,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-4.4,-12.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",2,"2023-07-30T20:46:25.573Z","2023-07-30T20:46:29.426Z",TRUE,"pitch","e46b81c7-a21b-407a-9783-2fbddbc9fc94",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.31,1.6,NA,138.67,137.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mauricio Dubon grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,8,2,77,"bottom",9,"2023-07-30T20:46:07.663Z","2023-07-30T20:47:09.821Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.5,11,0.9,0.3957,6.5322,33.1888,-11.418,-4.7267,10.7168,-0.5685,3.7545,2.9052,-138.8001,-4.3554,-1.0187,50.0026,6.1138,-9.1551,34.8,3.6,24,2550,216,NA,NA,NA,NA,NA,NA,FALSE,-11.6,18.6,7.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717196,"2023-07-30",1,"2023-07-30T20:46:09.947Z","2023-07-30T20:46:13.935Z",TRUE,"pitch","f8e18c9c-7b92-4dbf-9e27-f7de4b9cd810",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.143,1.456,NA,130.04,147.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mauricio Dubon grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,8,2,77,"bottom",9,"2023-07-30T20:46:07.663Z","2023-07-30T20:47:09.821Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.3,71.8,11,0.88,0.481,6.4428,21.6701,-31.89,6.9778,0.2156,-0.342,3.3851,0.7838,-114.0323,1.6152,-1.5966,50.0022,5.822,9.1557,16.8,9.6,24,2670,66,NA,NA,NA,NA,NA,NA,FALSE,-43.6,1.1,-12.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
