"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716508,"2023-09-20",0,"2023-09-20T21:08:13.961Z","2023-09-20T21:08:24.163Z",TRUE,"pitch","aea6b8a7-9850-47da-9e0a-2042d2a5de4b",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.25,1.52,NA,123.38,188.89,"line_drive","medium","9",173.11,122.46,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Mauricio Dubon singles on a line drive to right fielder Anthony Santander. Yainer Diaz scores.",1,1,2,69,"bottom",9,"2023-09-20T21:07:57.216Z","2023-09-20T21:08:24.163Z",TRUE,TRUE,FALSE,FALSE,60,0,0,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.5,79.4,8,0.9,0.4355,5.9321,26.5503,-29.2716,-0.243,1.8165,-0.1673,1.8479,0.813,-125.9631,-4.4056,-0.4633,50.0062,5.9973,-0.3891,0,7.2,24,2773,209,85.1,14,194,NA,NA,NA,FALSE,-34.1,2.5,0.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,643289,"Mauricio Dubón","/api/v1/people/643289",NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",4,"2023-09-20T21:07:36.791Z","2023-09-20T21:07:45.649Z",TRUE,"pitch","d6c0e48a-fd64-4174-bda5-03a1b6c1d6fc",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.25,1.52,NA,139.41,214.18,"ground_ball","medium","4",135.47,155.72,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Chas McCormick grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Yainer Diaz to 3rd.",0,1,1,68,"bottom",9,"2023-09-20T21:06:08.240Z","2023-09-20T21:07:45.649Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676801,"Chas McCormick","/api/v1/people/676801","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",81.2,74,13,0.9,0.4681,6.2847,27.8815,-49.2984,-0.9701,-12.4207,-0.5879,0.9113,0.964,-118.1786,-1.5547,-0.8801,50.004,6.2116,-1.3372,1.2,14.4,24,2684,349,103.3,-3,17,NA,NA,NA,TRUE,-64.8,-22.4,1.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,673237,"Yainer Diaz","/api/v1/people/673237",NA,NA,NA,NA
716508,"2023-09-20",3,"2023-09-20T21:07:13.784Z","2023-09-20T21:07:19.526Z",TRUE,"pitch","88f08f17-203f-4c7d-8afd-48ce6fb9d2c9",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.1852,1.4753,NA,111.62,146.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Chas McCormick grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Yainer Diaz to 3rd.",0,1,1,68,"bottom",9,"2023-09-20T21:06:08.240Z","2023-09-20T21:07:45.649Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676801,"Chas McCormick","/api/v1/people/676801","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.8,78.2,12,0.9,0.4397,5.9378,27.0118,-31.1829,-1.8074,0.6318,0.1411,3.4305,2.1907,-124.9471,-0.5458,-0.5154,50.0024,6.2316,-2.8355,4.8,8.4,24,2702,271,NA,NA,NA,NA,NA,NA,FALSE,-36,1.3,2.8,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",2,"2023-09-20T21:06:48.738Z","2023-09-20T21:06:52.091Z",TRUE,"pitch","92fb5318-2269-45b2-aab7-b0246f96419a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.25,1.52,NA,156.22,189.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Chas McCormick grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Yainer Diaz to 3rd.",0,1,1,68,"bottom",9,"2023-09-20T21:06:08.240Z","2023-09-20T21:07:45.649Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676801,"Chas McCormick","/api/v1/people/676801","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.4,80.2,13,0.9,0.431,6.0266,26.8197,-25.077,-2.9891,4.344,-1.0289,1.84,-0.4337,-127.2306,-5.5728,-0.4678,50.0049,6.0537,-4.8866,10.8,7.2,24,2740,166,NA,NA,NA,NA,NA,NA,FALSE,-29,6.8,5.5,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",1,"2023-09-20T21:06:26.476Z","2023-09-20T21:06:30.604Z",TRUE,"pitch","d99b9c85-ecbc-4b88-931f-0d99b0b75155",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2413,1.5617,NA,195.17,171.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Chas McCormick grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Yainer Diaz to 3rd.",0,1,1,68,"bottom",9,"2023-09-20T21:06:08.240Z","2023-09-20T21:07:45.649Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676801,"Chas McCormick","/api/v1/people/676801","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.6,11,0.73,0.4121,6.3488,28.965,-16.3417,2.2724,8.8533,-2.0508,2.4897,-4.3293,-132.996,-6.1458,-0.6959,50.0046,6.019,4.065,9.6,3.6,24,2499,162,NA,NA,NA,NA,NA,NA,FALSE,-17.9,14.9,-3.1,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",0,"2023-09-20T21:06:08.240Z","2023-09-20T21:06:13.240Z",FALSE,"stepoff","960f940e-d10c-491d-9fbe-68c3a96c6478",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Chas McCormick grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Yainer Diaz to 3rd.",0,1,1,68,"bottom",9,"2023-09-20T21:06:08.240Z","2023-09-20T21:07:45.649Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676801,"Chas McCormick","/api/v1/people/676801","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",1,"2023-09-20T21:05:21.589Z","2023-09-20T21:05:32.939Z",TRUE,"pitch","08fce93e-4ef0-4599-8e76-07a9bd112db5",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.17,1.45,NA,135.7,194.84,"fly_ball","medium","9",196.76,132.02,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Double","double","Yainer Diaz doubles (22) on a fly ball to right fielder Anthony Santander.",0,1,1,67,"bottom",9,"2023-09-20T21:05:19.243Z","2023-09-20T21:05:32.939Z",TRUE,FALSE,FALSE,FALSE,34,0,0,0,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,82.2,7,0.9,0.4194,6.2791,28.1253,-13.2742,1.1764,10.9447,-0.4906,1.6273,-0.614,-130.7207,-8.3064,-0.4052,50.0015,5.8474,2.0313,7.2,3.6,24,2462,159,73.1,33,229,NA,NA,NA,FALSE,-15.8,18.1,-2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,673237,"Yainer Diaz","/api/v1/people/673237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",0,"2023-09-20T21:04:59.151Z","2023-09-20T21:05:21.589Z",FALSE,"action",NA,NA,"Pitching Change: Danny Coulombe replaces Mike Baumann.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,543056,"/api/v1/people/543056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"67","atBat","Double","double","Yainer Diaz doubles (22) on a fly ball to right fielder Anthony Santander.",0,1,1,67,"bottom",9,"2023-09-20T21:05:19.243Z","2023-09-20T21:05:32.939Z",TRUE,FALSE,FALSE,FALSE,34,0,0,0,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",4,"2023-09-20T21:02:16.603Z","2023-09-20T21:02:24.736Z",TRUE,"pitch","fc7d442e-a31e-45a3-b213-70560c280221",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.18,1.45,NA,102.09,155.38,"ground_ball","medium","4",136.54,159.08,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Adam Frazier grounds out, second baseman Jose Altuve to first baseman Jose Abreu.",0,1,1,66,"top",9,"2023-09-20T21:00:39.559Z","2023-09-20T21:02:24.736Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.9,3,2,0.3961,6.4329,30.7359,-15.565,0.6503,8.576,0.3911,3.0889,1.1037,-138.2597,-4.6947,-0.0977,50.0008,5.8528,1.2592,4.8,3.6,24,2516,194,69.5,4,61,NA,NA,NA,TRUE,-15.5,14.8,-1.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716508,"2023-09-20",3,"2023-09-20T21:01:52.011Z","2023-09-20T21:01:55.471Z",TRUE,"pitch","fac42f51-96db-4fb1-a2b4-183d8c80ec37",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.18,1.45,NA,131.28,152.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Adam Frazier grounds out, second baseman Jose Altuve to first baseman Jose Abreu.",0,1,1,66,"top",9,"2023-09-20T21:00:39.559Z","2023-09-20T21:02:24.736Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85,1,2,0.4022,6.4072,33.5608,-11.3193,-0.3999,11.1339,-0.3745,3.2086,-0.5805,-136.8156,-4.9883,-0.1067,50.0013,5.8482,-0.7489,3.6,2.4,24,2556,194,NA,NA,NA,NA,NA,NA,FALSE,-12.1,19.2,0.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
