"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716831,"2023-08-27",2,"2023-08-27T20:18:41.460Z","2023-08-27T20:18:46.465Z",TRUE,"pitch","b96d66c2-0f71-4c02-9bec-315625ed4ea8",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.39,1.48,NA,89,226.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Verdugo strikes out swinging.",0,7,4,79,"bottom",9,"2023-08-27T20:17:42.860Z","2023-08-27T20:18:46.465Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,77.5,14,0.9,0.4454,6.6554,28.9128,-34.2912,7.2224,-1.3906,0.7345,0.4457,4.5675,-123.8338,-3.709,-2.0834,50.0006,4.887,11.0121,19.2,9.6,24,2345,58,NA,NA,NA,NA,NA,NA,TRUE,-41.5,-3.2,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",1,"2023-08-27T20:18:25.137Z","2023-08-27T20:18:29.065Z",TRUE,"pitch","716c1969-c9aa-4f9c-a339-47760ce020dc",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4175,1.5369,NA,137.04,184.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Verdugo strikes out swinging.",0,7,4,79,"bottom",9,"2023-08-27T20:17:42.860Z","2023-08-27T20:18:46.465Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,76.7,7,0.91,0.4497,6.3925,26.2999,-33.8133,9.1545,-1.0895,-0.5257,1.9958,1.2222,-122.2497,-0.4819,-2.2218,50.0056,5.1226,13.7226,22.8,9.6,24,2276,65,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-1.8,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",0,"2023-08-27T20:18:03.773Z","2023-08-27T20:18:06.907Z",TRUE,"pitch","17506e5a-f411-4510-85b9-fb3d7f763f46",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.39,1.48,NA,116.92,153.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Verdugo strikes out swinging.",0,7,4,79,"bottom",9,"2023-08-27T20:17:42.860Z","2023-08-27T20:18:46.465Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,84.5,2,0.91,0.4086,6.4902,27.8101,-25.5007,1.7291,3.6657,0.002,3.1758,4.9391,-133.8402,-0.4859,-2.0891,50.0049,5.1796,3.149,9.6,6,24,2282,194,NA,NA,NA,NA,NA,NA,FALSE,-25.4,6.7,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",5,"2023-08-27T20:17:18.308Z","2023-08-27T20:17:26.369Z",TRUE,"pitch","ecd39740-69b1-49da-b8c6-31fbce864169",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.16,1.38,NA,90.97,182.96,"ground_ball","medium","3",158.37,165.14,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Masataka Yoshida grounds out to first baseman Freddie Freeman. Reese McGuire to 2nd.",0,7,4,78,"bottom",9,"2023-08-27T20:15:55.315Z","2023-08-27T20:17:26.369Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.6,85.8,6,0.91,0.4023,6.7089,29.7353,-23.7109,-0.1894,4.5077,0.6828,2.0674,6.8317,-136.1233,-3.6535,-1.8343,50.0023,5.0674,-0.3556,2.4,4.8,24,2292,204,70.7,-17,8,NA,NA,NA,TRUE,-23.6,7.6,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,624512,"Reese McGuire","/api/v1/people/624512",NA,NA,NA
716831,"2023-08-27",4,"2023-08-27T20:17:02.526Z","2023-08-27T20:17:06.947Z",TRUE,"pitch","1363559f-7487-4d1e-acba-d4ca62fdaa27",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.158,1.4074,NA,148.17,146.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Masataka Yoshida grounds out to first baseman Freddie Freeman. Reese McGuire to 2nd.",0,7,4,78,"bottom",9,"2023-08-27T20:15:55.315Z","2023-08-27T20:17:26.369Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.1,11,0.72,0.3947,6.4807,31.3397,-20.8235,-4.1983,5.822,-0.8176,3.4137,4.3308,-138.8146,-1.1417,-1.8532,50.0033,5.2179,-8.1863,19.2,4.8,24,2279,213,NA,NA,NA,NA,NA,NA,FALSE,-19.6,10.4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",3,"2023-08-27T20:16:41.950Z","2023-08-27T20:16:46.877Z",TRUE,"pitch","9714fc5c-4117-48e2-8352-340e0cd1eb6c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1875,1.4369,NA,98.96,215.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Masataka Yoshida grounds out to first baseman Freddie Freeman. Reese McGuire to 2nd.",0,7,4,78,"bottom",9,"2023-08-27T20:15:55.315Z","2023-08-27T20:17:26.369Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,78.2,14,0.89,0.4425,6.3896,26.6076,-29.8977,6.6735,1.4706,0.4732,0.8763,4.1888,-124.1463,-3.941,-2.1073,50.0035,4.9937,10.3381,20.4,8.4,24,2507,66,NA,NA,NA,NA,NA,NA,FALSE,-35.9,1.9,-13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",2,"2023-08-27T20:16:14.653Z","2023-08-27T20:16:20.155Z",TRUE,"pitch","039c5bab-4cda-4a8d-8bdf-1779bbbaec9d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.16,1.38,NA,115.46,169.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Masataka Yoshida grounds out to first baseman Freddie Freeman. Reese McGuire to 2nd.",0,7,4,78,"bottom",9,"2023-08-27T20:15:55.315Z","2023-08-27T20:17:26.369Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.8,85.3,5,0.9,0.4048,6.5145,28.1936,-21.4688,-0.3125,5.7661,0.0403,2.5561,5.4296,-135.0817,-2.7129,-1.9512,50.0006,5.0752,-0.5801,1.2,4.8,24,2407,204,NA,NA,NA,NA,NA,NA,FALSE,-21.5,10.1,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",1,"2023-08-27T20:15:57.673Z","2023-08-27T20:16:01.812Z",TRUE,"pitch","a2be8034-f2dd-49d8-a600-6f6c16fd025a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.276,1.496,NA,121.1,180.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Masataka Yoshida grounds out to first baseman Freddie Freeman. Reese McGuire to 2nd.",0,7,4,78,"bottom",9,"2023-08-27T20:15:55.315Z","2023-08-27T20:17:26.369Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.8,5,0.9,0.3973,6.7961,30.7696,-28.7936,-9.6711,1.76,-0.1076,2.1692,8.3622,-137.8665,-2.7171,-1.9241,50.0048,5.1117,-18.6112,30,7.2,24,2208,227,NA,NA,NA,NA,NA,NA,FALSE,-27.7,2.8,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",0,"2023-08-27T20:15:36.508Z","2023-08-27T20:15:57.673Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Masataka Yoshida replaces Luis Urias.","Offensive Substitution",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,807799,"/api/v1/people/807799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","78","atBat","Groundout","field_out","Masataka Yoshida grounds out to first baseman Freddie Freeman. Reese McGuire to 2nd.",0,7,4,78,"bottom",9,"2023-08-27T20:15:55.315Z","2023-08-27T20:17:26.369Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,649966,"/api/v1/people/649966",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716831,"2023-08-27",8,"2023-08-27T20:15:12.170Z","2023-08-27T20:15:23.751Z",TRUE,"pitch","8fedd93c-b349-4eba-808c-b8b9d161fd49",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.33,1.62,NA,131.05,160.76,"line_drive","medium","7",68.01,83.25,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Reese McGuire singles on a line drive to left fielder Chris Taylor.",0,7,4,77,"bottom",9,"2023-08-27T20:13:16.865Z","2023-08-27T20:15:23.751Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,85.2,1,0.9,0.4069,6.4144,25.19,-26.6941,0.9775,2.9779,-0.3685,2.8895,3.9503,-133.9135,-1.0447,-1.9817,50.0047,5.1705,1.7993,4.8,6,24,2379,185,98.8,21,346,NA,NA,NA,FALSE,-26.5,5.4,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624512,"Reese McGuire","/api/v1/people/624512",NA,NA,NA,NA,NA,NA
