"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746234,"2024-05-12",2,"2024-05-12T22:24:58.530Z","2024-05-12T22:25:06.564Z",TRUE,"pitch","68856f8c-9b8e-42e7-8574-537a86fa1161",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.52,1.71,NA,139.52,170.69,"ground_ball","medium","6",111.47,153.55,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nolan Schanuel grounds out, shortstop Bobby Witt Jr. to first baseman Salvador Perez.",0,4,2,71,"bottom",9,"2024-05-12T22:24:42.042Z","2024-05-12T22:25:06.564Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86.9,4,2,0.397,6.8057,30.6709,-28.6868,-9.1047,1.8067,-0.5909,2.5217,8.0625,-137.9597,-3.2546,-2.3682,50.002,5.6502,-17.5514,28.8,7.2,24,2254,232,NA,NA,NA,NA,NA,NA,TRUE,-27.6,2.8,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",1,"2024-05-12T22:24:44.394Z","2024-05-12T22:24:48.307Z",TRUE,"pitch","ea41ebef-11a5-471d-8894-7a443e7457e0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.652,1.8351,NA,173.44,148.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nolan Schanuel grounds out, shortstop Bobby Witt Jr. to first baseman Salvador Perez.",0,4,2,71,"bottom",9,"2024-05-12T22:24:42.042Z","2024-05-12T22:25:06.564Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87,11,2,0.3952,6.7559,31.8294,-25.4608,-9.3832,3.4563,-1.4806,3.3612,6.2014,-138.746,-1.8246,-2.5286,50.0066,5.7286,-18.2485,33.6,6,24,2210,227,NA,NA,NA,NA,NA,NA,FALSE,-24.1,6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",0,"2024-05-12T22:24:12.251Z","2024-05-12T22:24:44.394Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nolan Schanuel replaces Niko Goodrum.","Offensive Substitution",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,694384,"/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","71","atBat","Groundout","field_out","Nolan Schanuel grounds out, shortstop Bobby Witt Jr. to first baseman Salvador Perez.",0,4,2,71,"bottom",9,"2024-05-12T22:24:42.042Z","2024-05-12T22:25:06.564Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,592348,"/api/v1/people/592348",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",2,"2024-05-12T22:23:56.044Z","2024-05-12T22:24:05.893Z",TRUE,"pitch","f152a369-c124-48f9-aba2-f4495b260c20",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.22,1.52,NA,129.47,152.35,"fly_ball","medium","8",109.52,87.36,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Logan O'Hoppe flies out to center fielder Garrett Hampson.",0,4,2,70,"bottom",9,"2024-05-12T22:23:28.126Z","2024-05-12T22:24:05.893Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.4,1,2,0.3935,6.8207,31.695,-23.3297,-10.449,4.511,-0.3272,3.2011,8.571,-139.2648,-3.056,-2.0893,50.0044,5.8583,-20.4971,37.2,6,24,2386,224,95.1,47,283,NA,NA,NA,TRUE,-22.2,7.7,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",1,"2024-05-12T22:23:41.730Z","2024-05-12T22:23:45.338Z",TRUE,"pitch","f3c167af-e01d-4a46-84ce-f5f4463273c0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.228,1.4866,NA,114.57,164.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Logan O'Hoppe flies out to center fielder Garrett Hampson.",0,4,2,70,"bottom",9,"2024-05-12T22:23:28.126Z","2024-05-12T22:24:05.893Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.5,2,2,0.3934,6.7832,32.5131,-24.611,-10.4361,3.8595,0.0637,2.7625,9.6159,-139.4542,-3.9753,-2.0799,50.0067,5.8377,-20.4786,36,6,24,2250,222,NA,NA,NA,NA,NA,NA,FALSE,-23.6,6.2,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",0,"2024-05-12T22:23:28.126Z","2024-05-12T22:23:31.552Z",TRUE,"pitch","1bf59960-a96e-4f92-bef4-938208ba58c2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1546,1.3893,NA,175.01,143.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Logan O'Hoppe flies out to center fielder Garrett Hampson.",0,4,2,70,"bottom",9,"2024-05-12T22:23:28.126Z","2024-05-12T22:24:05.893Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.2,11,2,0.4259,6.791,24.7005,-29.8724,-0.7721,1.3751,-1.5218,3.5168,2.9014,-128.2384,0.3854,-2.5639,50.0053,5.6812,-1.2958,1.2,7.2,24,2154,277,NA,NA,NA,NA,NA,NA,FALSE,-32.3,2.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",2,"2024-05-12T22:22:41.199Z","2024-05-12T22:23:06.192Z",TRUE,"pitch","241d0b3f-1ac2-4549-86a9-e3a406582bd2",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.2,1.48,NA,118.45,171.84,"fly_ball","hard","89",169.71,47.25,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Willie Calhoun homers (1) on a fly ball to right center field.",1,4,2,69,"bottom",9,"2024-05-12T22:22:01.350Z","2024-05-12T22:23:06.192Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.4,76.5,5,0.88,0.4526,6.5561,25.6181,-41.5356,6.6909,-6.3245,-0.038,2.4793,3.4732,-121.409,0.5117,-2.3602,50.0034,5.9053,9.9037,14.4,12,24,2719,46,101,25,391,NA,NA,NA,FALSE,-50.5,-11,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",1,"2024-05-12T22:22:22.659Z","2024-05-12T22:22:25.903Z",TRUE,"pitch","03a61aa4-f6fb-48f3-ad66-fa77e7b07649",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.2,1.48,NA,167.2,158.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Willie Calhoun homers (1) on a fly ball to right center field.",1,4,2,69,"bottom",9,"2024-05-12T22:22:01.350Z","2024-05-12T22:23:06.192Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,86.3,11,2,0.3968,6.7038,34.6419,-25.6863,-11.1642,3.374,-1.317,2.9625,6.7706,-138.7059,-2.7732,-2.355,50.0056,5.7113,-21.4853,37.2,7.2,24,2228,226,NA,NA,NA,NA,NA,NA,FALSE,-24.7,5.6,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",0,"2024-05-12T22:22:09.590Z","2024-05-12T22:22:13.392Z",TRUE,"pitch","c15d6b67-7fd7-4a1e-b41e-60090cb498a6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1611,1.5143,NA,173.17,189.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Willie Calhoun homers (1) on a fly ball to right center field.",1,4,2,69,"bottom",9,"2024-05-12T22:22:01.350Z","2024-05-12T22:23:06.192Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.1,13,2,0.3963,6.7861,30.6474,-22.7183,-10.2803,4.8845,-1.4737,1.8315,6.3607,-138.1861,-6.0553,-2.4691,50.0017,5.5764,-19.8901,37.2,6,24,1959,236,NA,NA,NA,NA,NA,NA,FALSE,-22.6,7.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746234,"2024-05-12",3,"2024-05-12T22:21:41.165Z","2024-05-12T22:21:50.246Z",TRUE,"pitch","e14298a1-c792-4508-ae6f-e4b42774ec27",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.38,1.64,NA,134.03,183.18,"line_drive","medium","8",151.25,73.87,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Taylor Ward lines out to center fielder Garrett Hampson.",0,4,1,68,"bottom",9,"2024-05-12T22:21:05.984Z","2024-05-12T22:21:50.246Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,621493,"Taylor Ward","/api/v1/people/621493","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.8,76.7,7,0.87,0.4509,6.6402,26.5971,-38.0408,7.9973,-3.9415,-0.4468,2.0592,2.0151,-122.0105,-1.2626,-2.3242,50.0007,5.896,11.9151,18,10.8,24,2712,49,98.3,21,319,NA,NA,NA,TRUE,-46.4,-7.2,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
