"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718565,"2023-04-15",4,"2023-04-15T22:53:01.379Z","2023-04-15T22:53:10.262Z",TRUE,"pitch","726f4f9b-c9a6-4cd5-966f-9c62f4ee2100",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.2884,1.668,NA,109.37,160.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Smith called out on strikes.",0,3,2,72,"bottom",9,"2023-04-15T22:51:27.307Z","2023-04-15T22:53:10.262Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,675656,"Kevin Smith","/api/v1/people/675656","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.3,85.8,2,2,0.4025,6.6216,27.8033,-12.3546,-0.9815,10.5518,0.2002,2.9087,7.1838,-135.7143,-5.0958,-2.3458,50.0011,5.6609,-1.8446,1.2,2.4,24,2726,184,NA,NA,NA,NA,NA,NA,TRUE,-13,18.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",2,"2023-04-15T22:51:54.852Z","2023-04-15T22:51:59.044Z",TRUE,"pitch","8215913b-84ce-4db0-bfc8-83e7226469a3",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.31,1.55,NA,117.15,178.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Smith called out on strikes.",0,3,2,72,"bottom",9,"2023-04-15T22:51:27.307Z","2023-04-15T22:53:10.262Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,675656,"Kevin Smith","/api/v1/people/675656","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.5,5,2,0.4369,6.5174,23.7255,-30.8142,2.0318,0.8497,-0.0041,2.2275,5.7688,-125.0729,-2.326,-2.5983,50.0006,5.6808,3.2379,7.2,8.4,24,2706,87,NA,NA,NA,NA,NA,NA,FALSE,-35.5,1.3,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",3,"2023-04-15T22:52:23.410Z","2023-04-15T22:52:32.445Z",FALSE,"no_pitch","36c29527-d47b-4aac-aba0-2f1e38423309",2,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Smith called out on strikes.",0,3,2,72,"bottom",9,"2023-04-15T22:51:27.307Z","2023-04-15T22:53:10.262Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,675656,"Kevin Smith","/api/v1/people/675656","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",502085,"David Robertson",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",1,"2023-04-15T22:51:29.624Z","2023-04-15T22:51:33.660Z",TRUE,"pitch","f42a93f6-f774-4af6-97d7-50b10c88ec36",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.31,1.55,NA,138.96,216.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Smith called out on strikes.",0,3,2,72,"bottom",9,"2023-04-15T22:51:27.307Z","2023-04-15T22:53:10.262Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,675656,"Kevin Smith","/api/v1/people/675656","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,80,13,2,0.4349,6.528,25.0907,-31.8034,2.1553,0.2353,-0.576,0.8359,4.7999,-125.8617,-5.286,-2.7866,50.0059,5.5332,3.4651,7.2,8.4,24,2683,109,NA,NA,NA,NA,NA,NA,FALSE,-37.1,-0.6,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",0,"2023-04-15T22:50:36.781Z","2023-04-15T22:51:29.624Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Smith called out on strikes.",0,3,2,72,"bottom",9,"2023-04-15T22:51:27.307Z","2023-04-15T22:53:10.262Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,675656,"Kevin Smith","/api/v1/people/675656","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",2,"2023-04-15T22:49:59.433Z","2023-04-15T22:50:06.197Z",TRUE,"pitch","83cbb902-febf-4373-b893-2c5b3c2d8217",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.27,1.54,NA,128.9,185.58,"ground_ball","soft","2",128.43,199.4,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Tony Kemp grounds out softly, catcher Francisco Alvarez to first baseman Pete Alonso. Shea Langeliers to 3rd.",0,3,2,71,"bottom",9,"2023-04-15T22:48:43.828Z","2023-04-15T22:50:06.197Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643393,"Tony Kemp","/api/v1/people/643393","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.4,86.6,7,2,0.4008,6.6294,25.9403,-15.2437,-0.9984,8.9228,-0.3123,1.9704,6.4961,-135.9391,-6.7585,-2.5891,50.0019,5.5206,-1.8945,2.4,3.6,24,2803,195,59.1,-50,2,NA,NA,NA,TRUE,-15.8,15.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,669127,"Shea Langeliers","/api/v1/people/669127"
718565,"2023-04-15",1,"2023-04-15T22:49:30.092Z","2023-04-15T22:49:34.282Z",TRUE,"pitch","4b184039-c47a-4396-bb52-2430710360ce",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.2484,1.6014,NA,145.22,234.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Tony Kemp grounds out softly, catcher Francisco Alvarez to first baseman Pete Alonso. Shea Langeliers to 3rd.",0,3,2,71,"bottom",9,"2023-04-15T22:48:43.828Z","2023-04-15T22:50:06.197Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643393,"Tony Kemp","/api/v1/people/643393","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.7,78.2,13,0.9,0.4456,6.3989,26.4075,-42.9083,3.9237,-7.033,-0.7404,0.1528,3.7954,-123.3201,-4.3042,-2.8137,50.0008,5.5714,5.9915,8.4,12,24,2683,39,NA,NA,NA,NA,NA,NA,FALSE,-51.8,-13.6,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",0,"2023-04-15T22:49:11.633Z","2023-04-15T22:49:16.473Z",TRUE,"pitch","700e951f-9b12-42e6-9799-5c41a36be12e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.362,1.6014,NA,130.97,157.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Tony Kemp grounds out softly, catcher Francisco Alvarez to first baseman Pete Alonso. Shea Langeliers to 3rd.",0,3,2,71,"bottom",9,"2023-04-15T22:48:43.828Z","2023-04-15T22:50:06.197Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643393,"Tony Kemp","/api/v1/people/643393","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.9,84.4,1,2,0.4065,6.592,31.4816,-12.1941,-1.2348,10.8894,-0.3664,3.0194,6.2838,-135.1115,-4.8042,-2.5695,50.005,5.6885,-2.2663,3.6,2.4,24,2621,188,NA,NA,NA,NA,NA,NA,FALSE,-13.1,18.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718565,"2023-04-15",2,"2023-04-15T22:48:24.406Z","2023-04-15T22:48:32.036Z",TRUE,"pitch","8c4c6d9f-68cd-4ec9-a75c-69985b02bafd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,2.99,1.49,NA,96.83,165,"bunt_grounder","soft","2",128.94,197.4,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Sac Bunt","sac_bunt","Esteury Ruiz out on a sacrifice bunt, catcher Francisco Alvarez to second baseman Jeff McNeil. Shea Langeliers to 2nd.",0,3,2,70,"bottom",9,"2023-04-15T22:47:49.776Z","2023-04-15T22:48:32.036Z",TRUE,FALSE,FALSE,TRUE,4,0,1,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.3,85.4,3,0.91,0.4036,6.783,29.5245,-12.4126,-0.782,10.5949,0.5292,2.7326,8.1034,-135.6743,-5.3379,-2.3939,50.0032,5.5897,-1.4588,1.2,2.4,24,2669,185,17.2,62,18,NA,NA,NA,TRUE,-13.2,18.2,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669127,"Shea Langeliers","/api/v1/people/669127",NA,NA,NA,NA,NA,NA
718565,"2023-04-15",1,"2023-04-15T22:47:52.128Z","2023-04-15T22:47:58.718Z",TRUE,"pitch","6021242d-5208-4280-8c0d-3c1d5af50459",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,0,NA,NA,2.99,1.49,NA,89.12,169.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Sac Bunt","sac_bunt","Esteury Ruiz out on a sacrifice bunt, catcher Francisco Alvarez to second baseman Jeff McNeil. Shea Langeliers to 2nd.",0,3,2,70,"bottom",9,"2023-04-15T22:47:49.776Z","2023-04-15T22:48:32.036Z",TRUE,FALSE,FALSE,TRUE,4,0,1,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93,85.6,3,0.9,0.4042,6.7848,27.5774,-12.9371,0.2687,10.3324,0.7315,2.5796,8.3052,-135.1406,-5.8297,-2.4079,50.0058,5.6624,0.5006,8.4,3.6,24,2621,194,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.8,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
