"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId"
746977,"2024-04-11",4,"2024-04-12T02:27:24.105Z","2024-04-12T02:27:31.055Z",TRUE,"pitch","4d607961-cb85-41f4-bf34-115a74f3cfb8",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.71,1.78,NA,114.03,138.33,"ground_ball","medium","3",155.94,164.87,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Triston Casas grounds out, first baseman Ryan Mountcastle to pitcher Mike Baumann.",0,9,4,83,"bottom",10,"2024-04-12T02:25:49.131Z","2024-04-12T02:27:31.055Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,2,0.91,0.3934,6.7665,33.3341,-10.5505,-5.4953,11.0326,0.0779,3.7205,5.8635,-139.5749,-4.3078,-1.3427,50.0029,5.9867,-10.7714,39.6,3.6,24,2299,214,83.6,-17,13,NA,NA,NA,TRUE,-10.7,19.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",3,"2024-04-12T02:26:57.444Z","2024-04-12T02:27:03.627Z",TRUE,"pitch","721d4b77-e600-4055-b11c-0f56b0fdfdd7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.71,1.78,NA,111.41,183.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Triston Casas grounds out, first baseman Ryan Mountcastle to pitcher Mike Baumann.",0,9,4,83,"bottom",10,"2024-04-12T02:25:49.131Z","2024-04-12T02:27:31.055Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.3,81.5,8,0.91,0.4258,6.6985,26.4677,-36.2978,0.1276,-2.4564,0.1468,2.0514,4.0411,-128.5986,-2.804,-1.4611,50.0056,5.9694,0.2136,1.2,8.4,24,2347,38,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-4.8,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",1,"2024-04-12T02:26:25.720Z","2024-04-12T02:26:29.609Z",TRUE,"pitch","087838a7-59d1-4999-85dc-637a1f2dece3",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.71,1.78,NA,115.76,175.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Triston Casas grounds out, first baseman Ryan Mountcastle to pitcher Mike Baumann.",0,9,4,83,"bottom",10,"2024-04-12T02:25:49.131Z","2024-04-12T02:27:31.055Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.1,85.8,8,0.9,0.4034,6.564,27.8906,-19.0829,0.8502,6.9981,0.0326,2.3338,4.3191,-135.4712,-5.962,-1.6887,50.0016,5.8845,1.5884,7.2,4.8,24,2305,175,NA,NA,NA,NA,NA,NA,FALSE,-19.7,11.6,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",0,"2024-04-12T02:26:08.164Z","2024-04-12T02:26:12.097Z",TRUE,"pitch","73b9f45d-b093-4e17-882e-0c7f86a5d311",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7858,1.8101,NA,162.89,121.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Triston Casas grounds out, first baseman Ryan Mountcastle to pitcher Mike Baumann.",0,9,4,83,"bottom",10,"2024-04-12T02:25:49.131Z","2024-04-12T02:27:31.055Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.5,11,0.74,0.3875,6.644,33.2539,-11.6326,-2.5195,10.157,-1.204,4.3441,1.6283,-141.5237,-3.0199,-1.4604,50.0003,6.1734,-5.0938,20.4,2.4,24,2136,205,NA,NA,NA,NA,NA,NA,FALSE,-11,18,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",2,"2024-04-12T02:26:42.355Z","2024-04-12T02:26:57.444Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",9,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,671213,"/api/v1/people/671213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Triston Casas grounds out, first baseman Ryan Mountcastle to pitcher Mike Baumann.",0,9,4,83,"bottom",10,"2024-04-12T02:25:49.131Z","2024-04-12T02:27:31.055Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",2,"2024-04-12T02:25:34.340Z","2024-04-12T02:25:43.521Z",TRUE,"pitch","ba6e106d-32ce-43ec-8841-81034d70d0af",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.18,1.41,NA,125.49,164.99,"ground_ball","medium","6",112.96,159.42,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Masataka Yoshida grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle. Jarren Duran to 3rd.",0,9,4,82,"bottom",10,"2024-04-12T02:24:23.716Z","2024-04-12T02:25:43.521Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.2,2,0.88,0.3892,6.6025,33.8265,-14.0513,-3.9557,9.0485,-0.2228,2.7329,4.4284,-141.0579,-6.5536,-1.3035,50.0069,6.0026,-7.927,24,3.6,24,2082,214,91,-14,10,NA,NA,NA,TRUE,-14.2,15.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,680776,"Jarren Duran","/api/v1/people/680776",NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",1,"2024-04-12T02:25:10.105Z","2024-04-12T02:25:13.750Z",TRUE,"pitch","0ff3e1b3-f6f3-4c8e-af53-cb44e2014c33",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.18,1.41,NA,133.38,159.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Masataka Yoshida grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle. Jarren Duran to 3rd.",0,9,4,82,"bottom",10,"2024-04-12T02:24:23.716Z","2024-04-12T02:25:43.521Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,79.2,1,0.91,0.433,6.8699,28.7482,-21.8368,-11.1307,6.3941,-0.4298,2.9394,6.3338,-127.0398,-2.9172,-1.5239,50.0015,5.8601,-17.9882,36,7.2,24,1983,241,NA,NA,NA,NA,NA,NA,FALSE,-25.1,11,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",0,"2024-04-12T02:24:42.176Z","2024-04-12T02:24:46.834Z",TRUE,"pitch","ed06d235-cf46-4550-9dd6-19c9343d2517",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.18,1.41,NA,126.83,170.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Masataka Yoshida grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle. Jarren Duran to 3rd.",0,9,4,82,"bottom",10,"2024-04-12T02:24:23.716Z","2024-04-12T02:25:43.521Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.2,84.8,5,0.9,0.4074,6.6964,27.8996,-16.6195,0.0716,8.49,-0.2578,2.5398,3.9715,-134.2351,-5.7522,-1.7632,50.0053,5.8857,0.1315,2.4,3.6,24,2332,194,NA,NA,NA,NA,NA,NA,FALSE,-17.6,14.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",2,"2024-04-12T02:24:05.833Z","2024-04-12T02:24:17.985Z",TRUE,"pitch","9c8f4242-d63d-4114-a404-2109116488c9",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.2,1.48,NA,82.7,158.63,"fly_ball","medium","9",175.44,132.74,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Tyler O'Neill flies out to right fielder Austin Hays.",0,9,4,81,"bottom",10,"2024-04-12T02:23:23.219Z","2024-04-12T02:24:17.985Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87,12,0.91,0.3933,6.8027,35.5219,-9.0733,-4.4803,11.7959,0.8998,2.9686,7.2046,-139.9881,-6.8059,-1.141,50.0038,6.0458,-8.7755,32.4,2.4,24,2277,206,95.4,57,209,NA,NA,NA,TRUE,-10,19.9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,680776,"Jarren Duran","/api/v1/people/680776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746977,"2024-04-11",1,"2024-04-12T02:23:46.255Z","2024-04-12T02:23:49.255Z",TRUE,"pitch","8f954598-f978-4174-9bc3-52ad3cb58019",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.2,1.48,NA,124.86,175.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Tyler O'Neill flies out to right fielder Austin Hays.",0,9,4,81,"bottom",10,"2024-04-12T02:23:23.219Z","2024-04-12T02:24:17.985Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.2,5,0.91,0.3928,6.6955,34.5902,-9.0949,-4.6315,11.7516,-0.2063,2.3473,4.5991,-139.97,-8.1681,-1.277,50.0041,5.9166,-9.0972,36,2.4,24,2261,208,NA,NA,NA,NA,NA,NA,FALSE,-10.2,19.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
