"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716886,"2023-08-23",2,"2023-08-23T21:14:43.120Z","2023-08-23T21:14:50.689Z",TRUE,"pitch","fd94f72f-cab7-4df6-ac87-4411829e884b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.43,1.71,NA,135.69,192.2,"ground_ball","medium","4",141.52,137.37,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Groundout","field_out","Joshua Palacios grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",0,6,4,86,"bottom",9,"2023-08-23T21:13:51.886Z","2023-08-23T21:14:50.689Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.9,7,0.9,0.439,5.5401,25.4909,-30.0044,-4.6177,1.3785,-0.4902,1.7253,-3.3658,-124.847,-3.047,1.4762,50.0057,5.4351,-7.2781,14.4,8.4,24,2664,302,69.6,12,128,NA,NA,NA,TRUE,-35.2,2,9.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",1,"2023-08-23T21:14:20.835Z","2023-08-23T21:14:24.446Z",TRUE,"pitch","dbf8d024-3ad3-4d28-aef1-84b59cbff80f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.43,1.71,NA,110.63,177.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Groundout","field_out","Joshua Palacios grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",0,6,4,86,"bottom",9,"2023-08-23T21:13:51.886Z","2023-08-23T21:14:50.689Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.5,5,0.91,0.4471,5.4549,23.6133,-30.9041,-5.1712,0.834,0.167,2.2692,-1.8239,-122.3971,-1.3757,1.5931,50.0021,5.479,-7.864,14.4,8.4,24,2580,287,NA,NA,NA,NA,NA,NA,FALSE,-37.2,1.4,9.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",0,"2023-08-23T21:14:04.675Z","2023-08-23T21:14:07.793Z",TRUE,"pitch","fdc9232e-1b61-41de-9576-c6059fbda1fb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4551,1.761,NA,103.31,182.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Groundout","field_out","Joshua Palacios grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",0,6,4,86,"bottom",9,"2023-08-23T21:13:51.886Z","2023-08-23T21:14:50.689Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.1,9,0.88,0.4438,5.4474,24.2296,-32.8703,-5.0808,-0.4466,0.3591,2.072,-1.571,-123.3567,-1.4999,1.6643,50.0058,5.4556,-7.842,13.2,8.4,24,2745,295,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-1,9.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",1,"2023-08-23T21:13:12.770Z","2023-08-23T21:13:27.655Z",TRUE,"pitch","438f7dd4-71a9-492f-a295-dfa377560bdc",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.19,1.44,NA,111.55,172.19,"line_drive","medium","8",155.39,73.86,NA,NA,TRUE,NA,NA,NA,NA,NA,"85","atBat","Double","double","Connor Joe doubles (27) on a line drive to right fielder Jordan Walker, deflected by center fielder Richie Palacios. Bryan Reynolds scores.",1,6,4,85,"bottom",9,"2023-08-23T21:12:27.082Z","2023-08-23T21:13:27.655Z",TRUE,TRUE,FALSE,FALSE,34,0,1,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.2,5,0.92,0.394,5.5472,33.0012,-24.5392,11.4549,3.9077,0.143,2.4663,-7.1403,-139.3154,-3.5567,1.2587,50.0036,5.3925,22.3865,39.6,7.2,24,2040,127,96.3,17,321,NA,NA,NA,FALSE,-23.5,6.5,-19.2,NA,NA,NA,NA,NA,FALSE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
716886,"2023-08-23",0,"2023-08-23T21:12:48.723Z","2023-08-23T21:12:52.264Z",TRUE,"pitch","08e088d8-03bb-4ce6-94bc-aec75de34947",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.19,1.44,NA,126.46,189.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Double","double","Connor Joe doubles (27) on a line drive to right fielder Jordan Walker, deflected by center fielder Richie Palacios. Bryan Reynolds scores.",1,6,4,85,"bottom",9,"2023-08-23T21:12:27.082Z","2023-08-23T21:13:27.655Z",TRUE,TRUE,FALSE,FALSE,34,0,1,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,88,8,0.93,0.394,5.6118,28.3967,-28.7493,9.8954,1.7429,-0.2483,1.8358,-7.8737,-138.5458,-4.2722,1.3325,50.0004,5.2995,19.4044,31.2,7.2,24,2133,132,NA,NA,NA,NA,NA,NA,FALSE,-27.5,2.5,-16.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",3,"2023-08-23T21:12:20.165Z","2023-08-23T21:12:24.860Z",TRUE,"pitch","f8a47a77-fe6b-40bf-937b-c7c486d01dd0",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.3629,1.5988,NA,121.76,193.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew McCutchen called out on strikes.",0,6,3,84,"bottom",9,"2023-08-23T21:11:08.094Z","2023-08-23T21:12:24.860Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,89.7,8,0.93,0.3877,5.5124,27.5726,-26.7302,9.7435,2.6852,-0.125,1.6853,-7.1303,-140.4956,-5.6806,1.1618,50.0043,5.4384,19.7586,33.6,7.2,24,2209,130,NA,NA,NA,NA,NA,NA,TRUE,-25,4,-16.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA
716886,"2023-08-23",1,"2023-08-23T21:11:51.294Z","2023-08-23T21:11:55.007Z",TRUE,"pitch","f4260a51-8004-4a13-9957-278c60f98aa8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.389,1.5988,NA,136.49,192.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew McCutchen called out on strikes.",0,6,3,84,"bottom",9,"2023-08-23T21:11:08.094Z","2023-08-23T21:12:24.860Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,81.3,7,0.87,0.4283,5.5203,22.0539,-27.8571,7.9701,2.5989,-0.5114,1.7178,-6.9674,-127.085,-3.6887,1.2087,50.0051,5.3614,13.252,22.8,7.2,24,1582,110,NA,NA,NA,NA,NA,NA,FALSE,-31.2,4.2,-13.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",0,"2023-08-23T21:11:29.967Z","2023-08-23T21:11:33.022Z",TRUE,"pitch","ad476005-7bf5-469b-aaaf-1be8792c332d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3629,1.5727,NA,102.35,196.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew McCutchen called out on strikes.",0,6,3,84,"bottom",9,"2023-08-23T21:11:08.094Z","2023-08-23T21:12:24.860Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,88.4,9,0.93,0.3927,5.4689,27.8412,-27.3226,10.2659,2.4578,0.3843,1.5766,-6.4558,-138.8945,-5.6082,1.3915,50.0044,5.4126,20.2848,33.6,7.2,24,2121,128,NA,NA,NA,NA,NA,NA,FALSE,-26.2,3.6,-17.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",2,"2023-08-23T21:12:03.227Z","2023-08-23T21:12:08.227Z",FALSE,"stepoff","eea87c34-5a7c-47f2-a3c6-5a08bfe7f653",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew McCutchen called out on strikes.",0,6,3,84,"bottom",9,"2023-08-23T21:11:08.094Z","2023-08-23T21:12:24.860Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716886,"2023-08-23",4,"2023-08-23T21:10:53.995Z","2023-08-23T21:11:03.261Z",TRUE,"pitch","82ea55cf-d674-4ef5-a669-c6d5fe6f5bad",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.13,1.5,NA,103.59,153.01,"line_drive","hard","7",69.31,87.97,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Bryan Reynolds singles on a sharp line drive to left fielder Tyler O'Neill.",0,6,3,83,"bottom",9,"2023-08-23T21:09:17.958Z","2023-08-23T21:11:03.261Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,668804,"Bryan Reynolds","/api/v1/people/668804","R","Right",668941,"JoJo Romero","/api/v1/people/668941","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,79.1,3,0.91,0.4367,5.4524,24.2338,-29.3706,9.032,1.755,0.3519,3.1767,-5.2022,-125.2125,0.0808,1.2783,50.0012,5.5386,14.4037,24,8.4,24,1494,110,106.2,13,238,NA,NA,NA,FALSE,-33.4,3.5,-15.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA
