"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718031,"2023-05-25",3,"2023-05-26T01:25:20.887Z","2023-05-26T01:25:27.532Z",TRUE,"pitch","cf8c7a1c-3967-46fe-8cbc-8a464307d7a4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.76,1.75,NA,108.62,164.27,"ground_ball","medium","6",112.54,160.78,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Luis Robert Jr. grounds into a double play, shortstop Javier Baez to second baseman Andy Ibanez to first baseman Spencer Torkelson. Andrew Benintendi out at 2nd. Luis Robert Jr. out at 1st.",0,2,7,73,"top",9,"2023-05-26T01:23:23.921Z","2023-05-26T01:25:27.532Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.3,5,2,0.4136,6.066,28.6519,-17.3393,-8.3959,8.3551,0.2197,2.7597,11.7695,-132.5041,-4.0957,-3.1915,50.0055,5.5947,-14.9135,34.8,4.8,24,2187,226,106.6,1,55,NA,NA,NA,TRUE,-18.6,14.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",2,"2023-05-26T01:24:59.553Z","2023-05-26T01:25:04.257Z",TRUE,"pitch","17fb30e7-1848-4052-b60a-797fbca4fe1b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.76,1.75,NA,88.81,204.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Luis Robert Jr. grounds into a double play, shortstop Javier Baez to second baseman Andy Ibanez to first baseman Spencer Torkelson. Andrew Benintendi out at 2nd. Luis Robert Jr. out at 1st.",0,2,7,73,"top",9,"2023-05-26T01:23:23.921Z","2023-05-26T01:25:27.532Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.5,74.2,14,2,0.4659,6.0407,25.7305,-32.5999,-2.0446,-0.3051,0.7395,1.2652,9.7484,-118.2432,-2.9204,-3.1982,50.0023,5.5535,-2.8513,1.2,9.6,24,2195,7,NA,NA,NA,NA,NA,NA,FALSE,-43,-1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",1,"2023-05-26T01:24:37.848Z","2023-05-26T01:24:44.792Z",TRUE,"pitch","0087eee9-ee22-4dfa-aa5b-2a11c8868e09",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.8823,1.75,NA,175.57,186.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Luis Robert Jr. grounds into a double play, shortstop Javier Baez to second baseman Andy Ibanez to first baseman Spencer Torkelson. Andrew Benintendi out at 2nd. Luis Robert Jr. out at 1st.",0,2,7,73,"top",9,"2023-05-26T01:23:23.921Z","2023-05-26T01:25:27.532Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.4,72.5,13,0.91,0.4761,6.0481,23.0831,-33.4032,-10.8938,-0.9142,-1.5366,1.939,7.1045,-115.3931,-0.9395,-3.2523,50.0048,5.5925,-14.5749,21.6,10.8,24,2051,256,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-1.6,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",0,"2023-05-26T01:23:49.002Z","2023-05-26T01:23:59.719Z",TRUE,"pitch","b15fe929-f76f-4595-9729-0f646e4a5a25",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.76,1.75,NA,112.9,160.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Luis Robert Jr. grounds into a double play, shortstop Javier Baez to second baseman Andy Ibanez to first baseman Spencer Torkelson. Andrew Benintendi out at 2nd. Luis Robert Jr. out at 1st.",0,2,7,73,"top",9,"2023-05-26T01:23:23.921Z","2023-05-26T01:25:27.532Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.5,82.8,5,2,0.4164,6.0194,27.2048,-15.6809,-7.394,9.407,0.1075,2.8849,11.0571,-131.4039,-4.0658,-3.1894,50.0001,5.6131,-12.9605,32.4,4.8,24,2151,224,NA,NA,NA,NA,NA,NA,FALSE,-17.2,16.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",3,"2023-05-26T01:23:13.327Z","2023-05-26T01:23:24.935Z",TRUE,"pitch","76cf43b2-94fd-4c02-8322-3bf7aa2edc0c",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.28,1.47,NA,139.84,173.65,"ground_ball","medium","9",150.54,108.51,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Andrew Benintendi singles on a ground ball to right fielder Matt Vierling.",0,2,7,72,"top",9,"2023-05-26T01:22:06.634Z","2023-05-26T01:23:24.935Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.3,75.5,4,0.91,0.4584,6.2868,22.8067,-33.1965,-8.25,-0.7028,-0.5992,2.4124,9.2654,-119.4583,-0.2584,-3.4545,50.006,5.5039,-11.9377,16.8,9.6,24,2002,253,94.5,8,137,NA,NA,NA,FALSE,-41.6,-1.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",2,"2023-05-26T01:22:52.317Z","2023-05-26T01:22:55.795Z",TRUE,"pitch","e451c6ff-63ea-44b0-93d4-9705a87a941b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.28,1.47,NA,144.83,204.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Andrew Benintendi singles on a ground ball to right fielder Matt Vierling.",0,2,7,72,"top",9,"2023-05-26T01:22:06.634Z","2023-05-26T01:23:24.935Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.1,13,2,0.4549,6.1114,25.4258,-31.9856,-0.1986,0.1301,-0.73,1.2574,6.745,-120.8133,-3.2806,-3.5425,50.0051,5.4695,-0.2926,1.2,9.6,24,2352,341,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-0.4,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",1,"2023-05-26T01:22:35.121Z","2023-05-26T01:22:40.487Z",TRUE,"pitch","4d89a15b-32c7-4118-9248-669c948eab15",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4283,1.6474,NA,155.61,149.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Andrew Benintendi singles on a ground ball to right fielder Matt Vierling.",0,2,7,72,"top",9,"2023-05-26T01:22:06.634Z","2023-05-26T01:23:24.935Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,82.7,11,2,0.4153,5.9734,29.0908,-16.379,-7.4856,8.9786,-1.013,3.3178,8.6829,-132.06,-2.7455,-3.3767,50.0063,5.5811,-13.1757,33.6,4.8,24,2254,226,NA,NA,NA,NA,NA,NA,FALSE,-17.5,15.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",0,"2023-05-26T01:22:20.852Z","2023-05-26T01:22:25.431Z",TRUE,"pitch","1335e35e-c4d5-4515-ae10-98bf70a1b8e4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4017,1.47,NA,89.03,171.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Andrew Benintendi singles on a ground ball to right fielder Matt Vierling.",0,2,7,72,"top",9,"2023-05-26T01:22:06.634Z","2023-05-26T01:23:24.935Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.2,69.5,6,0.91,0.5015,6.1141,19.9045,-37.8979,6.8334,-4.7408,0.7337,2.4886,6.5765,-109.3703,1.5728,-3.2038,50.0029,5.835,8.2493,13.2,13.2,24,2638,39,NA,NA,NA,NA,NA,NA,FALSE,-56.3,-7.8,-14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",6,"2023-05-26T01:21:47.034Z","2023-05-26T01:21:52.564Z",TRUE,"pitch","2c20e1c2-a369-44cb-b3f7-f17cde1a3cb4",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.4816,1.5099,NA,91.46,182.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Tim Anderson called out on strikes.",0,2,7,71,"top",9,"2023-05-26T01:20:09.553Z","2023-05-26T01:21:52.564Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641313,"Tim Anderson","/api/v1/people/641313","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.1,9,2,0.4104,6.1553,28.7223,-17.7873,-8.6738,7.9734,0.67,2.0809,13.0073,-133.4737,-5.7163,-3.1394,50.0024,5.5311,-15.6507,34.8,4.8,24,2138,227,NA,NA,NA,NA,NA,NA,TRUE,-19.2,13.3,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718031,"2023-05-25",4,"2023-05-26T01:21:03.512Z","2023-05-26T01:21:10.416Z",TRUE,"pitch","3156024d-5cc1-4aea-acba-62a8dd8e6f52",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.43,1.51,NA,120,145.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Tim Anderson called out on strikes.",0,2,7,71,"top",9,"2023-05-26T01:20:09.553Z","2023-05-26T01:21:52.564Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641313,"Tim Anderson","/api/v1/people/641313","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,82,2,2,0.4186,6.1695,29.3057,-15.8609,-8.4251,9.4197,-0.0787,3.462,10.9171,-131.1519,-2.3889,-3.2123,50.0011,5.5759,-14.5883,37.2,4.8,24,2119,229,NA,NA,NA,NA,NA,NA,FALSE,-17.2,16.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
