"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718303,"2023-05-05",7,"2023-05-05T20:29:39.557Z","2023-05-05T20:29:44.665Z",TRUE,"pitch","fc8ff1fd-6289-4663-b551-485889d5c1e9",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.48,1.69,NA,120.09,153.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.6,78.1,13,0.92,0.4441,6.6304,23.8272,-29.3391,-2.1605,1.842,-1.0258,1.3991,1.5155,-123.1977,-4.1729,-1.3673,50.0048,5.5869,-3.3308,6,8.4,24,909,221,NA,NA,NA,NA,NA,NA,TRUE,-35.4,2.6,3.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",6,"2023-05-05T20:29:06.151Z","2023-05-05T20:29:10.068Z",TRUE,"pitch","306ef84e-0683-494b-a183-ea901caf7997",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,2,NA,NA,3.4505,1.6533,NA,156.1,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.6,79.2,14,0.8,0.4408,6.7369,25.4181,-30.6288,-1.9223,0.9869,0.8235,-1.0344,5.3234,-124.351,-9.5381,-1.0972,50.0031,5.3999,-3.0052,3.6,8.4,24,867,228,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-0.2,2.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",5,"2023-05-05T20:28:45.346Z","2023-05-05T20:28:49.551Z",TRUE,"pitch","e94b9272-6b6e-4d4e-8130-59d644c777d5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.48,1.69,NA,111.2,203.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.3,69.1,14,0.87,0.5065,6.3707,18.8647,-42.54,3.3044,-8.7476,0.1521,1.3034,2.6093,-108.1377,0.4962,-1.4996,50.0049,5.7378,3.9136,6,14.4,24,2264,23,NA,NA,NA,NA,NA,NA,FALSE,-64.9,-15.4,-6.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",3,"2023-05-05T20:28:27.270Z","2023-05-05T20:28:35.068Z",TRUE,"pitch","e5588512-0047-4e13-a2c5-98ea85a3e0a7",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.5173,1.6533,NA,137.98,190.14,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.9,7,2,0.4088,6.8599,25.3966,-20.6305,-8.0557,6.3282,-0.5503,1.8015,5.0693,-133.3671,-5.7181,-1.4173,50.0002,5.4353,-14.6869,32.4,6,24,2061,207,NA,NA,NA,NA,NA,NA,FALSE,-21.7,10.6,13.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",2,"2023-05-05T20:28:06.385Z","2023-05-05T20:28:10.818Z",TRUE,"pitch","d331157b-48c2-4f1c-95da-80cee0199a42",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5173,1.6755,NA,116.84,134.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,84.4,12,0.91,0.4085,6.7577,26.8284,-20.1164,-8.8787,6.6111,0.0043,3.8449,6.739,-133.6924,-0.849,-1.3863,50.0024,5.6007,-16.1909,36,6,24,2182,210,NA,NA,NA,NA,NA,NA,FALSE,-20.2,12,14.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",1,"2023-05-05T20:27:47.671Z","2023-05-05T20:27:50.671Z",TRUE,"pitch","bbe59a2b-8301-4a02-a650-0e4c250e20f0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3836,1.6755,NA,158.96,128.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92,84.5,11,2,0.4078,6.7576,27.3331,-21.5196,-8.3554,5.8234,-1.1007,4.069,3.9754,-134.0014,-0.1139,-1.5132,50.0013,5.6417,-15.2848,33.6,6,24,2094,207,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.8,14.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",0,"2023-05-05T20:27:05.582Z","2023-05-05T20:27:47.671Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",4,"2023-05-05T20:28:41.490Z","2023-05-05T20:28:45.346Z",FALSE,"action",NA,NA,"Jean Segura advances to 2nd on defensive indifference.","Defensive Indiff",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,516416,"/api/v1/people/516416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e5588512-0047-4e13-a2c5-98ea85a3e0a7","defensive_indiff",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,4,67,"top",9,"2023-05-05T20:27:45.328Z","2023-05-05T20:29:44.665Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718303,"2023-05-05",1,"2023-05-05T20:26:28.280Z","2023-05-05T20:26:32.844Z",TRUE,"pitch","32b72f65-447c-49e8-b9f9-07043c3868e9",2,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",2,0,2,NA,NA,3.07,1.47,NA,201.94,149.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Hit By Pitch","hit_by_pitch","Jean Segura hit by pitch.",0,1,4,66,"top",9,"2023-05-05T20:26:15.864Z","2023-05-05T20:26:32.844Z",TRUE,FALSE,FALSE,FALSE,11,2,0,2,516416,"Jean Segura","/api/v1/people/516416","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,82.8,11,0.9,0.412,6.6307,34.1001,-21.3776,-9.2827,6.0597,-2.2283,3.3014,1.1594,-133.9486,-2.1361,-1.468,50.0065,5.6691,-16.5474,36,6,24,2076,204,NA,NA,NA,NA,NA,NA,FALSE,-22.2,10.6,16.4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,516416,"Jean Segura","/api/v1/people/516416",NA,NA,NA,NA,NA,NA
718303,"2023-05-05",0,"2023-05-05T20:26:15.864Z","2023-05-05T20:26:18.864Z",TRUE,"pitch","ecbd69df-450a-40f0-be2f-993e680fb71c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.983,1.3874,NA,184.69,144.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Hit By Pitch","hit_by_pitch","Jean Segura hit by pitch.",0,1,4,66,"top",9,"2023-05-05T20:26:15.864Z","2023-05-05T20:26:32.844Z",TRUE,FALSE,FALSE,FALSE,11,2,0,2,516416,"Jean Segura","/api/v1/people/516416","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,84.2,11,2,0.4079,6.7767,30.3552,-19.6685,-8.4457,6.8551,-1.7759,3.4747,2.166,-134.5043,-1.9496,-1.4966,50.004,5.61,-15.4078,36,6,24,2095,209,NA,NA,NA,NA,NA,NA,FALSE,-19.9,12.2,14.8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
