"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717428,"2023-07-09",5,"2023-07-09T21:09:33.654Z","2023-07-09T21:09:40.355Z",TRUE,"pitch","30456df8-9053-4f95-8152-00608b58771b",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.49,1.72,NA,113.88,230.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Max Kepler strikes out swinging.",0,15,2,81,"bottom",9,"2023-07-09T21:08:02.314Z","2023-07-09T21:09:40.355Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,78.1,14,0.91,0.4462,6.0666,25.2023,-34.6493,7.8329,-1.6257,0.0818,0.3041,1.923,-122.9299,-5.6662,-1.7288,50.0022,5.5929,11.9426,19.2,9.6,24,2716,43,NA,NA,NA,NA,NA,NA,TRUE,-42.5,-4.1,-14.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",4,"2023-07-09T21:09:07.039Z","2023-07-09T21:09:10.902Z",TRUE,"pitch","0757d6ad-d906-4baa-9bcd-9d3b48983edf",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.49,1.72,NA,129.02,198.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Max Kepler strikes out swinging.",0,15,2,81,"bottom",9,"2023-07-09T21:08:02.314Z","2023-07-09T21:09:40.355Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77.9,13,0.91,0.4464,5.9801,23.9295,-32.1354,9.6322,0.0283,-0.3153,1.4751,1.0429,-122.6249,-3.3992,-1.9978,50.0055,5.617,14.6909,24,9.6,24,2720,56,NA,NA,NA,NA,NA,NA,FALSE,-39,-0.5,-17.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",3,"2023-07-09T21:08:49.062Z","2023-07-09T21:08:53.138Z",TRUE,"pitch","7fc2bd07-ec4f-412d-940d-fccaa04be4b6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3544,1.7295,NA,84.96,208.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Max Kepler strikes out swinging.",0,15,2,81,"bottom",9,"2023-07-09T21:08:02.314Z","2023-07-09T21:09:40.355Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.5,14,0.91,0.4495,6.0308,24.0388,-34.8725,9.061,-1.7976,0.8405,1.1229,3.6832,-121.8739,-3.6842,-1.8675,50.0008,5.6672,13.6228,21.6,10.8,24,2652,45,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-3.8,-17.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",1,"2023-07-09T21:08:25.129Z","2023-07-09T21:08:28.251Z",TRUE,"pitch","bc3baf24-5bfa-4a6a-a4b2-f4c5af0ff133",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.49,1.72,NA,95.76,188.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Max Kepler strikes out swinging.",0,15,2,81,"bottom",9,"2023-07-09T21:08:02.314Z","2023-07-09T21:09:40.355Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.7,9,0.91,0.4483,5.9166,22.7476,-32.7789,8.8336,-0.4023,0.5573,1.8787,3.0063,-121.92,-2.5992,-1.8374,50.0002,5.7721,13.3689,22.8,9.6,24,2680,49,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-1.1,-16.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",0,"2023-07-09T21:08:02.314Z","2023-07-09T21:08:08.107Z",TRUE,"pitch","d2ebb06f-0dea-4117-8b3c-e48f4a4cfc6d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.49,1.72,NA,97.34,122.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Max Kepler strikes out swinging.",0,15,2,81,"bottom",9,"2023-07-09T21:08:02.314Z","2023-07-09T21:09:40.355Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.3,5,0.91,0.3943,6.1231,31.5503,-20.4088,-9.6393,6.0238,-0.1511,2.737,7.1049,-138.9825,-4.0186,-1.49,50.0051,5.5595,-18.8339,39.6,6,24,2161,220,NA,NA,NA,NA,NA,NA,FALSE,-19.8,10.2,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",2,"2023-07-09T21:08:41.001Z","2023-07-09T21:08:49.062Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",15,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,596146,"/api/v1/people/596146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Max Kepler strikes out swinging.",0,15,2,81,"bottom",9,"2023-07-09T21:08:02.314Z","2023-07-09T21:09:40.355Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",2,"2023-07-09T21:06:03.952Z","2023-07-09T21:06:12.467Z",TRUE,"pitch","e75b798d-17e0-45a4-8aaa-a1777dab0212",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.04,1.44,NA,47.9,190.52,"ground_ball","medium","1",135.3,171.49,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Twins challenged (play at 1st), call on the field was overturned: Jose Miranda singles on a ground ball to second baseman Jordan Westburg, deflected by pitcher Eduard Bazardo.",0,15,2,80,"bottom",9,"2023-07-09T21:05:12.063Z","2023-07-09T21:06:12.467Z",TRUE,FALSE,TRUE,FALSE,33,0,2,2,669304,"Jose Miranda","/api/v1/people/669304","R","Right",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.7,14,0.91,0.4456,5.7687,27.1305,-34.6311,8.8913,-1.6107,1.8128,1.7873,5.7441,-123.4439,-1.8542,-1.7081,50.0019,5.4943,13.568,22.8,9.6,24,2699,52,60.7,-28,5,NA,NA,NA,FALSE,-41.4,-3.1,-17.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669304,"Jose Miranda","/api/v1/people/669304",NA,NA,NA,NA,NA,NA,TRUE,FALSE,"MF",142
717428,"2023-07-09",1,"2023-07-09T21:05:43.366Z","2023-07-09T21:05:47.038Z",TRUE,"pitch","3a4b5014-fa7c-4d0a-a8c4-a68ad813f7ea",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.04,1.44,NA,124.36,182.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Twins challenged (play at 1st), call on the field was overturned: Jose Miranda singles on a ground ball to second baseman Jordan Westburg, deflected by pitcher Eduard Bazardo.",0,15,2,80,"bottom",9,"2023-07-09T21:05:12.063Z","2023-07-09T21:06:12.467Z",TRUE,FALSE,TRUE,FALSE,33,0,2,2,669304,"Jose Miranda","/api/v1/people/669304","R","Right",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.9,5,0.91,0.393,6.1513,29.9186,-18.2108,-9.1645,7.0884,-0.1932,2.0692,6.8831,-139.1393,-6.174,-1.5029,50.0017,5.515,-18.0479,40.8,4.8,24,2174,219,NA,NA,NA,NA,NA,NA,FALSE,-18,11.8,15.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",0,"2023-07-09T21:05:28.571Z","2023-07-09T21:05:32.586Z",TRUE,"pitch","20bc1225-c600-4333-8906-216589160396",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.9335,1.4494,NA,109.24,174.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Twins challenged (play at 1st), call on the field was overturned: Jose Miranda singles on a ground ball to second baseman Jordan Westburg, deflected by pitcher Eduard Bazardo.",0,15,2,80,"bottom",9,"2023-07-09T21:05:12.063Z","2023-07-09T21:06:12.467Z",TRUE,FALSE,TRUE,FALSE,33,0,2,2,669304,"Jose Miranda","/api/v1/people/669304","R","Right",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,79.5,5,0.9,0.4391,5.8141,20.4668,-31.1861,6.2913,0.6264,0.2036,2.397,3.4601,-123.8586,-1.264,-2.0207,50.0035,5.4785,9.9555,18,8.4,24,2540,65,NA,NA,NA,NA,NA,NA,FALSE,-36.1,1.1,-12.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717428,"2023-07-09",5,"2023-07-09T21:04:56.421Z","2023-07-09T21:05:03.944Z",TRUE,"pitch","d702fb9f-22d0-47fd-8497-aae144159af1",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.27,1.71,NA,123.97,185.81,"line_drive","medium","9",191.2,91.41,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Lineout","field_out","Alex Kirilloff lines out to right fielder Anthony Santander.",0,15,2,79,"bottom",9,"2023-07-09T21:03:12.648Z","2023-07-09T21:05:03.944Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",660825,"Eduard Bazardo","/api/v1/people/660825","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.4,8,0.91,0.3991,6.0164,30.8081,-19.7788,-10.4481,6.4956,-0.1829,1.9617,6.943,-137.3298,-6.0881,-1.3883,50.0002,5.5556,-19.9255,40.8,6,24,2195,213,95.3,22,313,NA,NA,NA,TRUE,-20.2,10.7,17.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
