"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718354,"2023-04-30",2,"2023-05-01T01:56:48.726Z","2023-05-01T01:56:56.229Z",TRUE,"pitch","159b1d4d-3e92-4071-9d1a-f20779480b70",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.11,1.52,NA,116.29,155.65,"ground_ball","medium","6",114.66,156.23,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,70,"top",9,"2023-05-01T01:56:04.034Z","2023-05-01T01:56:56.229Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,681082,"Bryson Stott","/api/v1/people/681082","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.2,2,2,0.3944,6.2536,31.4968,-11.6891,0.0324,10.4853,0.0187,3.0789,0.3645,-138.9615,-5.5517,-0.1184,50.0007,5.8811,0.063,1.2,2.4,24,2519,196,92.3,-29,6,NA,NA,NA,TRUE,-12,18,-0.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",1,"2023-05-01T01:56:28.876Z","2023-05-01T01:56:32.451Z",TRUE,"pitch","e858db0a-cd60-49fa-8648-7d342a2ac4e1",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.11,1.52,NA,77.31,210.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,70,"top",9,"2023-05-01T01:56:04.034Z","2023-05-01T01:56:56.229Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,681082,"Bryson Stott","/api/v1/people/681082","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.2,75,14,2,0.4616,6.1643,27.2095,-40.7739,9.6247,-6.0537,1.0413,1.0645,0.0733,-119.562,-2.8673,-0.2365,50.0053,6.0084,13.6662,18,12,24,3340,33,NA,NA,NA,NA,NA,NA,FALSE,-52.6,-11.4,-17.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",0,"2023-05-01T01:56:12.667Z","2023-05-01T01:56:17.852Z",TRUE,"pitch","1f5259f8-1b19-4ca0-8e73-98dcd961f3b9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.9973,1.5194,NA,96.38,212.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,70,"top",9,"2023-05-01T01:56:04.034Z","2023-05-01T01:56:56.229Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,681082,"Bryson Stott","/api/v1/people/681082","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.1,14,2,0.3962,6.3897,30.7222,-8.0323,-1.1105,12.4672,0.5411,0.9898,1.9459,-138.2446,-11.35,-0.0275,50.0011,5.687,-2.1502,9.6,2.4,24,2584,200,NA,NA,NA,NA,NA,NA,FALSE,-9.8,20.4,1.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",3,"2023-05-01T01:55:29.564Z","2023-05-01T01:55:37.888Z",TRUE,"pitch","206c7fba-1e26-4e57-91ee-010f4e18dbaa",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.32,1.61,NA,79.81,187.77,"ground_ball","medium","6",125.83,144.53,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Edmundo Sosa grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,69,"top",9,"2023-05-01T01:54:10.914Z","2023-05-01T01:55:37.888Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624641,"Edmundo Sosa","/api/v1/people/624641","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.3,14,2,0.4162,6.3019,27.2037,-30.6619,2.17,0.8651,0.9756,1.8892,1.6877,-131.4844,-4.678,0.044,50.0052,5.9599,3.81,7.2,7.2,24,2826,123,80.5,6,88,NA,NA,NA,TRUE,-32.6,0.7,-4.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",2,"2023-05-01T01:55:00.025Z","2023-05-01T01:55:03.821Z",TRUE,"pitch","75defa92-1e9c-49b1-923f-d00f50c24f0e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.32,1.61,NA,111.39,205.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Edmundo Sosa grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,69,"top",9,"2023-05-01T01:54:10.914Z","2023-05-01T01:55:37.888Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624641,"Edmundo Sosa","/api/v1/people/624641","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.9,14,2,0.3968,6.375,30.692,-8.3212,-1.8531,12.3577,0.1473,1.2314,0.7221,-138.0309,-10.7844,0.123,50.0002,5.7491,-3.5754,18,2.4,24,2636,199,NA,NA,NA,NA,NA,NA,FALSE,-10.1,20.3,3.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",1,"2023-05-01T01:54:39.807Z","2023-05-01T01:54:43.878Z",TRUE,"pitch","075edae5-e870-4c52-8546-e0f5f0881fe4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1231,1.6094,NA,46.08,229.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Edmundo Sosa grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,69,"top",9,"2023-05-01T01:54:10.914Z","2023-05-01T01:55:37.888Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624641,"Edmundo Sosa","/api/v1/people/624641","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,82.8,14,2,0.4189,6.3071,29.6126,-28.8214,2.8341,1.9357,1.8605,0.352,3.5394,-131.1353,-8.522,0.1216,50.0014,5.817,4.8984,10.8,7.2,24,2747,144,NA,NA,NA,NA,NA,NA,FALSE,-32.2,1.7,-6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",0,"2023-05-01T01:54:21.863Z","2023-05-01T01:54:25.553Z",TRUE,"pitch","10ca8c60-ad6d-4e74-ba72-4743c5c1a3f3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.32,1.61,NA,113.35,170.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Edmundo Sosa grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,3,4,69,"top",9,"2023-05-01T01:54:10.914Z","2023-05-01T01:55:37.888Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624641,"Edmundo Sosa","/api/v1/people/624641","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,82,5,2,0.4217,6.0877,27.0566,-32.1652,3.1539,0.0072,0.0958,2.5239,-0.5575,-129.8445,-2.8433,-0.0965,50.0041,6.0792,5.3885,9.6,8.4,24,2859,98,NA,NA,NA,NA,NA,NA,FALSE,-34.7,-0.4,-5.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",7,"2023-05-01T01:53:50.539Z","2023-05-01T01:53:54.790Z",TRUE,"pitch","8cd9ff2e-f139-46b2-a327-334b92c6df07",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.38,1.68,NA,99.77,200.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kody Clemens strikes out swinging.",0,3,4,68,"top",9,"2023-05-01T01:52:09.284Z","2023-05-01T01:53:54.790Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665019,"Kody Clemens","/api/v1/people/665019","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,82.8,14,2,0.4173,6.1393,29.7415,-29.4881,3.0074,1.5468,0.4521,1.4345,0.277,-131.6132,-6.0021,-0.0452,50.0062,5.9478,5.2406,9.6,7.2,24,2730,143,NA,NA,NA,NA,NA,NA,TRUE,-32,1.6,-5.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",6,"2023-05-01T01:53:29.347Z","2023-05-01T01:53:32.887Z",TRUE,"pitch","37a02ba8-d6a7-4511-896f-1d39f06c368b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.38,1.68,NA,131.79,169.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kody Clemens strikes out swinging.",0,3,4,68,"top",9,"2023-05-01T01:52:09.284Z","2023-05-01T01:53:54.790Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665019,"Kody Clemens","/api/v1/people/665019","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.4,4,2,0.4024,6.4023,31.2086,-9.2262,-2.5807,12.2413,-0.3879,2.5577,-0.1553,-136.3467,-7.2639,0.0049,50.0022,5.9003,-4.8371,24,2.4,24,2412,198,NA,NA,NA,NA,NA,NA,FALSE,-10.6,20.8,4.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718354,"2023-04-30",5,"2023-05-01T01:53:13.259Z","2023-05-01T01:53:16.898Z",TRUE,"pitch","2e4d6fa8-2a51-4bd9-8421-445588060f37",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2678,1.6795,NA,147.33,135.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kody Clemens strikes out swinging.",0,3,4,68,"top",9,"2023-05-01T01:52:09.284Z","2023-05-01T01:53:54.790Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665019,"Kody Clemens","/api/v1/people/665019","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.5,11,2,0.3961,6.1334,32.9911,-10.0176,-3.0028,11.4623,-0.7958,3.8432,-0.9143,-138.6305,-4.1572,-0.0711,50.002,6.0391,-5.8036,28.8,2.4,24,2564,198,NA,NA,NA,NA,NA,NA,FALSE,-10.3,20,5.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
