"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718284,"2023-05-06",5,"2023-05-07T02:06:00.062Z","2023-05-07T02:06:07.672Z",TRUE,"pitch","fa74a438-313c-43e0-a275-525726ac3a86",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.19,1.61,NA,150.62,185.42,"ground_ball","medium","6",129.04,143.28,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Bryce Harper grounds out, shortstop Enrique Hernandez to first baseman Justin Turner.",0,7,4,80,"bottom",9,"2023-05-07T02:04:37.522Z","2023-05-07T02:06:07.672Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,547180,"Bryce Harper","/api/v1/people/547180","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,78.2,13,0.9,0.4462,6.9697,22.3367,-37.3676,3.2387,-3.3987,-0.8819,1.9763,1.6882,-122.3691,-3.2328,-1.9998,50.0034,6.4904,4.9502,7.2,9.6,24,2343,72,81.3,-14,9,NA,NA,NA,TRUE,-45.1,-6.6,-6.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",3,"2023-05-07T02:05:28.638Z","2023-05-07T02:05:32.169Z",TRUE,"pitch","036637ff-0ca1-4b31-8e1c-c2fa83e0e130",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.19,1.61,NA,117.33,166.85,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Bryce Harper grounds out, shortstop Enrique Hernandez to first baseman Justin Turner.",0,7,4,80,"bottom",9,"2023-05-07T02:04:37.522Z","2023-05-07T02:06:07.672Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,547180,"Bryce Harper","/api/v1/people/547180","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.6,88.2,5,0.91,0.3904,6.7876,32.5029,-10.7361,2.7541,10.7649,-0.0087,2.6641,4.0459,-140.4096,-8.4347,-1.8276,50.006,6.4103,5.4874,26.4,2.4,24,2749,184,NA,NA,NA,NA,NA,NA,FALSE,-11.5,17.9,-5.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",2,"2023-05-07T02:05:04.564Z","2023-05-07T02:05:08.359Z",TRUE,"pitch","6ebafebf-a6ce-48ad-8d48-f7f491982c29",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.19,1.61,NA,114.15,186.19,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Bryce Harper grounds out, shortstop Enrique Hernandez to first baseman Justin Turner.",0,7,4,80,"bottom",9,"2023-05-07T02:04:37.522Z","2023-05-07T02:06:07.672Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,547180,"Bryce Harper","/api/v1/people/547180","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,80,8,0.9,0.4363,6.7666,23.6832,-36.4797,2.1175,-2.6972,0.0749,1.9479,4.5339,-125.2313,-3.8617,-2.0292,50.0011,6.4729,3.3841,6,9.6,24,2419,76,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-5.5,-4.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",1,"2023-05-07T02:04:39.878Z","2023-05-07T02:04:43.277Z",TRUE,"pitch","47e9da56-982a-4cb8-b8ae-9f631e9bb8fc",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.19,1.61,NA,105.45,168.86,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Bryce Harper grounds out, shortstop Enrique Hernandez to first baseman Justin Turner.",0,7,4,80,"bottom",9,"2023-05-07T02:04:37.522Z","2023-05-07T02:06:07.672Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,547180,"Bryce Harper","/api/v1/people/547180","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.1,87.1,6,0.9,0.3962,7.0136,30.9954,-15.1329,3.4378,8.8057,0.303,2.5898,5.0107,-138.2651,-7.427,-1.9796,50.0003,6.3272,6.6509,25.2,3.6,24,2631,173,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.5,-7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",0,"2023-05-07T02:04:18.099Z","2023-05-07T02:04:39.878Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,547180,"/api/v1/people/547180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Bryce Harper grounds out, shortstop Enrique Hernandez to first baseman Justin Turner.",0,7,4,80,"bottom",9,"2023-05-07T02:04:37.522Z","2023-05-07T02:06:07.672Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,547180,"Bryce Harper","/api/v1/people/547180","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",4,"2023-05-07T02:05:43.650Z","2023-05-07T02:05:48.650Z",FALSE,"stepoff","80ecb81b-6404-4912-b44f-75d7c2a9917b",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Bryce Harper grounds out, shortstop Enrique Hernandez to first baseman Justin Turner.",0,7,4,80,"bottom",9,"2023-05-07T02:04:37.522Z","2023-05-07T02:06:07.672Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,547180,"Bryce Harper","/api/v1/people/547180","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",0,"2023-05-07T02:03:33.329Z","2023-05-07T02:03:48.381Z",TRUE,"pitch","0eb11c41-8b85-48a8-979e-d848ef8c0da5",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.32,1.65,NA,143.96,166.29,"fly_ball","medium","7",39.68,112.95,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Trea Turner flies out to left fielder Raimel Tapia.",0,7,4,79,"bottom",9,"2023-05-07T02:03:14.831Z","2023-05-07T02:03:48.381Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,607208,"Trea Turner","/api/v1/people/607208","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.2,86.5,4,0.9,0.3993,6.8894,29.6769,-14.4629,3.7918,9.285,-0.7073,2.6849,2.4455,-137.0688,-7.1719,-2.1028,50.0004,6.3186,7.2281,25.2,3.6,24,2559,178,99.7,48,301,NA,NA,NA,TRUE,-15.2,15.6,-7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA
718284,"2023-05-06",5,"2023-05-07T02:03:03.522Z","2023-05-07T02:03:09.688Z",TRUE,"pitch","58f6db06-442c-4a01-99cf-6f2e8e4af866",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.32,1.62,NA,102.71,141.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,7,4,78,"bottom",9,"2023-05-07T02:01:48.121Z","2023-05-07T02:03:09.688Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.9,87.6,12,0.9,0.3928,6.8474,31.9991,-13.6555,1.6643,9.4089,0.375,3.5954,5.7766,-139.5473,-5.3213,-1.9398,50.0029,6.4297,3.2748,16.8,3.6,24,2662,175,NA,NA,NA,NA,NA,NA,TRUE,-13.7,16.1,-4.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA
718284,"2023-05-06",4,"2023-05-07T02:02:43.120Z","2023-05-07T02:02:47.092Z",TRUE,"pitch","98f34f6a-b515-465a-bbeb-30048b990f3b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2385,1.5677,NA,153.08,143.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,7,4,78,"bottom",9,"2023-05-07T02:01:48.121Z","2023-05-07T02:03:09.688Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.8,87.3,11,0.9,0.3936,6.7305,32.408,-9.4061,1.9431,11.6187,-0.9466,3.5448,2.7497,-139.3544,-6.2181,-2.1999,50.0021,6.432,3.8061,22.8,2.4,24,2744,188,NA,NA,NA,NA,NA,NA,FALSE,-10.1,19.9,-4.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718284,"2023-05-06",2,"2023-05-07T02:02:13.783Z","2023-05-07T02:02:18.746Z",TRUE,"pitch","ce15a7d4-9e90-430d-8f62-828e2864ff98",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.32,1.62,NA,176.01,163.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,7,4,78,"bottom",9,"2023-05-07T02:01:48.121Z","2023-05-07T02:03:09.688Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,86.7,11,0.92,0.3959,6.9413,32.9881,-10.2551,-5.9876,11.324,-1.5482,2.7817,2.8953,-138.7128,-8.0596,-1.8315,50.0005,6.4207,-11.5875,42,3.6,24,2364,193,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.8,10.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
