"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746711,"2024-05-26",4,"2024-05-26T19:03:38.013Z","2024-05-26T19:03:42.523Z",TRUE,"pitch","ed076a67-5f51-4589-a760-913e56f42943",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3333,1.5262,NA,72.84,181.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Andy Pages flies out sharply to right fielder Jake Fraley.",0,0,4,48,"top",7,"2024-05-26T19:02:17.355Z","2024-05-26T19:04:07.581Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681624,"Andy Pages","/api/v1/people/681624","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.5,14,0.91,0.3996,6.7886,27.9175,-15.466,-4.1987,8.765,1.1584,2.1134,8.0438,-136.6518,-5.4899,-1.2674,50.0011,5.1974,-8.0027,21.6,3.6,24,2364,211,NA,NA,NA,NA,NA,NA,FALSE,-15.8,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",3,"2024-05-26T19:03:19.864Z","2024-05-26T19:03:23.982Z",TRUE,"pitch","aee68e66-7c25-4c6f-9720-bab60c309c1c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3075,1.4474,NA,145.51,125.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Andy Pages flies out sharply to right fielder Jake Fraley.",0,0,4,48,"top",7,"2024-05-26T19:02:17.355Z","2024-05-26T19:04:07.581Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681624,"Andy Pages","/api/v1/people/681624","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.4,11,0.91,0.4029,6.5591,28.5319,-17.5824,-2.3625,7.7866,-0.7481,4.2077,2.6586,-135.7352,-0.1659,-1.4313,50.0019,5.4895,-4.4269,12,3.6,24,2280,217,NA,NA,NA,NA,NA,NA,FALSE,-17,14.3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",2,"2024-05-26T19:02:57.740Z","2024-05-26T19:03:01.899Z",TRUE,"pitch","e7ac0e1a-9a14-4bed-8dff-7ac161c7d278",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.67,1.74,NA,108.37,201.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Andy Pages flies out sharply to right fielder Jake Fraley.",0,0,4,48,"top",7,"2024-05-26T19:02:17.355Z","2024-05-26T19:04:07.581Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681624,"Andy Pages","/api/v1/people/681624","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.3,75.1,14,0.88,0.4595,6.6112,26.0773,-35.4758,7.2294,-2.302,0.2264,1.3677,2.3916,-119.8244,-1.1498,-1.7274,50.0025,5.0623,10.3696,16.8,10.8,24,2698,70,NA,NA,NA,NA,NA,NA,FALSE,-44.9,-4.2,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",1,"2024-05-26T19:02:40.268Z","2024-05-26T19:02:45.216Z",TRUE,"pitch","02b7dd20-1101-4e70-9e22-7e727e79ee7f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4106,1.5525,NA,118.04,192.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Andy Pages flies out sharply to right fielder Jake Fraley.",0,0,4,48,"top",7,"2024-05-26T19:02:17.355Z","2024-05-26T19:04:07.581Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681624,"Andy Pages","/api/v1/people/681624","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.3,8,0.91,0.4041,6.704,30.3132,-23.9179,-10.5758,4.4367,-0.0273,1.7197,7.4447,-135.675,-4.4697,-1.4359,50.0019,5.0601,-19.6708,36,7.2,24,2142,228,NA,NA,NA,NA,NA,NA,FALSE,-24.2,7.2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",0,"2024-05-26T19:02:19.674Z","2024-05-26T19:02:23.790Z",TRUE,"pitch","eab2f052-7863-4fcb-93af-fda9aeaff32d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.67,1.74,NA,141.09,183.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Andy Pages flies out sharply to right fielder Jake Fraley.",0,0,4,48,"top",7,"2024-05-26T19:02:17.355Z","2024-05-26T19:04:07.581Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681624,"Andy Pages","/api/v1/people/681624","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.5,7,0.9,0.4039,6.6779,28.3705,-24.5704,-8.0849,4.0803,-0.632,2.0509,5.1856,-135.3933,-3.6785,-1.5174,50.0055,5.1381,-15.0772,28.8,6,24,2116,228,NA,NA,NA,NA,NA,NA,FALSE,-24.6,6.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",7,"2024-05-26T19:01:35.495Z","2024-05-26T19:01:48.697Z",TRUE,"pitch","4ad4eca4-63b0-43ae-8eac-d13b133b8b92",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.6,1.74,NA,132.29,191.21,"fly_ball","hard","8",98.55,46.81,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.3,7,0.87,0.4032,6.7751,31.3347,-24.2329,-6.9282,4.2522,-0.4013,1.7617,4.8742,-136.1165,-4.3998,-1.3198,50.0021,5.0879,-12.9321,25.2,6,24,2191,223,101.2,30,383,NA,NA,NA,FALSE,-24.5,7,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",606192,"Teoscar Hernández","/api/v1/people/606192",NA,NA,NA
746711,"2024-05-26",6,"2024-05-26T19:01:13.185Z","2024-05-26T19:01:16.900Z",TRUE,"pitch","2aa66489-5531-4f55-9ef0-356418afe21e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.6,1.74,NA,144.34,168.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.8,4,0.91,0.3975,6.7138,28.5256,-15.9426,-3.9091,8.4279,-0.7173,2.5967,2.9746,-137.4523,-4.2358,-1.302,50.0055,5.2297,-7.5321,22.8,3.6,24,2271,217,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",5,"2024-05-26T19:00:51.887Z","2024-05-26T19:00:55.854Z",TRUE,"pitch","7c2bf87f-88df-459d-9bfe-c3d6a6d8bb44",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.6,1.74,NA,120.06,179.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,86.3,8,0.63,0.4016,6.6978,26.3441,-22.4899,-6.5073,5.1249,-0.0804,2.1993,5.8492,-135.7463,-3.6979,-1.405,50.0015,5.1224,-12.2909,25.2,6,24,2082,214,NA,NA,NA,NA,NA,NA,FALSE,-22.3,8.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",4,"2024-05-26T19:00:30.474Z","2024-05-26T19:00:35.757Z",TRUE,"pitch","38b2a385-6641-4ee0-9327-8b88d9ea7d96",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2816,1.4211,NA,64.87,168.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.9,12,0.91,0.3939,6.7907,27.7487,-16.2546,-2.9841,8.1072,1.3675,2.5869,7.8781,-138.4878,-4.499,-1.1126,50.0026,5.3025,-5.8601,14.4,3.6,24,2397,216,NA,NA,NA,NA,NA,NA,FALSE,-16,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",3,"2024-05-26T19:00:16.121Z","2024-05-26T19:00:19.959Z",TRUE,"pitch","514fcf20-a323-4020-a555-830978be6eb1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2816,1.3685,NA,39.39,193.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,75.9,14,0.91,0.4565,6.6828,25.0992,-31.9989,8.2757,0.1188,2.036,1.6933,6.0145,-120.3615,-1.1419,-1.5773,50.0028,5.0281,12.0426,21.6,9.6,24,2811,70,NA,NA,NA,NA,NA,NA,FALSE,-40,0.2,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",1,"2024-05-26T18:59:48.772Z","2024-05-26T18:59:53.536Z",TRUE,"pitch","1da3ed88-dfb0-4718-adf5-bac15b42b861",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.6,1.74,NA,107.14,183.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,84.4,8,0.9,0.4067,6.7608,32.046,-23.1937,-8.4008,4.9006,0.2587,2.0358,6.7422,-135.1513,-3.9562,-1.1885,50.0032,5.1663,-15.3951,30,6,24,2144,223,NA,NA,NA,NA,NA,NA,FALSE,-23.8,8.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",0,"2024-05-26T18:59:34.008Z","2024-05-26T18:59:37.146Z",TRUE,"pitch","8db7e5d3-94ab-42f1-b648-412eff84d4cf",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.6,1.74,NA,114.41,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.3,72.7,8,0.91,0.4726,6.6428,26.4366,-35.2782,10.7337,-2.2933,0.068,1.9473,1.2583,-116.8731,0.4821,-1.8717,50.0029,5.11,14.5292,22.8,12,24,2750,73,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-3.6,-19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",2,"2024-05-26T19:00:01.690Z","2024-05-26T19:00:16.121Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,606192,"/api/v1/people/606192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Teoscar Hernández doubles (10) on a sharp fly ball to center fielder Will Benson.",0,0,4,47,"top",7,"2024-05-26T18:59:32.955Z","2024-05-26T19:01:48.697Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",1,"2024-05-26T18:58:58.394Z","2024-05-26T18:59:09.667Z",TRUE,"pitch","1c2ab5d7-4974-46ea-831d-741baf321b81",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.63,1.82,NA,99.43,183.57,"fly_ball","hard","7",71.56,78.63,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Freddie Freeman flies out sharply to left fielder Jacob Hurtubise.",0,0,4,46,"top",7,"2024-05-26T18:58:42.581Z","2024-05-26T18:59:09.667Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.6,74.1,9,0.91,0.4669,6.5994,22.9297,-32.6871,7.8706,-0.3696,0.461,2.0447,2.5529,-117.4488,-0.0758,-1.6635,50.0021,5.1256,10.9581,19.2,9.6,24,2648,70,100.8,46,328,NA,NA,NA,TRUE,-42.5,-0.4,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",0,"2024-05-26T18:58:46.065Z","2024-05-26T18:58:49.834Z",TRUE,"pitch","baef0371-d0cf-4420-b85e-05a0deb69340",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5136,1.6312,NA,100.04,157.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Freddie Freeman flies out sharply to left fielder Jacob Hurtubise.",0,0,4,46,"top",7,"2024-05-26T18:58:42.581Z","2024-05-26T18:59:09.667Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.5,3,0.91,0.4029,6.7399,29.0178,-15.8688,-4.0498,8.7106,0.4449,2.9927,6.2008,-135.7945,-3.5387,-1.3393,50.0051,5.4129,-7.5836,20.4,3.6,24,2291,213,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",3,"2024-05-26T18:56:25.732Z","2024-05-26T18:56:34.729Z",TRUE,"pitch","a4714b22-9793-4e0f-828e-da6e7001ab61",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.28,1.54,NA,106.81,157.73,"fly_ball","medium","8",135.2,60.23,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Luke Maile flies out to center fielder Andy Pages.",0,0,4,45,"bottom",6,"2024-05-26T18:55:36.395Z","2024-05-26T18:56:34.729Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",607455,"Anthony Banda","/api/v1/people/607455","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.8,2,2,0.3958,6.5523,31.7,-16.2356,6.0891,8.2266,0.2672,3.002,-7.8459,-138.5148,-3.5234,2.3489,50.0063,5.3799,11.8034,30,3.6,24,2180,130,94.6,40,346,NA,NA,NA,TRUE,-16,14.3,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA
