"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718653,"2023-04-09",2,"2023-04-09T19:57:04.089Z","2023-04-09T19:57:07.601Z",TRUE,"pitch","7430767e-ca6e-4a68-8a1d-c7fe96d9e213",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.319,1.513,NA,122.5,173.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,0,1,62,"top",9,"2023-04-09T19:56:08.545Z","2023-04-09T19:57:07.601Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,693049,"Oscar Colás","/api/v1/people/693049","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.3,5,0.92,0.3923,6.8268,35.048,-10.6134,-8.7915,10.952,-0.1443,2.4313,8.1784,-140.2194,-7.1044,-1.9727,50.0036,5.7091,-17.3096,51.6,3.6,24,2561,216,NA,NA,NA,NA,NA,NA,TRUE,-11.4,18.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",1,"2023-04-09T19:56:40.769Z","2023-04-09T19:56:43.769Z",TRUE,"pitch","9663f871-da3f-48b4-ab5f-c7312424248e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.319,1.513,NA,148.02,152.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,0,1,62,"top",9,"2023-04-09T19:56:08.545Z","2023-04-09T19:57:07.601Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,693049,"Oscar Colás","/api/v1/people/693049","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86,1,2,0.3973,6.5803,34.6461,-12.3593,-9.7801,10.3277,-0.8139,3.1845,6.7895,-138.5277,-4.6119,-2.042,50.0034,5.7152,-18.765,51.6,4.8,24,2532,216,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.8,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",0,"2023-04-09T19:56:21.367Z","2023-04-09T19:56:24.424Z",TRUE,"pitch","a487d87a-77d5-4bac-92e1-6a77f2de281d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.319,1.513,NA,139.38,137.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,0,1,62,"top",9,"2023-04-09T19:56:08.545Z","2023-04-09T19:57:07.601Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,693049,"Oscar Colás","/api/v1/people/693049","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,86.2,11,0.91,0.3953,6.6326,36.2257,-12.7555,-9.411,10.0258,-0.5872,3.7653,7.1905,-139.457,-3.373,-1.998,50.003,5.8523,-18.2289,50.4,4.8,24,2512,216,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.4,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",1,"2023-04-09T19:55:44.407Z","2023-04-09T19:55:56.396Z",TRUE,"pitch","6a3a53eb-8b79-44ea-8415-936a8d2046d6",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.41,1.65,NA,165.57,173.46,"line_drive","medium","7",65.26,138.51,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Gavin Sheets singles on a line drive to left fielder Bryan Reynolds.",0,0,1,61,"top",9,"2023-04-09T19:55:19.405Z","2023-04-09T19:55:56.396Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.9,84.4,13,2,0.4092,6.514,28.0296,-24.496,-7.5577,4.2254,-1.2741,2.4192,4.9845,-133.7044,-4.0207,-2.1778,50.0013,5.6942,-13.7227,26.4,6,24,1644,219,69.5,19,176,NA,NA,NA,FALSE,-25.3,7,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,657757,"Gavin Sheets","/api/v1/people/657757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",0,"2023-04-09T19:55:28.623Z","2023-04-09T19:55:31.623Z",TRUE,"pitch","8b0be261-0fe1-4621-8b27-9d1079acab14",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4327,1.6797,NA,110.28,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Gavin Sheets singles on a line drive to left fielder Bryan Reynolds.",0,0,1,61,"top",9,"2023-04-09T19:55:19.405Z","2023-04-09T19:55:56.396Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.8,71.5,8,0.9,0.4852,6.0853,22.3759,-36.6569,3.388,-3.4841,0.1763,1.8328,4.1735,-113.2702,-0.5282,-2.1363,50.0007,5.7618,4.3629,8.4,12,24,2419,43,NA,NA,NA,NA,NA,NA,FALSE,-51.6,-6.1,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",2,"2023-04-09T19:54:56.151Z","2023-04-09T19:55:03.499Z",TRUE,"pitch","799984c5-a252-4063-b2cb-4d839da67b51",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.27,1.46,NA,138.24,180.8,"popup","medium","6",127.64,128.58,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Yoan Moncada pops out to shortstop Rodolfo Castro.",0,0,1,60,"top",9,"2023-04-09T19:54:16.743Z","2023-04-09T19:55:03.499Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.1,70.4,4,0.9,0.4909,5.8928,23.0183,-38.5626,3.1141,-5.0912,-0.5572,2.1474,2.8226,-112.1844,0.5984,-2.2428,50.0004,5.854,3.9108,6,12,24,2416,45,75.1,55,182,NA,NA,NA,TRUE,-55.2,-8.6,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",1,"2023-04-09T19:54:40.510Z","2023-04-09T19:54:43.881Z",TRUE,"pitch","0ee9007e-7271-4f55-8676-b269ddd474ec",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2773,1.5611,NA,157.44,171.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Yoan Moncada pops out to shortstop Rodolfo Castro.",0,0,1,60,"top",9,"2023-04-09T19:54:16.743Z","2023-04-09T19:55:03.499Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.7,11,0.91,0.392,6.4317,32.5694,-11.4917,-7.8997,10.4667,-1.0609,2.5057,6.1215,-139.9228,-6.677,-2.2543,50.0058,5.6816,-15.6139,48,3.6,24,2486,212,NA,NA,NA,NA,NA,NA,FALSE,-12,17.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",0,"2023-04-09T19:54:26.190Z","2023-04-09T19:54:29.190Z",TRUE,"pitch","a0c9e800-70fd-4525-80cb-59a281494c0e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4216,1.5944,NA,131.05,162.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Yoan Moncada pops out to shortstop Rodolfo Castro.",0,0,1,60,"top",9,"2023-04-09T19:54:16.743Z","2023-04-09T19:55:03.499Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.8,4,0.92,0.3907,6.5292,33.1002,-9.8477,-7.9182,11.2307,-0.3686,2.8408,7.6463,-140.4189,-6.1238,-2.104,50.0052,5.6972,-15.7451,51.6,3.6,24,2551,210,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19.2,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",5,"2023-04-09T19:53:58.500Z","2023-04-09T19:54:01.605Z",TRUE,"pitch","39222c5b-c089-4f43-b89f-0fc525cd62ea",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.17,1.52,NA,154.66,183.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,0,1,59,"top",9,"2023-04-09T19:52:44.646Z","2023-04-09T19:54:01.605Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.9,85.3,13,0.89,0.4075,6.5426,25.4868,-27.3943,-6.1078,2.602,-0.988,2.0344,5.6168,-133.7859,-4.6337,-2.3085,50.0012,5.7231,-11.2093,20.4,7.2,24,1611,208,NA,NA,NA,NA,NA,NA,TRUE,-28.1,4.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718653,"2023-04-09",4,"2023-04-09T19:53:37.750Z","2023-04-09T19:53:40.942Z",TRUE,"pitch","b5f7f199-665c-40e6-8244-9c39410fa9cb",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.17,1.52,NA,125.59,163.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,0,1,59,"top",9,"2023-04-09T19:52:44.646Z","2023-04-09T19:54:01.605Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.1,69.4,2,0.9,0.4974,6.0164,22.1667,-36.356,2.8338,-3.4156,-0.2253,2.7827,3.6733,-110.6734,1.5194,-2.2831,50.0024,5.933,3.4691,6,12,24,2392,41,NA,NA,NA,NA,NA,NA,FALSE,-53.2,-5.4,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
