"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716772,"2023-09-02",3,"2023-09-02T02:25:07.064Z","2023-09-02T02:25:12.477Z",TRUE,"pitch","869f870a-ca19-4667-948e-748f62024448",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.4212,1.6029,NA,80.51,164.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nathaniel Lowe called out on strikes.",0,5,1,66,"bottom",9,"2023-09-02T02:24:17.253Z","2023-09-02T02:25:12.477Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.2,92.8,12,0.93,0.3699,6.5248,37.1426,-12.0306,-7.2781,9.0821,0.9574,2.7364,10.0921,-148.3563,-6.8435,-1.5508,50.0036,5.7821,-16.1442,44.4,3.6,24,2091,215,NA,NA,NA,NA,NA,NA,TRUE,-11.3,15.1,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",1,"2023-09-02T02:24:45.632Z","2023-09-02T02:24:48.632Z",TRUE,"pitch","f63457a7-b8c6-47eb-af70-4790ba0fa0d4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.47,1.59,NA,108.01,146.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nathaniel Lowe called out on strikes.",0,5,1,66,"bottom",9,"2023-09-02T02:24:17.253Z","2023-09-02T02:25:12.477Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.7,92.3,2,0.92,0.3715,6.4048,36.987,-14.6865,-7.9705,7.9546,0.2357,3.4273,8.6316,-147.7419,-4.8374,-1.6958,50.0062,5.9569,-17.5286,44.4,3.6,24,2001,223,NA,NA,NA,NA,NA,NA,FALSE,-13.1,13.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",0,"2023-09-02T02:24:32.102Z","2023-09-02T02:24:35.102Z",TRUE,"pitch","12aa9a91-f0f0-4cfd-946b-3294746e13a8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.47,1.59,NA,133.31,149.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nathaniel Lowe called out on strikes.",0,5,1,66,"bottom",9,"2023-09-02T02:24:17.253Z","2023-09-02T02:25:12.477Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",103.3,94.3,1,0.93,0.3646,6.3097,36.2567,-12.0553,-6.8824,8.7994,-0.4278,3.2992,6.5949,-150.2177,-5.7085,-1.7571,50.003,5.9091,-15.7354,46.8,3.6,24,2128,224,NA,NA,NA,NA,NA,NA,FALSE,-10.7,15,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",2,"2023-09-02T02:24:51.975Z","2023-09-02T02:25:07.064Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,663993,"/api/v1/people/663993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nathaniel Lowe called out on strikes.",0,5,1,66,"bottom",9,"2023-09-02T02:24:17.253Z","2023-09-02T02:25:12.477Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",2,"2023-09-02T02:24:00.261Z","2023-09-02T02:24:08.567Z",TRUE,"pitch","ce393c9c-b449-4fdf-8c01-1405dda0d9f3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.56,1.54,NA,113.15,186.88,"fly_ball","medium","8",125.27,51.67,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Corey Seager flies out to center fielder Michael A. Taylor.",0,5,1,65,"bottom",9,"2023-09-02T02:23:11.698Z","2023-09-02T02:24:08.567Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.2,89.8,8,0.91,0.3862,6.3201,29.7386,-30.1338,-6.4398,0.9962,0.101,1.9223,8.9067,-141.3831,-4.8759,-2.2413,50.0011,5.584,-13.1452,20.4,6,24,1452,237,95.9,24,366,NA,NA,NA,TRUE,-27.7,1.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",1,"2023-09-02T02:23:44.157Z","2023-09-02T02:23:47.590Z",TRUE,"pitch","35cd7f20-e572-42d4-ad95-5c2c942c3659",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.56,1.54,NA,122.58,196.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Corey Seager flies out to center fielder Michael A. Taylor.",0,5,1,65,"bottom",9,"2023-09-02T02:23:11.698Z","2023-09-02T02:24:08.567Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.2,90.6,8,0.92,0.3828,6.3525,30.9935,-29.1354,-7.5342,1.4609,-0.1463,1.558,7.285,-142.7474,-6.9865,-1.7451,50.0022,5.8562,-15.6429,25.2,6,24,1501,226,NA,NA,NA,NA,NA,NA,FALSE,-26.9,1.4,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",0,"2023-09-02T02:23:27.952Z","2023-09-02T02:23:33.169Z",TRUE,"pitch","670c39e9-5896-445c-8876-241ef32a7cb9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5969,1.6356,NA,121.43,236.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Corey Seager flies out to center fielder Michael A. Taylor.",0,5,1,65,"bottom",9,"2023-09-02T02:23:11.698Z","2023-09-02T02:24:08.567Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.8,90.4,13,0.88,0.385,6.4714,30.8874,-30.5164,-6.1909,0.8074,-0.1163,0.0789,7.4482,-141.9908,-9.6666,-1.9625,50.003,5.453,-12.7092,19.2,7.2,24,1613,237,NA,NA,NA,NA,NA,NA,FALSE,-28.9,-0.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",5,"2023-09-02T02:22:58.036Z","2023-09-02T02:23:04.505Z",TRUE,"pitch","395d1eed-375c-484b-8c83-a9fc2a29fb6b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,0,NA,NA,3.32,1.61,NA,96.08,165.53,"line_drive","medium","9",196.94,98.5,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Marcus Semien lines out to right fielder Max Kepler.",0,5,1,64,"bottom",9,"2023-09-02T02:22:27.350Z","2023-09-02T02:23:04.505Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.5,92.6,6,0.9,0.3717,6.4118,35.6429,-15.1179,-7.0955,7.7628,0.5488,2.7128,9.2977,-147.4459,-6.9018,-1.7262,50.0072,5.9793,-15.5992,38.4,3.6,24,1824,227,99,17,305,NA,NA,NA,TRUE,-13.9,12.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",4,"2023-09-02T02:22:43.772Z","2023-09-02T02:22:48.014Z",TRUE,"pitch","63152320-ef4a-4ebd-b6a2-1435b08b68c7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.32,1.693,NA,91.28,148.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Marcus Semien lines out to right fielder Max Kepler.",0,5,1,64,"bottom",9,"2023-09-02T02:22:27.350Z","2023-09-02T02:23:04.505Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.5,81.6,3,2,0.4249,6.1678,26.2737,-39.2133,0.9384,-4.178,0.6747,3.3322,6.2523,-128.8123,0.5312,-1.904,50.0054,6.1504,1.5788,3.6,9.6,24,2572,51,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-7.2,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716772,"2023-09-02",3,"2023-09-02T02:22:29.503Z","2023-09-02T02:22:33.375Z",TRUE,"pitch","50995442-a960-4745-b14e-d9b851ecb16f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4113,1.6931,NA,91.74,214.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Marcus Semien lines out to right fielder Max Kepler.",0,5,1,64,"bottom",9,"2023-09-02T02:22:27.350Z","2023-09-02T02:23:04.505Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.6,81.5,14,2,0.4287,6.2931,24.7786,-39.9576,-0.3431,-4.7001,0.6626,0.9008,6.2841,-127.4847,-4.7275,-1.7837,50.0031,5.9134,-0.5681,1.2,9.6,24,2703,31,NA,NA,NA,NA,NA,NA,FALSE,-44.8,-9.4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
