"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718776,"2023-03-30",6,"2023-03-30T21:24:22.883Z","2023-03-30T21:24:29.454Z",TRUE,"pitch","2aa9aff3-dc52-47bc-88e6-8e2a212933e9",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.16,1.53,NA,127.01,196.46,"ground_ball","medium","1",132.09,179.16,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,89.4,8,0.91,0.3832,6.5837,37.8675,-4.4245,0.9281,13.4554,-0.2625,1.5673,-1.1149,-143.7568,-12.9819,0.0124,50.0064,6.4482,1.9146,12,1.2,24,2437,192,96.6,-7,12,NA,NA,NA,TRUE,-6.8,21.5,-1.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",4,"2023-03-30T21:23:43.083Z","2023-03-30T21:23:46.293Z",TRUE,"pitch","9f0c6111-78ea-43b9-b041-10cda2df30ea",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.1796,1.4066,NA,117.94,172.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.9,5,0.9,0.4337,6.6329,26.7037,-37.4183,2.6827,-3.2513,-0.0247,2.4612,-0.1841,-126.4659,-3.3618,-0.2991,50.0028,6.8207,4.3286,6,9.6,24,2516,71,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-6.5,-4.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",3,"2023-03-30T21:23:24.802Z","2023-03-30T21:23:27.802Z",TRUE,"pitch","788b2e83-7341-4d2f-9ec5-cf19f2175ae6",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,1,2,NA,NA,3.16,1.53,NA,124.67,179.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.9,5,0.9,0.4344,6.1707,25.7772,-33.5261,2.8688,-0.8389,-0.2012,2.1883,-0.4346,-126.102,-4.5771,-0.3993,50.003,6.7332,4.6176,7.2,8.4,24,2522,90,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-2.3,-5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",2,"2023-03-30T21:23:04.640Z","2023-03-30T21:23:08.845Z",TRUE,"pitch","a92abeed-2a4b-40eb-8832-326d10c3de79",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1593,1.5504,NA,155.41,189.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88.7,13,0.9,0.3874,6.8034,35.0482,-5.2524,-1.2744,13.3256,-1.0076,1.8196,-1.112,-141.8499,-11.8547,-0.4437,50.0056,6.4057,-2.5749,19.2,1.2,24,2473,194,NA,NA,NA,NA,NA,NA,FALSE,-7.3,21.6,2.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",1,"2023-03-30T21:22:49.238Z","2023-03-30T21:22:52.238Z",TRUE,"pitch","14f056e0-5581-4ed3-9b62-6575905f907b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2208,1.4682,NA,159.17,201.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.4,84.6,13,2,0.4086,6.3037,30.6547,-21.3496,-7.9772,5.9533,-1.1062,1.3864,1.6217,-134.3432,-9.2659,-0.6839,50.0011,6.4132,-14.496,31.2,6,24,1734,214,NA,NA,NA,NA,NA,NA,FALSE,-23.4,8.9,14,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",0,"2023-03-30T21:22:28.155Z","2023-03-30T21:22:49.238Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Maton replaces Jonathan Schoop.","Offensive Substitution",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,665155,"/api/v1/people/665155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,570731,"/api/v1/people/570731",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",5,"2023-03-30T21:23:58.771Z","2023-03-30T21:24:22.883Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,665155,"/api/v1/people/665155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nick Maton grounds out, pitcher Pete Fairbanks to first baseman Isaac Paredes.",0,0,4,66,"top",9,"2023-03-30T21:22:46.967Z","2023-03-30T21:24:29.454Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718776,"2023-03-30",0,"2023-03-30T21:22:02.036Z","2023-03-30T21:22:11.331Z",TRUE,"pitch","9b999555-d0d7-4440-961d-4dfed8c6eaee",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.53,1.78,NA,128.8,181.82,"popup","medium","4",131.86,137.04,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Pop Out","field_out","Miguel Cabrera pops out to second baseman Brandon Lowe.",0,0,4,65,"top",9,"2023-03-30T21:21:49.961Z","2023-03-30T21:22:11.331Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88,7,0.88,0.3906,6.6243,33.6434,-7.4124,-1.1845,12.4515,-0.3095,2.1096,0.6301,-140.5472,-10.5632,-0.3834,50.001,6.4099,-2.3552,12,2.4,24,2348,193,85.3,63,162,NA,NA,NA,TRUE,-9,20.4,2,NA,NA,NA,NA,NA,TRUE,TRUE,640457,"Austin Meadows","/api/v1/people/640457",NA,NA,NA,NA,NA,NA
718776,"2023-03-30",0,"2023-03-30T21:21:21.842Z","2023-03-30T21:21:32.599Z",TRUE,"pitch","d8116843-21b8-470c-b929-a009c4b63195",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.43,1.62,NA,118.48,172.08,"ground_ball","medium","9",159.72,154.82,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Austin Meadows singles on a ground ball to right fielder Manuel Margot.",0,0,4,64,"top",9,"2023-03-30T21:21:01.852Z","2023-03-30T21:21:32.599Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,640457,"Austin Meadows","/api/v1/people/640457","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.6,5,0.89,0.3911,6.5562,35.0369,-7.2399,-0.7836,12.5861,-0.0388,2.4702,1.1298,-140.6156,-9.7002,-0.346,50.0047,6.454,-1.5527,7.2,2.4,24,2422,189,107.8,-11,14,NA,NA,NA,FALSE,-8.8,20.8,1.2,NA,NA,NA,NA,NA,FALSE,TRUE,640457,"Austin Meadows","/api/v1/people/640457",NA,NA,NA,NA,NA,NA
718776,"2023-03-30",5,"2023-03-30T21:20:44.284Z","2023-03-30T21:20:52.395Z",TRUE,"pitch","bb943453-6cfb-4093-9ebe-a9f09cde8100",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.29,1.54,NA,113.6,187.3,"ground_ball","medium","6",99.75,155.04,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Spencer Torkelson grounds out, shortstop Wander Franco to first baseman Isaac Paredes.",0,0,4,63,"top",9,"2023-03-30T21:18:25.812Z","2023-03-30T21:20:52.395Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,87.8,8,0.91,0.3896,6.6442,37.3418,-5.5857,0.3265,13.3356,0.0891,1.9066,0.8925,-141.5031,-11.6168,-0.275,50.0069,6.4579,0.6511,6,1.2,24,2472,190,82.6,-16,8,NA,NA,NA,TRUE,-7.8,21.5,-0.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
