"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718376,"2023-04-29",2,"2023-04-30T01:53:36.882Z","2023-04-30T01:53:47.078Z",TRUE,"pitch","e6cc23eb-6c8e-496a-80d3-3a31a872fcad",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.27,1.56,NA,94.36,181.27,"line_drive","hard","9",190.97,72.52,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Anthony Rendon lines out sharply to right fielder Blake Perkins.",0,5,7,75,"top",9,"2023-04-30T01:52:35.695Z","2023-04-30T01:53:47.078Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.6,6,0.89,0.4108,7.6102,30.7839,-14.5597,-7.4299,9.7965,0.5939,2.1298,8.4102,-133.7169,-6.0156,-1.6375,50.0018,5.4665,-13.3572,36,4.8,24,2213,216,101,22,352,NA,NA,NA,TRUE,-16.1,16.4,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718376,"2023-04-29",1,"2023-04-30T01:53:11.894Z","2023-04-30T01:53:15.814Z",TRUE,"pitch","a13120ce-ab3d-4f37-a0c1-45c5b9cb66c3",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.27,1.56,NA,133.2,189.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Anthony Rendon lines out sharply to right fielder Blake Perkins.",0,5,7,75,"top",9,"2023-04-30T01:52:35.695Z","2023-04-30T01:53:47.078Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,74.5,7,0.9,0.463,7.1264,23.6992,-29.9943,-11.2874,1.5421,-0.4251,1.8129,6.8683,-118.5352,-1.4984,-1.9009,50.0058,5.2045,-15.986,26.4,9.6,24,2528,272,NA,NA,NA,NA,NA,NA,FALSE,-38.6,2.6,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718376,"2023-04-29",0,"2023-04-30T01:52:51.108Z","2023-04-30T01:52:55.995Z",TRUE,"pitch","3ea068ea-4c2e-4dca-9c4d-f15a3c4cb0c5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3111,1.56,NA,75.67,180.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Anthony Rendon lines out sharply to right fielder Blake Perkins.",0,5,7,75,"top",9,"2023-04-30T01:52:35.695Z","2023-04-30T01:53:47.078Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,75.9,14,0.9,0.4539,7.1728,25.5145,-31.4489,-11.3151,0.4916,1.0843,2.155,10.4182,-121.0687,-1.0799,-1.8222,50.003,5.3806,-16.6554,25.2,9.6,24,2626,267,NA,NA,NA,NA,NA,NA,FALSE,-38.9,0.8,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718376,"2023-04-29",2,"2023-04-30T01:52:13.579Z","2023-04-30T01:52:24.872Z",TRUE,"pitch","89d6c465-00b0-4439-b0b8-68bd6ad50ad3",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.41,1.61,NA,105.07,159.55,"line_drive","medium","9",143.8,96.76,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Shohei Ohtani singles on a line drive to right fielder Blake Perkins.",0,5,7,74,"top",9,"2023-04-30T01:52:11.408Z","2023-04-30T01:52:24.872Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,82.9,3,0.51,0.4137,7.6966,30.1419,-13.6387,-3.4973,10.4601,0.313,2.9343,6.417,-132.7234,-4.1605,-1.689,50.0051,5.5252,-6.1992,18,3.6,24,2303,208,97.4,9,157,NA,NA,NA,FALSE,-14.9,18.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA
718376,"2023-04-29",0,"2023-04-30T01:49:08.075Z","2023-04-30T01:49:40.665Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Shohei Ohtani singles on a line drive to right fielder Blake Perkins.",0,5,7,74,"top",9,"2023-04-30T01:52:11.408Z","2023-04-30T01:52:24.872Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA
718376,"2023-04-29",1,"2023-04-30T01:49:40.665Z","2023-04-30T01:52:13.579Z",FALSE,"action",NA,NA,"Pitching Change: Devin Williams replaces Bryse Wilson.","Pitching Substitution",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,642207,"/api/v1/people/642207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"74","atBat","Single","single","Shohei Ohtani singles on a line drive to right fielder Blake Perkins.",0,5,7,74,"top",9,"2023-04-30T01:52:11.408Z","2023-04-30T01:52:24.872Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA
718376,"2023-04-29",2,"2023-04-30T01:48:22.240Z","2023-04-30T01:48:46.902Z",TRUE,"pitch","5d85b7a5-7176-4c6e-958f-05d931f60bb8",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.49,1.68,NA,120.94,179.18,"fly_ball","medium","8",99.48,37.62,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Home Run","home_run","Mike Trout homers (7) on a fly ball to center field. Matt Thaiss scores.",2,5,7,73,"top",9,"2023-04-30T01:48:00.824Z","2023-04-30T01:48:46.902Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.3,8,0.93,0.4205,6.419,26.2622,-22.1588,1.042,5.8261,-0.1035,2.2074,6.3222,-130.0486,-4.1928,-2.6975,50.0047,5.5132,1.7919,7.2,6,24,2251,198,100.7,25,405,NA,NA,NA,FALSE,-24.2,9.8,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA
718376,"2023-04-29",1,"2023-04-30T01:48:03.099Z","2023-04-30T01:48:07.485Z",TRUE,"pitch","6a2b2774-1ac0-44d5-88e7-c612509a6cec",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.4066,1.68,NA,101.69,218.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Home Run","home_run","Mike Trout homers (7) on a fly ball to center field. Matt Thaiss scores.",2,5,7,73,"top",9,"2023-04-30T01:48:00.824Z","2023-04-30T01:48:46.902Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.1,71.9,14,0.9,0.4843,6.5291,22.8936,-37.7637,7.6061,-4.3287,0.4017,0.7495,4.8648,-113.5773,-2.3354,-2.764,50.002,5.5854,9.8276,15.6,12,24,2504,47,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-8.2,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA
718376,"2023-04-29",0,"2023-04-30T01:47:53.017Z","2023-04-30T01:48:03.099Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,545361,"/api/v1/people/545361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"73","atBat","Home Run","home_run","Mike Trout homers (7) on a fly ball to center field. Matt Thaiss scores.",2,5,7,73,"top",9,"2023-04-30T01:48:00.824Z","2023-04-30T01:48:46.902Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA
718376,"2023-04-29",2,"2023-04-30T01:46:54.682Z","2023-04-30T01:47:02.229Z",TRUE,"pitch","126db1b7-ad8e-4ca5-95bc-194ad6cf2ab9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.5,1.63,NA,134.09,190.27,"line_drive","medium","1",127.2,169.99,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Lineout","field_out","Zach Neto lines out, pitcher Bryse Wilson to first baseman Luke Voit. Matt Thaiss to 2nd.",0,3,7,72,"top",9,"2023-04-30T01:46:32.072Z","2023-04-30T01:47:02.229Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,85,7,0.9,0.4064,6.3267,28.486,-21.5624,-9.0611,5.7653,-0.4482,1.7967,9.0736,-134.6211,-5.6417,-2.6808,50.0015,5.44,-16.6752,33.6,6,24,2036,216,100.6,-9,12,NA,NA,NA,TRUE,-22.4,9.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",642136,"Matt Thaiss","/api/v1/people/642136",NA,NA,NA
