"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717693,"2023-06-19",1,"2023-06-20T01:51:20.919Z","2023-06-20T01:51:25.453Z",TRUE,"pitch","f206903d-d4eb-4663-be5c-b5d5ad73a7e7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0387,1.4099,NA,70.77,185.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Christian Vazquez strikes out swinging.",0,8,3,61,"bottom",7,"2023-06-20T01:51:00.622Z","2023-06-20T01:52:05.837Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.2,14,0.7,0.4285,6.5197,25.3739,-33.2621,2.7848,-0.6546,1.2128,1.9902,6.0593,-127.6462,-3.6581,-1.5502,50.0052,6.0507,4.6117,9.6,8.4,24,2233,99,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-1.8,-6.4,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",0,"2023-06-20T01:51:00.622Z","2023-06-20T01:51:04.743Z",TRUE,"pitch","bd4527f8-929f-434c-aa5a-b30e4e08f3f2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.8645,1.4099,NA,91.66,190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Christian Vazquez strikes out swinging.",0,8,3,61,"bottom",7,"2023-06-20T01:51:00.622Z","2023-06-20T01:52:05.837Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.4,9,0.91,0.3912,6.5119,30.6639,-19.4072,-8.4744,6.4263,0.6647,1.7883,9.2296,-139.8517,-7.5333,-1.5726,50.0016,5.7832,-16.8353,34.8,4.8,24,1977,214,NA,NA,NA,NA,NA,NA,FALSE,-19.3,10.2,13.6,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",2,"2023-06-20T01:50:13.908Z","2023-06-20T01:50:23.414Z",TRUE,"pitch","4823d986-8691-4445-9b9b-6752a45002d9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.41,1.65,NA,144,177.82,"popup","medium","5",93.86,155.7,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Joey Gallo pops out to third baseman Rafael Devers on the infield fly rule.",0,8,3,60,"bottom",7,"2023-06-20T01:49:50.414Z","2023-06-20T01:50:23.414Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,608336,"Joey Gallo","/api/v1/people/608336","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,85.2,4,0.84,0.407,7.0947,26.4492,-28.0662,-9.1705,2.2373,-0.7084,2.2578,6.8894,-134.0909,-4.1212,-2.1076,50.0058,5.7957,-16.8594,28.8,7.2,24,1646,236,80.7,66,152,NA,NA,NA,TRUE,-28.6,3.5,15.4,NA,NA,NA,NA,NA,TRUE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,571657,"Kyle Farmer","/api/v1/people/571657"
717693,"2023-06-19",1,"2023-06-20T01:49:52.568Z","2023-06-20T01:49:56.987Z",TRUE,"pitch","56ad68ea-d7c8-4e47-ac6c-372006fb6502",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.41,1.65,NA,71.78,196.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Joey Gallo pops out to third baseman Rafael Devers on the infield fly rule.",0,8,3,60,"bottom",7,"2023-06-20T01:49:50.414Z","2023-06-20T01:50:23.414Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,608336,"Joey Gallo","/api/v1/people/608336","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82.9,14,0.87,0.4206,6.701,25.4025,-31.4674,3.0788,0.4136,1.1862,1.5724,6.3726,-129.8747,-5.1831,-1.6926,50.0044,5.9673,5.2973,10.8,7.2,24,2275,131,NA,NA,NA,NA,NA,NA,FALSE,-34.3,-0.1,-7,NA,NA,NA,NA,NA,TRUE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",0,"2023-06-20T01:48:48.391Z","2023-06-20T01:49:52.568Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Joey Gallo pops out to third baseman Rafael Devers on the infield fly rule.",0,8,3,60,"bottom",7,"2023-06-20T01:49:50.414Z","2023-06-20T01:50:23.414Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,608336,"Joey Gallo","/api/v1/people/608336","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",6,"2023-06-20T01:48:23.504Z","2023-06-20T01:48:35.689Z",TRUE,"pitch","dddd31ac-2d92-4116-80d5-06f5dcbd63ec",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.32,1.54,NA,109.16,183.61,"ground_ball","medium","9",175.68,112.8,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.9,8,0.91,0.3893,6.7101,30.0916,-21.8206,-9.3375,5.1545,0.2056,2.0435,8.7473,-140.3856,-6.5461,-1.7289,50.0003,5.8136,-18.7414,36,6,24,2041,213,99.5,-18,7,NA,NA,NA,FALSE,-21,8.2,15.2,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,571657,"Kyle Farmer","/api/v1/people/571657"
717693,"2023-06-19",5,"2023-06-20T01:47:57.673Z","2023-06-20T01:48:01.584Z",TRUE,"pitch","4ecb694e-2777-4091-91c6-c93bf6de381d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.32,1.54,NA,132.98,181.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.6,4,0.73,0.3989,6.5503,29.5409,-20.6188,-7.2167,6.0476,-0.4192,2.1088,5.9813,-137.1638,-6.1429,-1.6874,50.0044,5.7775,-13.7911,30,4.8,24,1966,209,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9.8,11.9,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",4,"2023-06-20T01:47:38.532Z","2023-06-20T01:47:42.754Z",TRUE,"pitch","ae4b2b27-f687-45c9-8a3b-40f0149cfda9",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3458,1.5366,NA,49.08,206.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,77.6,14,0.91,0.4497,6.7088,24.5289,-36.8108,4.0928,-3.0847,1.7819,1.1871,6.2522,-121.9161,-4.3229,-1.3502,50.0046,6.1688,6.1459,10.8,10.8,24,2366,36,NA,NA,NA,NA,NA,NA,FALSE,-45.5,-6.4,-8.9,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",3,"2023-06-20T01:47:16.782Z","2023-06-20T01:47:22.616Z",TRUE,"pitch","15a77ee0-6bac-4c70-ab91-843ca488a4c0",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.32,1.54,NA,90.27,173.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,79.8,6,0.7,0.4323,6.5389,28.7524,-35.7584,0.8352,-2.2114,0.7012,2.4002,5.7165,-127.2379,-2.1551,-1.6932,50.0019,6.1214,1.3538,3.6,9.6,24,2043,91,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-4.3,-3,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",2,"2023-06-20T01:46:55.066Z","2023-06-20T01:46:58.471Z",TRUE,"pitch","5b6caf3c-5f99-4bcc-8c52-b6c221ebebdf",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.32,1.54,NA,136.04,158.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.9,1,0.91,0.3883,6.4798,30.5362,-19.2249,-8.4472,6.4177,-0.4996,2.9558,6.1776,-140.7901,-5.2744,-1.6195,50.0016,6.0891,-17.0377,37.2,4.8,24,1998,207,NA,NA,NA,NA,NA,NA,FALSE,-18.4,10.8,14.2,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",1,"2023-06-20T01:46:34.413Z","2023-06-20T01:46:38.918Z",TRUE,"pitch","a75f0ce4-ff0b-4ab0-b62a-a14e8404f455",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.32,1.54,NA,94.93,168.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,80.9,6,0.5,0.4283,6.3613,26.633,-34.5805,2.3185,-1.4574,0.5789,2.596,5.2007,-127.926,-2.1135,-1.7822,50,6.1461,3.8374,8.4,8.4,24,2144,94,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-2.9,-5.4,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",0,"2023-06-20T01:46:17.367Z","2023-06-20T01:46:21.706Z",TRUE,"pitch","ad8c964d-cd2d-4cb4-b0c9-b18b7abf1823",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2877,1.5655,NA,96.6,166.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Kyle Farmer singles on a ground ball to right fielder Alex Verdugo. Willi Castro to 2nd.",0,8,3,59,"bottom",7,"2023-06-20T01:46:07.588Z","2023-06-20T01:48:35.689Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.9,6,0.91,0.3934,6.5488,29.3974,-19.0407,-8.7051,6.6804,0.5352,2.6632,8.7942,-138.9082,-5.7777,-1.5318,50.0033,6.0248,-17.1133,37.2,4.8,24,2036,205,NA,NA,NA,NA,NA,NA,FALSE,-18.7,11.2,14,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",7,"2023-06-20T01:45:41.529Z","2023-06-20T01:45:51.998Z",TRUE,"pitch","fcebfc2d-7ebe-4c9a-858f-ce13c3bab590",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.53,1.65,NA,136.24,175.74,"line_drive","medium","7",56.67,98.86,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Willi Castro singles on a line drive to left fielder Rob Refsnyder.",0,8,3,58,"bottom",7,"2023-06-20T01:44:19.950Z","2023-06-20T01:45:51.998Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.4,80.2,4,2,0.4312,6.4095,27.3114,-36.2747,2.29,-2.5126,-0.5048,2.3349,2.6778,-127.2662,-2.0119,-1.8701,50.0019,6.022,3.7379,6,9.6,24,2094,113,99.2,13,257,NA,NA,NA,FALSE,-40.7,-4.8,-4.8,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,650489,"Willi Castro","/api/v1/people/650489"
717693,"2023-06-19",6,"2023-06-20T01:45:23.431Z","2023-06-20T01:45:28.057Z",TRUE,"pitch","c25064c8-094a-47f8-8742-9d87cf6aa851",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4977,1.6466,NA,75.09,241.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Willi Castro singles on a line drive to left fielder Rob Refsnyder.",0,8,3,58,"bottom",7,"2023-06-20T01:44:19.950Z","2023-06-20T01:45:51.998Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,80.4,14,2,0.4367,6.6304,23.6346,-37.6766,1.4744,-3.4473,1.0995,-0.107,5.3131,-125.097,-7.332,-1.2377,50.0045,5.925,2.352,4.8,9.6,24,2222,39,NA,NA,NA,NA,NA,NA,FALSE,-44.4,-7.7,-3.8,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",5,"2023-06-20T01:45:03.540Z","2023-06-20T01:45:07.659Z",TRUE,"pitch","9eea7a84-7cc9-495c-be55-a496b0e66651",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4686,1.6755,NA,136.99,219.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Willi Castro singles on a line drive to left fielder Rob Refsnyder.",0,8,3,58,"bottom",7,"2023-06-20T01:44:19.950Z","2023-06-20T01:45:51.998Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,86,13,0.78,0.4048,6.8242,26.9943,-25.7581,-9.5317,3.4495,-0.5244,0.7311,6.2323,-134.8889,-8.6797,-1.6165,50.0016,5.7824,-17.7135,31.2,7.2,24,1640,235,NA,NA,NA,NA,NA,NA,FALSE,-26.9,4.7,16.1,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
717693,"2023-06-19",3,"2023-06-20T01:44:36.677Z","2023-06-20T01:44:39.798Z",TRUE,"pitch","e3dcc9b9-3a46-48de-86ae-e6c94454f9c0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.53,1.65,NA,94.46,193.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Willi Castro singles on a line drive to left fielder Rob Refsnyder.",0,8,3,58,"bottom",7,"2023-06-20T01:44:19.950Z","2023-06-20T01:45:51.998Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.9,9,0.8,0.4301,6.829,24.9837,-33.7695,1.6198,-0.9715,0.5912,1.6612,5.1338,-127.1299,-4.0386,-1.6611,50.0027,5.9381,2.6619,6,8.4,24,2177,93,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-2.4,-4.1,NA,NA,NA,NA,NA,FALSE,FALSE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
