"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717701,"2023-06-19",1,"2023-06-20T02:03:23.377Z","2023-06-20T02:03:31.755Z",TRUE,"pitch","68c737b6-06ff-4114-8e5a-fd0ceee3e876",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.09,1.4,NA,115.55,199.58,"ground_ball","medium","6",108.77,153.35,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Elias Diaz grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,4,5,76,"top",9,"2023-06-20T02:03:02.301Z","2023-06-20T02:03:31.755Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.6,8,0.9,0.4304,7.5604,24.6477,-28.7273,1.537,2.0953,0.0379,1.452,5.4674,-126.9964,-2.2594,-2.3375,50.0003,4.6255,2.5232,7.2,7.2,24,2766,105,100.6,-2,28,NA,NA,NA,TRUE,-32.2,3.6,-4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",0,"2023-06-20T02:03:05.474Z","2023-06-20T02:03:12.009Z",TRUE,"pitch","a6b49b0d-a47d-4701-bbad-07169182721d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0003,1.4123,NA,102.48,210.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Elias Diaz grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,4,5,76,"top",9,"2023-06-20T02:03:02.301Z","2023-06-20T02:03:31.755Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.6,14,0.9,0.3994,7.8814,28.2596,-15.6369,-6.7345,8.671,0.3809,1.0625,8.9407,-136.7736,-6.3573,-2.0451,50.0052,4.4769,-12.848,33.6,4.8,24,2526,232,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.6,10.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",5,"2023-06-20T02:02:24.636Z","2023-06-20T02:02:31.928Z",TRUE,"pitch","3387e3d9-37de-4530-8320-2d528be5b241",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.5,1.61,NA,145.91,147.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,4,5,75,"top",9,"2023-06-20T02:00:31.883Z","2023-06-20T02:02:31.928Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.2,1,0.9,0.4032,7.6387,29.5173,-16.9552,-6.1119,8.1418,-0.7585,3.3774,5.9363,-135.8115,-0.2135,-2.1776,50.0041,4.6355,-11.4275,31.2,4.8,24,2557,228,NA,NA,NA,NA,NA,NA,TRUE,-16.4,14.9,9.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA,519058,"Mike Moustakas","/api/v1/people/519058"
717701,"2023-06-19",4,"2023-06-20T02:01:58.447Z","2023-06-20T02:02:05.294Z",TRUE,"pitch","c57f5577-e0f6-43ae-b6e1-ba83314c57a3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3941,1.5992,NA,142.32,189.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,4,5,75,"top",9,"2023-06-20T02:00:31.883Z","2023-06-20T02:02:31.928Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.9,7,0.9,0.4291,7.475,23.9138,-32.0618,2.1533,0.0632,-0.6642,1.8146,3.123,-127.2289,-0.8793,-2.183,50.0003,4.6856,3.5599,7.2,8.4,24,2620,109,NA,NA,NA,NA,NA,NA,FALSE,-35.4,0.1,-4.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",3,"2023-06-20T02:01:35.893Z","2023-06-20T02:01:40.008Z",TRUE,"pitch","f35d449d-647b-4ba0-95b3-2f4d651c1d76",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.5,1.61,NA,88.17,198.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,4,5,75,"top",9,"2023-06-20T02:00:31.883Z","2023-06-20T02:02:31.928Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.6,14,0.9,0.4313,7.5578,23.6112,-30.1577,1.3904,1.2318,0.7564,1.4814,6.5337,-126.5492,-2.0681,-2.0299,50.0028,4.7036,2.275,6,7.2,24,2727,104,NA,NA,NA,NA,NA,NA,FALSE,-33.8,2,-3.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",2,"2023-06-20T02:01:11.240Z","2023-06-20T02:01:15.753Z",TRUE,"pitch","f6294c2b-121d-4650-a204-10f7a9795313",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.5016,1.6243,NA,110.89,238.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,4,5,75,"top",9,"2023-06-20T02:00:31.883Z","2023-06-20T02:02:31.928Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.9,14,0.9,0.4304,7.7223,24.4887,-30.7238,1.3085,0.8815,0.1604,0.02,5.3805,-126.948,-5.3345,-2.1511,50.0009,4.5762,2.1484,6,8.4,24,2678,124,NA,NA,NA,NA,NA,NA,FALSE,-35,0.7,-3.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",1,"2023-06-20T02:00:50.857Z","2023-06-20T02:00:54.256Z",TRUE,"pitch","61f8a2a2-1b1e-4dc0-8669-c387f4f177db",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4186,1.6113,NA,169.59,122.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,4,5,75,"top",9,"2023-06-20T02:00:31.883Z","2023-06-20T02:02:31.928Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.9,11,0.9,0.3958,7.5481,29.6629,-17.6324,-4.6204,7.4918,-1.3798,4.3073,3.9624,-138.1712,2.0027,-2.2294,50.0023,4.7552,-8.9684,25.2,3.6,24,2536,229,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14.2,7.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",0,"2023-06-20T02:00:34.222Z","2023-06-20T02:00:38.355Z",TRUE,"pitch","90769e16-1b0e-4b00-afe7-56e91542b478",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4447,1.6113,NA,138.64,174.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,4,5,75,"top",9,"2023-06-20T02:00:31.883Z","2023-06-20T02:02:31.928Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.5,4,0.9,0.4295,7.4845,25.3827,-32.6442,1.7325,-0.2881,-0.5678,2.3656,3.89,-127.3598,0.4004,-2.338,50.0001,4.7815,2.8544,6,8.4,24,2507,126,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-0.2,-4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717701,"2023-06-19",4,"2023-06-20T01:59:56.540Z","2023-06-20T02:00:03.052Z",TRUE,"pitch","f5fe77b6-5080-4687-adfa-63fd3e24910e",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.13,1.42,NA,107.06,145.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Randal Grichuk strikes out swinging.",0,4,5,74,"top",9,"2023-06-20T01:58:27.944Z","2023-06-20T02:00:03.052Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,545341,"Randal Grichuk","/api/v1/people/545341","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,12,0.9,0.4012,7.5187,29.4191,-18.3567,-4.8695,7.3128,0.2608,3.4652,7.8578,-136.4275,0.1447,-2.0212,50.0007,4.6745,-9.1989,22.8,4.8,24,2413,232,NA,NA,NA,NA,NA,NA,TRUE,-17.5,13.4,7.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA,519058,"Mike Moustakas","/api/v1/people/519058"
717701,"2023-06-19",3,"2023-06-20T01:59:29.305Z","2023-06-20T01:59:35.774Z",TRUE,"pitch","848f6204-dc92-46f9-92b8-5f7a3dddfc50",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.13,1.42,NA,91.53,167.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Randal Grichuk strikes out swinging.",0,4,5,74,"top",9,"2023-06-20T01:58:27.944Z","2023-06-20T02:00:03.052Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,545341,"Randal Grichuk","/api/v1/people/545341","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.5,3,0.9,0.3975,7.6243,30.6597,-17.0248,-6.5857,7.8793,0.6682,2.6449,9.5964,-137.8062,-2.4689,-2.0039,50.0065,4.7028,-12.669,31.2,4.8,24,2516,224,NA,NA,NA,NA,NA,NA,FALSE,-16.6,13.9,10,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
