"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718472,"2023-04-22",1,"2023-04-23T00:18:39.147Z","2023-04-23T00:18:43.625Z",TRUE,"pitch","9258679f-e808-4b7a-8585-931dd20e8af3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5758,1.6333,NA,141.85,198.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Tyler Nevin called out on strikes.",0,0,5,36,"top",5,"2023-04-23T00:18:08.136Z","2023-04-23T00:19:22.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.7,73.8,13,2,0.4717,7.0831,21.6078,-32.5185,4.758,-0.2487,-0.652,1.4992,2.7816,-116.0848,-3.456,-2.4838,50.0045,6.1009,6.4982,12,9.6,24,2350,67,NA,NA,NA,NA,NA,NA,FALSE,-44,-1.1,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:18:21.671Z","2023-04-23T00:18:25.207Z",TRUE,"pitch","f9c51cb1-f209-48be-b6f8-1ec1eaa902f2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4485,1.5992,NA,103.85,165.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Tyler Nevin called out on strikes.",0,0,5,36,"top",5,"2023-04-23T00:18:08.136Z","2023-04-23T00:19:22.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.2,82.4,6,0.74,0.421,6.9532,24.6067,-26.5908,-8.8849,3.2537,0.3449,2.7285,8.9436,-129.6139,-3.9546,-1.98,50.0058,6.2819,-15.2681,26.4,7.2,24,1961,210,NA,NA,NA,NA,NA,NA,FALSE,-28.9,5.3,14.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",5,"2023-04-23T00:17:51.870Z","2023-04-23T00:17:56.695Z",TRUE,"pitch","f24aa700-b83c-48d2-91f8-70ce54e8b8e0",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.1677,1.5524,NA,111.02,212.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Walk","walk","Akil Baddoo walks.",0,0,5,35,"top",5,"2023-04-23T00:15:57.373Z","2023-04-23T00:17:56.695Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85,78.7,14,0.9,0.4425,7.0082,23.1714,-28.6926,-8.3411,2.2392,0.1569,0.9752,8.3301,-123.4836,-6.4956,-2.1667,50.0023,6.0347,-12.9607,21.6,8.4,24,1637,231,NA,NA,NA,NA,NA,NA,FALSE,-35,2.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668731,"Akil Baddoo","/api/v1/people/668731",NA,NA,NA,NA,NA,NA
718472,"2023-04-22",4,"2023-04-23T00:17:35.311Z","2023-04-23T00:17:40.152Z",TRUE,"pitch","477926b5-320f-4b26-969f-ea3ee1d005f8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.1911,1.5992,NA,96.88,214.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Walk","walk","Akil Baddoo walks.",0,0,5,35,"top",5,"2023-04-23T00:15:57.373Z","2023-04-23T00:17:56.695Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,78.7,14,0.9,0.4435,6.9711,22.5405,-30.467,-8.2854,1.104,0.5278,0.913,9.0963,-123.1146,-6.4388,-2.124,50.0034,6.114,-12.8252,19.2,8.4,24,1682,231,NA,NA,NA,NA,NA,NA,FALSE,-37.2,0.7,13.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",3,"2023-04-23T00:17:17.679Z","2023-04-23T00:17:21.273Z",TRUE,"pitch","86e22826-95df-4d54-9a76-21d72b30dc20",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1911,1.529,NA,71.83,227.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Walk","walk","Akil Baddoo walks.",0,0,5,35,"top",5,"2023-04-23T00:15:57.373Z","2023-04-23T00:17:56.695Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,74.1,14,2,0.4716,7.0718,22.4604,-30.5709,5.6527,1.175,1.1851,0.4107,5.8087,-116.2897,-6.3153,-2.0825,50.0035,6.0731,7.7166,15.6,9.6,24,2441,52,NA,NA,NA,NA,NA,NA,FALSE,-42.1,0.7,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",2,"2023-04-23T00:16:54.215Z","2023-04-23T00:16:59.059Z",TRUE,"pitch","4fc5f45f-2c92-4678-99bd-600f1fb02f4c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2379,1.5992,NA,56.61,227.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Walk","walk","Akil Baddoo walks.",0,0,5,35,"top",5,"2023-04-23T00:15:57.373Z","2023-04-23T00:17:56.695Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.6,74.3,14,2,0.4691,7.0393,23.5085,-27.8766,5.3138,3.1199,1.5844,0.4266,6.8225,-117.0609,-6.9275,-2.066,50.0045,6.0576,7.3243,15.6,8.4,24,2421,41,NA,NA,NA,NA,NA,NA,FALSE,-38.4,4.1,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",1,"2023-04-23T00:16:34.138Z","2023-04-23T00:16:37.622Z",TRUE,"pitch","f1426f74-cd98-4ce2-92a7-e60caa4447a6",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.24,1.56,NA,132.91,184.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Walk","walk","Akil Baddoo walks.",0,0,5,35,"top",5,"2023-04-23T00:15:57.373Z","2023-04-23T00:17:56.695Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.2,76.8,7,0.91,0.4491,6.9322,26.108,-26.8422,-10.0037,3.5429,-0.4173,2.0014,7.3121,-122.3792,-4.4047,-2.1571,50.0014,6.1472,-15.0411,26.4,8.4,24,1734,224,NA,NA,NA,NA,NA,NA,FALSE,-33.4,5.5,16.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:16:18.799Z","2023-04-23T00:16:22.389Z",TRUE,"pitch","d534cbcb-2d34-4921-9bb5-d1d9b8160c81",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4822,1.6567,NA,154.86,169.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Walk","walk","Akil Baddoo walks.",0,0,5,35,"top",5,"2023-04-23T00:15:57.373Z","2023-04-23T00:17:56.695Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.5,79.4,11,0.81,0.4349,6.9198,25.5298,-21.52,-0.5454,6.6314,-0.9932,2.57,3.4633,-125.9306,-4.5497,-2.3152,50.0027,6.1406,-0.8768,0,6,24,2277,197,NA,NA,NA,NA,NA,NA,FALSE,-25.3,11.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",2,"2023-04-23T00:13:54.776Z","2023-04-23T00:14:03.509Z",TRUE,"pitch","8269206a-12c7-41e7-8d04-1c73a6882ffb",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.32,1.61,NA,136.49,173.4,"fly_ball","medium","9",165.56,95.18,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Flyout","field_out","Adley Rutschman flies out to right fielder Kerry Carpenter.",0,0,5,34,"bottom",4,"2023-04-23T00:12:55.729Z","2023-04-23T00:14:03.509Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,668939,"Adley Rutschman","/api/v1/people/668939","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.4,4,0.91,0.4032,6.4901,29.8078,-11.1685,6.8452,11.2419,-0.5113,2.4216,-6.4801,-135.8456,-7.5295,1.0159,50.0034,6.0059,12.7918,42,3.6,24,2252,142,85.2,43,278,NA,NA,NA,TRUE,-12.5,19,-11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",1,"2023-04-23T00:13:35.468Z","2023-04-23T00:13:39.747Z",TRUE,"pitch","c9a9bd2e-59ec-42a9-93c7-ff1dd084f470",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2613,1.5758,NA,157.3,163.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Flyout","field_out","Adley Rutschman flies out to right fielder Kerry Carpenter.",0,0,5,34,"bottom",4,"2023-04-23T00:12:55.729Z","2023-04-23T00:14:03.509Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,668939,"Adley Rutschman","/api/v1/people/668939","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,11,0.9,0.4051,6.5829,28.64,-12.1948,6.6419,10.7815,-1.0572,2.7955,-7.867,-135.0722,-6.5055,1.0262,50.0015,6.0877,12.3071,38.4,3.6,24,2231,140,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.4,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:13:10.614Z","2023-04-23T00:13:14.650Z",TRUE,"pitch","d91a6e22-ff4d-41d7-a8d8-16105497c92a",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.2613,1.6226,NA,107.22,238.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Flyout","field_out","Adley Rutschman flies out to right fielder Kerry Carpenter.",0,0,5,34,"bottom",4,"2023-04-23T00:12:55.729Z","2023-04-23T00:14:03.509Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,668939,"Adley Rutschman","/api/v1/people/668939","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.3,80.2,14,0.9,0.4351,6.4143,23.1506,-23.6678,-0.0309,5.286,0.2566,-0.0036,-3.5803,-125.4363,-9.3053,1.7008,50.0011,5.6544,-0.0492,1.2,6,24,2400,131,NA,NA,NA,NA,NA,NA,FALSE,-28.7,7.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",4,"2023-04-23T00:12:40.341Z","2023-04-23T00:12:45.195Z",TRUE,"pitch","a71831f3-2a5e-438c-9f9a-bd682d5df288",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.1677,1.4822,NA,104.82,140.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Walk","walk","Austin Hays walks.",0,0,5,33,"bottom",4,"2023-04-23T00:11:14.028Z","2023-04-23T00:12:45.195Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",84.6,77.7,12,0.91,0.4442,6.3722,24.1975,-27.5322,-2.031,3.0156,0.3196,3.626,-2.1475,-123.2442,-0.5408,1.4657,50.0039,6.171,-3.1285,7.2,7.2,24,2373,182,NA,NA,NA,NA,NA,NA,FALSE,-32.5,5.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
718472,"2023-04-22",3,"2023-04-23T00:12:25.184Z","2023-04-23T00:12:28.759Z",TRUE,"pitch","ff82d59b-a28e-4883-a354-b8ff45ba1040",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.1443,1.4822,NA,75.5,180.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Walk","walk","Austin Hays walks.",0,0,5,33,"bottom",4,"2023-04-23T00:11:14.028Z","2023-04-23T00:12:45.195Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,79.7,14,0.89,0.4334,6.4448,25.932,-22.3641,9.3754,6.0705,1.0887,2.1746,-3.3756,-126.4026,-5.1729,1.2238,50.0057,6.0449,15.1634,31.2,7.2,24,2079,123,NA,NA,NA,NA,NA,NA,FALSE,-26.3,10.1,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",2,"2023-04-23T00:12:10.172Z","2023-04-23T00:12:13.894Z",TRUE,"pitch","ab9bf105-64ae-4b3c-bd47-8b796e71fefc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1677,1.4588,NA,138.35,143.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Walk","walk","Austin Hays walks.",0,0,5,33,"bottom",4,"2023-04-23T00:11:14.028Z","2023-04-23T00:12:45.195Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.6,11,0.91,0.4008,6.3403,31.4432,-12.817,8.0796,10.2481,-0.56,3.5247,-7.0628,-136.8796,-4.9736,1.0095,50.0068,6.2495,15.2683,44.4,4.8,24,2342,142,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.6,-13.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",1,"2023-04-23T00:11:48.765Z","2023-04-23T00:11:53.508Z",TRUE,"pitch","f058dd8b-62ea-4bc4-ad04-9aeddeb7acc5",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.19,1.48,NA,105.68,205.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Walk","walk","Austin Hays walks.",0,0,5,33,"bottom",4,"2023-04-23T00:11:14.028Z","2023-04-23T00:12:45.195Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.2,14,0.89,0.4412,6.6097,26.6051,-21.9495,8.8044,6.5655,0.2969,1.2391,-4.6939,-124.476,-7.1835,1.07,50.0059,5.9989,13.7228,28.8,7.2,24,1996,123,NA,NA,NA,NA,NA,NA,FALSE,-27.2,10.3,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:11:32.278Z","2023-04-23T00:11:35.823Z",TRUE,"pitch","3fa00af3-78fe-45d4-94aa-d7a637cb7c72",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1677,1.4588,NA,185.26,234.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Walk","walk","Austin Hays walks.",0,0,5,33,"bottom",4,"2023-04-23T00:11:14.028Z","2023-04-23T00:12:45.195Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,73.2,13,0.91,0.4794,6.4078,22.87,-42.2105,-3.9411,-7.6081,-1.7909,0.15,-5.6897,-114.6184,-4.4353,1.2439,50.0041,6.2686,-5.1978,8.4,13.2,24,2623,325,NA,NA,NA,NA,NA,NA,FALSE,-59,-14.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",2,"2023-04-23T00:10:53.881Z","2023-04-23T00:11:05.155Z",TRUE,"pitch","e0ad996f-533c-4023-ace0-ef5c541122a0",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.22,1.51,NA,95.63,162.93,"fly_ball","medium","9",192.12,92.42,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Flyout","field_out","Cedric Mullins flies out to right fielder Kerry Carpenter.",0,0,5,32,"bottom",4,"2023-04-23T00:10:07.684Z","2023-04-23T00:11:05.155Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.2,79.4,3,0.91,0.4357,6.5153,24.6253,-25.7554,-2.222,4.0075,0.5606,2.8091,-1.9292,-125.5436,-2.8619,1.6268,50.0035,6.0529,-3.558,8.4,7.2,24,2358,168,88.6,43,312,NA,NA,NA,TRUE,-29.8,6.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
