"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716971,"2023-08-17",1,"2023-08-17T02:01:54.299Z","2023-08-17T02:02:01.627Z",TRUE,"pitch","85ac3526-b62f-4cb0-8505-9b444fcd6e07",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.63,1.76,NA,140.27,186.24,"ground_ball","medium","4",144.26,154.35,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Leody Taveras grounds out, second baseman Brandon Drury to first baseman Mike Moustakas.",0,1,0,57,"bottom",8,"2023-08-17T02:00:22.959Z","2023-08-17T02:02:01.627Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665750,"Leody Taveras","/api/v1/people/665750","R","Right",672282,"Reid Detmers","/api/v1/people/672282","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,83.1,7,0.83,0.4161,5.7097,26.2209,-15.1689,6.5302,9.6777,-0.6106,1.9458,-7.3426,-131.3264,-6.8746,1.3651,50.0044,5.7134,11.4773,31.2,4.8,24,2021,138,110.4,-9,13,NA,NA,NA,TRUE,-17.2,16.3,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",0,"2023-08-17T02:01:39.845Z","2023-08-17T02:01:44.040Z",TRUE,"pitch","48d54387-76d8-4638-b932-6df0d797bc0f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.7299,1.76,NA,100.6,121.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Leody Taveras grounds out, second baseman Brandon Drury to first baseman Mike Moustakas.",0,1,0,57,"bottom",8,"2023-08-17T02:00:22.959Z","2023-08-17T02:02:01.627Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665750,"Leody Taveras","/api/v1/people/665750","R","Right",672282,"Reid Detmers","/api/v1/people/672282","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,77.7,12,0.91,0.4424,5.5609,25.9718,-32.5443,-1.4249,-0.2415,0.4304,4.3369,-2.1116,-124.047,2.0965,1.4793,50.0003,6.2034,-2.209,4.8,8.4,24,2053,259,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",1,"2023-08-17T01:59:19.652Z","2023-08-17T01:59:27.514Z",TRUE,"pitch","5eecaee8-df74-4bcd-938c-a24f10327ed4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.44,1.64,NA,102.48,185.28,"ground_ball","medium","1",118.9,147.87,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Mike Moustakas grounds out, pitcher Aroldis Chapman to shortstop Corey Seager to first baseman Nathaniel Lowe.",0,1,0,56,"top",8,"2023-08-17T01:58:37.528Z","2023-08-17T01:59:27.514Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,83.4,9,2,0.4162,7.3604,25.5266,-21.1597,-4.6501,6.2671,0.3808,1.9815,1.0854,-131.1739,-6.6786,0.5681,50.0023,6.1178,-8.1725,19.2,6,24,2304,281,68.8,-12,10,NA,NA,NA,TRUE,-23.2,10.2,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",0,"2023-08-17T01:59:01.466Z","2023-08-17T01:59:05.633Z",TRUE,"pitch","b7f2c42d-e03d-461d-838d-804e30c0e44f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.44,1.64,NA,124.99,164.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Mike Moustakas grounds out, pitcher Aroldis Chapman to shortstop Corey Seager to first baseman Nathaniel Lowe.",0,1,0,56,"top",8,"2023-08-17T01:58:37.528Z","2023-08-17T01:59:27.514Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.1,92.4,5,2,0.3725,6.881,34.7891,-9.4623,0.5992,10.3724,-0.2095,2.7371,-2.0794,-147.0271,-7.9924,0.429,50.0022,6.0518,1.3121,3.6,2.4,24,2420,161,NA,NA,NA,NA,NA,NA,FALSE,-9.4,17.4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",4,"2023-08-17T01:58:32.005Z","2023-08-17T01:58:37.985Z",TRUE,"pitch","6437144b-7cb4-4805-8890-5ea40eb7e4ab",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.6,1.76,NA,78.69,180.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,0,55,"top",8,"2023-08-17T01:57:26.470Z","2023-08-17T01:58:37.985Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.3,93.8,14,2,0.3679,6.9719,35.1709,-10.8285,7.2049,9.5034,1.0051,2.1468,-0.8247,-148.8024,-9.5751,0.3492,50.0053,6.0309,16.1843,50.4,3.6,24,2376,164,NA,NA,NA,NA,NA,NA,TRUE,-10.6,15.6,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",3,"2023-08-17T01:58:06.208Z","2023-08-17T01:58:09.709Z",TRUE,"pitch","d852a1df-36fe-4c07-bd23-2027aa935909",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.6,1.76,NA,95.32,150.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,0,55,"top",8,"2023-08-17T01:57:26.470Z","2023-08-17T01:58:37.985Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,82.1,3,2,0.418,7.1241,29.7294,-17.3973,-0.6301,8.5159,0.5687,3.2752,0.6044,-131.39,-3.7437,0.4168,50.0066,6.0237,-1.0939,3.6,4.8,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-19,14.8,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",2,"2023-08-17T01:57:47.064Z","2023-08-17T01:57:51.137Z",TRUE,"pitch","5e682f2b-fb0d-436a-a53a-28534b9e0ed6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.6,1.76,NA,127.81,198.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,0,55,"top",8,"2023-08-17T01:57:26.470Z","2023-08-17T01:58:37.985Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,81.8,13,2,0.4234,7.2559,26.9577,-22.9157,-2.7014,5.4656,-0.2836,1.4897,-0.7424,-129.3452,-7.2158,0.3582,50.0062,6.0728,-4.5781,10.8,6,24,2276,271,NA,NA,NA,NA,NA,NA,FALSE,-26,8.5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",1,"2023-08-17T01:57:28.757Z","2023-08-17T01:57:33.803Z",TRUE,"pitch","6761f7d3-e41b-483e-8bba-342c653eece7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6931,1.76,NA,96.54,129.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,0,55,"top",8,"2023-08-17T01:57:26.470Z","2023-08-17T01:58:37.985Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.2,12,2,0.3804,6.7927,33.9365,-10.148,2.3653,10.494,0.5368,4.0467,-1.1624,-144.0771,-4.0522,0.6385,50.0054,6.1002,4.9662,22.8,2.4,24,2324,155,NA,NA,NA,NA,NA,NA,FALSE,-9.6,18.4,-4.1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",0,"2023-08-17T01:57:10.925Z","2023-08-17T01:57:16.159Z",FALSE,"pickoff","67778a30-b8d7-4029-b459-0a6146f310e8",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,0,55,"top",8,"2023-08-17T01:57:26.470Z","2023-08-17T01:58:37.985Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",4,"2023-08-17T01:56:22.629Z","2023-08-17T01:56:30.721Z",TRUE,"pitch","078afc05-170d-42d2-929c-fbe761d07b6d",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.47,1.62,NA,72.5,160.43,"ground_ball","medium","6",117,166.47,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Shohei Ohtani singles on a ground ball to shortstop Corey Seager.",0,1,0,54,"top",8,"2023-08-17T01:54:40.501Z","2023-08-17T01:56:30.721Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",103.1,94.1,12,2,0.3653,6.9231,37.1287,-14.4341,8.2769,7.7975,1.1675,2.9018,-1.2813,-150.0776,-6.2598,0.5253,50.0066,5.8407,18.8396,49.2,4.8,24,2418,158,60.5,-8,16,NA,NA,NA,FALSE,-12.7,13.1,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",2,"2023-08-17T01:55:51.703Z","2023-08-17T01:55:56.852Z",TRUE,"pitch","2f216675-a0fe-4035-97af-dc113b2631aa",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.47,1.62,NA,154.44,203.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Shohei Ohtani singles on a ground ball to shortstop Corey Seager.",0,1,0,54,"top",8,"2023-08-17T01:54:40.501Z","2023-08-17T01:56:30.721Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,81.3,13,2,0.4245,6.8163,30.5812,-31.1907,-7.2944,0.581,-0.9821,1.3096,-1.0942,-129.7224,-5.9968,0.3929,50.0003,6.0696,-12.2599,20.4,8.4,24,2323,299,NA,NA,NA,NA,NA,NA,FALSE,-35,-0.2,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",1,"2023-08-17T01:55:22.877Z","2023-08-17T01:55:27.493Z",TRUE,"pitch","07a25064-57dd-467c-a164-671823055a1d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.47,1.5849,NA,42.89,134.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Shohei Ohtani singles on a ground ball to shortstop Corey Seager.",0,1,0,54,"top",8,"2023-08-17T01:54:40.501Z","2023-08-17T01:56:30.721Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.2,92.6,12,2,0.3716,6.6831,35.1848,-14.2518,7.5338,8.1494,1.9443,3.8775,0.6951,-147.4087,-3.9218,0.7264,50.0068,6.0672,16.5756,48,3.6,24,2364,158,NA,NA,NA,NA,NA,NA,FALSE,-12.5,14.2,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",0,"2023-08-17T01:55:01.774Z","2023-08-17T01:55:05.474Z",TRUE,"pitch","6cc24abc-d7ad-4547-b66e-ed9fa22706c6",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.47,1.62,NA,99.69,170.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Shohei Ohtani singles on a ground ball to shortstop Corey Seager.",0,1,0,54,"top",8,"2023-08-17T01:54:40.501Z","2023-08-17T01:56:30.721Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,92.6,6,2,0.3723,6.8052,34.3973,-13.0916,7.7281,8.7036,0.4541,2.5442,-2.9004,-147.0237,-7.7172,0.4485,50.0033,5.9777,16.9421,48,3.6,24,2354,160,NA,NA,NA,NA,NA,NA,FALSE,-12.4,14.4,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",3,"2023-08-17T01:55:59.183Z","2023-08-17T01:56:22.629Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,660271,"/api/v1/people/660271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Shohei Ohtani singles on a ground ball to shortstop Corey Seager.",0,1,0,54,"top",8,"2023-08-17T01:54:40.501Z","2023-08-17T01:56:30.721Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",4,"2023-08-17T01:54:28.122Z","2023-08-17T01:54:35.388Z",TRUE,"pitch","c8c09d40-627f-4928-9918-e9dbdf8be16b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.3,1.57,NA,74,180.38,"ground_ball","medium","4",147.29,161.62,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mickey Moniak grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,1,0,53,"top",8,"2023-08-17T01:53:22.923Z","2023-08-17T01:54:35.388Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,666160,"Mickey Moniak","/api/v1/people/666160","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.9,92.6,14,2,0.3727,6.9278,33.5411,-9.1777,1.4993,10.5009,1.128,2.1629,0.8665,-146.7747,-9.4655,0.6345,50.0044,5.9697,3.283,16.8,2.4,24,2408,158,84.7,4,70,NA,NA,NA,TRUE,-9.4,17.4,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716971,"2023-08-17",3,"2023-08-17T01:54:08.939Z","2023-08-17T01:54:13.672Z",TRUE,"pitch","4469bbb5-52e0-48c9-81ce-3d53d2ed8d0b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.3,1.57,NA,99.23,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mickey Moniak grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,1,0,53,"top",8,"2023-08-17T01:53:22.923Z","2023-08-17T01:54:35.388Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,666160,"Mickey Moniak","/api/v1/people/666160","L","Left",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.1,3,2,0.4268,6.8647,24.831,-22.9227,-2.7309,5.5372,0.4662,2.8067,1.0962,-128.0083,-3.9769,0.3887,50,6.1611,-4.5605,10.8,6,24,2322,268,NA,NA,NA,NA,NA,NA,FALSE,-25.8,9.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
