"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718694,"2023-04-05",6,"2023-04-05T20:26:10.428Z","2023-04-05T20:26:15.137Z",TRUE,"pitch","a5ba3b9d-fea7-492d-a697-546072fe3663",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.66,1.75,NA,146.52,198.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,81.6,13,0.91,0.4223,5.5137,28.4476,-19.9831,-7.8024,7.1619,-0.7745,1.4775,3.6314,-129.9375,-6.9692,-1.1802,50.0002,5.7241,-13.2755,30,6,24,2400,209,NA,NA,NA,NA,NA,NA,TRUE,-22.9,11.5,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",5,"2023-04-05T20:25:43.210Z","2023-04-05T20:25:46.427Z",TRUE,"pitch","8589a1b1-a2d4-47f3-8bff-d5387fce29a8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.66,1.75,NA,134.59,164.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,80.9,4,0.91,0.4258,5.5576,26.8816,-21.6415,-7.4708,6.2868,-0.4615,2.7571,4.3383,-128.6677,-3.6236,-1.1994,50.0031,5.8622,-12.5172,27.6,6,24,2245,203,NA,NA,NA,NA,NA,NA,FALSE,-24.2,10.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",4,"2023-04-05T20:25:21.152Z","2023-04-05T20:25:25.980Z",TRUE,"pitch","59601320-6f25-4978-bf84-274b5dcfce71",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.66,1.8154,NA,69.41,232.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.3,74.5,14,0.9,0.4656,5.8525,25.1567,-26.8224,5.3447,3.8334,1.2485,0.2247,3.6097,-118.2101,-7.248,-0.9995,50.005,5.8351,7.4708,15.6,8.4,24,2587,68,NA,NA,NA,NA,NA,NA,FALSE,-36.6,5.2,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",2,"2023-04-05T20:24:50.303Z","2023-04-05T20:24:53.771Z",TRUE,"pitch","26f3366d-9a18-426a-893e-8dc877b4181e",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.747,1.7576,NA,138.22,185.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.2,74.3,7,0.9,0.4645,5.4505,24.206,-27.2195,4.471,3.5258,-0.5568,1.9895,0.9957,-118.2647,-3.6626,-1.5647,50.0038,6.0764,6.2835,13.2,8.4,24,2526,86,NA,NA,NA,NA,NA,NA,FALSE,-36,5.8,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",1,"2023-04-05T20:24:36.152Z","2023-04-05T20:24:39.501Z",TRUE,"pitch","147aef07-0325-472c-b450-6d192cfbe09e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.7355,1.8805,NA,143.9,186.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.2,7,0.87,0.3987,5.501,31.6219,-9.9638,-1.3511,11.6344,-0.7056,1.9254,2.5423,-137.5699,-8.3086,-1.4678,50.0058,5.6674,-2.58,9.6,2.4,24,2579,206,NA,NA,NA,NA,NA,NA,FALSE,-11.3,19.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",0,"2023-04-05T20:24:19.561Z","2023-04-05T20:24:22.739Z",TRUE,"pitch","eb4eb49b-b1ef-48a3-96ce-69835f1fe8e8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7545,1.8547,NA,155.66,127.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,85.9,11,0.88,0.3994,5.475,31.3513,-12.2705,-2.2966,10.4615,-1.0144,4.1388,1.2016,-137.3046,-2.9035,-1.16,50.0064,6.0488,-4.3712,18,2.4,24,2565,197,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",3,"2023-04-05T20:25:07.095Z","2023-04-05T20:25:21.152Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,683002,"/api/v1/people/683002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,2,5,65,"top",9,"2023-04-05T20:24:04.146Z","2023-04-05T20:26:15.137Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",2,"2023-04-05T20:23:44.207Z","2023-04-05T20:23:52.213Z",TRUE,"pitch","9c06fc22-659a-443f-8883-b6314d3e2151",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.68,1.82,NA,112.91,167.74,"ground_ball","medium","5",98.47,160.05,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,2,5,64,"top",9,"2023-04-05T20:22:57.593Z","2023-04-05T20:23:52.213Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.6,5,0.84,0.3982,5.5284,29.7817,-16.511,-3.3369,8.1677,0.1072,2.6312,4.5933,-137.4369,-6.0016,-1.1504,50.0043,5.9604,-6.4001,16.8,3.6,24,2558,191,93.4,-12,13,NA,NA,NA,TRUE,-16.8,13.8,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",1,"2023-04-05T20:23:26.388Z","2023-04-05T20:23:29.959Z",TRUE,"pitch","baa082eb-380d-4703-bcd4-6f62892b1fe0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.7546,1.8233,NA,82.88,206.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,2,5,64,"top",9,"2023-04-05T20:22:57.593Z","2023-04-05T20:23:52.213Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.8,73.8,14,0.9,0.4717,5.5118,21.9024,-31.8981,6.1189,0.1991,0.895,1.2043,3.829,-116.1444,-3.5139,-1.5702,50.0021,5.7728,8.3513,15.6,9.6,24,2635,74,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-0.2,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718694,"2023-04-05",0,"2023-04-05T20:23:09.616Z","2023-04-05T20:23:13.338Z",TRUE,"pitch","2974ce98-ed6e-4436-a956-9efb0a6236a5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.68,1.82,NA,110.29,209.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,2,5,64,"top",9,"2023-04-05T20:22:57.593Z","2023-04-05T20:23:52.213Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.5,76.1,14,0.9,0.4594,5.4296,20.5592,-29.7553,4.5462,1.6728,0.176,1.089,3.5493,-118.7663,-4.8812,-1.9228,50.0008,5.8452,6.5597,13.2,8.4,24,2623,88,NA,NA,NA,NA,NA,NA,FALSE,-38.5,2.2,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
