"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717498,"2023-07-04",1,"2023-07-04T22:46:40.763Z","2023-07-04T22:46:44.982Z",TRUE,"pitch","a4f96430-eee8-4150-8947-4364993b95a5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.255,1.6512,NA,94.66,158.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Carson Kelly grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",0,7,4,68,"bottom",8,"2023-07-04T22:46:12.923Z","2023-07-04T22:48:00.720Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92,84.2,3,2,0.4099,7.136,27.9933,-26.3316,-10.1227,3.228,0.586,2.9828,11.7254,-133.4868,-1.3003,-2.5426,50.0019,5.367,-18.3179,31.2,7.2,24,2180,219,NA,NA,NA,NA,NA,NA,FALSE,-26.6,5.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",0,"2023-07-04T22:46:18.705Z","2023-07-04T22:46:25.158Z",TRUE,"pitch","de7fb619-253b-4b00-850a-a383e84fa9f0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2218,1.6182,NA,135.42,174.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Carson Kelly grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",0,7,4,68,"bottom",8,"2023-07-04T22:46:12.923Z","2023-07-04T22:48:00.720Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.6,72.5,4,0.92,0.4786,7.333,21.2857,-34.44,7.5748,-1.7037,-0.4832,2.3918,2.9851,-114.4874,0.9006,-2.7885,50.005,5.3659,10.049,16.8,10.8,24,2612,71,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-2.5,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",3,"2023-07-04T22:47:15.752Z","2023-07-04T22:47:48.767Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Adam Ottavino. Emmanuel Rivera to 2nd.","Wild Pitch",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,656896,"/api/v1/people/656896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cdeaca8b-1464-46e5-8ce3-51785edfa7a2","wild_pitch",NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Carson Kelly grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",0,7,4,68,"bottom",8,"2023-07-04T22:46:12.923Z","2023-07-04T22:48:00.720Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",2,"2023-07-04T22:45:35.224Z","2023-07-04T22:45:45.165Z",TRUE,"pitch","07af6f05-3e73-4264-9857-116fda6395c2",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.52,1.67,NA,98.65,168.01,"fly_ball","medium","4",103.58,106.02,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Emmanuel Rivera singles on a fly ball to second baseman Jeff McNeil.",0,7,4,67,"bottom",8,"2023-07-04T22:45:02.745Z","2023-07-04T22:45:45.165Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,656896,"Emmanuel Rivera","/api/v1/people/656896","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.5,71.1,6,0.9,0.487,6.5153,21.7469,-31.4959,9.0446,0.53,0.4813,2.6212,4.8525,-112.7572,1.2125,-2.8783,50.0034,5.2703,11.569,21.6,10.8,24,2679,72,73.6,44,242,NA,NA,NA,FALSE,-44.2,1.6,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",1,"2023-07-04T22:45:19.158Z","2023-07-04T22:45:27.054Z",TRUE,"pitch","e81dae98-ec4f-40bd-960e-db33709d59de",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.7496,1.5675,NA,142.84,144.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Emmanuel Rivera singles on a fly ball to second baseman Jeff McNeil.",0,7,4,67,"bottom",8,"2023-07-04T22:45:02.745Z","2023-07-04T22:45:45.165Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,656896,"Emmanuel Rivera","/api/v1/people/656896","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,84.3,1,2,0.4087,7.0251,28.5014,-27.782,-10.4188,2.4119,-0.678,3.4817,8.5767,-133.9333,0.0924,-2.5657,50.0009,5.431,-18.9562,31.2,7.2,24,2358,221,NA,NA,NA,NA,NA,NA,FALSE,-27.6,4.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",0,"2023-07-04T22:45:04.342Z","2023-07-04T22:45:10.390Z",TRUE,"pitch","2717d888-0665-4d90-b33a-666e47a986cb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.485,1.6352,NA,81.89,178.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Emmanuel Rivera singles on a fly ball to second baseman Jeff McNeil.",0,7,4,67,"bottom",8,"2023-07-04T22:45:02.745Z","2023-07-04T22:45:45.165Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,656896,"Emmanuel Rivera","/api/v1/people/656896","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.4,72.9,14,0.91,0.4755,7.3074,22.9097,-31.3975,8.2277,0.5774,0.9212,2.2474,5.9982,-115.5088,-0.0799,-2.7844,50.0021,5.3189,11.039,21.6,9.6,24,2724,70,NA,NA,NA,NA,NA,NA,FALSE,-42.4,1.3,-16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",3,"2023-07-04T22:44:32.600Z","2023-07-04T22:44:41.248Z",TRUE,"pitch","bffc5b70-a444-4369-88d5-817e9c7647a9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.59,1.72,NA,107.53,178.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,7,4,66,"bottom",8,"2023-07-04T22:43:31.675Z","2023-07-04T22:44:41.248Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,86.3,8,2,0.4011,7.2425,27.6845,-25.8189,-9.3982,3.3582,0.2484,2.2151,10.4388,-136.1438,-3.7425,-2.4002,50.0023,5.3783,-17.7815,31.2,7.2,24,2251,223,NA,NA,NA,NA,NA,NA,TRUE,-25.6,5.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",2,"2023-07-04T22:44:13.594Z","2023-07-04T22:44:18.858Z",TRUE,"pitch","f39cf43c-7141-437f-af12-7a730ad19b13",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.5882,1.7182,NA,115.17,145.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,7,4,66,"bottom",8,"2023-07-04T22:43:31.675Z","2023-07-04T22:44:41.248Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.5,72.9,2,0.9,0.4738,7.1355,22.3275,-31.2531,9.5562,0.6828,0.0481,3.4716,3.7655,-115.7586,2.4519,-2.8429,50.0038,5.3979,12.9227,24,9.6,24,2759,69,NA,NA,NA,NA,NA,NA,FALSE,-41.2,2.2,-18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",1,"2023-07-04T22:43:57.269Z","2023-07-04T22:44:02.320Z",TRUE,"pitch","d55e3892-4604-4300-ada1-3b7928c665e3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5882,1.7182,NA,71.18,149.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,7,4,66,"bottom",8,"2023-07-04T22:43:31.675Z","2023-07-04T22:44:41.248Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.5,81.3,12,0.9,0.4281,6.6863,22.7666,-28.1412,2.6262,2.4273,1.2021,3.322,8.7262,-127.278,0.0848,-2.5933,50.0042,5.4918,4.3684,12,7.2,24,2725,140,NA,NA,NA,NA,NA,NA,FALSE,-30.7,4.7,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",0,"2023-07-04T22:43:38.587Z","2023-07-04T22:43:46.117Z",TRUE,"pitch","a52d8390-701f-4ce7-b0c0-21f748db89ce",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6548,1.6522,NA,139.65,190.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,7,4,66,"bottom",8,"2023-07-04T22:43:31.675Z","2023-07-04T22:44:41.248Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.1,85.3,7,2,0.405,7.1492,29.3175,-29.6467,-10.9722,1.3625,-0.5941,1.7999,8.998,-135.2194,-3.7254,-2.5384,50.0029,5.2742,-20.3313,31.2,7.2,24,2194,224,NA,NA,NA,NA,NA,NA,FALSE,-29.8,1.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",9,"2023-07-04T22:43:08.311Z","2023-07-04T22:43:15.368Z",TRUE,"pitch","cc0025ef-f278-4f62-963b-0c6c1ca8ba43",8,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,0,NA,NA,3.5,1.67,NA,115.49,166.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Christian Walker strikes out on a foul tip.",0,7,4,65,"bottom",8,"2023-07-04T22:40:45.396Z","2023-07-04T22:43:15.368Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.4,71.8,5,0.9,0.4815,7.0018,22.6087,-33.2293,10.8301,-0.8039,0.0396,2.6895,3.3032,-114.1042,1.4141,-2.8372,50.005,5.3562,14.1636,24,10.8,24,2732,58,NA,NA,NA,NA,NA,NA,TRUE,-45.5,-0.7,-20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",8,"2023-07-04T22:42:44.261Z","2023-07-04T22:42:49.839Z",TRUE,"pitch","7ac6a12c-3823-4591-abc3-c1efb3ab9c60",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.5,1.67,NA,145.25,158.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Christian Walker strikes out on a foul tip.",0,7,4,65,"bottom",8,"2023-07-04T22:40:45.396Z","2023-07-04T22:43:15.368Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.4,73.3,1,0.92,0.4731,6.8358,20.9597,-34.5639,6.3837,-1.7592,-0.7412,2.9775,3.0933,-115.6407,2.111,-2.9243,50.0036,5.3615,8.6706,14.4,10.8,24,2695,67,NA,NA,NA,NA,NA,NA,FALSE,-45.6,-2.4,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",7,"2023-07-04T22:42:22.218Z","2023-07-04T22:42:25.451Z",TRUE,"pitch","f9bfabf0-9664-41e9-a5f0-2d8cf18e2ba2",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.5,1.67,NA,146.79,193.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Christian Walker strikes out on a foul tip.",0,7,4,65,"bottom",8,"2023-07-04T22:40:45.396Z","2023-07-04T22:43:15.368Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.7,81.7,7,2,0.4265,6.8313,22.7922,-32.2668,-5.8279,-0.0576,-0.7815,1.689,7.0473,-127.7319,-2.6147,-2.8008,50.0019,5.2272,-9.7678,14.4,8.4,24,1614,239,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-0.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",6,"2023-07-04T22:42:04.024Z","2023-07-04T22:42:10.356Z",TRUE,"pitch","3cd7ab7d-3495-482b-ad18-e507653d33be",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.5,1.67,NA,92.91,160.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Christian Walker strikes out on a foul tip.",0,7,4,65,"bottom",8,"2023-07-04T22:40:45.396Z","2023-07-04T22:43:15.368Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.5,6,2,0.4044,6.7916,27.5481,-26.7503,-9.4141,2.9114,0.632,2.9086,11.4409,-135.1003,-1.6286,-2.4209,50.0005,5.3871,-17.5203,30,7.2,24,2284,225,NA,NA,NA,NA,NA,NA,FALSE,-26.4,5.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",4,"2023-07-04T22:41:33.485Z","2023-07-04T22:41:39.611Z",TRUE,"pitch","5065c4e4-1730-4907-ad5b-2e8d2b8683cc",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.5,1.67,NA,140.63,134.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Christian Walker strikes out on a foul tip.",0,7,4,65,"bottom",8,"2023-07-04T22:40:45.396Z","2023-07-04T22:43:15.368Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,83.9,11,2,0.4119,6.9658,25.9853,-26.4323,-8.6818,3.196,-0.6198,3.867,8.3471,-132.5343,0.9813,-2.6688,50.0001,5.4098,-15.5796,27.6,7.2,24,2266,226,NA,NA,NA,NA,NA,NA,FALSE,-26.5,6.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
717498,"2023-07-04",3,"2023-07-04T22:41:16.411Z","2023-07-04T22:41:25.176Z",TRUE,"pitch","5979a091-5f99-4d54-a6d3-f8bf85ddf374",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.563,1.6004,NA,98.29,157.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Christian Walker strikes out on a foul tip.",0,7,4,65,"bottom",8,"2023-07-04T22:40:45.396Z","2023-07-04T22:43:15.368Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.2,73.6,3,0.9,0.4704,6.9836,23.1002,-34.1519,8.7108,-1.4456,0.4908,3.009,5.0834,-116.6777,2.0574,-2.8516,50.0005,5.347,11.9408,20.4,10.8,24,2717,71,NA,NA,NA,NA,NA,NA,FALSE,-44.5,-1.8,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656896,"Emmanuel Rivera","/api/v1/people/656896",NA,NA,NA,NA,NA,NA
