"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717225,"2023-07-29",2,"2023-07-29T04:12:51.263Z","2023-07-29T04:12:55.043Z",TRUE,"pitch","524ddbee-a1ec-428f-9cf5-cb4ccf70463b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.2596,1.7108,NA,146.93,164.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","James Outman walks. David Peralta to 3rd. Passed ball by catcher Luke Maile. David Peralta to 3rd.",0,6,2,58,"bottom",7,"2023-07-29T04:12:32.132Z","2023-07-29T04:13:48.221Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,681546,"James Outman","/api/v1/people/681546","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,74.6,4,2,0.4608,5.879,25.1522,-25.9269,6.0976,4.3744,-0.7852,2.7594,1.4907,-119.3292,-0.8899,-2.2114,50.0014,5.4946,8.7022,19.2,8.4,24,2966,71,NA,NA,NA,NA,NA,NA,FALSE,-33,7.9,-11.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",1,"2023-07-29T04:12:34.115Z","2023-07-29T04:12:38.615Z",TRUE,"pitch","5234d565-7e87-4ccd-a1f5-459ba77097ed",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2967,1.6923,NA,45.61,164.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","James Outman walks. David Peralta to 3rd. Passed ball by catcher Luke Maile. David Peralta to 3rd.",0,6,2,58,"bottom",7,"2023-07-29T04:12:32.132Z","2023-07-29T04:13:48.221Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,681546,"James Outman","/api/v1/people/681546","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,75.4,12,2,0.458,5.7952,26.0899,-30.0534,7.9843,1.4676,1.8729,2.7504,6.7907,-120.1876,-0.2485,-2.0395,50.0013,5.5535,11.5297,22.8,9.6,24,3079,68,NA,NA,NA,NA,NA,NA,FALSE,-37.6,2.9,-16.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",0,"2023-07-29T04:12:08.126Z","2023-07-29T04:12:34.115Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter James Outman replaces Miguel Rojas.","Offensive Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,681546,"/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","58","atBat","Walk","walk","James Outman walks. David Peralta to 3rd. Passed ball by catcher Luke Maile. David Peralta to 3rd.",0,6,2,58,"bottom",7,"2023-07-29T04:12:32.132Z","2023-07-29T04:13:48.221Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,681546,"James Outman","/api/v1/people/681546","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,500743,"/api/v1/people/500743",FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",6,"2023-07-29T04:11:43.326Z","2023-07-29T04:11:53.255Z",TRUE,"pitch","69b432aa-7f48-44eb-ab52-e2115c4c70a2",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,0,NA,NA,3.6,1.75,NA,94.63,186.46,"line_drive","medium",NA,217.91,99.36,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.6,9,0.89,0.4067,5.864,30.6015,-13.5613,-5.2944,10.1453,0.5868,1.9379,8.7484,-134.9031,-6.411,-2.0171,50.0038,5.3094,-9.7149,27.6,3.6,24,2648,212,96.6,23,334,NA,NA,NA,FALSE,-14.9,17,7.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",444482,"David Peralta","/api/v1/people/444482",NA,NA,NA
717225,"2023-07-29",5,"2023-07-29T04:11:21.922Z","2023-07-29T04:11:25.794Z",TRUE,"pitch","f72213b5-cd65-44b6-9683-e9d491feea3b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3656,1.7001,NA,87.43,231.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.8,70.9,14,0.9,0.4924,6.0025,22.7655,-42.1868,6.9819,-8.0179,0.7758,0.2742,3.745,-111.8178,-2.1793,-1.8356,50.0026,5.646,8.7185,12,14.4,24,3337,40,NA,NA,NA,NA,NA,NA,FALSE,-61.6,-14.8,-13.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",0,"2023-07-29T04:11:16.826Z","2023-07-29T04:11:16.842Z",FALSE,"action",NA,NA,"Defensive switch from third base to shortstop for Elly De La Cruz.","Defensive Switch",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,682829,"/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"6","Shortstop","Infielder","SS","100","57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",1,"2023-07-29T04:11:16.842Z","2023-07-29T04:11:17.842Z",FALSE,"action",NA,NA,"Defensive switch from shortstop to second base for Matt McLain.","Defensive Switch",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,680574,"/api/v1/people/680574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","300","57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",2,"2023-07-29T04:11:16.842Z","2023-07-29T04:11:17.842Z",FALSE,"action",NA,NA,"Defensive Substitution: Luke Maile replaces second baseman Jonathan India, batting 5th, playing catcher.","Defensive Sub",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,571912,"/api/v1/people/571912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","501","57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,663697,"/api/v1/people/663697",FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",3,"2023-07-29T04:11:16.842Z","2023-07-29T04:11:26.498Z",FALSE,"action",NA,NA,"Nick Senzel remains in the game as the third baseman.","Defensive Switch",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669222,"/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","801","57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,663886,"/api/v1/people/663886",FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",4,"2023-07-29T04:11:26.498Z","2023-07-29T04:11:27.498Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter David Peralta replaces Enrique Hernandez.","Offensive Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,444482,"/api/v1/people/444482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","57","atBat","Double","double","David Peralta hits a ground-rule double (12) on a line drive to right field.",0,6,2,57,"bottom",7,"2023-07-29T04:11:19.644Z","2023-07-29T04:11:53.255Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,444482,"David Peralta","/api/v1/people/444482","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,571771,"/api/v1/people/571771",FALSE,FALSE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",5,"2023-07-29T04:08:56.063Z","2023-07-29T04:09:00.230Z",TRUE,"pitch","a956450f-54ef-4b82-a6e2-b26679dc7704",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.21,1.48,NA,139.52,156.82,"popup","soft","3",146.42,162.3,NA,NA,TRUE,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Jonathan India pops out softly to first baseman Freddie Freeman.",0,6,2,56,"top",7,"2023-07-29T04:07:10.998Z","2023-07-29T04:09:00.230Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85,1,0.9,0.4044,6.764,29.6173,-15.8826,-4.1011,8.7676,-0.5907,3.0356,5.3818,-135.4492,-2.2704,-2.0706,50.0015,4.9955,-7.6196,21.6,3.6,24,2309,213,47.2,27,112,NA,NA,NA,TRUE,-16,15.6,6.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",4,"2023-07-29T04:08:37.538Z","2023-07-29T04:08:41.445Z",TRUE,"pitch","f9c8e271-4ce9-4bd1-a059-3b59d1af7a4b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1791,1.4668,NA,65.47,157.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Jonathan India pops out softly to first baseman Freddie Freeman.",0,6,2,56,"top",7,"2023-07-29T04:07:10.998Z","2023-07-29T04:09:00.230Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.4,12,0.87,0.4034,6.8127,29.8217,-17.8827,-3.7617,7.6556,1.3519,3.0039,10.2408,-135.8097,-2.2306,-1.9797,50.0063,5.0801,-7.0265,14.4,3.6,24,2369,208,NA,NA,NA,NA,NA,NA,FALSE,-17.9,13.6,4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",3,"2023-07-29T04:08:18.178Z","2023-07-29T04:08:22.711Z",TRUE,"pitch","87a7a448-6a95-4c42-858f-7eb3cc703d2a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1236,1.5038,NA,127.55,119.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Jonathan India pops out softly to first baseman Freddie Freeman.",0,6,2,56,"top",7,"2023-07-29T04:07:10.998Z","2023-07-29T04:09:00.230Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.5,11,0.87,0.4072,6.663,28.3334,-19.5907,-5.363,6.8622,-0.2768,4.4156,6.3994,-134.3593,1.4025,-1.9895,50.0017,5.2764,-9.8333,24,4.8,24,2266,210,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13,8.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",2,"2023-07-29T04:07:54.167Z","2023-07-29T04:07:57.916Z",TRUE,"pitch","25a84625-8d4c-4fc7-aa09-1f2b4ea15918",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.1791,1.4484,NA,36.7,224.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Jonathan India pops out softly to first baseman Freddie Freeman.",0,6,2,56,"top",7,"2023-07-29T04:07:10.998Z","2023-07-29T04:09:00.230Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.4,14,0.9,0.4433,6.8097,25.9687,-32.5892,2.3798,-0.2716,2.1065,0.5316,9.0398,-123.805,-4.216,-1.9092,50.0024,5.0005,3.6712,9.6,8.4,24,2396,96,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-1.3,-6.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",1,"2023-07-29T04:07:37.346Z","2023-07-29T04:07:40.737Z",TRUE,"pitch","d16e88ad-a77b-4706-9d73-e7551f5356ee",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.21,1.48,NA,99.73,200.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Jonathan India pops out softly to first baseman Freddie Freeman.",0,6,2,56,"top",7,"2023-07-29T04:07:10.998Z","2023-07-29T04:09:00.230Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,76.7,9,0.9,0.4509,6.8181,24.7923,-31.463,1.7076,0.4727,0.4531,1.4268,5.4598,-121.6772,-2.1097,-2.0452,50.0008,5.0421,2.5485,6,8.4,24,2094,101,NA,NA,NA,NA,NA,NA,FALSE,-38.6,0.6,-4.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",0,"2023-07-29T04:07:21.419Z","2023-07-29T04:07:25.567Z",TRUE,"pitch","87f395b7-68fa-479d-8f9b-e36a2f88094f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3087,1.5038,NA,124.73,149.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Jonathan India pops out softly to first baseman Freddie Freeman.",0,6,2,56,"top",7,"2023-07-29T04:07:10.998Z","2023-07-29T04:09:00.230Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.8,2,0.91,0.4003,6.7222,31.0146,-15.0141,-4.1319,9.0559,-0.2027,3.2998,6.3353,-136.9736,-2.2412,-2.0116,50.0047,5.1586,-7.8319,22.8,3.6,24,2290,204,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.1,6.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,444482,"David Peralta","/api/v1/people/444482",NA,NA,NA,NA,NA,NA
717225,"2023-07-29",10,"2023-07-29T04:06:49.293Z","2023-07-29T04:06:56.939Z",TRUE,"pitch","a0e0a097-5d82-4f49-ad40-d6516c9c7fc4",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.28,1.56,NA,101.42,145.59,"line_drive","medium","3",167.96,157.1,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Lineout","field_out","Jake Fraley lines out to first baseman Freddie Freeman.",0,6,2,55,"top",7,"2023-07-29T04:04:09.354Z","2023-07-29T04:06:56.939Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",641360,"Phil Bickford","/api/v1/people/641360","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.6,12,0.9,0.4018,6.6673,29.7867,-17.2124,-3.6483,7.948,0.4087,3.4516,7.8769,-136.2913,-1.3189,-2.0441,50.0034,5.1299,-6.8696,16.8,3.6,24,2310,217,76.3,12,152,NA,NA,NA,TRUE,-16.8,14.3,4.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682829,"Elly De La Cruz","/api/v1/people/682829",670770,"TJ Friedl","/api/v1/people/670770",680574,"Matt McLain","/api/v1/people/680574"
