"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717225,"2023-07-29",0,"2023-07-29T05:01:38.628Z","2023-07-29T05:01:43.895Z",TRUE,"pitch","4c1a8855-e6ce-44d2-9475-f48717ac51dc",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.67,1.81,NA,129.9,171.34,"ground_ball","hard","4",138.03,141.36,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","J.D. Martinez grounds out sharply, second baseman Matt McLain to first baseman Joey Votto.",0,6,5,77,"bottom",9,"2023-07-29T05:01:33.044Z","2023-07-29T05:01:43.895Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.5,4,0.9,0.3932,7.5304,31.2164,-19.2107,-7.7791,6.5941,-0.3385,2.4977,7.8086,-139.2987,-2.1799,-2.167,50.003,4.5602,-15.2925,34.8,4.8,24,2482,240,109.1,3,98,NA,NA,NA,TRUE,-18.1,11.6,12.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",0,"2023-07-29T05:01:04.533Z","2023-07-29T05:01:11.698Z",TRUE,"pitch","52ceb573-5b9f-4acb-bdfe-391ee30a7db0",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.36,1.62,NA,111.83,172.89,"fly_ball","medium","7",49.18,105.72,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Will Smith flies out to left fielder Spencer Steer.",0,6,5,76,"bottom",9,"2023-07-29T05:00:50.491Z","2023-07-29T05:01:11.698Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,669257,"Will Smith","/api/v1/people/669257","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.2,5,0.86,0.4252,7.8609,25.7847,-26.0456,0.0338,3.6452,0.1358,2.4405,6.0571,-128.6472,-0.4119,-2.2501,50.0047,4.6152,0.0564,2.4,6,24,2570,135,83.7,37,300,NA,NA,NA,TRUE,-28.2,6.7,-1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",5,"2023-07-29T05:00:29.666Z","2023-07-29T05:00:35.450Z",TRUE,"pitch","17c5c360-d030-46fb-87d1-05ab6cd37c1d",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.65,1.83,NA,119.71,144.06,"fly_ball","medium","7",68.59,93.2,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Freddie Freeman flies out to left fielder Spencer Steer.",0,6,5,75,"bottom",9,"2023-07-29T04:59:02.580Z","2023-07-29T05:00:35.450Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.2,2,0.91,0.3893,7.4391,31.6988,-19.2779,-7.5332,6.4339,-0.0712,3.508,8.3385,-140.6512,0.5082,-2.0946,50.005,4.5744,-15.1057,34.8,4.8,24,2555,237,86.3,30,300,NA,NA,NA,TRUE,-17.3,12,12,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",4,"2023-07-29T04:59:55.217Z","2023-07-29T04:59:59.113Z",TRUE,"pitch","32e77a9c-c88a-494a-90cc-542c76d2cf3f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.65,1.83,NA,116,191.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Freddie Freeman flies out to left fielder Spencer Steer.",0,6,5,75,"bottom",9,"2023-07-29T04:59:02.580Z","2023-07-29T05:00:35.450Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.9,8,0.89,0.4229,7.7032,25.9724,-30.1843,1.1316,1.1674,0.0262,1.7383,5.5147,-129.3333,-1.4152,-2.2771,50.0014,4.599,1.923,6,7.2,24,2585,201,NA,NA,NA,NA,NA,NA,FALSE,-32.5,2,-3.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",3,"2023-07-29T04:59:40.158Z","2023-07-29T04:59:44.117Z",TRUE,"pitch","c2d92b75-6a24-4aac-9b48-e952f96d413e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5823,1.7986,NA,109.99,139.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Freddie Freeman flies out to left fielder Spencer Steer.",0,6,5,75,"bottom",9,"2023-07-29T04:59:02.580Z","2023-07-29T05:00:35.450Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.9,2,0.91,0.3919,7.7687,29.977,-18.0679,-6.9822,7.1235,0.184,3.6849,9.1975,-139.5093,0.4252,-2.241,50.0051,4.717,-13.8319,33.6,4.8,24,2463,241,NA,NA,NA,NA,NA,NA,FALSE,-16.4,13.2,10.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",2,"2023-07-29T04:59:18.572Z","2023-07-29T04:59:22.438Z",TRUE,"pitch","8c3057a9-616e-4f5d-a507-b34915ce4892",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.65,1.83,NA,84.01,183.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Freddie Freeman flies out to left fielder Spencer Steer.",0,6,5,75,"bottom",9,"2023-07-29T04:59:02.580Z","2023-07-29T05:00:35.450Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.5,14,0.88,0.4204,7.7154,24.8978,-26.7101,1.0427,3.1762,0.8655,2.0465,7.6303,-129.826,-1.5799,-2.2365,50.0054,4.6785,1.7967,7.2,6,24,2645,166,NA,NA,NA,NA,NA,NA,FALSE,-28.4,5.6,-3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",1,"2023-07-29T04:59:04.652Z","2023-07-29T04:59:07.652Z",TRUE,"pitch","a0dab451-09b9-4a03-8c49-46857cef5ccc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5452,1.7616,NA,83.48,210.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Freddie Freeman flies out to left fielder Spencer Steer.",0,6,5,75,"bottom",9,"2023-07-29T04:59:02.580Z","2023-07-29T05:00:35.450Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.6,14,0.9,0.39,7.9224,30.0711,-16.4277,-7.1024,7.8751,0.8795,1.0604,10.6743,-140.1493,-6.394,-2.0464,50.0063,4.4346,-14.2085,33.6,4.8,24,2586,240,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.1,10.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",0,"2023-07-29T04:58:45.717Z","2023-07-29T04:59:04.652Z",FALSE,"action",NA,NA,"Christian Encarnacion-Strand remains in the game as the designated hitter.","Defensive Switch",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,687952,"/api/v1/people/687952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"10","Designated Hitter","Hitter","DH","901","75","atBat","Flyout","field_out","Freddie Freeman flies out to left fielder Spencer Steer.",0,6,5,75,"bottom",9,"2023-07-29T04:59:02.580Z","2023-07-29T05:00:35.450Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,666181,"/api/v1/people/666181",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",4,"2023-07-29T04:56:35.879Z","2023-07-29T04:56:44.664Z",TRUE,"pitch","7f571960-f9c1-484a-8eea-89773bc9fd33",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.03,1.46,NA,107.22,161.43,"fly_ball","medium","9",175.93,72.96,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","TJ Friedl flies out to right fielder David Peralta.",0,6,5,74,"top",9,"2023-07-29T04:55:13.238Z","2023-07-29T04:56:44.664Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670770,"TJ Friedl","/api/v1/people/670770","L","Left",681911,"Alex Vesia","/api/v1/people/681911","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.1,2,0.91,0.397,6.3037,34.1385,-9.7323,3.9699,11.6763,0.2566,2.8647,-3.3226,-138.536,-5.2882,0.9623,50.0049,5.4639,7.6322,31.2,2.4,24,2455,152,90.5,29,337,NA,NA,NA,TRUE,-10.3,20,-6.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717225,"2023-07-29",3,"2023-07-29T04:56:16.469Z","2023-07-29T04:56:20.415Z",TRUE,"pitch","9cf795c8-989c-44d5-9869-c9cf2abbffd1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,2.9435,1.4284,NA,188.8,210.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","TJ Friedl flies out to right fielder David Peralta.",0,6,5,74,"top",9,"2023-07-29T04:55:13.238Z","2023-07-29T04:56:44.664Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670770,"TJ Friedl","/api/v1/people/670770","L","Left",681911,"Alex Vesia","/api/v1/people/681911","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.6,13,0.81,0.4259,6.4343,25.6963,-26.132,-1.6889,3.6053,-1.8837,1.0504,-6.1743,-128.4366,-6.1426,0.7674,50.0051,5.4956,-2.8314,8.4,7.2,24,2526,206,NA,NA,NA,NA,NA,NA,FALSE,-29.6,5.4,4.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
