"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717999,"2023-05-27",9,"2023-05-27T22:44:56.058Z","2023-05-27T22:45:04.646Z",TRUE,"pitch","75376ba1-a9a1-4663-bdb0-23e2d9400d08",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.25,1.54,NA,121.67,180.26,"ground_ball","medium","4",152.79,148.86,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,82.3,5,0.9,0.4185,6.4311,29.2918,-29.0661,2.3791,1.792,-0.1224,2.1672,1.896,-131.1921,-2.6621,-1.165,50.0009,5.3747,4.1219,8.4,7.2,24,2417,133,92.8,7,109,NA,NA,NA,TRUE,-31,2.9,-4.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",8,"2023-05-27T22:44:36.007Z","2023-05-27T22:44:39.770Z",TRUE,"pitch","b50f6475-72cf-4940-b048-85d84023246e",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,2.9921,1.54,NA,162.95,157.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.5,92.5,11,0.92,0.3732,7.099,32.7468,-26.6074,-8.2264,2.5469,-1.2055,3.0119,3.496,-146.4361,-1.9589,-1.3423,50,5.2721,-17.9638,32.4,6,24,2441,224,NA,NA,NA,NA,NA,NA,FALSE,-22.4,4.4,14.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",6,"2023-05-27T22:43:37.463Z","2023-05-27T22:43:43.302Z",TRUE,"pitch","7eedbf23-8738-47f2-9baf-3d74aaef880c",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.25,1.54,NA,79.62,209.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92,84.6,14,0.89,0.4091,6.5242,28.8423,-25.3425,2.3089,3.7633,0.9806,1.0808,5.0228,-133.8782,-5.9407,-1.2196,50.0028,5.1418,4.1921,10.8,6,24,2493,151,NA,NA,NA,NA,NA,NA,FALSE,-26.5,5.8,-5.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",5,"2023-05-27T22:43:15.932Z","2023-05-27T22:43:21.032Z",TRUE,"pitch","b845592c-577a-4380-b22a-9127f38641b1",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.1174,1.54,NA,86.88,241.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.6,85.5,14,0.84,0.4067,7.4136,28.154,-23.5778,-0.8018,4.6776,0.7901,-0.1034,5.5357,-134.4972,-9.297,-1.1874,50.0053,5.0597,-1.4745,1.2,6,24,2451,151,NA,NA,NA,NA,NA,NA,FALSE,-25.2,6.7,0.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",4,"2023-05-27T22:42:51.693Z","2023-05-27T22:42:56.227Z",TRUE,"pitch","a8761c5a-3fc6-415f-bb49-d12f76038bcf",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.25,1.54,NA,107.06,160.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,92.5,2,0.9,0.3731,6.5263,31.6442,-12.9166,-5.1514,8.8038,0.2607,2.9041,6.1929,-146.306,-4.8112,-1.2053,50.0017,5.3321,-11.267,36,3.6,24,2584,222,NA,NA,NA,NA,NA,NA,FALSE,-11.6,15.2,8.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",3,"2023-05-27T22:42:28.269Z","2023-05-27T22:42:32.950Z",TRUE,"pitch","33d16cb8-d700-45d8-82e8-091632c83989",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.0925,1.54,NA,89.33,201.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,92.3,14,0.89,0.3748,6.9044,31.7696,-12.1507,-4.0589,9.2389,0.7258,1.3946,6.7501,-145.7192,-8.9403,-1.0852,50.0043,5.2221,-8.7981,27.6,2.4,24,2650,214,NA,NA,NA,NA,NA,NA,FALSE,-11.9,15.2,6.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",2,"2023-05-27T22:42:07.190Z","2023-05-27T22:42:11.975Z",TRUE,"pitch","cf23d6ee-57d9-4832-ad2f-dcc765f00c62",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.25,1.54,NA,127,140.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.7,91.5,11,0.91,0.3763,7.1846,32.0484,-14.5438,-3.5022,8.2067,-0.2623,3.6343,4.5951,-145.2075,-1.8843,-1.4057,50.0048,5.1703,-7.5258,24,3.6,24,2573,213,NA,NA,NA,NA,NA,NA,FALSE,-12.6,14.8,5.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",1,"2023-05-27T22:41:45.778Z","2023-05-27T22:41:50.038Z",TRUE,"pitch","17fc8827-f3ab-4f23-8f53-9730c6eab8ed",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.25,1.54,NA,111.35,133.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,92,12,0.91,0.3746,6.7502,31.8685,-14.7555,-4.2949,8.0316,0.1481,3.8817,5.6845,-145.7935,-1.6363,-1.2621,50.0024,5.3334,-9.3151,27.6,3.6,24,2601,223,NA,NA,NA,NA,NA,NA,FALSE,-12.6,14.4,6.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",0,"2023-05-27T22:41:29.754Z","2023-05-27T22:41:34.795Z",TRUE,"pitch","7d6ef450-1ab7-440f-ae5c-5f4bf6a0345b",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.25,1.54,NA,126.46,156.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.4,92.4,2,0.9,0.3733,6.6664,31.8234,-11.909,-4.6096,9.2782,-0.2481,3.0537,5.1147,-146.2556,-4.1406,-1.4138,50.0039,5.1922,-10.0697,34.8,2.4,24,2652,220,NA,NA,NA,NA,NA,NA,FALSE,-10.7,16.2,7.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717999,"2023-05-27",7,"2023-05-27T22:44:27.676Z","2023-05-27T22:44:36.007Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Brett Wisely to first baseman LaMonte Wade Jr.",0,3,1,69,"bottom",9,"2023-05-27T22:41:27.265Z","2023-05-27T22:45:04.646Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
