"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
746960,"2024-05-15",0,"2024-05-16T01:01:08.553Z","2024-05-16T01:01:19.650Z",TRUE,"pitch","f9bebc96-ca4c-4186-a790-03221750719d",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.6,1.75,NA,80.55,175.42,"fly_ball","medium","8",127.55,99.69,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Garrett Cooper singles on a fly ball to center fielder Jose Siri. Dominic Smith to 2nd.",0,4,3,53,"bottom",6,"2024-05-16T01:00:39.764Z","2024-05-16T01:01:19.650Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.7,74.1,14,0.91,0.4666,6.9837,22.8582,-26.2602,10.1892,4.2389,0.9563,2.3467,2.1906,-117.5112,-1.0705,-1.312,50.0007,5.2539,14.2076,28.8,8.4,24,2610,79,71.2,29,230,NA,NA,NA,FALSE,-34.3,7.7,-19,NA,NA,NA,NA,FALSE,FALSE,642086,"Dominic Smith","/api/v1/people/642086",NA,NA,NA,643265,"Garrett Cooper","/api/v1/people/643265"
746960,"2024-05-15",2,"2024-05-16T01:00:28.763Z","2024-05-16T01:00:41.648Z",TRUE,"pitch","ffbd3c57-2da1-459a-b2a8-234d38582a48",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.35,1.6,NA,120.55,170.37,"ground_ball","medium","9",171.28,104.94,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Dominic Smith singles on a ground ball to right fielder Richie Palacios.",0,4,3,52,"bottom",6,"2024-05-16T00:59:36.890Z","2024-05-16T01:00:41.648Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.7,5,0.92,0.4187,6.9278,24.7567,-19.7028,1.9372,7.1792,-0.0932,2.5335,2.009,-130.3112,-3.1552,-1.123,50.0039,5.2308,3.3657,10.8,4.8,24,2567,183,94.5,-9,17,NA,NA,NA,FALSE,-21.2,12.6,-4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,642086,"Dominic Smith","/api/v1/people/642086"
746960,"2024-05-15",1,"2024-05-16T01:00:13.043Z","2024-05-16T01:00:17.827Z",TRUE,"pitch","faa08a1b-a237-43b7-ad2d-6bd7e00a6678",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.353,1.539,NA,190.64,130.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Dominic Smith singles on a ground ball to right fielder Richie Palacios.",0,4,3,52,"bottom",6,"2024-05-16T00:59:36.890Z","2024-05-16T01:00:41.648Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,82.2,11,0.93,0.4195,6.9467,25.3837,-21.064,3.0053,6.422,-1.9318,4.0281,-2.9895,-130.184,0.7531,-1.1632,50.0001,5.3203,5.197,12,4.8,24,2517,182,NA,NA,NA,NA,NA,NA,FALSE,-22,12,-4.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",0,"2024-05-16T00:59:59.286Z","2024-05-16T01:00:03.508Z",TRUE,"pitch","61d3d1ce-b3ae-43cf-a772-c4378f58f369",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3534,1.5708,NA,139.38,177.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Dominic Smith singles on a ground ball to right fielder Richie Palacios.",0,4,3,52,"bottom",6,"2024-05-16T00:59:36.890Z","2024-05-16T01:00:41.648Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,75,4,0.91,0.46,7.0508,23.5191,-25.8037,8.786,4.438,-0.587,2.2529,-0.0901,-119.211,-1.1482,-1.6895,50.0015,5.076,12.6091,25.2,8.4,24,2715,86,NA,NA,NA,NA,NA,NA,FALSE,-32.8,8,-15.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",2,"2024-05-16T00:59:31.406Z","2024-05-16T00:59:36.056Z",TRUE,"pitch","3a59659f-abff-4f80-bdca-d32ba825471a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.27,1.5,NA,125.31,201.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,4,3,51,"bottom",6,"2024-05-16T00:58:40.923Z","2024-05-16T00:59:36.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.4,67.3,13,0.9,0.5118,6.964,23.751,-41.9295,10.5008,-8.4727,-0.2181,1.3671,-1.2309,-108.1719,1.3692,-0.9925,50.0001,5.4242,12.0965,15.6,15.6,24,3254,46,NA,NA,NA,NA,NA,NA,TRUE,-64.9,-14.3,-18.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",1,"2024-05-16T00:59:15.743Z","2024-05-16T00:59:19.528Z",TRUE,"pitch","76469e44-8662-4e0f-9477-f31aa7a93c25",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3219,1.5092,NA,82.03,181.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,4,3,51,"bottom",6,"2024-05-16T00:58:40.923Z","2024-05-16T00:59:36.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.6,82.9,14,0.92,0.418,7.0004,24.8924,-18.6427,1.2233,7.7621,0.9175,2.1335,3.7413,-130.5446,-4.3732,-0.6874,50.003,5.2151,2.1322,8.4,4.8,24,2521,199,NA,NA,NA,NA,NA,NA,FALSE,-20.3,13.4,-3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",0,"2024-05-16T00:59:00.113Z","2024-05-16T00:59:04.363Z",TRUE,"pitch","26934802-6886-45e0-877d-e8c0bb7c7a6a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4086,1.5777,NA,102.71,153.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,4,3,51,"bottom",6,"2024-05-16T00:58:40.923Z","2024-05-16T00:59:36.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,75.7,3,2,0.4551,6.844,23.6356,-25.2579,6.6305,4.7155,0.3748,3.1586,1.6826,-120.4017,0.1551,-1.1946,50.0025,5.3307,9.722,21.6,7.2,24,2568,96,NA,NA,NA,NA,NA,NA,FALSE,-31.2,8.9,-12.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",1,"2024-05-16T00:58:12.446Z","2024-05-16T00:58:34.256Z",TRUE,"pitch","e2868eea-13ab-414b-b809-0dbcb219b3e4",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.44,1.6,NA,110.66,206.34,"line_drive","medium","8",114.56,34.31,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Home Run","home_run","Rafael Devers homers (5) on a line drive to center field.",1,4,3,50,"bottom",6,"2024-05-16T00:57:51.732Z","2024-05-16T00:58:34.256Z",TRUE,TRUE,FALSE,FALSE,38,0,1,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,79.2,14,0.82,0.4384,6.8399,24.6263,-30.4809,5.771,1.0652,0.1663,1.2013,1.7084,-124.8493,-3.6734,-1.276,50.0005,5.1946,9.1273,16.8,8.4,24,2848,66,110.5,20,408,NA,NA,NA,FALSE,-35.8,1.3,-10.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",0,"2024-05-16T00:57:55.413Z","2024-05-16T00:57:59.865Z",TRUE,"pitch","5107da76-210e-48e0-8956-72c4fc7fac47",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4171,1.5873,NA,92.72,180.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Home Run","home_run","Rafael Devers homers (5) on a line drive to center field.",1,4,3,50,"bottom",6,"2024-05-16T00:57:51.732Z","2024-05-16T00:58:34.256Z",TRUE,TRUE,FALSE,FALSE,38,0,1,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.5,83.6,9,0.91,0.4142,7.0631,25.5429,-17.3774,0.7948,8.3383,0.637,2.1527,3.7762,-131.7656,-4.7463,-0.9125,50.0045,5.2444,1.4106,6,3.6,24,2562,191,NA,NA,NA,NA,NA,NA,FALSE,-18.7,14.4,-2.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",2,"2024-05-16T00:57:19.045Z","2024-05-16T00:57:29.057Z",TRUE,"pitch","ee050512-11ef-4cf1-bc79-a4ee0851ce5e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.26,1.41,NA,109.89,194.98,"popup","medium","4",142.38,150.57,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Connor Wong pops out to second baseman Jonathan Aranda.",0,4,2,49,"bottom",6,"2024-05-16T00:56:59.794Z","2024-05-16T00:57:29.057Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.2,75.2,8,0.9,0.4616,6.6937,21.3343,-26.4433,6.2233,4.0088,0.1865,1.622,1.1305,-118.3979,-2.9028,-1.1052,50.001,5.2689,8.8863,18,8.4,24,2683,80,90,66,125,NA,NA,NA,TRUE,-34.2,6.8,-11.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",1,"2024-05-16T00:57:02.123Z","2024-05-16T00:57:06.075Z",TRUE,"pitch","9b53d625-1b5a-4d90-aaff-42c424b31bd1",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.26,1.41,NA,74.43,188.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Connor Wong pops out to second baseman Jonathan Aranda.",0,4,2,49,"bottom",6,"2024-05-16T00:56:59.794Z","2024-05-16T00:57:29.057Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.3,74.3,14,0.91,0.4672,7.0533,21.0397,-25.5844,7.2735,4.7262,1.1167,1.8451,3.0639,-117.0105,-2.4384,-1.1526,50.0018,5.2858,10.1343,21.6,8.4,24,2653,83,NA,NA,NA,NA,NA,NA,FALSE,-33.8,8.3,-13.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",0,"2024-05-16T00:56:38.241Z","2024-05-16T00:57:02.123Z",FALSE,"action",NA,NA,"Pitching Change: Phil Maton replaces Taj Bradley.","Pitching Substitution",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664208,"/api/v1/people/664208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"49","atBat","Pop Out","field_out","Connor Wong pops out to second baseman Jonathan Aranda.",0,4,2,49,"bottom",6,"2024-05-16T00:56:59.794Z","2024-05-16T00:57:29.057Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",3,"2024-05-16T00:54:35.828Z","2024-05-16T00:54:40.011Z",TRUE,"pitch","d8ae6f4b-e9c5-4f09-b7d3-62f0fb6c2ba9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.75,1.8,NA,142.62,153.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,2,48,"top",6,"2024-05-16T00:52:58.683Z","2024-05-16T00:54:40.011Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.9,1,0.89,0.4109,6.105,27.5336,-20.2381,-5.0163,6.6272,-0.6722,3.1571,8.8554,-133.094,-0.9671,-3.3849,50.0013,4.9855,-9.0335,19.2,4.8,24,2210,231,NA,NA,NA,NA,NA,NA,TRUE,-20.5,12,7.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",2,"2024-05-16T00:54:17.410Z","2024-05-16T00:54:21.372Z",TRUE,"pitch","aac903ce-c5f7-4b41-ae71-39a68dbef0c3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.7536,1.9386,NA,144.88,123.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,2,48,"top",6,"2024-05-16T00:52:58.683Z","2024-05-16T00:54:40.011Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.5,11,0.91,0.3983,5.862,29.0558,-19.8856,-3.6368,6.4097,-0.7315,4.2546,8.3867,-137.2707,1.171,-3.3474,50.0036,5.1719,-6.9747,14.4,4.8,24,2377,221,NA,NA,NA,NA,NA,NA,FALSE,-18.6,12.1,4.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",1,"2024-05-16T00:53:52.991Z","2024-05-16T00:53:56.868Z",TRUE,"pitch","da031fe5-325e-4908-be1b-6fbbe49679bf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.75,1.8,NA,103.92,195.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,2,48,"top",6,"2024-05-16T00:52:58.683Z","2024-05-16T00:54:40.011Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.5,73.3,14,0.9,0.4707,5.9677,25.4524,-29.3761,10.2686,2.0458,0.343,1.5848,6.2787,-117.0886,0.0191,-3.7219,50.0016,4.3629,14.0232,27.6,9.6,24,2950,77,NA,NA,NA,NA,NA,NA,FALSE,-38.8,4.1,-20.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",0,"2024-05-16T00:53:29.257Z","2024-05-16T00:53:32.644Z",TRUE,"pitch","92b56816-d488-4380-b152-35019756b9f0",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.75,1.8,NA,103.58,183.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,2,48,"top",6,"2024-05-16T00:52:58.683Z","2024-05-16T00:54:40.011Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,84.9,9,0.89,0.4055,6.0614,31.1788,-31.4711,-10.949,0.3824,0.352,2.0425,13.3477,-135.3787,-1.4349,-3.2336,50.0042,4.7944,-20.2059,28.8,8.4,24,2132,241,NA,NA,NA,NA,NA,NA,FALSE,-31.2,0.6,16.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746960,"2024-05-15",4,"2024-05-16T00:52:37.273Z","2024-05-16T00:52:47.898Z",TRUE,"pitch","cfa0d73f-9863-43ac-bf27-2a18949e41a4",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.48,1.64,NA,133.4,178.35,"ground_ball","medium","7",103.35,98.35,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Single","single","Yandy Díaz singles on a ground ball to left fielder Tyler O'Neill. José Caballero scores. Jose Siri scores.",2,4,2,47,"top",6,"2024-05-16T00:50:49.627Z","2024-05-16T00:52:47.898Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.9,72.3,4,0.89,0.4751,6.2387,25.9091,-31.7301,9.8734,0.3352,-0.4301,2.2381,5.1777,-116.1991,1.752,-3.9852,50.0047,4.5344,13.228,24,10.8,24,3007,78,110.4,7,151,NA,NA,NA,FALSE,-42.1,1.4,-19.3,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,650490,"Yandy Díaz","/api/v1/people/650490"
