"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745579,"2024-05-17",1,"2024-05-18T00:55:03.321Z","2024-05-18T00:55:13.408Z",TRUE,"pitch","b13459b1-d686-4133-a82e-e3376ee8bc26",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.5,1.65,NA,109,183.48,"fly_ball","hard","9",213.75,101.85,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Jesse Winker flies out sharply to right fielder Nick Castellanos.",0,2,4,65,"top",9,"2024-05-18T00:54:33.243Z","2024-05-18T00:55:13.408Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.3,8,0.9,0.4404,6.294,29.165,-34.3269,4.0826,-1.3823,0.2099,2.0483,5.6943,-125.1707,-2.5906,-2.6392,50.0003,5.9537,6.37,12,9.6,24,2814,40,100.9,45,323,NA,NA,NA,TRUE,-40.3,-2.9,-8.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",0,"2024-05-18T00:54:37.138Z","2024-05-18T00:54:43.725Z",TRUE,"pitch","68141cad-6b63-4b22-a6dd-ee730b8555f3",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.5,1.65,NA,86.41,148.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Jesse Winker flies out sharply to right fielder Nick Castellanos.",0,2,4,65,"top",9,"2024-05-18T00:54:33.243Z","2024-05-18T00:55:13.408Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.5,3,0.9,0.3929,6.6374,32.5929,-11.2161,-6.5306,10.6557,0.8024,3.3326,10.9717,-139.6282,-5.3138,-2.3365,50.0011,6.0039,-12.8435,39.6,3.6,24,2677,221,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.2,9.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",3,"2024-05-18T00:54:02.291Z","2024-05-18T00:54:09.367Z",TRUE,"pitch","adfdd23d-ee71-4088-a0e0-4e18b3731da9",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.28,1.48,NA,98.73,193.03,"popup","medium","4",147.15,152.18,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Ildemaro Vargas pops out to second baseman Bryson Stott.",0,2,4,64,"top",9,"2024-05-18T00:52:49.162Z","2024-05-18T00:54:09.367Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,79.2,9,0.9,0.4403,6.3958,23.6095,-31.6892,5.0775,0.3114,0.4793,1.6945,5.9075,-124.1593,-4.0828,-2.586,50.0061,5.9822,7.9693,15.6,8.4,24,2681,40,48.6,42,135,NA,NA,NA,TRUE,-37.6,-0.1,-10.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,608336,"Joey Gallo","/api/v1/people/608336",NA,NA,NA
745579,"2024-05-17",2,"2024-05-18T00:53:35.526Z","2024-05-18T00:53:41.120Z",TRUE,"pitch","72b2cfff-946c-4738-a14d-3f5c803104f7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.28,1.48,NA,122.86,175.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Ildemaro Vargas pops out to second baseman Bryson Stott.",0,2,4,64,"top",9,"2024-05-18T00:52:49.162Z","2024-05-18T00:54:09.367Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,78.5,5,0.9,0.443,6.4509,23.9005,-36.6581,3.0556,-2.8954,-0.1536,2.3412,5.0154,-123.5019,-1.5429,-2.6052,50.0015,6.0485,4.7338,8.4,9.6,24,2782,40,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-5.4,-6.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",1,"2024-05-18T00:53:15.339Z","2024-05-18T00:53:19.376Z",TRUE,"pitch","81b91a35-daba-48b3-a0be-3fb941f2f046",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.28,1.48,NA,138.45,169.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Ildemaro Vargas pops out to second baseman Bryson Stott.",0,2,4,64,"top",9,"2024-05-18T00:52:49.162Z","2024-05-18T00:54:09.367Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.8,4,2,0.3906,6.5648,34.5129,-11.9881,-9.7465,10.1559,-0.5626,2.5796,8.5464,-140.707,-6.8443,-2.3861,50.0024,5.8349,-19.3731,51.6,4.8,24,2614,222,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.9,15.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",0,"2024-05-18T00:52:57.369Z","2024-05-18T00:53:01.071Z",TRUE,"pitch","8c886dd4-ea32-4584-9e21-aa2d9cc63eee",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4094,1.3407,NA,148.92,114.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Ildemaro Vargas pops out to second baseman Bryson Stott.",0,2,4,64,"top",9,"2024-05-18T00:52:49.162Z","2024-05-18T00:54:09.367Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,88.2,11,0.91,0.3871,6.592,36.1555,-13.6362,-7.3728,9.1674,-0.8375,4.6102,7.3826,-142.1425,-1.5891,-2.5254,50.0041,6.0537,-14.9111,43.2,3.6,24,2563,222,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.4,11.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",0,"2024-05-18T00:52:12.849Z","2024-05-18T00:52:25.771Z",TRUE,"pitch","d7ddfcfd-7b50-4e2a-9632-dd4398d150c2",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.69,1.78,NA,114.54,152.94,"line_drive","medium","9",216.71,96.36,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Double","double","Joey Gallo doubles (6) on a line drive to right fielder Nick Castellanos.",0,2,4,63,"top",9,"2024-05-18T00:52:04.881Z","2024-05-18T00:52:25.771Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.6,2,2,0.3912,6.4427,34.7889,-16.3237,-8.4498,8.0001,0.0645,3.1794,10.3235,-140.5553,-4.5302,-2.5753,50.0003,5.8874,-16.7378,39.6,4.8,24,2604,221,94.6,23,304,NA,NA,NA,FALSE,-16,13.6,13,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,608336,"Joey Gallo","/api/v1/people/608336",NA,NA,NA
745579,"2024-05-17",3,"2024-05-18T00:51:40.286Z","2024-05-18T00:51:49.874Z",TRUE,"pitch","73346def-b9df-4db1-94b8-d344fc6649af",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.75,1.78,NA,164.38,142.37,"popup","soft","1",127.53,181.79,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Joey Meneses pops out softly to pitcher Jeff Hoffman.",0,2,4,62,"top",9,"2024-05-18T00:51:03.282Z","2024-05-18T00:51:49.874Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,87.9,11,0.93,0.39,6.7464,34.4694,-17.0922,-10.0529,7.5647,-1.243,3.5707,6.8808,-140.901,-3.7887,-2.4208,50.0055,6.0496,-20.0503,45.6,4.8,24,2564,220,44.4,71,54,NA,NA,NA,TRUE,-16.3,13,16.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",2,"2024-05-18T00:51:23.601Z","2024-05-18T00:51:28.413Z",TRUE,"pitch","84950548-fbcd-499e-aec6-a7ecbdc12767",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.8397,1.7194,NA,83.97,161.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Joey Meneses pops out softly to pitcher Jeff Hoffman.",0,2,4,62,"top",9,"2024-05-18T00:51:03.282Z","2024-05-18T00:51:49.874Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.1,12,0.91,0.3932,6.1031,35.0348,-9.0515,-8.2059,11.7963,0.8665,2.8579,11.7508,-139.9419,-6.7885,-2.3439,50.0042,5.9261,-16.0874,50.4,3.6,24,2662,222,NA,NA,NA,NA,NA,NA,FALSE,-10,19.8,12.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745579,"2024-05-17",1,"2024-05-18T00:51:05.684Z","2024-05-18T00:51:10.074Z",TRUE,"pitch","c416f284-2df9-4734-829f-465414e75639",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.9409,1.7699,NA,105.76,172.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Joey Meneses pops out softly to pitcher Jeff Hoffman.",0,2,4,62,"top",9,"2024-05-18T00:51:03.282Z","2024-05-18T00:51:49.874Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.6,6,2,0.3918,6.6602,34.2458,-15.516,-12.1913,8.432,0.2949,2.4634,11.4436,-140.2678,-6.9822,-2.2708,50.0033,6.0127,-24.0876,51.6,6,24,2579,220,NA,NA,NA,NA,NA,NA,FALSE,-15.8,13.8,19.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
