"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716695,"2023-09-06",6,"2023-09-07T01:17:15.700Z","2023-09-07T01:17:19.528Z",TRUE,"pitch","fa6eb4fd-9474-4112-872c-e63a5e46fd06",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.08,1.49,NA,108.36,150.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.7,12,0.92,0.3988,6.7479,28.1772,-24.5508,-10.3736,3.9852,0.2266,3.2515,10.6425,-136.9641,-2.7653,-2.3481,50.006,5.9401,-19.8577,34.8,6,24,1958,232,NA,NA,NA,NA,NA,NA,TRUE,-23.9,6.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",5,"2023-09-07T01:16:52.428Z","2023-09-07T01:16:55.755Z",TRUE,"pitch","34e21400-170b-4811-9c04-c50ff1be1cd9",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.08,1.49,NA,116.56,177.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.1,5,0.91,0.4006,6.6924,30.2074,-22.1734,-10.7119,5.2826,0.0115,2.2857,10.6237,-136.7333,-5.5805,-2.5329,50.0039,5.8751,-20.2807,37.2,6,24,1920,238,NA,NA,NA,NA,NA,NA,FALSE,-22.4,8.5,17.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",4,"2023-09-07T01:16:31.848Z","2023-09-07T01:16:35.080Z",TRUE,"pitch","36077a61-a716-4def-b5e2-6cae2063683c",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.08,1.49,NA,114.37,173.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,84.8,5,0.91,0.4051,6.7815,31.9007,-20.4501,-10.9465,6.3456,0.0691,2.4259,10.484,-135.6193,-5.5874,-2.4398,50.003,5.9559,-20.2263,39.6,6,24,2054,224,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.3,17.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",3,"2023-09-07T01:16:14.390Z","2023-09-07T01:16:18.221Z",TRUE,"pitch","d5861e83-f3b5-4f2a-bb19-bedabafbcb19",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.026,1.5071,NA,185.15,176.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.2,11,0.9,0.4033,6.8247,32.5909,-24.3743,-11.1004,4.1859,-1.788,2.304,6.136,-136.3024,-5.0992,-2.6374,50.0036,5.9029,-20.6907,37.2,7.2,24,1889,232,NA,NA,NA,NA,NA,NA,FALSE,-24.8,6.6,18.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",2,"2023-09-07T01:15:56.127Z","2023-09-07T01:16:00.662Z",TRUE,"pitch","d4410542-b715-46c4-888e-4afceaee3ac6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0666,1.5071,NA,111.54,137.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85,12,0.9,0.4034,6.7651,31.7541,-22.5461,-11.4633,5.1663,0.1431,3.7528,10.3047,-136.1197,-2.1093,-2.2147,50.0028,6.1097,-21.3668,39.6,6,24,1930,231,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9,18.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",1,"2023-09-07T01:15:39.246Z","2023-09-07T01:15:43.752Z",TRUE,"pitch","d48c06e2-3071-4ce1-93bb-9bdd2128ad29",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.0492,1.57,NA,149.05,166.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.4,11,0.91,0.4034,6.5396,30.1226,-24.0312,-10.7061,4.3618,-0.8407,2.668,8.1588,-135.8511,-4.3366,-2.4939,50.0027,5.9581,-19.9851,36,7.2,24,2010,234,NA,NA,NA,NA,NA,NA,FALSE,-24.2,7.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",0,"2023-09-07T01:15:22.998Z","2023-09-07T01:15:26.774Z",TRUE,"pitch","ce87a0c1-ab9d-4afe-b25e-0471b961d460",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0809,1.5071,NA,184.33,153.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Michael Busch strikes out swinging.",0,4,11,77,"top",9,"2023-09-07T01:15:09.211Z","2023-09-07T01:17:19.528Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,683737,"Michael Busch","/api/v1/people/683737","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.1,11,0.91,0.4029,6.5876,32.5711,-22.3369,-10.7346,5.2718,-1.7662,3.1462,6.4038,-136.4104,-3.0738,-2.7607,50.0068,5.8438,-20.0496,38.4,6,24,2031,231,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9,17.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",9,"2023-09-07T01:14:48.147Z","2023-09-07T01:14:58.942Z",TRUE,"pitch","e34ce58a-d11d-42da-afd7-45d7f74d3b20",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.19,1.5,NA,108.14,194.48,"ground_ball","medium","3",169.61,158.56,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kolten Wong grounds out to first baseman Yuli Gurriel.",0,4,11,76,"top",9,"2023-09-07T01:11:39.611Z","2023-09-07T01:14:58.942Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,86,8,0.9,0.4023,6.5423,29.5827,-23.0552,-11.6385,4.8564,0.2324,1.6409,10.8516,-136.1062,-7.0335,-2.2922,50.0028,5.8525,-21.8583,38.4,7.2,24,1993,231,101.8,0,40,NA,NA,NA,TRUE,-23.8,7.4,18.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",8,"2023-09-07T01:14:32.600Z","2023-09-07T01:14:37.333Z",TRUE,"pitch","86f9fc4b-89b8-46b8-b689-412ae99415a6",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.0869,1.5277,NA,135.86,202.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kolten Wong grounds out to first baseman Yuli Gurriel.",0,4,11,76,"top",9,"2023-09-07T01:11:39.611Z","2023-09-07T01:14:58.942Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,76,13,0.9,0.458,6.6624,23.5564,-36.0883,2.4122,-2.7024,-0.4947,1.3337,3.9527,-119.6945,-3.4963,-2.4823,50.0034,6.0517,3.4925,6,10.8,24,2282,51,NA,NA,NA,NA,NA,NA,FALSE,-46,-5.5,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716695,"2023-09-06",7,"2023-09-07T01:14:03.149Z","2023-09-07T01:14:09.008Z",TRUE,"pitch","73e7c84b-c657-4ebc-ac4c-915f052846c6",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.19,1.5,NA,121.15,162.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kolten Wong grounds out to first baseman Yuli Gurriel.",0,4,11,76,"top",9,"2023-09-07T01:11:39.611Z","2023-09-07T01:14:58.942Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,85.9,2,0.91,0.4006,6.6521,31.1737,-23.3891,-10.7004,4.6466,-0.1088,2.8073,10.2884,-136.9026,-4.1268,-2.5315,50.0055,5.9419,-20.2462,36,6,24,1924,235,NA,NA,NA,NA,NA,NA,FALSE,-23.3,7.7,17.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
