"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
747059,"2024-04-03",2,"2024-04-04T00:39:29.758Z","2024-04-04T00:39:40.194Z",TRUE,"pitch","fe16863a-6c13-48ba-aacb-75deda530972",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,2,NA,NA,3.38,1.51,NA,109.12,191.15,"line_drive","hard","7",66.24,105.73,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","James McCann singles on a sharp line drive to left fielder Garrett Hampson. Ryan Mountcastle scores. Cedric Mullins scores. Austin Hays to 2nd.",2,3,4,72,"bottom",9,"2024-04-04T00:38:26.625Z","2024-04-04T00:39:40.194Z",TRUE,TRUE,FALSE,FALSE,60,2,0,2,543510,"James McCann","/api/v1/people/543510","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.8,81.9,8,0.67,0.4209,6.1724,28.5694,-14.1167,6.7952,10.5389,0.2067,1.7641,-4.577,-130.3692,-9.228,1.1062,50.0065,6.4263,11.6462,33.6,4.8,24,2160,146,110.5,9,171,NA,NA,NA,FALSE,-17,17.2,-11.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,543510,"James McCann","/api/v1/people/543510"
747059,"2024-04-03",1,"2024-04-04T00:39:08.774Z","2024-04-04T00:39:12.421Z",TRUE,"pitch","eeb6e2b6-e6bb-4009-865d-6e028c44abf2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4055,1.6057,NA,63.83,162.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","James McCann singles on a sharp line drive to left fielder Garrett Hampson. Ryan Mountcastle scores. Cedric Mullins scores. Austin Hays to 2nd.",2,3,4,72,"bottom",9,"2024-04-04T00:38:26.625Z","2024-04-04T00:39:40.194Z",TRUE,TRUE,FALSE,FALSE,60,2,0,2,543510,"James McCann","/api/v1/people/543510","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,81.7,12,0.83,0.4191,6.1335,31.2615,-10.7144,6.219,12.4459,1.3948,2.8235,-1.6396,-131.3491,-7.4889,1.2245,50.0006,6.5331,10.721,39.6,3.6,24,2205,150,NA,NA,NA,NA,NA,NA,FALSE,-13.1,20.9,-10.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",0,"2024-04-04T00:38:44.597Z","2024-04-04T00:38:48.363Z",TRUE,"pitch","0ec5e8cd-1f0c-4112-9244-2a5acf23e69a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5306,1.6316,NA,184.84,209.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","James McCann singles on a sharp line drive to left fielder Garrett Hampson. Ryan Mountcastle scores. Cedric Mullins scores. Austin Hays to 2nd.",2,3,4,72,"bottom",9,"2024-04-04T00:38:26.625Z","2024-04-04T00:39:40.194Z",TRUE,TRUE,FALSE,FALSE,60,2,0,2,543510,"James McCann","/api/v1/people/543510","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.2,74.1,13,0.9,0.4702,6.025,21.9651,-26.2984,-1.7691,4.2732,-1.7798,1.0787,-6.2978,-116.5102,-6.4286,1.1883,50.0009,6.36,-2.4305,7.2,8.4,24,2446,334,NA,NA,NA,NA,NA,NA,FALSE,-36.2,6.4,4.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",5,"2024-04-04T00:38:13.521Z","2024-04-04T00:38:17.453Z",TRUE,"pitch","27eb4950-12aa-42ca-ba68-10e0fe34bc7a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.3816,1.5197,NA,122.32,190.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,71,"bottom",9,"2024-04-04T00:36:03.267Z","2024-04-04T00:38:17.453Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.6,76,8,0.9,0.4589,6.0217,20.6674,-27.0114,-1.2482,3.5685,-0.1395,1.7925,-3.0168,-118.8911,-5.3097,1.3029,50.0013,6.4767,-1.804,4.8,8.4,24,2461,308,NA,NA,NA,NA,NA,NA,TRUE,-35,5.5,2.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",663624,"Ryan Mountcastle","/api/v1/people/663624",669720,"Austin Hays","/api/v1/people/669720"
747059,"2024-04-03",3,"2024-04-04T00:37:47.634Z","2024-04-04T00:37:51.611Z",TRUE,"pitch","5936af49-2cd6-4e09-9600-be75d1b01944",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.47,1.68,NA,98.36,155.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,71,"bottom",9,"2024-04-04T00:36:03.267Z","2024-04-04T00:38:17.453Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,81.7,3,0.86,0.4202,6.066,29.588,-13.0475,4.6645,11.1332,0.489,3.0865,-2.8499,-130.7559,-6.3153,0.9914,50.0015,6.5264,8.013,27.6,3.6,24,2185,150,NA,NA,NA,NA,NA,NA,FALSE,-15.2,18.8,-7.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",2,"2024-04-04T00:37:22.204Z","2024-04-04T00:37:27.670Z",TRUE,"pitch","8be1444d-5b32-4103-9283-55825b9c2848",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.2877,1.5888,NA,128.71,218.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,71,"bottom",9,"2024-04-04T00:36:03.267Z","2024-04-04T00:38:17.453Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.4,74.8,13,0.9,0.4675,5.9793,21.21,-33.8911,-0.2618,-1.2322,-0.3072,0.7461,-3.8994,-116.9693,-5.6648,1.4127,50.0038,6.3619,-0.364,1.2,9.6,24,2471,320,NA,NA,NA,NA,NA,NA,FALSE,-45.5,-3.4,1.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",1,"2024-04-04T00:36:56.321Z","2024-04-04T00:36:59.527Z",TRUE,"pitch","4a29292e-d3b3-4024-bede-2a3d2520d0eb",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.2469,1.492,NA,184.05,226.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,71,"bottom",9,"2024-04-04T00:36:03.267Z","2024-04-04T00:38:17.453Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,74.7,13,0.9,0.4682,5.9632,21.9161,-28.7562,-0.3688,2.4655,-1.7591,0.4578,-6.5981,-116.9448,-7.4283,1.146,50.0033,6.3705,-0.5101,2.4,8.4,24,2487,318,NA,NA,NA,NA,NA,NA,FALSE,-39.5,2.9,2.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",0,"2024-04-04T00:36:27.403Z","2024-04-04T00:36:31.013Z",TRUE,"pitch","cf1b96e5-be55-459a-8287-5437e89bc725",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,1,1,NA,NA,3.47,1.68,NA,173.28,236.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,71,"bottom",9,"2024-04-04T00:36:03.267Z","2024-04-04T00:38:17.453Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.5,74,13,0.89,0.4676,6.3143,27.6613,-30.1874,-1.2611,1.4376,-1.4764,0.0712,-5.8382,-118.2412,-7.9582,1.2136,50.0025,6.3429,-1.7417,4.8,9.6,24,2479,319,NA,NA,NA,NA,NA,NA,FALSE,-41.8,0.5,4.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",4,"2024-04-04T00:37:56.963Z","2024-04-04T00:38:13.521Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,681297,"/api/v1/people/681297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,71,"bottom",9,"2024-04-04T00:36:03.267Z","2024-04-04T00:38:17.453Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747059,"2024-04-03",1,"2024-04-04T00:36:00.013Z","2024-04-04T00:36:00.057Z",FALSE,"no_pitch","07470596-0716-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Intent Walk","intent_walk","Will Smith intentionally walks Austin Hays.",0,3,2,70,"bottom",9,"2024-04-04T00:35:24.123Z","2024-04-04T00:36:02.075Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,669720,"Austin Hays","/api/v1/people/669720","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
