"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716723,"2023-09-04",4,"2023-09-04T20:19:30.280Z","2023-09-04T20:19:33.845Z",TRUE,"pitch","685fef8c-3458-4413-89b7-42fbfb9a3cf9",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.11,1.5,NA,87.41,162.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,0,5,62,"top",9,"2023-09-04T20:18:03.623Z","2023-09-04T20:19:33.845Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.7,3,2,0.4588,6.5475,21.683,-29.4873,5.7598,1.862,0.7763,2.8212,9.3541,-119.1237,3.3146,-3.9414,50.0054,4.0683,8.3229,19.2,8.4,24,2456,65,NA,NA,NA,NA,NA,NA,TRUE,-36.2,4.4,-12.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",3,"2023-09-04T20:19:07.700Z","2023-09-04T20:19:11.661Z",TRUE,"pitch","ec11c87f-f01a-4680-8f95-8299ae6d960a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.11,1.5,NA,157.47,180.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,0,5,62,"top",9,"2023-09-04T20:18:03.623Z","2023-09-04T20:19:33.845Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.6,13,0.93,0.4038,6.3687,27.8365,-31.1249,-10.3731,0.5594,-1.0618,2.1631,11.1132,-135.3447,0.6758,-3.8614,50.0009,4.0795,-19.362,28.8,7.2,24,2381,249,NA,NA,NA,NA,NA,NA,FALSE,-30.1,1.3,16.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",2,"2023-09-04T20:18:43.016Z","2023-09-04T20:18:46.366Z",TRUE,"pitch","fa1d1019-45ba-4e6f-9507-c3333a16bd3f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.11,1.5,NA,132.3,194.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,0,5,62,"top",9,"2023-09-04T20:18:03.623Z","2023-09-04T20:19:33.845Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.5,7,0.91,0.4037,6.3296,29.6725,-32.6397,-10.3055,-0.2498,-0.4015,1.6523,12.7189,-135.6825,-0.2107,-3.8108,50.0027,4.0052,-19.2162,26.4,8.4,24,2601,246,NA,NA,NA,NA,NA,NA,FALSE,-31.7,-0.2,16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",1,"2023-09-04T20:18:28.069Z","2023-09-04T20:18:31.069Z",TRUE,"pitch","3a2f6c1a-f79d-45e4-8c6c-48b696096405",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0388,1.4869,NA,188.26,199.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,0,5,62,"top",9,"2023-09-04T20:18:03.623Z","2023-09-04T20:19:33.845Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.8,13,0.93,0.4026,6.3014,28.8004,-31.8953,-11.0466,0.1487,-1.8695,1.4476,9.5285,-135.874,-0.8251,-3.9806,50.0027,3.9646,-20.7267,30,8.4,24,2468,247,NA,NA,NA,NA,NA,NA,FALSE,-31,0.4,18.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",0,"2023-09-04T20:18:14.880Z","2023-09-04T20:18:18.203Z",TRUE,"pitch","acf73a0c-bcf6-424b-b5d8-ac8f59eaa48f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0165,1.5534,NA,74.43,162.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,0,5,62,"top",9,"2023-09-04T20:18:03.623Z","2023-09-04T20:19:33.845Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.9,12,0.92,0.4027,6.4554,27.7898,-24.2022,-8.5204,4.2477,1.1169,2.8218,15.9706,-135.667,1.0627,-3.7211,50.003,4.1035,-15.9931,27.6,6,24,2554,245,NA,NA,NA,NA,NA,NA,FALSE,-23.2,8.2,12.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",4,"2023-09-04T20:17:46.436Z","2023-09-04T20:17:50.080Z",TRUE,"pitch","cf572e9f-5d00-478c-9141-0105a1615088",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.41,1.66,NA,96.07,175.4,"line_drive","hard","3",155.42,152.89,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Thairo Estrada lines out sharply to first baseman Jeimer Candelario.",0,0,5,61,"top",9,"2023-09-04T20:16:20.947Z","2023-09-04T20:17:50.080Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.9,6,0.9,0.4026,6.3917,28.2026,-34.4017,-10.0439,-1.1897,0.549,2.3474,15.0706,-135.7794,1.5554,-3.7543,50.0011,4.1514,-18.8576,25.2,8.4,24,2602,252,101.3,6,142,NA,NA,NA,TRUE,-32.9,-1.6,15.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",3,"2023-09-04T20:17:28.501Z","2023-09-04T20:17:31.501Z",TRUE,"pitch","1d6cbdd2-8575-4bda-8c17-500c1d14cfb8",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.41,1.66,NA,124.72,208.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Thairo Estrada lines out sharply to first baseman Jeimer Candelario.",0,0,5,61,"top",9,"2023-09-04T20:16:20.947Z","2023-09-04T20:17:50.080Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.7,13,0.89,0.4024,6.409,31.225,-36.9305,-12.1873,-2.5389,-0.2025,1.1196,13.9664,-136.359,-0.7152,-3.8181,50.0025,3.9433,-22.8501,27.6,9.6,24,2610,255,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-4.6,19,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",2,"2023-09-04T20:17:12.180Z","2023-09-04T20:17:15.180Z",TRUE,"pitch","d96492c6-7b17-4b68-baa8-51b3bfc1b700",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.306,1.6864,NA,119,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Thairo Estrada lines out sharply to first baseman Jeimer Candelario.",0,0,5,61,"top",9,"2023-09-04T20:16:20.947Z","2023-09-04T20:17:50.080Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.1,8,0.89,0.4045,6.282,31.1583,-35.3358,-12.0117,-1.7056,-0.0525,1.8659,13.9746,-135.6716,0.6958,-3.7225,50.0022,4.0791,-22.2729,28.8,8.4,24,2658,254,NA,NA,NA,NA,NA,NA,FALSE,-34.2,-2.6,18.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",1,"2023-09-04T20:16:48.512Z","2023-09-04T20:16:54.759Z",TRUE,"pitch","83fddc88-c3b2-4a19-9e16-706d8527f2b2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2614,1.6864,NA,204.42,196.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Thairo Estrada lines out sharply to first baseman Jeimer Candelario.",0,0,5,61,"top",9,"2023-09-04T20:16:20.947Z","2023-09-04T20:17:50.080Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.1,13,0.93,0.4039,6.318,31.5077,-31.3819,-11.5958,0.4223,-2.2934,1.5831,8.4469,-135.9347,-0.7061,-3.9442,50.0002,4.0368,-21.5644,32.4,8.4,24,2473,247,NA,NA,NA,NA,NA,NA,FALSE,-30.6,0.8,19.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716723,"2023-09-04",0,"2023-09-04T20:16:35.397Z","2023-09-04T20:16:38.397Z",TRUE,"pitch","e79df618-fea6-4c5b-b75a-a4a8cc69ab0f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3505,1.6864,NA,79.29,206.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Thairo Estrada lines out sharply to first baseman Jeimer Candelario.",0,0,5,61,"top",9,"2023-09-04T20:16:20.947Z","2023-09-04T20:17:50.080Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.4,76.5,14,2,0.4562,6.4253,21.5426,-29.8817,4.5032,1.5651,0.9893,1.1775,10.3974,-119.733,-0.1711,-3.9818,50.0018,3.9077,6.5823,15.6,8.4,24,2489,72,NA,NA,NA,NA,NA,NA,FALSE,-37.1,3.1,-10.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
