"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717501,"2023-07-04",4,"2023-07-04T22:03:53.115Z","2023-07-04T22:04:00.187Z",TRUE,"pitch","df5980b6-72a2-4ef6-b2bf-784d34d81b28",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.52,1.56,NA,153.99,206.08,"popup","medium","4",142.76,129,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Alex Verdugo pops out to second baseman Marcus Semien.",0,6,2,79,"bottom",9,"2023-07-04T22:03:15.740Z","2023-07-04T22:04:00.187Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,75.6,13,0.91,0.4625,6.277,20.753,-29.5867,-3.1853,1.8137,-0.9704,1.211,-4.3668,-118.0653,-5.7295,1.311,50.0007,6.3653,-4.532,9.6,8.4,24,2304,315,60,29,185,NA,NA,NA,TRUE,-39,2.3,6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",3,"2023-07-04T22:03:34.159Z","2023-07-04T22:03:37.409Z",TRUE,"pitch","ffd191db-f7cf-42f5-a024-5364191ed8ee",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.4885,1.558,NA,160.77,239.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Alex Verdugo pops out to second baseman Marcus Semien.",0,6,2,79,"bottom",9,"2023-07-04T22:03:15.740Z","2023-07-04T22:04:00.187Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.8,74.8,13,0.92,0.4673,6.3071,22.6239,-28.7888,-1.6361,2.435,-1.1483,-0.0338,-5.0942,-117.3146,-8.374,1.2658,50.0031,6.2732,-2.2757,6,8.4,24,2307,337,NA,NA,NA,NA,NA,NA,FALSE,-39.6,2.5,4.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",2,"2023-07-04T22:03:18.100Z","2023-07-04T22:03:22.617Z",TRUE,"pitch","3c4c6e0e-91fd-44ae-b1e4-bad4a72f6f49",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5772,1.558,NA,147.01,196.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Alex Verdugo pops out to second baseman Marcus Semien.",0,6,2,79,"bottom",9,"2023-07-04T22:03:15.740Z","2023-07-04T22:04:00.187Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,82.1,7,0.54,0.4203,6.2475,28.3996,-13.1179,6.3229,11.0865,-0.7874,1.5531,-6.9074,-130.5025,-9.5858,1.0768,50.0022,6.2707,10.8667,32.4,4.8,24,2201,146,NA,NA,NA,NA,NA,NA,FALSE,-16.1,18,-9.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",0,"2023-07-04T22:00:48.681Z","2023-07-04T22:00:55.693Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Alex Verdugo pops out to second baseman Marcus Semien.",0,6,2,79,"bottom",9,"2023-07-04T22:03:15.740Z","2023-07-04T22:04:00.187Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",1,"2023-07-04T22:00:55.693Z","2023-07-04T22:03:18.100Z",FALSE,"action",NA,NA,"Pitching Change: Will Smith replaces Josh Sborz.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,519293,"/api/v1/people/519293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"79","atBat","Pop Out","field_out","Alex Verdugo pops out to second baseman Marcus Semien.",0,6,2,79,"bottom",9,"2023-07-04T22:03:15.740Z","2023-07-04T22:04:00.187Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",5,"2023-07-04T22:00:13.864Z","2023-07-04T22:00:17.496Z",TRUE,"pitch","e16d797f-77a6-438f-a291-e4bae590685e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.45,1.56,NA,83.66,184.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Catcher Interference","catcher_interf","Rob Refsnyder reaches on catcher interference by Mitch Garver. Rob Refsnyder to 1st.",0,6,2,78,"bottom",9,"2023-07-04T21:58:35.706Z","2023-07-04T22:00:17.496Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.8,14,0.9,0.4181,6.3582,27.2241,-30.065,0.0892,1.2136,0.8745,2.0027,4.1179,-130.9074,-4.3354,-0.7294,50.0024,5.9268,0.1551,1.2,7.2,24,2229,166,NA,NA,NA,NA,NA,NA,FALSE,-32.3,1.4,-1.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,608701,"Rob Refsnyder","/api/v1/people/608701",624414,"Christian Arroyo","/api/v1/people/624414"
717501,"2023-07-04",4,"2023-07-04T21:59:52.074Z","2023-07-04T21:59:58.849Z",TRUE,"pitch","78b1a33d-acbf-4200-a2c9-ab84f34bfa09",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4152,1.5548,NA,101.25,197.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Catcher Interference","catcher_interf","Rob Refsnyder reaches on catcher interference by Mitch Garver. Rob Refsnyder to 1st.",0,6,2,78,"bottom",9,"2023-07-04T21:58:35.706Z","2023-07-04T22:00:17.496Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88,9,0.9,0.3909,6.2713,33.1268,-8.965,-3.6252,11.6866,0.4132,1.5229,3.6134,-140.3556,-10.3594,-0.4228,50.0062,5.8552,-7.2013,28.8,2.4,24,2279,201,NA,NA,NA,NA,NA,NA,FALSE,-10.4,19.1,5.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",3,"2023-07-04T21:59:32.748Z","2023-07-04T21:59:35.853Z",TRUE,"pitch","d6288a68-73fe-4d28-a0d4-67ade0f62a6b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.45,1.56,NA,87.88,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Catcher Interference","catcher_interf","Rob Refsnyder reaches on catcher interference by Mitch Garver. Rob Refsnyder to 1st.",0,6,2,78,"bottom",9,"2023-07-04T21:58:35.706Z","2023-07-04T22:00:17.496Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.4,9,0.91,0.4259,6.5065,26.427,-30.0852,-0.1887,1.2494,0.764,1.8661,3.9737,-128.5688,-4.3699,-0.7765,50.0056,5.9203,-0.3167,1.2,7.2,24,2243,96,NA,NA,NA,NA,NA,NA,FALSE,-33.5,1.6,-0.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",1,"2023-07-04T21:59:14.180Z","2023-07-04T21:59:21.009Z",TRUE,"pitch","2a36c714-58c5-4792-abd0-495ff5095b51",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3297,1.558,NA,119.93,195.7,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Catcher Interference","catcher_interf","Rob Refsnyder reaches on catcher interference by Mitch Garver. Rob Refsnyder to 1st.",0,6,2,78,"bottom",9,"2023-07-04T21:58:35.706Z","2023-07-04T22:00:17.496Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.2,8,0.9,0.3894,6.0794,34.8424,-9.9593,-3.7445,11.1107,-0.0767,1.5957,2.0878,-141.158,-10.0564,-0.343,50.0055,5.8643,-7.4894,28.8,2.4,24,2432,199,NA,NA,NA,NA,NA,NA,FALSE,-11.3,18,6.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717501,"2023-07-04",0,"2023-07-04T21:58:59.182Z","2023-07-04T21:59:04.434Z",TRUE,"pitch","802627c0-bb09-4a3e-8c3e-69bb7b7cef49",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4185,1.558,NA,77.11,169.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Catcher Interference","catcher_interf","Rob Refsnyder reaches on catcher interference by Mitch Garver. Rob Refsnyder to 1st.",0,6,2,78,"bottom",9,"2023-07-04T21:58:35.706Z","2023-07-04T22:00:17.496Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,80.3,12,0.91,0.4275,6.4462,30.3222,-30.8472,-0.0329,0.8006,1.0464,2.5775,4.5242,-128.8168,-2.5905,-0.739,50.0027,6.0158,-0.055,1.2,7.2,24,2214,143,NA,NA,NA,NA,NA,NA,FALSE,-34.2,1.1,-1.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
