"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718027,"2023-05-26",3,"2023-05-26T21:01:21.467Z","2023-05-26T21:01:28.985Z",TRUE,"pitch","483acb5c-99e4-4ba8-a27d-e327672e14e3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.42,1.59,NA,117.79,153.99,"fly_ball","medium","7",70.67,80.68,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Ian Happ flies out to left fielder Will Benson.",0,9,0,78,"bottom",9,"2023-05-26T21:00:38.744Z","2023-05-26T21:01:28.985Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,84.9,2,2,0.404,6.4919,31.6694,-14.1673,-4.7598,9.6852,-0.0207,3.1405,5.6093,-135.9385,-4.1865,-1.4991,50.0004,5.6939,-8.8474,26.4,3.6,24,2270,210,95.3,25,325,NA,NA,NA,TRUE,-14.8,16.8,7.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",2,"2023-05-26T21:01:06.558Z","2023-05-26T21:01:09.822Z",TRUE,"pitch","74c4abfe-7422-410d-9d44-88d5342ebd04",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4195,1.6303,NA,89.24,219.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Ian Happ flies out to left fielder Will Benson.",0,9,0,78,"bottom",9,"2023-05-26T21:00:38.744Z","2023-05-26T21:01:28.985Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.1,74.1,14,2,0.4671,6.6676,25.0014,-31.4225,-6.4213,0.5386,0.7282,0.7094,6.842,-117.8232,-4.6982,-1.3962,50.0011,5.6741,-8.9147,13.2,9.6,24,890,229,NA,NA,NA,NA,NA,NA,FALSE,-42.1,0,9.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",1,"2023-05-26T21:00:41.041Z","2023-05-26T21:00:49.771Z",TRUE,"pitch","59c43485-3e50-43f4-b204-119dffc782b6",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.42,1.59,NA,72.07,178.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Ian Happ flies out to left fielder Will Benson.",0,9,0,78,"bottom",9,"2023-05-26T21:00:38.744Z","2023-05-26T21:01:28.985Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,82.8,14,2,0.4207,6.8186,23.5846,-23.9433,2.7946,4.7776,1.1788,2.234,6.1918,-129.5332,-4.0648,-1.5928,50.0034,5.6247,4.8123,13.2,6,24,2472,168,NA,NA,NA,NA,NA,NA,FALSE,-26,8,-6.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",0,"2023-05-26T20:59:06.193Z","2023-05-26T21:00:41.041Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",9,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,664023,"/api/v1/people/664023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Ian Happ flies out to left fielder Will Benson.",0,9,0,78,"bottom",9,"2023-05-26T21:00:38.744Z","2023-05-26T21:01:28.985Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",4,"2023-05-26T20:58:38.127Z","2023-05-26T20:58:46.104Z",TRUE,"pitch","7861f61b-0656-4f62-89db-40bc1040eaa2",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.47,1.66,NA,97.59,176.19,"fly_ball","medium","7",80.62,70.76,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Mike Tauchman flies out to left fielder Will Benson.",0,9,0,77,"bottom",9,"2023-05-26T20:57:27.749Z","2023-05-26T20:58:46.104Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.6,6,2,0.4021,6.536,30.6546,-12.9687,-5.6411,10.2253,0.5093,2.3181,7.3693,-136.343,-6.2865,-1.4987,50.0028,5.5529,-10.5956,32.4,3.6,24,2295,221,95.6,25,338,NA,NA,NA,TRUE,-13.9,17.3,8.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",3,"2023-05-26T20:58:23.343Z","2023-05-26T20:58:26.919Z",TRUE,"pitch","ac05d860-75ef-4249-8bfb-159c29a30ecc",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4695,1.6081,NA,124.96,150.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Mike Tauchman flies out to left fielder Will Benson.",0,9,0,77,"bottom",9,"2023-05-26T20:57:27.749Z","2023-05-26T20:58:46.104Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.4,2,2,0.4064,6.5926,30.5849,-13.3589,-5.4136,10.24,-0.2088,3.2813,5.5292,-134.9876,-3.8374,-1.5846,50.0015,5.6678,-9.9463,31.2,3.6,24,2155,221,NA,NA,NA,NA,NA,NA,FALSE,-14,17.9,8.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",2,"2023-05-26T20:58:06.614Z","2023-05-26T20:58:09.939Z",TRUE,"pitch","870abcb9-e998-405c-bd6b-ebf88d9a126c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4498,1.6303,NA,141.78,132.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Mike Tauchman flies out to left fielder Will Benson.",0,9,0,77,"bottom",9,"2023-05-26T20:57:27.749Z","2023-05-26T20:58:46.104Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.3,11,2,0.4027,6.7025,30.1702,-12.8014,-4.333,10.3457,-0.6502,3.9266,4.0824,-136.056,-2.4799,-1.608,50.0033,5.7384,-8.1145,28.8,3.6,24,2200,206,NA,NA,NA,NA,NA,NA,FALSE,-13,18.4,7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",1,"2023-05-26T20:57:51.484Z","2023-05-26T20:57:54.484Z",TRUE,"pitch","6d1c8bbe-4fc4-4091-aa60-ced5d27a7c99",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4275,1.6968,NA,128.06,127.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Mike Tauchman flies out to left fielder Will Benson.",0,9,0,77,"bottom",9,"2023-05-26T20:57:27.749Z","2023-05-26T20:58:46.104Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.1,11,2,0.4026,6.6203,31.7805,-13.6906,-4.2501,9.8738,-0.2902,4.1154,4.6432,-136.3826,-2.0155,-1.4677,50.0012,5.8153,-7.9549,26.4,3.6,24,2189,214,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.6,6.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",0,"2023-05-26T20:57:36.729Z","2023-05-26T20:57:40.082Z",TRUE,"pitch","e56cf4e9-accc-4a7e-9526-163271a0219f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3162,1.586,NA,79.79,161.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Mike Tauchman flies out to left fielder Will Benson.",0,9,0,77,"bottom",9,"2023-05-26T20:57:27.749Z","2023-05-26T20:58:46.104Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,73.8,12,2,0.4672,6.6672,23.9837,-31.6644,-5.4104,0.3679,0.9763,2.8517,7.2184,-117.594,-0.1469,-1.4417,50.0032,5.8726,-7.5165,10.8,9.6,24,2438,222,NA,NA,NA,NA,NA,NA,FALSE,-41.2,1,7.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718027,"2023-05-26",7,"2023-05-26T20:57:09.326Z","2023-05-26T20:57:13.324Z",TRUE,"pitch","d2b472ee-3cbb-470d-b1a7-02e67b33720c",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,0,NA,NA,3.21,1.52,NA,134.67,139.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Edwin Rios strikes out on a foul tip.",0,9,0,76,"bottom",9,"2023-05-26T20:55:15.518Z","2023-05-26T20:57:13.324Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,621458,"Edwin Ríos","/api/v1/people/621458","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,11,2,0.4007,6.8381,29.6336,-14.9169,-6.6793,9.117,-0.4636,3.6868,5.4592,-136.5994,-2.5625,-1.6186,50.0026,5.6606,-12.6429,36,3.6,24,2246,218,NA,NA,NA,NA,NA,NA,TRUE,-14.9,16.2,10.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
