"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718484,"2023-04-22",3,"2023-04-22T04:14:06.629Z","2023-04-22T04:14:15.070Z",TRUE,"pitch","3f7a9957-d491-415e-b352-6847b50ece1a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.28,1.62,NA,136.84,209.71,"ground_ball","medium","1",123.28,182.07,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Jose Azocar grounds out, pitcher Joe Mantiply to first baseman Christian Walker.",0,0,9,67,"top",9,"2023-04-22T04:13:33.374Z","2023-04-22T04:14:15.070Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640492,"José Azocar","/api/v1/people/640492","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.5,73.8,13,0.93,0.47,6.4937,22.9157,-35.2046,11.6053,-2.2015,-0.5205,1.0768,-10.7142,-116.7531,-1.5947,2.6302,50.0047,5.0957,15.9508,21.6,10.8,24,1926,81,73.3,-11,8,NA,NA,NA,TRUE,-46.8,-4.1,-18.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",2,"2023-04-22T04:13:50.653Z","2023-04-22T04:13:54.283Z",TRUE,"pitch","9c12cd9e-13f4-4e59-ba84-5bf9cb115b8b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.28,1.62,NA,79.69,144.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Jose Azocar grounds out, pitcher Joe Mantiply to first baseman Christian Walker.",0,0,9,67,"top",9,"2023-04-22T04:13:33.374Z","2023-04-22T04:14:15.070Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640492,"José Azocar","/api/v1/people/640492","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.9,80.7,12,0.9,0.4251,6.5183,28.3728,-26.1586,10.5851,3.5873,0.9789,3.4925,-8.1383,-129.1253,0.6781,2.8055,50.0057,5.2484,17.7718,31.2,7.2,24,2243,118,NA,NA,NA,NA,NA,NA,FALSE,-28,6.8,-17.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",1,"2023-04-22T04:13:35.638Z","2023-04-22T04:13:44.155Z",TRUE,"pitch","2d53ef1e-2083-4e8b-9907-c03c49843994",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.26,1.6181,NA,18.99,157.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Jose Azocar grounds out, pitcher Joe Mantiply to first baseman Christian Walker.",0,0,9,67,"top",9,"2023-04-22T04:13:33.374Z","2023-04-22T04:14:15.070Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640492,"José Azocar","/api/v1/people/640492","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.9,74,12,0.88,0.4661,6.4717,23.0579,-36.1694,9.0938,-2.8606,2.5712,3.0126,-3.7603,-117.6816,2.5085,3.0114,50.0019,5.2915,12.7096,18,10.8,24,1763,80,NA,NA,NA,NA,NA,NA,FALSE,-46.2,-4.2,-15.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",0,"2023-04-22T04:13:19.126Z","2023-04-22T04:13:35.638Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jose Azocar replaces Juan Soto.","Offensive Substitution",0,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,640492,"/api/v1/people/640492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","201","67","atBat","Groundout","field_out","Jose Azocar grounds out, pitcher Joe Mantiply to first baseman Christian Walker.",0,0,9,67,"top",9,"2023-04-22T04:13:33.374Z","2023-04-22T04:14:15.070Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640492,"José Azocar","/api/v1/people/640492","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,665742,"/api/v1/people/665742",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",5,"2023-04-22T04:13:00.853Z","2023-04-22T04:13:11.085Z",TRUE,"pitch","6b07a171-2e81-436f-8b18-1b6365859f83",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.65,1.71,NA,83.55,170.64,"fly_ball","medium","8",161.25,62.67,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Fernando Tatis Jr. flies out to center fielder Alek Thomas.",0,0,9,66,"top",9,"2023-04-22T04:11:10.515Z","2023-04-22T04:13:11.085Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.6,73.1,14,0.91,0.4733,6.5789,21.3381,-33.9063,10.5821,-1.2759,0.8774,2.5237,-7.5785,-115.6725,1.2462,2.8194,50.0028,5.2258,14.3571,21.6,10.8,24,1770,84,95.2,35,350,NA,NA,NA,TRUE,-44.9,-1.7,-17.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",4,"2023-04-22T04:12:32.282Z","2023-04-22T04:12:42.747Z",TRUE,"pitch","7bc03f2a-870c-4fc1-8e15-79f8b1a6b98d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.65,1.71,NA,121.86,187.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Fernando Tatis Jr. flies out to center fielder Alek Thomas.",0,0,9,66,"top",9,"2023-04-22T04:11:10.515Z","2023-04-22T04:13:11.085Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.7,74,8,0.9,0.4708,6.4822,20.2261,-34.0176,-0.4492,-1.3416,-0.1274,1.8848,-6.5169,-116.0091,-0.293,2.7681,50.0032,5.2354,-0.6164,2.4,9.6,24,2510,329,NA,NA,NA,NA,NA,NA,FALSE,-45,-2.3,2.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",3,"2023-04-22T04:12:14.712Z","2023-04-22T04:12:19.156Z",TRUE,"pitch","68cf734b-ed86-492a-99f8-d9c2b605fa80",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.65,1.71,NA,88.04,145.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Fernando Tatis Jr. flies out to center fielder Alek Thomas.",0,0,9,66,"top",9,"2023-04-22T04:11:10.515Z","2023-04-22T04:13:11.085Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89,81.4,3,0.89,0.4232,6.5483,26.579,-29.7901,11.6362,1.4072,0.7598,3.441,-8.8359,-129.3578,1.0315,2.7052,50.0057,5.3182,19.7555,31.2,8.4,24,2172,117,NA,NA,NA,NA,NA,NA,FALSE,-31.6,3,-19.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",2,"2023-04-22T04:11:55.946Z","2023-04-22T04:12:01.029Z",TRUE,"pitch","cc7f35ae-7b5b-4c9e-924b-841b5eaeb646",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5888,1.7081,NA,63.72,153.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Fernando Tatis Jr. flies out to center fielder Alek Thomas.",0,0,9,66,"top",9,"2023-04-22T04:11:10.515Z","2023-04-22T04:13:11.085Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81,74.7,12,0.91,0.4639,6.615,21.2734,-37.9224,9.33,-4.0665,1.3978,3.1728,-6.2718,-117.837,3.0718,2.8747,50.002,5.3432,13.1902,18,10.8,24,1744,85,NA,NA,NA,NA,NA,NA,FALSE,-47.9,-6.4,-15.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",1,"2023-04-22T04:11:37.254Z","2023-04-22T04:11:41.822Z",TRUE,"pitch","8ea6ab34-bb6b-4d14-a69f-7037f9e23fd5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6217,1.7081,NA,146.95,220.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Fernando Tatis Jr. flies out to center fielder Alek Thomas.",0,0,9,66,"top",9,"2023-04-22T04:11:10.515Z","2023-04-22T04:13:11.085Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,76.2,13,0.91,0.4571,6.6345,21.9446,-31.0254,9.9585,0.7837,-0.7857,0.6841,-11.1517,-119.582,-3.7758,2.633,50.0004,5.0516,14.4964,21.6,9.6,24,1826,83,NA,NA,NA,NA,NA,NA,FALSE,-39.6,0.7,-15.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718484,"2023-04-22",0,"2023-04-22T04:11:18.724Z","2023-04-22T04:11:21.950Z",TRUE,"pitch","3e2f648b-9031-49ce-9bab-17753a5736bc",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.65,1.71,NA,123.35,176.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Fernando Tatis Jr. flies out to center fielder Alek Thomas.",0,0,9,66,"top",9,"2023-04-22T04:11:10.515Z","2023-04-22T04:13:11.085Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.5,75,5,0.9,0.4651,6.3679,19.4769,-35.792,-0.2994,-2.5686,-0.1665,2.3189,-6.7351,-117.1927,0.7165,2.7681,50.0022,5.3186,-0.4213,2.4,10.8,24,2426,331,NA,NA,NA,NA,NA,NA,FALSE,-46,-4.2,2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
