"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716852,"2023-08-26",4,"2023-08-26T04:30:13.499Z","2023-08-26T04:30:18.397Z",TRUE,"pitch","1037d5f4-c999-432c-96a1-ca8d2e627852",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.41,1.56,NA,79.43,167.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,5,1,67,"bottom",9,"2023-08-26T04:28:29.420Z","2023-08-26T04:30:18.397Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77,12,0.9,0.4491,5.8123,23.5431,-23.6053,5.2517,5.6842,0.9855,2.6312,4.2926,-121.8715,-1.9907,-1.4797,50.0015,5.4937,7.9123,20.4,7.2,24,2730,82,NA,NA,NA,NA,NA,NA,TRUE,-28.8,10.1,-10.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",3,"2023-08-26T04:29:53.028Z","2023-08-26T04:29:57.310Z",TRUE,"pitch","6c8148b4-7f44-4954-9331-08dc304a550c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.41,1.56,NA,112.65,174.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,5,1,67,"bottom",9,"2023-08-26T04:28:29.420Z","2023-08-26T04:30:18.397Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,76.4,5,0.9,0.4517,6.0507,24.5481,-28.3547,4.8508,2.568,0.1142,2.3989,2.998,-121.4236,-1.4581,-1.7682,50.0042,5.4824,7.2177,15.6,8.4,24,1295,100,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.6,-9.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",2,"2023-08-26T04:29:31.754Z","2023-08-26T04:29:35.364Z",TRUE,"pitch","4c746185-de3f-4dd7-8039-1d734aae0253",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.41,1.56,NA,115.03,216.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,5,1,67,"bottom",9,"2023-08-26T04:28:29.420Z","2023-08-26T04:30:18.397Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,81.4,14,0.9,0.4265,6.3654,25.4305,-26.8774,-9.6291,3.1705,0.0517,0.8244,7.1301,-128.2066,-6.2028,-1.5084,50.0047,5.361,-16.1011,27.6,7.2,24,1875,238,NA,NA,NA,NA,NA,NA,FALSE,-30.5,4.6,16,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",1,"2023-08-26T04:29:14.862Z","2023-08-26T04:29:18.678Z",TRUE,"pitch","3c30daec-c598-491b-8af5-c2a635914251",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3087,1.4992,NA,48.58,184.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,5,1,67,"bottom",9,"2023-08-26T04:28:29.420Z","2023-08-26T04:30:18.397Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.8,14,0.9,0.3971,6.115,31.3957,-13.905,-3.2047,9.4875,1.7949,2.0051,9.2479,-138.0491,-6.9648,-1.1856,50.0048,5.5011,-6.1735,14.4,3.6,24,2333,234,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.8,3.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",0,"2023-08-26T04:28:56.854Z","2023-08-26T04:29:00.071Z",TRUE,"pitch","e5e61d20-cf03-492d-bf9e-3cf75afe441a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.41,1.56,NA,111.3,168.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,5,1,67,"bottom",9,"2023-08-26T04:28:29.420Z","2023-08-26T04:30:18.397Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,87.1,5,0.9,0.3974,6.2542,27.5146,-15.3473,-3.9128,8.7242,0.1495,2.6127,5.9256,-137.3033,-5.1863,-1.5182,50.0023,5.5537,-7.5468,21.6,3.6,24,2252,202,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15,6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",3,"2023-08-26T04:28:16.115Z","2023-08-26T04:28:31.717Z",TRUE,"pitch","ec9b8f05-2c1c-4580-be35-fcba2d9c2cb4",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.5,1.66,NA,118.48,194.41,"line_drive","hard","9",202.06,76.77,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","J.D. Davis doubles (17) on a sharp line drive to right fielder Ronald Acuna Jr.",0,5,1,66,"bottom",9,"2023-08-26T04:27:07.774Z","2023-08-26T04:28:31.717Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,605204,"J.D. Davis","/api/v1/people/605204","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,87,8,0.93,0.3974,6.2447,29.6135,-20.883,-8.5824,5.8657,-0.0388,1.6434,6.8962,-137.6608,-6.2349,-1.4572,50.0048,5.3443,-16.5285,34.8,6,24,2308,224,104.3,21,356,NA,NA,NA,FALSE,-21,9.5,14.2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",2,"2023-08-26T04:27:54.319Z","2023-08-26T04:27:58.581Z",TRUE,"pitch","0393c504-2226-438e-8b31-b2898d26a2c8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.5,1.66,NA,135.54,178.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","J.D. Davis doubles (17) on a sharp line drive to right fielder Ronald Acuna Jr.",0,5,1,66,"bottom",9,"2023-08-26T04:27:07.774Z","2023-08-26T04:28:31.717Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,605204,"J.D. Davis","/api/v1/people/605204","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,86.4,7,0.92,0.4001,6.1944,28.0065,-22.1019,-9.7941,5.2991,-0.4864,2.2217,6.4868,-136.5176,-4.4939,-1.612,50.006,5.3966,-18.6246,37.2,6,24,2387,216,NA,NA,NA,NA,NA,NA,FALSE,-22,8.9,16.6,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",1,"2023-08-26T04:27:39.621Z","2023-08-26T04:27:46.053Z",TRUE,"pitch","1a59d9e4-95da-4827-b543-e1b1254afe04",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4588,1.5986,NA,78.17,210.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","J.D. Davis doubles (17) on a sharp line drive to right fielder Ronald Acuna Jr.",0,5,1,66,"bottom",9,"2023-08-26T04:27:07.774Z","2023-08-26T04:28:31.717Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,605204,"J.D. Davis","/api/v1/people/605204","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.3,14,0.92,0.3972,6.3139,28.5703,-19.8439,-9.3535,6.393,1.0188,1.0408,10.0073,-137.5306,-8.0072,-1.4402,50.002,5.32,-18.0387,37.2,6,24,2406,191,NA,NA,NA,NA,NA,NA,FALSE,-20.3,10.1,15,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",0,"2023-08-26T04:27:27.809Z","2023-08-26T04:27:31.453Z",TRUE,"pitch","791ef85d-8dec-4afe-ab7d-2126af4842ac",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4588,1.6285,NA,77.36,172.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","J.D. Davis doubles (17) on a sharp line drive to right fielder Ronald Acuna Jr.",0,5,1,66,"bottom",9,"2023-08-26T04:27:07.774Z","2023-08-26T04:28:31.717Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,605204,"J.D. Davis","/api/v1/people/605204","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.6,14,0.9,0.3937,6.2402,30.2043,-13.5446,-3.4676,9.4957,1.0399,2.4635,7.7351,-138.9676,-6.0199,-1.3251,50.0069,5.5524,-6.8067,19.2,3.6,24,2298,216,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.2,4.7,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716852,"2023-08-26",0,"2023-08-26T04:26:51.654Z","2023-08-26T04:26:59.614Z",TRUE,"pitch","e73c264b-8f85-4548-a008-c903b4840a71",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.49,1.68,NA,150.76,146.79,"ground_ball","medium","4",142.63,158.02,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Blake Sabol grounds out, second baseman Nicky Lopez to first baseman Matt Olson.",0,5,1,65,"bottom",9,"2023-08-26T04:26:37.604Z","2023-08-26T04:26:59.614Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86,11,0.9,0.3991,6.0879,31.2921,-15.4254,-3.7867,8.7894,-0.8858,3.4072,3.7961,-137.3887,-2.748,-1.7954,50.0044,5.4726,-7.2179,21.6,3.6,24,2250,210,76.2,7,80,NA,NA,NA,TRUE,-15.2,15.5,6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
