"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716399,"2023-09-28",2,"2023-09-29T02:03:26.728Z","2023-09-29T02:03:34.728Z",TRUE,"pitch","5151c926-d1d1-42b3-a184-b42744f354f1",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,2.92,1.39,NA,147.53,195.09,"ground_ball","medium","3",156.42,165.76,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Miles Mastrobuoni grounds out, first baseman Matt Olson to pitcher Raisel Iglesias.",0,3,5,70,"top",9,"2023-09-29T02:02:53.289Z","2023-09-29T02:03:34.728Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.5,83.4,7,0.91,0.4153,6.042,26.8344,-28.4629,-9.9899,2.1078,-0.801,1.6182,5.2642,-131.6853,-4.3074,-1.5233,50.0065,5.3703,-17.6244,30,7.2,24,1942,249,67.5,-27,5,NA,NA,NA,TRUE,-30.2,3.1,17,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",1,"2023-09-29T02:03:10.223Z","2023-09-29T02:03:13.939Z",TRUE,"pitch","bd5ad361-3b65-49a3-8c09-8204f13eb735",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,2.92,1.39,NA,168.12,201.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Miles Mastrobuoni grounds out, first baseman Matt Olson to pitcher Raisel Iglesias.",0,3,5,70,"top",9,"2023-09-29T02:02:53.289Z","2023-09-29T02:03:34.728Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,83.3,13,0.91,0.4159,5.9773,26.3754,-26.5671,-9.6988,3.1879,-1.341,1.3974,3.9755,-131.4103,-4.9597,-1.6086,50.0023,5.2691,-17.0578,31.2,7.2,24,2088,247,NA,NA,NA,NA,NA,NA,FALSE,-28.4,4.9,16.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",0,"2023-09-29T02:02:55.224Z","2023-09-29T02:02:58.821Z",TRUE,"pitch","0efdf185-f780-4133-b098-79ed823546e2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.9412,1.5677,NA,105.66,166.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Miles Mastrobuoni grounds out, first baseman Matt Olson to pitcher Raisel Iglesias.",0,3,5,70,"top",9,"2023-09-29T02:02:53.289Z","2023-09-29T02:03:34.728Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87,3,0.87,0.3966,6.0144,29.4738,-17.3695,-6.2665,7.6604,0.2974,2.6866,7.0204,-137.8787,-4.3308,-1.4626,50.0058,5.4431,-12.117,30,4.8,24,2275,227,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.2,10,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",2,"2023-09-29T02:02:19.005Z","2023-09-29T02:02:26.984Z",TRUE,"pitch","a1bade1f-1626-422c-8428-3c371a9f2e9c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.25,1.53,NA,76.95,179.32,"ground_ball","medium","6",106.12,158.49,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Yan Gomes grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,3,5,69,"top",9,"2023-09-29T02:01:40.857Z","2023-09-29T02:02:26.984Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543228,"Yan Gomes","/api/v1/people/543228","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.4,14,0.9,0.4334,6.6205,22.125,-28.8878,3.1673,2.0277,1.0506,2.2022,6.9612,-125.7026,-1.3887,-2.151,50.0054,5.0769,5.1394,12,7.2,24,2572,71,76.6,-34,4,NA,NA,NA,TRUE,-32.6,3.6,-7.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",1,"2023-09-29T02:02:03.101Z","2023-09-29T02:02:06.707Z",TRUE,"pitch","d168b3f3-fe6a-4682-bb3d-ad2d4399536c",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.25,1.53,NA,117.33,150.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Yan Gomes grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,3,5,69,"top",9,"2023-09-29T02:01:40.857Z","2023-09-29T02:02:26.984Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543228,"Yan Gomes","/api/v1/people/543228","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.5,2,2,0.3921,6.4367,32.9551,-17.3519,-7.4873,7.5103,-0.0086,3.2786,8.5646,-139.9313,-1.8823,-2.143,50.0051,5.1026,-14.7813,36,4.8,24,2197,240,NA,NA,NA,NA,NA,NA,FALSE,-16.3,13.3,11.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",0,"2023-09-29T02:01:44.389Z","2023-09-29T02:01:48.040Z",TRUE,"pitch","b37c3fbb-92fa-4bcc-abf4-9e46e5ef1cb8",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.25,1.53,NA,133.66,178.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Yan Gomes grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,3,5,69,"top",9,"2023-09-29T02:01:40.857Z","2023-09-29T02:02:26.984Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543228,"Yan Gomes","/api/v1/people/543228","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.4,4,0.91,0.3946,6.2016,29.7835,-14.0059,-5.3847,9.3039,-0.4371,2.234,4.4058,-138.5862,-6.63,-1.3446,50.0054,5.5857,-10.5187,32.4,3.6,24,2243,218,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.7,8.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",5,"2023-09-29T02:01:14.843Z","2023-09-29T02:01:19.999Z",TRUE,"pitch","de59b64d-ec5e-4405-8da8-71a948b3b304",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.2692,1.6585,NA,135.82,171.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jeimer Candelario called out on strikes.",0,3,5,68,"top",9,"2023-09-29T01:59:35.304Z","2023-09-29T02:01:19.999Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.4,4,0.9,0.4478,5.8244,22.3657,-25.7218,5.8393,4.2531,-0.4938,2.4932,0.5945,-121.9733,-2.1545,-1.4997,50.0047,5.59,8.8625,19.2,7.2,24,2669,69,NA,NA,NA,NA,NA,NA,TRUE,-31.2,7.4,-10.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",4,"2023-09-29T02:00:20.833Z","2023-09-29T02:00:26.646Z",TRUE,"pitch","af252481-a29c-4dc5-a990-8bf62e2a13f0",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.27,1.64,NA,101.85,172.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jeimer Candelario called out on strikes.",0,3,5,68,"top",9,"2023-09-29T01:59:35.304Z","2023-09-29T02:01:19.999Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.6,6,0.91,0.3972,6.1116,31.2662,-13.4699,-5.5988,9.7138,0.3974,2.438,6.281,-138.0103,-5.575,-1.1826,50.0008,5.3945,-10.7786,32.4,3.6,24,2263,223,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.6,8.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",2,"2023-09-29T01:59:51.486Z","2023-09-29T01:59:54.964Z",TRUE,"pitch","23f1dcfe-9640-4a76-a62a-ca192b6bad3a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.2692,1.6585,NA,102.44,191.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jeimer Candelario called out on strikes.",0,3,5,68,"top",9,"2023-09-29T01:59:35.304Z","2023-09-29T02:01:19.999Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.9,9,0.9,0.3971,6.1456,29.9817,-13.5177,-6.3677,9.6777,0.3818,1.7417,6.6534,-137.82,-7.5788,-1.2336,50.0066,5.4362,-12.2805,36,3.6,24,2280,225,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.2,10.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716399,"2023-09-28",1,"2023-09-29T01:59:37.683Z","2023-09-29T01:59:41.189Z",TRUE,"pitch","c9d25eb2-6f47-43f7-b555-251f2c7ff2b5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3494,1.6131,NA,179.22,161.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jeimer Candelario called out on strikes.",0,3,5,68,"top",9,"2023-09-29T01:59:35.304Z","2023-09-29T02:01:19.999Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,11,0.91,0.3943,5.905,32.1631,-14.0701,-5.5959,9.2691,-1.6322,2.846,1.7597,-139.1017,-4.8599,-1.5473,50.002,5.5536,-10.9294,34.8,3.6,24,2300,220,NA,NA,NA,NA,NA,NA,FALSE,-14,16,9.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
