"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718485,"2023-04-22",5,"2023-04-22T03:14:35.343Z","2023-04-22T03:14:45.515Z",TRUE,"pitch","7924cf79-8656-40c1-b8d6-a6e9b747b199",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.39,1.66,NA,89.06,187.3,"ground_ball","medium","7",106.72,102.57,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Gio Urshela singles on a ground ball to left fielder Jackie Bradley Jr.",0,0,2,46,"bottom",7,"2023-04-22T03:12:44.138Z","2023-04-22T03:14:45.515Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,80.8,9,0.89,0.4278,6.5775,26.4043,-24.2656,1.7435,4.7665,0.7331,1.9065,-4.5771,-128.0189,-4.2887,2.3176,50.0041,5.5026,2.8943,4.8,6,24,1906,139,77.2,11,148,NA,NA,NA,FALSE,-27.5,7.9,-2.2,NA,NA,NA,NA,FALSE,FALSE,570482,"Gio Urshela","/api/v1/people/570482",NA,NA,NA,NA,NA,NA
718485,"2023-04-22",4,"2023-04-22T03:14:12.188Z","2023-04-22T03:14:16.177Z",TRUE,"pitch","a17ed384-ff94-4ee1-ad17-06891760804e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.39,1.66,NA,93.5,187.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Gio Urshela singles on a ground ball to left fielder Jackie Bradley Jr.",0,0,2,46,"bottom",7,"2023-04-22T03:12:44.138Z","2023-04-22T03:14:45.515Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.5,9,2,0.3897,6.6893,31.7975,-12.0558,7.107,10.0571,0.6164,1.8881,-5.3664,-140.5289,-8.7454,1.6272,50.0033,5.8233,14.2174,43.2,3.6,24,2132,142,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16.6,-11.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",3,"2023-04-22T03:13:53.402Z","2023-04-22T03:13:56.607Z",TRUE,"pitch","1ed06caf-9a67-4a80-9d05-a377d189f206",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.39,1.66,NA,118.48,169.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Gio Urshela singles on a ground ball to left fielder Jackie Bradley Jr.",0,0,2,46,"bottom",7,"2023-04-22T03:12:44.138Z","2023-04-22T03:14:45.515Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.2,5,0.9,0.3855,6.738,33.1261,-10.6422,5.7088,10.5358,-0.0388,2.5653,-6.3925,-142.1755,-7.7065,1.4989,50.0034,5.9894,11.6677,39.6,3.6,24,2375,147,NA,NA,NA,NA,NA,NA,FALSE,-11,17.6,-9,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",2,"2023-04-22T03:13:30.697Z","2023-04-22T03:13:34.551Z",TRUE,"pitch","7d64adf8-0aa8-4628-bdce-36714093b395",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.39,1.66,NA,108.57,195.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Gio Urshela singles on a ground ball to left fielder Jackie Bradley Jr.",0,0,2,46,"bottom",7,"2023-04-22T03:12:44.138Z","2023-04-22T03:14:45.515Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,78.7,8,0.9,0.4379,6.3013,28.3858,-27.5491,-0.7397,2.926,0.2212,1.6018,-3.786,-125.6702,-4.8489,1.851,50.0027,5.8274,-1.1677,3.6,7.2,24,2012,144,NA,NA,NA,NA,NA,NA,FALSE,-32.8,4.3,2.3,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",1,"2023-04-22T03:13:16.620Z","2023-04-22T03:13:20.003Z",TRUE,"pitch","6665eab6-1caf-4b59-a979-efa2cb3c67ea",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3811,1.6327,NA,189.2,172.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Gio Urshela singles on a ground ball to left fielder Jackie Bradley Jr.",0,0,2,46,"bottom",7,"2023-04-22T03:12:44.138Z","2023-04-22T03:14:45.515Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.6,13,2,0.3942,6.4916,30.5453,-18.2793,9.5373,7.105,-1.8941,2.453,-13.203,-138.8391,-5.9145,1.6798,50.0049,5.824,18.6573,38.4,4.8,24,2199,142,NA,NA,NA,NA,NA,NA,FALSE,-18.2,11.8,-14.6,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",0,"2023-04-22T03:12:55.240Z","2023-04-22T03:13:00.663Z",TRUE,"pitch","cbcbfca6-0d81-41a2-8367-0010f968eb80",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.39,1.66,NA,126.94,177.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Gio Urshela singles on a ground ball to left fielder Jackie Bradley Jr.",0,0,2,46,"bottom",7,"2023-04-22T03:12:44.138Z","2023-04-22T03:14:45.515Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.3,5,2,0.3958,6.4087,29.2784,-10.8811,6.8801,10.9678,-0.2607,2.2572,-7.7065,-138.1052,-7.976,1.6652,50.0055,5.9054,13.3609,43.2,3.6,24,2321,141,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.5,-10.9,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",1,"2023-04-22T03:12:20.778Z","2023-04-22T03:12:28.797Z",TRUE,"pitch","5d7e01a6-08af-427b-bae3-11b4305ebe8d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.65,1.79,NA,157.08,159.36,"ground_ball","soft","5",111.8,162.33,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Brandon Drury grounds out softly, third baseman Nicky Lopez to first baseman Vinnie Pasquantino.",0,0,2,45,"bottom",7,"2023-04-22T03:11:52.731Z","2023-04-22T03:12:28.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.8,11,0.9,0.4381,6.3249,26.0231,-25.5315,-0.4601,4.197,-1.0515,2.9415,-6.788,-125.1633,-2.1869,1.7589,50.0007,5.9242,-0.7258,4.8,7.2,24,1967,152,43.8,19,75,NA,NA,NA,TRUE,-29.8,7.3,2.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",0,"2023-04-22T03:12:04.763Z","2023-04-22T03:12:08.492Z",TRUE,"pitch","534c18fb-2e1a-472f-b511-c7f3eab55920",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4931,1.6598,NA,140.83,215.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Brandon Drury grounds out softly, third baseman Nicky Lopez to first baseman Vinnie Pasquantino.",0,0,2,45,"bottom",7,"2023-04-22T03:11:52.731Z","2023-04-22T03:12:28.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.1,13,2,0.3932,6.587,30.3783,-16.1301,10.1588,8.1582,-0.6251,0.8647,-9.8939,-139.1466,-10.6142,1.6518,50.0024,5.7902,19.978,44.4,4.8,24,2261,135,NA,NA,NA,NA,NA,NA,FALSE,-17.2,12.7,-16.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",2,"2023-04-22T03:11:28.245Z","2023-04-22T03:11:39.276Z",TRUE,"pitch","bc797fa9-b5e0-415b-8d1a-3a5dd39609d7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.5,1.71,NA,155.57,178.22,"fly_ball","hard","7",48.64,94.53,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","Hunter Renfroe flies out sharply to left fielder Jackie Bradley Jr.",0,0,2,44,"bottom",7,"2023-04-22T03:11:08.170Z","2023-04-22T03:11:39.276Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.3,13,0.9,0.4359,6.2468,26.4929,-27.3938,-0.8348,2.9964,-1.0118,2.2428,-6.7133,-125.8319,-3.4587,1.8037,50.0048,5.8644,-1.3337,4.8,7.2,24,1932,164,105,46,322,NA,NA,NA,TRUE,-31.9,4.8,3.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",1,"2023-04-22T03:11:10.131Z","2023-04-22T03:11:14.317Z",TRUE,"pitch","cb949230-6a19-4a18-b66b-039418a522c7",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.5,1.71,NA,155.75,167.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","Hunter Renfroe flies out sharply to left fielder Jackie Bradley Jr.",0,0,2,44,"bottom",7,"2023-04-22T03:11:08.170Z","2023-04-22T03:11:39.276Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,77.9,11,0.9,0.4429,6.1331,25.8301,-25.74,0.5329,4.1561,-1.0165,2.6354,-7.6641,-123.8858,-2.8117,2.0539,50.0001,5.9471,0.8249,1.2,7.2,24,1984,150,NA,NA,NA,NA,NA,NA,FALSE,-30.8,7.1,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",0,"2023-04-22T03:09:54.403Z","2023-04-22T03:11:10.131Z",FALSE,"action",NA,NA,"Pitching Change: Amir Garrett replaces Ryan Yarbrough.","Pitching Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,607237,"/api/v1/people/607237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"44","atBat","Flyout","field_out","Hunter Renfroe flies out sharply to left fielder Jackie Bradley Jr.",0,0,2,44,"bottom",7,"2023-04-22T03:11:08.170Z","2023-04-22T03:11:39.276Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",5,"2023-04-22T03:08:03.942Z","2023-04-22T03:08:09.945Z",TRUE,"pitch","24b69646-419c-49cd-8fa5-9e733acdcca2",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.51,1.69,NA,69.83,215.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,0,2,43,"top",7,"2023-04-22T03:06:17.040Z","2023-04-22T03:08:09.945Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",660271,"Shohei Ohtani","/api/v1/people/660271","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,75.9,14,0.9,0.4574,6.8581,25.8595,-32.7939,11.3725,-0.4232,1.2375,0.8574,5.015,-120.2699,-3.3281,-2.36,50.0052,5.2028,16.4694,27.6,10.8,24,2557,71,NA,NA,NA,NA,NA,NA,TRUE,-41.8,-1.3,-21.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",4,"2023-04-22T03:07:39.631Z","2023-04-22T03:07:44.026Z",TRUE,"pitch","f5168129-49af-4c2d-9e63-8a5d70885867",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.44,1.6442,NA,171.61,166.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,0,2,43,"top",7,"2023-04-22T03:06:17.040Z","2023-04-22T03:08:09.945Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",660271,"Shohei Ohtani","/api/v1/people/660271","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.6,76.1,11,2,0.455,6.6699,23.0059,-31.2954,8.2913,0.5945,-1.4327,2.6752,-0.0714,-120.3078,-1.0417,-2.48,50.0004,5.8837,12.1702,21.6,9.6,24,2423,60,NA,NA,NA,NA,NA,NA,FALSE,-38.9,1.1,-15,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",3,"2023-04-22T03:07:20.332Z","2023-04-22T03:07:24.431Z",TRUE,"pitch","beaac81a-11c7-4bdc-9c1f-f33d227d5b71",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4209,1.5957,NA,207.93,126.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,0,2,43,"top",7,"2023-04-22T03:06:17.040Z","2023-04-22T03:08:09.945Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",660271,"Shohei Ohtani","/api/v1/people/660271","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",71.9,65.8,11,0.91,0.5259,6.8391,18.788,-42.7111,8.1216,-9.6026,-2.3854,4.1665,-3.1078,-104.4342,5.7283,-1.9273,50.0052,6.4339,8.9067,10.8,15.6,24,2250,37,NA,NA,NA,NA,NA,NA,FALSE,-68.6,-15.2,-13.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",2,"2023-04-22T03:06:55.708Z","2023-04-22T03:06:59.779Z",TRUE,"pitch","f94f4393-43ba-476b-a18d-747481242ce2",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.51,1.69,NA,134.52,179.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,0,2,43,"top",7,"2023-04-22T03:06:17.040Z","2023-04-22T03:08:09.945Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",660271,"Shohei Ohtani","/api/v1/people/660271","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.3,71.3,7,2,0.4835,6.842,23.9845,-33.6084,9.7992,-1.1042,-0.4595,2.1943,1.5403,-113.9574,-0.1841,-2.4186,50.0052,5.6403,12.6884,21.6,10.8,24,2451,65,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-1.7,-18.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",1,"2023-04-22T03:06:36.862Z","2023-04-22T03:06:41.087Z",TRUE,"pitch","67da4f48-76ad-4f56-bc84-5d6ba99a14ad",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.51,1.69,NA,91.49,159.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,0,2,43,"top",7,"2023-04-22T03:06:17.040Z","2023-04-22T03:08:09.945Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",660271,"Shohei Ohtani","/api/v1/people/660271","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,81.3,6,0.91,0.427,6.6693,23.7626,-28.4319,1.5268,2.2384,0.6692,2.9312,6.5283,-127.7657,-1.0684,-2.1065,50.0019,5.5682,2.5486,7.2,7.2,24,2321,121,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4.1,-4.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718485,"2023-04-22",0,"2023-04-22T03:06:25.467Z","2023-04-22T03:06:29.559Z",TRUE,"pitch","fdc9db64-fe3f-4a66-8671-b9cff3df7876",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.443,1.6178,NA,100.75,203.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,0,2,43,"top",7,"2023-04-22T03:06:17.040Z","2023-04-22T03:08:09.945Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",660271,"Shohei Ohtani","/api/v1/people/660271","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.9,69.6,14,2,0.4984,6.5747,22.2766,-34.9631,9.8855,-2.2892,0.4263,1.2966,3.2273,-110.4988,-1.4497,-2.343,50.0014,5.682,12.0512,19.2,12,24,2344,59,NA,NA,NA,NA,NA,NA,FALSE,-52.2,-4.2,-18.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
