"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717581,"2023-06-28",4,"2023-06-29T02:07:17.620Z","2023-06-29T02:07:25.160Z",TRUE,"pitch","1bc03425-e1b1-412f-95e0-3751acd8773c",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.55,1.7,NA,155.87,233.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jeff McNeil strikes out swinging, catcher William Contreras to first baseman Owen Miller.",0,5,2,76,"bottom",9,"2023-06-29T02:05:25.387Z","2023-06-29T02:07:25.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.8,79.2,13,0.88,0.4341,7.8226,32.1041,-34.5997,-15.8722,-1.5134,-1.0196,0.192,6.7086,-127.3807,-5.3706,-1.6613,50.0027,5.1419,-25.4475,33.6,10.8,24,2749,269,NA,NA,NA,NA,NA,NA,TRUE,-40.3,-4,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",3,"2023-06-29T02:06:46.128Z","2023-06-29T02:06:53.163Z",TRUE,"pitch","9c472289-beb2-4ea2-a6e1-d36430a7d2b1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.435,1.6426,NA,111.5,222.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jeff McNeil strikes out swinging, catcher William Contreras to first baseman Owen Miller.",0,5,2,76,"bottom",9,"2023-06-29T02:05:25.387Z","2023-06-29T02:07:25.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86,14,0.9,0.3986,8.1536,34.899,-7.3636,-5.6341,13.019,0.1444,0.5985,6.1774,-138.1634,-11.5169,-1.4039,50.0023,5.3473,-10.7364,42,2.4,24,2326,212,NA,NA,NA,NA,NA,NA,FALSE,-9.7,20.9,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",2,"2023-06-29T02:06:23.604Z","2023-06-29T02:06:26.604Z",TRUE,"pitch","bd81f822-49a6-4d7e-8b11-ede0ab9a3493",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.55,1.7,NA,139.89,161.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jeff McNeil strikes out swinging, catcher William Contreras to first baseman Owen Miller.",0,5,2,76,"bottom",9,"2023-06-29T02:05:25.387Z","2023-06-29T02:07:25.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.5,83.2,4,0.92,0.4147,7.9363,26.7552,-17.7977,-0.8782,8.127,-0.6006,2.8705,3.6232,-131.838,-2.8103,-1.8757,50.0014,5.2563,-1.5534,2.4,4.8,24,2435,199,NA,NA,NA,NA,NA,NA,FALSE,-18.8,14.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",1,"2023-06-29T02:06:06.797Z","2023-06-29T02:06:10.781Z",TRUE,"pitch","bf980543-230c-46e5-bea3-b6f328538c92",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3201,1.4706,NA,128.86,180.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jeff McNeil strikes out swinging, catcher William Contreras to first baseman Owen Miller.",0,5,2,76,"bottom",9,"2023-06-29T02:05:25.387Z","2023-06-29T02:07:25.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,77.2,4,0.9,0.447,7.5951,25.0732,-32.3646,-13.3048,-0.1236,-0.3112,2.1648,7.3746,-122.7088,-0.7991,-1.6323,50.004,5.2605,-20.2202,30,9.6,24,2456,275,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-0.1,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",0,"2023-06-29T02:05:48.534Z","2023-06-29T02:05:53.064Z",TRUE,"pitch","a8f8a6a3-f52c-4be6-a9f9-81924e02b376",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3201,1.4419,NA,164.13,185.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jeff McNeil strikes out swinging, catcher William Contreras to first baseman Owen Miller.",0,5,2,76,"bottom",9,"2023-06-29T02:05:25.387Z","2023-06-29T02:07:25.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78,13,0.9,0.4419,7.6699,26.7644,-33.7122,-13.1072,-0.9884,-1.2365,1.9732,5.4206,-124.3168,-0.9628,-1.7519,50.0046,5.1838,-20.355,30,10.8,24,2655,272,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-1.8,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",4,"2023-06-29T02:05:13.807Z","2023-06-29T02:05:22.313Z",TRUE,"pitch","46ed75ee-b72d-4b77-9c99-f8ad5824ba68",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.18,1.56,NA,160.39,150.48,"ground_ball","medium","5",100.5,165.14,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, third baseman Brian Anderson to first baseman Owen Miller.",0,5,2,75,"bottom",9,"2023-06-29T02:04:12.746Z","2023-06-29T02:05:22.313Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.8,11,0.9,0.3994,8.1704,32.0839,-10.6939,-5.8824,11.2953,-1.1384,3.2704,2.8985,-137.4222,-3.8935,-1.4459,50.0028,5.439,-11.1862,42,3.6,24,2362,210,91.2,-5,28,NA,NA,NA,TRUE,-11,19.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",3,"2023-06-29T02:04:47.647Z","2023-06-29T02:04:51.401Z",TRUE,"pitch","22eb53e6-375e-431e-85ea-7603b0b36f6f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.18,1.56,NA,115.93,155.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, third baseman Brian Anderson to first baseman Owen Miller.",0,5,2,75,"bottom",9,"2023-06-29T02:04:12.746Z","2023-06-29T02:05:22.313Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.8,2,0.9,0.395,8.1742,32.801,-9.7099,-6.1738,11.5492,0.028,3.0698,6.0989,-138.982,-4.5531,-1.3988,50.0055,5.3813,-12.0115,44.4,3.6,24,2373,216,NA,NA,NA,NA,NA,NA,FALSE,-10.1,20,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",2,"2023-06-29T02:04:29.886Z","2023-06-29T02:04:33.897Z",TRUE,"pitch","59864130-7a97-41d7-9569-33ae8dfa0a06",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.1798,1.4453,NA,138.46,194.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, third baseman Brian Anderson to first baseman Owen Miller.",0,5,2,75,"bottom",9,"2023-06-29T02:04:12.746Z","2023-06-29T02:05:22.313Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.3,77.6,7,0.9,0.4435,7.8243,27.3575,-33.2966,-13.3688,-0.731,-0.5629,1.6447,6.7555,-124.0238,-1.7973,-1.6012,50.0009,5.1847,-20.5948,30,10.8,24,2604,272,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-1.6,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",1,"2023-06-29T02:04:15.015Z","2023-06-29T02:04:18.940Z",TRUE,"pitch","b9432f0b-47e0-4f86-a389-8ffa49bd2690",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0938,1.5026,NA,141.79,157.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, third baseman Brian Anderson to first baseman Owen Miller.",0,5,2,75,"bottom",9,"2023-06-29T02:04:12.746Z","2023-06-29T02:05:22.313Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.1,1,0.9,0.4024,7.839,32.5316,-10.6334,-7.5123,11.5038,-0.6502,3.0284,4.702,-136.5658,-4.6001,-1.4262,50.0013,5.4777,-14.0642,48,3.6,24,2460,221,NA,NA,NA,NA,NA,NA,FALSE,-11.3,19.9,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717581,"2023-06-28",0,"2023-06-29T02:04:05.420Z","2023-06-29T02:04:15.015Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Daniel Vogelbach replaces Mark Canha.","Offensive Substitution",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,596129,"/api/v1/people/596129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, third baseman Brian Anderson to first baseman Owen Miller.",0,5,2,75,"bottom",9,"2023-06-29T02:04:12.746Z","2023-06-29T02:05:22.313Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,592192,"/api/v1/people/592192",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
