"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745670,"2024-05-01",5,"2024-05-01T21:58:10.303Z","2024-05-01T21:58:17.640Z",TRUE,"pitch","159e9630-2880-48bf-b6f0-b0836d08d153",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.31,1.54,NA,96.57,167.76,"ground_ball","medium","6",115.73,149.88,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,72,"top",9,"2024-05-01T21:56:33.314Z","2024-05-01T21:58:17.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.2,6,0.87,0.4333,6.5743,24.5941,-35.5089,4.6315,-2.0619,0.536,2.6305,5.0897,-126.1817,-1.2971,-2.1054,50.0002,6.0004,7.5005,13.2,9.6,24,2279,48,80.7,1,54,NA,NA,NA,TRUE,-40.1,-3.8,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",4,"2024-05-01T21:57:50.217Z","2024-05-01T21:57:54.424Z",TRUE,"pitch","3c0c5c87-9deb-43ea-b878-b86af16104e7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.31,1.54,NA,78.39,198.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,72,"top",9,"2024-05-01T21:56:33.314Z","2024-05-01T21:58:17.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.6,14,0.82,0.4315,6.682,25.6908,-32.761,1.9706,-0.3584,1.0129,1.4905,6.8621,-126.8778,-4.6047,-1.9816,50.0028,5.9363,3.2166,7.2,8.4,24,2373,42,NA,NA,NA,NA,NA,NA,FALSE,-37.4,-1.4,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",3,"2024-05-01T21:57:31.835Z","2024-05-01T21:57:36.500Z",TRUE,"pitch","bafac9dc-dcb1-4699-8958-7358be57ed56",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.2393,1.512,NA,107.2,195.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,72,"top",9,"2024-05-01T21:56:33.314Z","2024-05-01T21:58:17.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.8,92.7,8,0.93,0.3734,6.6565,32.4909,-11.3951,-7.0235,9.5203,0.2571,1.587,8.855,-146.3403,-10.5059,-1.8865,50.0016,5.8929,-15.3288,44.4,3.6,24,2371,211,NA,NA,NA,NA,NA,NA,FALSE,-11.5,15.4,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",2,"2024-05-01T21:57:16.180Z","2024-05-01T21:57:20.587Z",TRUE,"pitch","5f6caf73-8fe9-4ace-a7d6-90f81a5add43",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2585,1.5588,NA,117.71,175.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,72,"top",9,"2024-05-01T21:56:33.314Z","2024-05-01T21:58:17.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.7,91.2,5,0.95,0.3761,6.5957,36.9608,-8.1536,-7.5954,11.1991,-0.0186,2.3537,8.0944,-146.0979,-8.9384,-1.8488,50.0003,5.9563,-16.2876,54,3.6,24,2605,211,NA,NA,NA,NA,NA,NA,FALSE,-8.9,18.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",1,"2024-05-01T21:57:01.689Z","2024-05-01T21:57:06.051Z",TRUE,"pitch","678a90d8-789d-412c-82c6-599fe332bc5b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2275,1.4873,NA,117.68,208.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,72,"top",9,"2024-05-01T21:56:33.314Z","2024-05-01T21:58:17.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.4,13,0.9,0.4368,6.6394,27.2385,-35.4303,3.8231,-2.0504,-0.0178,1.1075,4.003,-125.761,-4.5679,-2.131,50.001,5.8442,6.0781,10.8,9.6,24,2404,49,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-4.6,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",0,"2024-05-01T21:56:48.461Z","2024-05-01T21:56:52.731Z",TRUE,"pitch","51824004-8f3d-4b6d-a61b-05de4af41093",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4147,1.6062,NA,155.47,197.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,72,"top",9,"2024-05-01T21:56:33.314Z","2024-05-01T21:58:17.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.6,13,0.93,0.3769,6.5776,33.5319,-10.2684,-6.2563,10.238,-1.0094,1.5239,5.1898,-145.2291,-10.8852,-2.0054,50.0026,5.9421,-13.3844,44.4,3.6,24,2552,209,NA,NA,NA,NA,NA,NA,FALSE,-10.8,16.6,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",2,"2024-05-01T21:56:22.928Z","2024-05-01T21:56:27.495Z",TRUE,"pitch","f14627b7-906d-44a4-98d0-7a6f17119e99",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.44,1.69,NA,82.19,215.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Henry Davis strikes out swinging.",0,0,4,71,"top",9,"2024-05-01T21:55:36.317Z","2024-05-01T21:56:27.495Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.4,14,0.88,0.4376,6.6398,27.16,-33.8892,3.2818,-1.0864,0.9132,0.8798,6.3044,-125.5341,-5.4426,-2.0643,50.0018,5.8586,5.1966,10.8,9.6,24,2332,38,NA,NA,NA,NA,NA,NA,TRUE,-40.1,-3.1,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",1,"2024-05-01T21:56:03.961Z","2024-05-01T21:56:08.535Z",TRUE,"pitch","9d5c2be4-5fc0-4d71-9bb6-36b6b4c3856c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.44,1.69,NA,109.57,188.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Henry Davis strikes out swinging.",0,0,4,71,"top",9,"2024-05-01T21:55:36.317Z","2024-05-01T21:56:27.495Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,80.3,8,0.84,0.4338,6.5915,23.9299,-33.1226,2.6984,-0.5841,0.195,1.8803,4.9101,-125.9348,-3.5367,-2.1254,50.0039,5.9628,4.3644,8.4,8.4,24,2294,46,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-1.6,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",0,"2024-05-01T21:55:50.227Z","2024-05-01T21:55:54.779Z",TRUE,"pitch","92da3ef7-921b-452c-bc8e-94e2682826d3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2781,1.5761,NA,89.3,161.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Henry Davis strikes out swinging.",0,0,4,71,"top",9,"2024-05-01T21:55:36.317Z","2024-05-01T21:56:27.495Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.2,3,0.83,0.4376,6.6593,25.176,-33.513,3.4354,-0.8455,0.7267,2.8778,5.77,-125.1415,-1.0834,-2.0548,50.0028,6.0609,5.4483,10.8,8.4,24,2299,56,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-1.6,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745670,"2024-05-01",3,"2024-05-01T21:55:18.527Z","2024-05-01T21:55:27.196Z",TRUE,"pitch","14482c2a-b422-420b-8d9b-ccbda529e62c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.57,1.66,NA,113.04,151.35,"ground_ball","medium","6",137.05,138.18,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Jack Suwinski grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,4,70,"top",9,"2024-05-01T21:55:16.326Z","2024-05-01T21:55:27.196Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.2,2,0.93,0.3817,6.6218,32.7923,-13.5145,-7.1049,8.9433,0.1038,3.2383,8.4246,-143.4399,-5.6255,-1.9465,50.0031,6.0657,-14.8246,40.8,3.6,24,2527,212,86.3,1,53,NA,NA,NA,TRUE,-12.8,15.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
