"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
745818,"2024-05-28",5,"2024-05-28T22:53:38.220Z","2024-05-28T22:53:42.473Z",TRUE,"pitch","aa6fa3fe-d932-47a2-ba59-ad0e76faee15",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.41,1.57,NA,158.34,146.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Lindor strikes out swinging.",0,5,2,78,"bottom",10,"2024-05-28T22:51:24.333Z","2024-05-28T22:53:42.473Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.5,11,2,0.3945,6.0818,29.442,-17.5132,-5.9133,7.5022,-1.0845,3.4004,6.0427,-138.5647,-4.2541,-2.5198,50.0048,6.1172,-11.5603,28.8,4.8,24,2453,231,NA,NA,NA,NA,NA,NA,TRUE,-17.2,13,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",4,"2024-05-28T22:53:14.203Z","2024-05-28T22:53:20.091Z",TRUE,"pitch","a53e79bc-1277-4b8a-b6c9-19e8d97364b8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.41,1.57,NA,102.48,152.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Lindor strikes out swinging.",0,5,2,78,"bottom",10,"2024-05-28T22:51:24.333Z","2024-05-28T22:53:42.473Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.5,3,2,0.3991,5.8202,29.0693,-16.2459,-5.3656,8.341,0.381,3.2086,9.6304,-137.0313,-4.687,-2.4751,50.0036,6.0441,-10.2482,25.2,3.6,24,2339,230,NA,NA,NA,NA,NA,NA,FALSE,-16.4,14.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",3,"2024-05-28T22:52:54.587Z","2024-05-28T22:52:59.494Z",TRUE,"pitch","4a9fef0c-7c2c-4889-a8c2-e33ccedcdf8b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.1823,1.5231,NA,146.26,124.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Lindor strikes out swinging.",0,5,2,78,"bottom",10,"2024-05-28T22:51:24.333Z","2024-05-28T22:53:42.473Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84.4,11,2,0.4102,5.7592,25.9606,-26.4851,-0.1053,3.1446,-0.7675,4.2255,4.982,-133.0237,-0.4089,-2.6434,50.0031,6.2854,-0.191,1.2,6,24,2598,184,NA,NA,NA,NA,NA,NA,FALSE,-26.6,5.9,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",2,"2024-05-28T22:52:37.265Z","2024-05-28T22:52:41.256Z",TRUE,"pitch","75286d13-d8b8-462a-b5c6-270f0417cc51",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4138,1.4892,NA,109.14,132.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Lindor strikes out swinging.",0,5,2,78,"bottom",10,"2024-05-28T22:51:24.333Z","2024-05-28T22:53:42.473Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.7,12,2,0.3947,5.803,27.5698,-17.3258,-4.1836,7.5938,0.2062,3.9206,8.5583,-138.174,-2.7553,-2.3723,50.0028,6.0795,-8.1812,20.4,3.6,24,2410,222,NA,NA,NA,NA,NA,NA,FALSE,-16.7,13.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",1,"2024-05-28T22:52:12.127Z","2024-05-28T22:52:16.483Z",TRUE,"pitch","6ba331f3-9cd4-418f-8655-1f7b7f1b1aa9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.41,1.57,NA,118.74,167.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Lindor strikes out swinging.",0,5,2,78,"bottom",10,"2024-05-28T22:51:24.333Z","2024-05-28T22:53:42.473Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,83.9,5,2,0.4145,5.8513,24.8657,-24.1944,1.3061,4.5016,-0.0458,2.6316,6.2869,-131.5557,-4.549,-2.625,50.0041,6.151,2.3157,7.2,6,24,2662,178,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7.4,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",0,"2024-05-28T22:51:49.285Z","2024-05-28T22:51:54.223Z",TRUE,"pitch","cb2dc7c4-18aa-451f-af9b-67a363ad71f4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4139,1.6535,NA,45.93,194.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Lindor strikes out swinging.",0,5,2,78,"bottom",10,"2024-05-28T22:51:24.333Z","2024-05-28T22:53:42.473Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.9,14,2,0.3963,5.9475,27.3766,-17.7755,-3.8862,7.427,1.8645,1.6335,12.7847,-137.6256,-8.4511,-2.3139,50.0062,5.923,-7.5382,14.4,3.6,24,2461,228,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",2,"2024-05-28T22:51:14.077Z","2024-05-28T22:51:23.093Z",TRUE,"pitch","7cbc0281-cb88-40c6-834f-9cc36c69aa5a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.33,1.57,NA,100.65,186.02,"fly_ball","medium","7",73.6,85.08,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Tomás Nido flies out to left fielder Teoscar Hernández.",0,5,2,77,"bottom",10,"2024-05-28T22:50:19.082Z","2024-05-28T22:51:23.093Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.7,78.6,9,2,0.4435,5.8441,23.3852,-31.1216,7.3859,0.6836,0.4289,1.9541,5.1913,-123.2708,-3.7224,-2.6605,50.0046,6.0973,11.4235,21.6,8.4,24,2441,52,84.8,32,312,NA,NA,NA,TRUE,-37.3,0.6,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,643446,"Jeff McNeil","/api/v1/people/643446",NA,NA,NA,NA,NA,NA
745818,"2024-05-28",1,"2024-05-28T22:50:58.290Z","2024-05-28T22:51:02.019Z",TRUE,"pitch","a738f51e-21d0-4ef7-b7a9-fad4986ad2b2",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3411,1.5513,NA,115.42,174.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Tomás Nido flies out to left fielder Teoscar Hernández.",0,5,2,77,"bottom",10,"2024-05-28T22:50:19.082Z","2024-05-28T22:51:23.093Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85,78.5,5,2,0.4425,5.8316,24.5849,-33.0092,7.9119,-0.5331,0.0414,2.3719,4.0924,-123.7457,-2.4529,-2.6617,50.0055,6.14,12.2786,21.6,9.6,24,2422,47,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-1.3,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",0,"2024-05-28T22:50:41.807Z","2024-05-28T22:50:45.347Z",TRUE,"pitch","91d444a7-88ea-43ba-8365-98cf99d8fc84",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4157,1.6306,NA,122.84,180.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Tomás Nido flies out to left fielder Teoscar Hernández.",0,5,2,77,"bottom",10,"2024-05-28T22:50:19.082Z","2024-05-28T22:51:23.093Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,89.8,8,2,0.3871,5.9818,27.7006,-26.396,-9.7143,2.8436,-0.1532,2.1592,9.9536,-140.728,-5.9574,-2.45,50.0066,5.9812,-19.7652,33.6,6,24,2339,224,NA,NA,NA,NA,NA,NA,FALSE,-24.7,4.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745818,"2024-05-28",5,"2024-05-28T22:50:12.776Z","2024-05-28T22:50:16.381Z",TRUE,"pitch","77403b08-50b6-4066-9692-ab8c49b33864",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,0,NA,NA,3.53,1.65,NA,137.36,137.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brett Baty strikes out on a foul tip.",0,5,2,76,"bottom",10,"2024-05-28T22:48:44.091Z","2024-05-28T22:50:16.381Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.3,11,2,0.3958,5.731,28.5743,-17.8737,-4.5306,7.3591,-0.5341,3.7492,7.6325,-138.0011,-2.9881,-2.7377,50.0012,6.0392,-8.8029,21.6,3.6,24,2456,222,NA,NA,NA,NA,NA,NA,TRUE,-17.3,13,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,643446,"Jeff McNeil","/api/v1/people/643446",NA,NA,NA,NA,NA,NA
