"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717913,"2023-06-03",4,"2023-06-04T01:52:38.188Z","2023-06-04T01:52:48.544Z",TRUE,"pitch","5fcbcd58-ece5-47db-9bce-00466a91e9e7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.27,1.64,NA,114.83,177.1,"ground_ball","medium","4",145.9,151.73,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alex Kirilloff grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,4,2,76,"bottom",9,"2023-06-04T01:51:07.687Z","2023-06-04T01:52:48.544Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,91.5,5,0.9,0.3778,6.562,31.9841,-20.6432,1.5889,5.4119,0.057,2.2845,1.3565,-144.6726,-6.7281,-0.6235,50.0054,5.8942,3.3875,9.6,4.8,24,2682,178,87.8,8,111,NA,NA,NA,TRUE,-18.8,8.8,-3.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",3,"2023-06-04T01:52:20.885Z","2023-06-04T01:52:24.978Z",TRUE,"pitch","df165f7b-6246-4e20-a91c-dd9b125dd408",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.27,1.64,NA,122.72,208.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alex Kirilloff grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,4,2,76,"bottom",9,"2023-06-04T01:51:07.687Z","2023-06-04T01:52:48.544Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,83.4,13,0.91,0.4186,6.4745,24.6448,-34.8498,2.9947,-1.5397,-0.15,1.1331,-0.0533,-130.3254,-5.5316,-0.5192,50.0021,5.8825,5.2063,8.4,8.4,24,2566,47,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-3.7,-5.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",2,"2023-06-04T01:52:03.318Z","2023-06-04T01:52:07.737Z",TRUE,"pitch","622ece8e-cc6a-4799-ad4b-e04eddd73a3d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.245,1.6439,NA,87.77,205.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alex Kirilloff grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,4,2,76,"bottom",9,"2023-06-04T01:51:07.687Z","2023-06-04T01:52:48.544Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99,91.6,14,0.9,0.3791,6.4577,30.7994,-20.6614,0.4194,5.4328,0.7668,1.2332,3.2123,-144.0106,-9.3404,-0.4137,50.0013,5.7763,0.8872,3.6,4.8,24,2730,162,NA,NA,NA,NA,NA,NA,FALSE,-19.4,8.3,-1.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",1,"2023-06-04T01:51:44.817Z","2023-06-04T01:51:48.877Z",TRUE,"pitch","71cf384b-533c-4caf-95cf-8b90f9029486",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1576,1.6439,NA,156.51,169.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alex Kirilloff grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,4,2,76,"bottom",9,"2023-06-04T01:51:07.687Z","2023-06-04T01:52:48.544Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.1,84.6,11,0.91,0.4107,6.3678,25.6522,-33.8486,4.3909,-0.926,-1.0366,2.581,-2.5159,-132.8238,-2.3519,-0.6528,50.0044,5.9141,7.9287,12,8.4,24,2555,67,NA,NA,NA,NA,NA,NA,FALSE,-34.6,-1.9,-7.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",0,"2023-06-04T01:51:27.166Z","2023-06-04T01:51:31.459Z",TRUE,"pitch","eff8c51f-e975-43c0-9247-d55aac47a47c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0703,1.6439,NA,107.62,190.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alex Kirilloff grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,4,2,76,"bottom",9,"2023-06-04T01:51:07.687Z","2023-06-04T01:52:48.544Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100,92.8,8,0.89,0.3743,6.3429,29.949,-18.3017,1.9053,6.3761,0.2461,1.7743,1.6695,-145.5892,-8.3983,-0.5796,50.0021,5.7761,4.1432,12,3.6,24,2700,176,NA,NA,NA,NA,NA,NA,FALSE,-16.8,10.3,-3.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",4,"2023-06-04T01:50:57.244Z","2023-06-04T01:51:03.702Z",TRUE,"pitch","3a28ffc3-d257-4212-89ec-85c16920e306",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.44,1.65,NA,122.46,189.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Willi Castro strikes out swinging.",0,4,2,75,"bottom",9,"2023-06-04T01:49:26.391Z","2023-06-04T01:51:03.702Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,84.4,8,0.91,0.4118,6.6244,26.1682,-32.9684,3.6066,-0.441,-0.1433,1.8268,-0.4473,-132.5915,-4.2582,-0.4423,50.0054,5.8376,6.4748,10.8,7.2,24,2571,55,NA,NA,NA,NA,NA,NA,TRUE,-34.2,-1.4,-6.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",3,"2023-06-04T01:50:36.570Z","2023-06-04T01:50:40.516Z",TRUE,"pitch","c096d0bc-ff24-464c-b633-30707e182dfd",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.44,1.65,NA,75.36,162.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Willi Castro strikes out swinging.",0,4,2,75,"bottom",9,"2023-06-04T01:49:26.391Z","2023-06-04T01:51:03.702Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,90.9,12,0.91,0.3799,6.4504,32.1418,-18.4491,1.7812,6.5133,1.0924,2.8234,3.8703,-143.9464,-5.4463,-0.4989,50.0036,5.8752,3.7519,13.2,3.6,24,2732,163,NA,NA,NA,NA,NA,NA,FALSE,-16.9,10.9,-4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",2,"2023-06-04T01:50:20.089Z","2023-06-04T01:50:24.930Z",TRUE,"pitch","a539b5cb-7656-4676-9ea6-215e1398e5e8",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3276,1.6539,NA,107.2,181.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Willi Castro strikes out swinging.",0,4,2,75,"bottom",9,"2023-06-04T01:49:26.391Z","2023-06-04T01:51:03.702Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.5,90.4,8,0.91,0.3818,6.5326,32.3722,-17.0748,2.0702,7.2386,0.2571,2.132,1.6253,-143.3272,-7.4001,-0.5857,50,5.8086,4.3168,14.4,3.6,24,2692,164,NA,NA,NA,NA,NA,NA,FALSE,-16.3,11.9,-4.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",1,"2023-06-04T01:50:01.662Z","2023-06-04T01:50:06.162Z",TRUE,"pitch","6d47f58d-9455-4791-9547-137bf868092f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4042,1.657,NA,112.28,144.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Willi Castro strikes out swinging.",0,4,2,75,"bottom",9,"2023-06-04T01:49:26.391Z","2023-06-04T01:51:03.702Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,82.4,2,0.91,0.4188,6.3584,27.726,-33.5201,5.1374,-0.7742,0.1238,3.4878,-0.0458,-130.7995,-0.0804,-0.5259,50.0055,6.0335,8.8979,14.4,8.4,24,2603,60,NA,NA,NA,NA,NA,NA,FALSE,-35,-1.2,-9.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717913,"2023-06-03",0,"2023-06-04T01:49:44.850Z","2023-06-04T01:49:48.633Z",TRUE,"pitch","835f6d05-fbab-487f-8572-869190362dd0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4441,1.6539,NA,63.42,146.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Willi Castro strikes out swinging.",0,4,2,75,"bottom",9,"2023-06-04T01:49:26.391Z","2023-06-04T01:51:03.702Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,92.1,12,0.89,0.374,6.4332,34.1631,-14.6426,1.4285,8.0724,1.4057,3.4141,4.6689,-146.3719,-4.6748,-0.3951,50.0069,5.9071,3.104,14.4,3.6,24,2742,171,NA,NA,NA,NA,NA,NA,FALSE,-13.1,13.9,-3.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
