"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716382,"2023-09-30",3,"2023-09-30T04:16:23.153Z","2023-09-30T04:16:27.360Z",TRUE,"pitch","6b93333c-e6cb-4184-ad1e-dfa28b5ecfa8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1607,1.5601,NA,160.16,148.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Kolten Wong flies out to left fielder Michael Conforto.",0,6,2,57,"top",8,"2023-09-30T04:15:50.335Z","2023-09-30T04:16:44.724Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.8,77.4,11,0.9,0.4447,6.4235,26.5321,-32.1147,1.7064,0.0413,-1.1324,3.3541,0.9477,-123.5477,-0.8038,-1.7438,50.0044,6.4027,2.616,4.8,8.4,24,1751,50,NA,NA,NA,NA,NA,NA,FALSE,-38,0.1,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",2,"2023-09-30T04:16:04.721Z","2023-09-30T04:16:08.465Z",TRUE,"pitch","48f7eb8c-d844-496a-8bb3-527f714566f1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.53,NA,144.8,171.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Kolten Wong flies out to left fielder Michael Conforto.",0,6,2,57,"top",8,"2023-09-30T04:15:50.335Z","2023-09-30T04:16:44.724Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,86.8,4,0.9,0.3954,6.6561,34.3067,-21.9221,-9.2027,5.2872,-0.7293,2.4908,5.3111,-139.089,-6.4249,-1.4787,50.0026,6.308,-17.8378,34.8,6,24,2324,227,NA,NA,NA,NA,NA,NA,FALSE,-22,8.3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",1,"2023-09-30T04:15:52.677Z","2023-09-30T04:15:56.903Z",TRUE,"pitch","f6881b12-db76-49ce-b0e3-3ab67d2b3499",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2578,1.5605,NA,153.62,176.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Kolten Wong flies out to left fielder Michael Conforto.",0,6,2,57,"top",8,"2023-09-30T04:15:50.335Z","2023-09-30T04:16:44.724Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.5,13,0.92,0.3937,6.7366,33.0586,-22.4996,-9.5084,4.9437,-0.9606,2.3009,5.0272,-139.4479,-6.7186,-1.5569,50.0067,6.2391,-18.6213,36,6,24,2319,225,NA,NA,NA,NA,NA,NA,FALSE,-22.3,7.7,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",0,"2023-09-30T04:15:17.895Z","2023-09-30T04:15:52.677Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Kolten Wong replaces J. D. Martinez.","Offensive Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,543939,"/api/v1/people/543939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","401","57","atBat","Flyout","field_out","Kolten Wong flies out to left fielder Michael Conforto.",0,6,2,57,"top",8,"2023-09-30T04:15:50.335Z","2023-09-30T04:16:44.724Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,502110,"/api/v1/people/502110",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",4,"2023-09-30T04:14:54.904Z","2023-09-30T04:14:59.473Z",TRUE,"pitch","802a604f-f5a6-4c87-889b-d257d6a3c07a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.3998,1.6317,NA,92.83,162.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith called out on strikes.",0,6,2,56,"top",8,"2023-09-30T04:13:34.697Z","2023-09-30T04:14:59.473Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669257,"Will Smith","/api/v1/people/669257","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,85.9,6,0.93,0.3996,6.6258,32.7547,-18.4817,-11.361,7.2103,0.6341,2.8348,8.6155,-137.4817,-6.1958,-1.0768,50.0019,6.388,-21.5732,44.4,6,24,2309,217,NA,NA,NA,NA,NA,NA,TRUE,-19.1,11.8,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",3,"2023-09-30T04:14:35.447Z","2023-09-30T04:14:39.496Z",TRUE,"pitch","d8801175-25db-4ba8-a719-083f12bef3a9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3998,1.6317,NA,60.54,180.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith called out on strikes.",0,6,2,56,"top",8,"2023-09-30T04:13:34.697Z","2023-09-30T04:14:59.473Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669257,"Will Smith","/api/v1/people/669257","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.3,14,0.94,0.3952,6.7886,31.6405,-24.4977,-9.8914,3.9516,1.4813,2.1412,10.3444,-138.6909,-6.4027,-1.0156,50.0065,6.1187,-19.2327,33.6,6,24,2110,225,NA,NA,NA,NA,NA,NA,FALSE,-24.2,5.9,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",1,"2023-09-30T04:14:10.340Z","2023-09-30T04:14:15.674Z",TRUE,"pitch","71609293-85a6-4cd8-85cd-ca0175f3d200",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.32,1.55,NA,93.38,167.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith called out on strikes.",0,6,2,56,"top",8,"2023-09-30T04:13:34.697Z","2023-09-30T04:14:59.473Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669257,"Will Smith","/api/v1/people/669257","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.6,78.8,6,0.9,0.4425,6.4159,22.1933,-36.3215,3.6724,-2.6645,0.6196,2.6553,3.948,-123.309,-1.9817,-1.4734,50.0036,6.5047,5.7127,9.6,9.6,24,2053,42,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-5,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",0,"2023-09-30T04:13:59.256Z","2023-09-30T04:14:03.109Z",TRUE,"pitch","317eb149-4315-423b-b4c9-6aacfaa9a044",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4354,1.7748,NA,94.03,171.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith called out on strikes.",0,6,2,56,"top",8,"2023-09-30T04:13:34.697Z","2023-09-30T04:14:59.473Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669257,"Will Smith","/api/v1/people/669257","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.8,78.6,6,0.89,0.4424,6.4674,23.2037,-31.8859,0.8664,0.1822,0.6025,2.4828,4.5611,-123.5155,-3.3453,-1.3759,50.0017,6.5191,1.3454,3.6,8.4,24,1770,38,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-0.1,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",2,"2023-09-30T04:14:25.182Z","2023-09-30T04:14:35.447Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,669257,"/api/v1/people/669257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith called out on strikes.",0,6,2,56,"top",8,"2023-09-30T04:13:34.697Z","2023-09-30T04:14:59.473Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669257,"Will Smith","/api/v1/people/669257","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",6,"2023-09-30T04:13:19.208Z","2023-09-30T04:13:26.899Z",TRUE,"pitch","96ccae06-3e52-4ef6-b826-d4acc2012ee4",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.64,1.83,NA,120.6,166.07,"ground_ball","medium","4",146.51,144.62,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.9,5,0.95,0.3927,6.5383,31.839,-27.8859,-10.2264,2.177,-0.0945,2.6929,7.2941,-139.5465,-4.9402,-1.4156,50.0026,6.3266,-20.1384,32.4,7.2,24,1629,257,94.7,-30,5,NA,NA,NA,TRUE,-26.6,3.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",5,"2023-09-30T04:12:59.034Z","2023-09-30T04:13:03.639Z",TRUE,"pitch","9c5545d8-9f74-4b2e-8140-7149237c974c",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.64,1.83,NA,139.3,180.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.8,83.5,7,0.79,0.4145,6.445,27.9388,-28.9736,-6.6424,1.81,-0.585,2.1747,4.654,-132.1041,-4.9948,-1.5058,50.005,6.218,-11.7508,20.4,7.2,24,1691,235,NA,NA,NA,NA,NA,NA,FALSE,-30.7,2.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",4,"2023-09-30T04:12:41.006Z","2023-09-30T04:12:45.170Z",TRUE,"pitch","3214d288-1ecb-49aa-81cd-c91362f9fc82",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.64,1.83,NA,124.71,161.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.6,5,0.94,0.3939,6.5591,31.6903,-27.6704,-9.3454,2.2989,-0.2023,2.8761,6.4946,-139.1313,-4.4624,-1.3546,50.0017,6.3382,-18.2908,30,7.2,24,2175,226,NA,NA,NA,NA,NA,NA,FALSE,-26.5,3.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",3,"2023-09-30T04:12:23.458Z","2023-09-30T04:12:27.189Z",TRUE,"pitch","2326648e-d2d4-4623-b2d8-2cdf37a69a94",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.64,1.83,NA,142.98,181.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.6,7,0.92,0.3948,6.617,30.7121,-25.5371,-9.7709,3.4005,-0.6814,2.134,5.7885,-138.6898,-6.6297,-1.5251,50,6.256,-19.0513,33.6,7.2,24,2216,221,NA,NA,NA,NA,NA,NA,FALSE,-25.1,4.9,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",2,"2023-09-30T04:12:11.272Z","2023-09-30T04:12:15.716Z",TRUE,"pitch","84b6a95f-aba5-4859-8480-3a95da89b84c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.6047,1.8732,NA,60.62,207.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.3,79.2,14,0.89,0.4439,6.3218,21.1304,-36.1868,1.9225,-2.5909,1.4791,1.1767,6.2297,-122.7405,-5.3719,-1.3277,50.0049,6.4274,2.9739,6,9.6,24,2125,38,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-5.6,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",1,"2023-09-30T04:11:59.354Z","2023-09-30T04:12:03.707Z",TRUE,"pitch","8681e8c6-7b5d-4d8d-8fa1-67cebb5da92b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.676,1.8374,NA,89.83,205.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.2,82.7,14,0.83,0.4187,6.3681,28.1367,-25.0523,-9.5061,4.1125,0.7128,1.2275,8.8421,-130.9026,-8.0142,-1.4769,50.0035,6.2098,-16.4661,28.8,7.2,24,1681,231,NA,NA,NA,NA,NA,NA,FALSE,-28.1,5.8,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716382,"2023-09-30",0,"2023-09-30T04:11:45.877Z","2023-09-30T04:11:49.687Z",TRUE,"pitch","d2d09fb2-385a-4ace-9137-c45290bb3213",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.64,1.83,NA,130.68,163.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Freddie Freeman grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.",0,6,2,55,"top",8,"2023-09-30T04:11:33.195Z","2023-09-30T04:13:26.899Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.2,4,0.92,0.4002,6.5469,31.0349,-26.5106,-10.6313,2.9884,-0.3588,2.7936,6.6209,-136.9985,-4.9466,-1.429,50.0031,6.4407,-20.154,33.6,7.2,24,2075,225,NA,NA,NA,NA,NA,NA,FALSE,-26.4,4.6,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
