"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716403,"2023-09-28",2,"2023-09-29T01:45:42.698Z","2023-09-29T01:45:50.382Z",TRUE,"pitch","70148483-bba6-4d8a-ada0-90c97b66d092",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.23,1.49,NA,137.44,179.07,"ground_ball","medium","6",101.85,156,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Everson Pereira grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",0,0,6,73,"top",9,"2023-09-29T01:45:01.356Z","2023-09-29T01:45:50.382Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.6,4,0.9,0.4029,6.5646,30.8624,-22.9037,9.8467,4.9567,-0.5361,2.2116,-8.039,-136.1309,-6.1767,1.181,50.0017,6.1034,18.4149,34.8,6,24,2059,132,104.8,-10,14,NA,NA,NA,TRUE,-23.5,7.8,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",1,"2023-09-29T01:45:22.377Z","2023-09-29T01:45:26.953Z",TRUE,"pitch","b53c729b-90fe-4092-b87e-9aa297fb10cf",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,2,NA,NA,3.2447,1.506,NA,144.44,253.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Everson Pereira grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",0,0,6,73,"top",9,"2023-09-29T01:45:01.356Z","2023-09-29T01:45:50.382Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.3,13,0.91,0.4309,6.7742,24.8129,-32.2976,-0.1391,-0.0764,-0.72,-0.5347,-5.8914,-126.8745,-9.6072,1.6457,50.0041,5.8577,-0.2264,2.4,8.4,24,2457,348,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",0,"2023-09-29T01:45:10.237Z","2023-09-29T01:45:13.953Z",TRUE,"pitch","ea02fe8d-17a6-43bd-8468-564cee3074ea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3135,1.5758,NA,192.51,173.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Everson Pereira grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",0,0,6,73,"top",9,"2023-09-29T01:45:01.356Z","2023-09-29T01:45:50.382Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,84.8,13,0.9,0.4063,6.631,30.8431,-22.0411,11.0373,5.5155,-1.981,2.4037,-12.2818,-135.0792,-5.6168,1.2019,50.0064,6.071,20.2952,37.2,6,24,2220,135,NA,NA,NA,NA,NA,NA,FALSE,-23,8.9,-17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",1,"2023-09-29T01:44:25.871Z","2023-09-29T01:44:37.791Z",TRUE,"pitch","79436466-3640-4e86-82bc-afbd9e232571",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.18,1.52,NA,130.43,205.52,"ground_ball","medium","7",69.04,123.47,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Anthony Volpe doubles (23) on a ground ball to left fielder Daulton Varsho. Oswaldo Cabrera to 3rd.",0,0,6,72,"top",9,"2023-09-29T01:43:56.733Z","2023-09-29T01:44:37.791Z",TRUE,FALSE,FALSE,FALSE,34,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.3,13,0.92,0.4495,6.7128,24.9153,-33.9107,-1.5038,-1.1511,-0.3523,1.2319,-3.8845,-122.0471,-4.7005,1.458,50.0058,6.1164,-2.2599,4.8,9.6,24,2432,336,97.1,8,134,NA,NA,NA,FALSE,-42,-3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,683011,"Anthony Volpe","/api/v1/people/683011",665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA
716403,"2023-09-28",0,"2023-09-29T01:44:11.603Z","2023-09-29T01:44:15.022Z",TRUE,"pitch","2c452200-218f-4deb-8898-fa3bed2270cb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1789,1.5758,NA,104.77,152.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Anthony Volpe doubles (23) on a ground ball to left fielder Daulton Varsho. Oswaldo Cabrera to 3rd.",0,0,6,72,"top",9,"2023-09-29T01:43:56.733Z","2023-09-29T01:44:37.791Z",TRUE,FALSE,FALSE,FALSE,34,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.5,3,0.89,0.403,6.5686,30.3755,-23.5274,7.7876,4.6248,0.3208,3.1914,-5.1428,-136.0238,-3.7468,1.226,50.0053,6.2218,14.5671,28.8,6,24,2001,136,NA,NA,NA,NA,NA,NA,FALSE,-23.6,7.8,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",0,"2023-09-29T01:43:35.666Z","2023-09-29T01:43:42.612Z",TRUE,"pitch","4908c8fa-0fc5-49fd-a18d-9072ce21e4fe",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.2,1.51,NA,117.67,177.43,"ground_ball","medium","5",118.83,187.54,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Oswaldo Cabrera singles on a ground ball to third baseman Matt Chapman.",0,0,6,71,"top",9,"2023-09-29T01:43:25.242Z","2023-09-29T01:43:42.612Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.9,5,0.92,0.4454,6.6224,24.264,-35.7151,-1.7539,-2.3121,-0.0175,2.2721,-3.2672,-122.9455,-2.4026,1.5563,50.002,6.2915,-2.6862,4.8,9.6,24,2268,324,69,-50,4,NA,NA,NA,FALSE,-42.8,-4.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,665828,"Oswaldo Cabrera","/api/v1/people/665828"
716403,"2023-09-28",5,"2023-09-29T01:43:06.917Z","2023-09-29T01:43:12.125Z",TRUE,"pitch","fe7649bc-1e3d-452c-be64-d90d40ea39d4",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,1,NA,NA,3.66,1.78,NA,162.52,218.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,0,6,70,"top",9,"2023-09-29T01:41:43.256Z","2023-09-29T01:43:12.125Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.5,13,0.91,0.4417,6.6036,27.4748,-31.1003,-0.1265,0.6932,-1.1942,0.7387,-6.6331,-124.4978,-6.7922,1.5331,50.0032,6.1115,-0.1966,2.4,8.4,24,2390,351,NA,NA,NA,NA,NA,NA,TRUE,-37.9,-0.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",4,"2023-09-29T01:42:50.038Z","2023-09-29T01:42:53.952Z",TRUE,"pitch","483a5a6e-1190-4370-b030-f39065e85017",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.6589,1.8081,NA,151.91,230.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,0,6,70,"top",9,"2023-09-29T01:41:43.256Z","2023-09-29T01:43:12.125Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,77.3,13,0.91,0.448,6.6163,28.3355,-32.8956,-0.1664,-0.4808,-0.9159,0.3199,-5.7029,-123.077,-7.1441,1.4696,50.0006,6.1075,-0.2508,2.4,9.6,24,2276,342,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-2.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",3,"2023-09-29T01:42:25.558Z","2023-09-29T01:42:28.857Z",TRUE,"pitch","b966dca6-a29d-425d-abab-8537bc3c6b4a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.66,1.78,NA,154.62,197.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,0,6,70,"top",9,"2023-09-29T01:41:43.256Z","2023-09-29T01:43:12.125Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.9,13,0.92,0.4467,6.5325,24.811,-35.5946,-1.9504,-2.2496,-0.987,1.5382,-5.3125,-122.7204,-4.0167,1.4612,50.0025,6.2356,-2.9667,6,9.6,24,2334,333,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716403,"2023-09-28",2,"2023-09-29T01:42:13.915Z","2023-09-29T01:42:18.078Z",TRUE,"pitch","4533e52c-0c57-4bac-8c54-e1b4fb6776a6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.66,1.78,NA,193.14,205.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,0,6,70,"top",9,"2023-09-29T01:41:43.256Z","2023-09-29T01:43:12.125Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.6,13,0.91,0.4361,6.5803,27.7752,-33.2962,-1.5799,-0.703,-1.9976,1.2435,-7.8962,-126.0476,-5.6535,1.3927,50.0043,6.2329,-2.518,7.2,8.4,24,2335,336,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-2.5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
