"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718064,"2023-05-23",3,"2023-05-24T02:11:04.648Z","2023-05-24T02:11:15.039Z",TRUE,"pitch","9459be10-c522-4e76-8a78-c076e6cbc00e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.45,1.61,NA,110.81,137.3,"popup","medium","6",111.59,158.2,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","CJ Abrams pops out to shortstop Xander Bogaerts.",0,7,4,80,"bottom",9,"2023-05-24T02:09:55.524Z","2023-05-24T02:11:15.039Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.9,12,0.91,0.3867,6.8729,31.9806,-10.1711,4.88,10.823,0.1624,3.7583,-7.7226,-141.5948,-3.7367,2.2896,50.0006,5.7446,9.9198,37.2,2.4,24,2127,149,92.5,69,108,NA,NA,NA,TRUE,-9.8,19.1,-7.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",2,"2023-05-24T02:10:40.457Z","2023-05-24T02:10:44.133Z",TRUE,"pitch","ee4decb9-6cc9-4d81-9b54-0f91d8811033",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.45,1.61,NA,130.03,146.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","CJ Abrams pops out to shortstop Xander Bogaerts.",0,7,4,80,"bottom",9,"2023-05-24T02:09:55.524Z","2023-05-24T02:11:15.039Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.4,1,0.91,0.3891,6.7822,32.0429,-9.7491,5.3615,11.1731,-0.3418,3.4123,-9.5036,-140.7922,-4.3285,2.3812,50.001,5.6008,10.7598,38.4,2.4,24,2401,147,NA,NA,NA,NA,NA,NA,FALSE,-9.7,19.4,-7.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",1,"2023-05-24T02:10:24.844Z","2023-05-24T02:10:28.623Z",TRUE,"pitch","74dadd74-2b0b-482a-922e-2c8edeefb36d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4852,1.5983,NA,173.99,188.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","CJ Abrams pops out to shortstop Xander Bogaerts.",0,7,4,80,"bottom",9,"2023-05-24T02:09:55.524Z","2023-05-24T02:11:15.039Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,79.2,13,0.9,0.4358,6.7354,28.3593,-29.6778,-0.0118,1.564,-1.495,1.8754,-10.1379,-126.2351,-2.5613,2.5935,50.0037,5.3196,-0.0166,3.6,7.2,24,2464,298,NA,NA,NA,NA,NA,NA,FALSE,-34.2,2.4,2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",0,"2023-05-24T02:10:07.305Z","2023-05-24T02:10:13.236Z",TRUE,"pitch","d266ee89-0286-4b82-a9f7-c82cede75527",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.45,1.61,NA,112.21,171.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","CJ Abrams pops out to shortstop Xander Bogaerts.",0,7,4,80,"bottom",9,"2023-05-24T02:09:55.524Z","2023-05-24T02:11:15.039Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.1,5,0.9,0.3914,6.5718,30.3566,-9.2742,5.9641,11.5359,0.1257,2.5095,-8.3466,-139.7413,-6.8199,2.3711,50.0046,5.5851,11.842,43.2,3.6,24,2160,147,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.7,-9.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",4,"2023-05-24T02:09:37.971Z","2023-05-24T02:09:44.014Z",TRUE,"pitch","b8a9eab2-aaad-4818-ad61-aa12c41e585f",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,1,NA,NA,3.32,1.67,NA,132.79,163.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Call strikes out on a foul tip.",0,7,4,79,"bottom",9,"2023-05-24T02:08:11.381Z","2023-05-24T02:09:44.014Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669743,"Alex Call","/api/v1/people/669743","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.4,4,0.91,0.3862,6.9998,30.3963,-8.7264,5.8206,11.4932,-0.4143,2.7702,-9.4037,-141.4908,-6.4918,2.1865,50.0031,5.6446,11.8759,44.4,2.4,24,2284,150,NA,NA,NA,NA,NA,NA,TRUE,-9.1,19.7,-8.8,NA,NA,NA,NA,NA,TRUE,FALSE,642086,"Dominic Smith","/api/v1/people/642086",NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",3,"2023-05-24T02:09:17.268Z","2023-05-24T02:09:20.690Z",TRUE,"pitch","d308af55-effb-4648-9234-bd6b56d45eae",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.32,1.67,NA,113.5,160.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Call strikes out on a foul tip.",0,7,4,79,"bottom",9,"2023-05-24T02:08:11.381Z","2023-05-24T02:09:44.014Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669743,"Alex Call","/api/v1/people/669743","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,87.8,2,0.9,0.3916,6.666,31.779,-9.1356,5.5045,11.6256,0.0917,2.8879,-8.163,-139.9203,-6.0272,2.3327,50,5.6695,10.9062,40.8,2.4,24,2200,147,NA,NA,NA,NA,NA,NA,FALSE,-9.6,19.9,-8.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",2,"2023-05-24T02:09:01.492Z","2023-05-24T02:09:05.635Z",TRUE,"pitch","d44969e9-aec1-437e-a460-76770a0ed563",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3202,1.6699,NA,148.98,173.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Call strikes out on a foul tip.",0,7,4,79,"bottom",9,"2023-05-24T02:08:11.381Z","2023-05-24T02:09:44.014Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669743,"Alex Call","/api/v1/people/669743","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87,13,0.9,0.3962,6.6199,30.8523,-7.953,4.9253,12.5167,-0.8391,2.4205,-10.515,-138.2352,-7.4201,2.3743,50.0013,5.6735,9.5307,37.2,2.4,24,2285,151,NA,NA,NA,NA,NA,NA,FALSE,-9.1,21.2,-6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",1,"2023-05-24T02:08:46.610Z","2023-05-24T02:08:50.426Z",TRUE,"pitch","f901e38f-848d-4b83-a1ab-7865982005cc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2149,1.6583,NA,120.49,122.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Call strikes out on a foul tip.",0,7,4,79,"bottom",9,"2023-05-24T02:08:11.381Z","2023-05-24T02:09:44.014Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669743,"Alex Call","/api/v1/people/669743","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.1,11,0.9,0.3941,6.6251,31.3567,-11.2029,6.7254,10.7229,-0.0914,4.3094,-8.9324,-139.0169,-1.8946,2.2906,50.0057,5.7441,13.1577,43.2,3.6,24,2222,145,NA,NA,NA,NA,NA,NA,FALSE,-10.8,19.2,-10.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",0,"2023-05-24T02:08:33.001Z","2023-05-24T02:08:36.678Z",TRUE,"pitch","f951f8c7-2889-412d-8589-e5f0a64d841d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2382,1.6583,NA,168.3,183.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Alex Call strikes out on a foul tip.",0,7,4,79,"bottom",9,"2023-05-24T02:08:11.381Z","2023-05-24T02:09:44.014Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669743,"Alex Call","/api/v1/people/669743","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.1,13,0.9,0.3963,6.9317,30.5355,-7.6457,6.451,12.6744,-1.3458,2.0511,-11.7819,-138.175,-8.3265,2.1335,50.0021,5.6157,12.4845,46.8,2.4,24,2249,156,NA,NA,NA,NA,NA,NA,FALSE,-9,21.2,-9.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718064,"2023-05-23",1,"2023-05-24T02:07:58.588Z","2023-05-24T02:08:10.599Z",TRUE,"pitch","8842dd2b-d7bf-4622-9f85-f62e487c4b34",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.24,1.58,NA,148,153.24,"line_drive","medium","8",129.2,88.49,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Dominic Smith singles on a line drive to center fielder Trent Grisham.",0,7,4,78,"bottom",9,"2023-05-24T02:07:20.783Z","2023-05-24T02:08:10.599Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,642086,"Dominic Smith","/api/v1/people/642086","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.8,1,0.9,0.3967,6.706,30.2866,-11.7706,7.0721,10.5659,-0.8132,3.1681,-10.9612,-137.9798,-4.6929,2.2893,50.001,5.682,13.6554,40.8,3.6,24,2166,146,85.1,13,174,NA,NA,NA,FALSE,-12.1,18.4,-10.6,NA,NA,NA,NA,NA,FALSE,FALSE,642086,"Dominic Smith","/api/v1/people/642086",NA,NA,NA,NA,NA,NA,NA,NA,NA
