"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716580,"2023-09-14",3,"2023-09-15T02:14:12.902Z","2023-09-15T02:14:19.617Z",TRUE,"pitch","5a2098e8-39d7-4336-8301-c54b862f904e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.34,1.61,NA,115.26,159.57,"ground_ball","medium","4",152.58,155.67,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Gavin Sheets grounds out, second baseman Jorge Polanco to first baseman Alex Kirilloff.",0,10,2,75,"bottom",9,"2023-09-15T02:13:12.254Z","2023-09-15T02:14:19.617Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.9,2,2,0.4039,7.0762,31.7193,-12.7814,8.2764,10.4289,0.0457,2.9337,-7.0601,-135.9591,-5.9311,1.6096,50.0001,6.0419,15.386,44.4,4.8,24,2388,141,89,-15,11,NA,NA,NA,TRUE,-13.8,17.6,-13.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",2,"2023-09-15T02:13:56.680Z","2023-09-15T02:14:01.455Z",TRUE,"pitch","ca00e730-00a2-4f20-9dbe-d68686b53114",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.4885,1.6025,NA,122.67,162.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Gavin Sheets grounds out, second baseman Jorge Polanco to first baseman Alex Kirilloff.",0,10,2,75,"bottom",9,"2023-09-15T02:13:12.254Z","2023-09-15T02:14:19.617Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.5,5,2,0.4066,6.6689,30.9264,-12.7692,7.3594,10.5704,-0.1488,2.8351,-7.4435,-135.0125,-6.0208,1.6951,50.0019,6.0021,13.51,39.6,3.6,24,2308,142,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.9,-11.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",1,"2023-09-15T02:13:42.887Z","2023-09-15T02:13:46.462Z",TRUE,"pitch","a2e6ba68-47d1-4c50-8da0-f097ad579c23",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.427,1.6056,NA,125.16,205.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Gavin Sheets grounds out, second baseman Jorge Polanco to first baseman Alex Kirilloff.",0,10,2,75,"bottom",9,"2023-09-15T02:13:12.254Z","2023-09-15T02:14:19.617Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.8,74.1,13,2,0.4672,7.3192,23.9868,-29.5087,-1.2792,1.9204,-0.214,1.2469,-4.555,-117.5977,-4.3109,1.9206,50.0032,5.8659,-1.7772,4.8,8.4,24,1991,280,NA,NA,NA,NA,NA,NA,FALSE,-39.5,2.6,3.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",0,"2023-09-15T02:13:29.157Z","2023-09-15T02:13:33.715Z",TRUE,"pitch","67eaeceb-aaaf-4879-af10-44a5da0dfd34",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4934,1.7373,NA,129.96,198.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Gavin Sheets grounds out, second baseman Jorge Polanco to first baseman Alex Kirilloff.",0,10,2,75,"bottom",9,"2023-09-15T02:13:12.254Z","2023-09-15T02:14:19.617Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.9,73.8,13,2,0.4712,6.5338,22.1688,-32.9452,-3.6756,-0.5651,-0.34,1.5009,-4.0729,-116.3098,-3.0308,1.9124,50.0019,5.9504,-5.0264,9.6,9.6,24,2105,291,NA,NA,NA,NA,NA,NA,FALSE,-44.4,-1.6,7.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",1,"2023-09-15T02:12:48.401Z","2023-09-15T02:13:00.873Z",TRUE,"pitch","58067e73-efec-4578-97ed-af187b72e2d8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.34,1.57,NA,119.71,147.25,"fly_ball","medium","8",144.4,63.96,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Vaughn flies out to center fielder Andrew Stevenson. Eloy Jimenez to 3rd.",0,10,2,74,"bottom",9,"2023-09-15T02:12:27.545Z","2023-09-15T02:13:00.873Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.1,73.7,2,2,0.4693,6.6779,21.4617,-29.6315,-1.5227,1.8449,-0.0711,3.3899,-3.8521,-116.6176,0.2672,1.7985,50.0048,6.0638,-2.102,4.8,8.4,24,2080,292,98.1,39,339,NA,NA,NA,TRUE,-38.9,3.7,3.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,650391,"Eloy Jiménez","/api/v1/people/650391",NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",0,"2023-09-15T02:12:33.909Z","2023-09-15T02:12:37.183Z",TRUE,"pitch","94d061b2-0195-4cef-9a9c-c9e3da16de91",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3808,1.5375,NA,173.82,207.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Vaughn flies out to center fielder Andrew Stevenson. Eloy Jimenez to 3rd.",0,10,2,74,"bottom",9,"2023-09-15T02:12:27.545Z","2023-09-15T02:13:00.873Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,74.4,13,2,0.468,6.5291,22.2963,-29.5896,-1.8404,1.8661,-1.4907,1.1465,-7.1687,-117.0721,-4.5504,1.8515,50.0057,5.8881,-2.5511,7.2,8.4,24,2109,302,NA,NA,NA,NA,NA,NA,FALSE,-39.8,2.5,5.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",4,"2023-09-15T02:12:09.115Z","2023-09-15T02:12:15.626Z",TRUE,"pitch","8210f43d-5ad2-4a90-b08a-cb7b30e1eb9b",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.31,1.48,NA,91.72,162.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,10,2,73,"bottom",9,"2023-09-15T02:11:02.731Z","2023-09-15T02:12:15.626Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660162,"Yoán Moncada","/api/v1/people/660162","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.9,3,2,0.4049,6.7953,30.7179,-16.2672,8.6004,8.5924,0.6631,2.829,-5.9145,-135.4701,-5.3995,1.7619,50.0005,5.9922,15.9182,39.6,4.8,24,2389,136,NA,NA,NA,NA,NA,NA,TRUE,-17.2,14.5,-14.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,650391,"Eloy Jiménez","/api/v1/people/650391",NA,NA,NA,NA
716580,"2023-09-14",3,"2023-09-15T02:11:51.211Z","2023-09-15T02:11:54.913Z",TRUE,"pitch","933dafdf-58c8-483a-b0de-c09bc3b5e6df",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.2718,1.4292,NA,142.41,193.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,10,2,73,"bottom",9,"2023-09-15T02:11:02.731Z","2023-09-15T02:12:15.626Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660162,"Yoán Moncada","/api/v1/people/660162","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84,7,2,0.4099,7.2941,30.5144,-16.4103,10.1591,8.73,-0.6667,1.6664,-9.7152,-133.9157,-7.8,1.6987,50.0017,5.8037,18.3418,42,6,24,2331,135,NA,NA,NA,NA,NA,NA,FALSE,-18.4,14.2,-16.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",2,"2023-09-15T02:11:37.201Z","2023-09-15T02:11:40.201Z",TRUE,"pitch","f063ea08-96d7-4254-88cb-44dc27a46613",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2516,1.4292,NA,35.95,155.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,10,2,73,"bottom",9,"2023-09-15T02:11:02.731Z","2023-09-15T02:12:15.626Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660162,"Yoán Moncada","/api/v1/people/660162","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.3,75.9,12,2,0.4532,7.3708,25.3533,-25.8537,9.0616,4.2817,2.1262,3.0878,-2.8407,-121.2098,-1.2819,2.1412,50.0051,5.8969,13.3833,26.4,8.4,24,1548,113,NA,NA,NA,NA,NA,NA,FALSE,-31.9,7.7,-15.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716580,"2023-09-14",1,"2023-09-15T02:11:20.854Z","2023-09-15T02:11:24.646Z",TRUE,"pitch","a1309c80-6905-41e4-8581-7a83c181fb1f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3241,1.4807,NA,94.51,201.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,10,2,73,"bottom",9,"2023-09-15T02:11:02.731Z","2023-09-15T02:12:15.626Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660162,"Yoán Moncada","/api/v1/people/660162","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.7,9,2,0.4114,6.5933,30.866,-16.0835,9.5321,8.9772,0.5901,1.3715,-6.4794,-133.5403,-8.9655,1.8192,50.0002,5.948,17.0782,40.8,6,24,2185,134,NA,NA,NA,NA,NA,NA,FALSE,-18.4,14.3,-15.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
