"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746726,"2024-04-20",2,"2024-04-21T00:58:33.765Z","2024-04-21T00:58:41.126Z",TRUE,"pitch","c71ba29c-93d1-4c23-8a86-c619071399f8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5925,1.6851,NA,100.26,212.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,5,7,60,"bottom",7,"2024-04-21T00:57:56.377Z","2024-04-21T00:59:37.703Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Los Angeles Angels","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.4,77.6,14,2,0.4445,5.8818,28.6411,-27.8187,2.7987,2.8384,0.4391,0.9868,7.484,-124.0198,-5.3205,-3.0013,50.0005,5.5279,4.2842,10.8,8.4,24,2704,74,NA,NA,NA,NA,NA,NA,FALSE,-34.2,4,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682829,"Elly De La Cruz","/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",1,"2024-04-21T00:58:18.344Z","2024-04-21T00:58:22.543Z",TRUE,"pitch","5b2fd4b9-7795-44f9-941c-ca6da7bdebda",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5668,1.7376,NA,112.83,215.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,5,7,60,"bottom",7,"2024-04-21T00:57:56.377Z","2024-04-21T00:59:37.703Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.2,14,0.67,0.4055,5.948,30.0919,-16.5184,-7.7017,8.4761,0.1095,0.8736,9.6863,-135.1913,-9.6114,-2.523,50.0021,5.6398,-14.2242,33.6,4.8,24,2258,227,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.3,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682829,"Elly De La Cruz","/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",0,"2024-04-21T00:57:56.377Z","2024-04-21T00:58:01.161Z",TRUE,"pitch","a7fa2c3e-31c8-4e67-a7de-6b54db940adc",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.46,1.67,NA,116.66,168.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,5,7,60,"bottom",7,"2024-04-21T00:57:56.377Z","2024-04-21T00:59:37.703Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Los Angeles Angels","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",84.6,77.3,5,2,0.4465,5.8973,26.0118,-25.8746,4.8016,4.142,0.0088,2.5947,6.1258,-123.0148,-2.0889,-3.1444,50.005,5.6639,7.307,18,7.2,24,2638,85,NA,NA,NA,NA,NA,NA,FALSE,-31.3,7.2,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682829,"Elly De La Cruz","/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",2,"2024-04-21T00:55:38.969Z","2024-04-21T00:55:50.305Z",TRUE,"pitch","cc05b83d-2812-4885-97df-0c9c6c259398",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.4,1.6,NA,111.95,161.48,"popup","medium","3",155.69,166.01,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Taylor Ward pops out to first baseman Christian Encarnacion-Strand.",0,5,7,59,"top",7,"2024-04-21T00:55:01.696Z","2024-04-21T00:55:50.305Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,82.6,2,0.8,0.4144,5.6362,31.3816,-10.858,-4.3571,12.0814,0.1324,2.8628,5.8741,-132.7378,-6.2874,-1.5548,50.0035,6.0715,-7.6886,27.6,3.6,24,2317,200,89.4,71,112,NA,NA,NA,TRUE,-12.6,20.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682829,"Elly De La Cruz","/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",1,"2024-04-21T00:55:21.044Z","2024-04-21T00:55:25.968Z",TRUE,"pitch","17bffb11-31e5-46d0-9780-460c7d28e826",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2316,1.5014,NA,182.65,145.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Taylor Ward pops out to first baseman Christian Encarnacion-Strand.",0,5,7,59,"top",7,"2024-04-21T00:55:01.696Z","2024-04-21T00:55:50.305Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,83.9,11,0.93,0.4105,5.8232,28.2464,-15.878,-7.4239,9.0311,-1.7222,3.438,2.6514,-133.354,-4.1917,-1.764,50,6.173,-13.3896,37.2,4.8,24,2393,198,NA,NA,NA,NA,NA,NA,FALSE,-16.8,15.7,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682829,"Elly De La Cruz","/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",0,"2024-04-21T00:55:05.125Z","2024-04-21T00:55:09.118Z",TRUE,"pitch","45bd55c2-7189-419c-9b7f-6d27735657c6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2833,1.5014,NA,118.81,185.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Taylor Ward pops out to first baseman Christian Encarnacion-Strand.",0,5,7,59,"top",7,"2024-04-21T00:55:01.696Z","2024-04-21T00:55:50.305Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.4,74.2,8,0.89,0.469,5.7166,22.9518,-43.5422,-1.3062,-8.2409,-0.0476,1.9782,3.7066,-116.9816,-0.5065,-1.4859,50.0019,6.2943,-1.803,1.2,13.2,24,2428,19,NA,NA,NA,NA,NA,NA,FALSE,-57.2,-14.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682829,"Elly De La Cruz","/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",5,"2024-04-21T00:54:28.688Z","2024-04-21T00:54:40.719Z",TRUE,"pitch","8c2cb2bc-4470-4b65-9604-2d69093922dc",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.56,1.66,NA,130.46,172.11,"fly_ball","hard","7",74.28,89.99,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Mike Trout flies out sharply to left fielder Spencer Steer.",0,5,7,58,"top",7,"2024-04-21T00:52:42.343Z","2024-04-21T00:54:40.719Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.2,72.7,4,0.9,0.4757,5.8259,21.5525,-25.9167,-8.8881,4.6608,-0.353,2.4693,5.3076,-115.1815,-2.9385,-1.5334,50.0024,6.2697,-11.9327,22.8,8.4,24,2033,250,101.1,49,301,NA,NA,NA,TRUE,-35.8,7.9,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",4,"2024-04-21T00:54:06.343Z","2024-04-21T00:54:10.475Z",TRUE,"pitch","a3d4f3a0-9804-43e4-8f0e-74c2eaab43d0",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.56,1.66,NA,91.64,152.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Mike Trout flies out sharply to left fielder Spencer Steer.",0,5,7,58,"top",7,"2024-04-21T00:52:42.343Z","2024-04-21T00:54:40.719Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,83.4,3,0.89,0.4119,5.7922,29.9635,-13.3176,-3.8256,10.5439,0.6652,3.1889,7.116,-133.2182,-4.9305,-1.5497,50.0028,6.0343,-6.8423,20.4,3.6,24,2293,206,NA,NA,NA,NA,NA,NA,FALSE,-14.6,18.1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",3,"2024-04-21T00:53:46.849Z","2024-04-21T00:53:52.041Z",TRUE,"pitch","495b0cef-6682-44ca-b6f1-38f617d1868b",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.56,1.66,NA,99.28,155.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Mike Trout flies out sharply to left fielder Spencer Steer.",0,5,7,58,"top",7,"2024-04-21T00:52:42.343Z","2024-04-21T00:54:40.719Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.3,3,0.85,0.4082,5.7798,29.2626,-13.4094,-4.6078,10.2965,0.4648,3.0794,6.7737,-134.2116,-5.4163,-1.4941,50.0061,6.0801,-8.401,25.2,3.6,24,2268,202,NA,NA,NA,NA,NA,NA,FALSE,-14.5,17.6,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",2,"2024-04-21T00:53:21.471Z","2024-04-21T00:53:26.280Z",TRUE,"pitch","26ecb1f4-081e-4fec-99b8-fc739dbdc801",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.56,1.66,NA,132.6,171.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Mike Trout flies out sharply to left fielder Spencer Steer.",0,5,7,58,"top",7,"2024-04-21T00:52:42.343Z","2024-04-21T00:54:40.719Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.8,82.9,4,0.94,0.4152,5.8708,28.5999,-16.0423,-7.6243,9.158,-0.4092,2.5064,5.1502,-132.005,-6.2007,-1.3969,50.0017,6.0705,-13.4289,36,4.8,24,2314,198,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",1,"2024-04-21T00:53:02.235Z","2024-04-21T00:53:10.116Z",TRUE,"pitch","e2f51661-3f0b-4259-95ff-cb08b8b53692",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3349,1.6064,NA,78.34,142.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Mike Trout flies out sharply to left fielder Spencer Steer.",0,5,7,58,"top",7,"2024-04-21T00:52:42.343Z","2024-04-21T00:54:40.719Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.5,12,0.82,0.4118,5.7256,29.2281,-11.761,-1.105,11.4011,1.0143,3.5772,6.7465,-133.1337,-4.4331,-1.4119,50.0056,6.1186,-1.979,2.4,2.4,24,2418,196,NA,NA,NA,NA,NA,NA,FALSE,-12.8,19.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",0,"2024-04-21T00:52:44.476Z","2024-04-21T00:52:49.867Z",TRUE,"pitch","48ebd3c6-13bc-4846-a952-16c7003fbad3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2577,1.5368,NA,85.38,174.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Mike Trout flies out sharply to left fielder Spencer Steer.",0,5,7,58,"top",7,"2024-04-21T00:52:42.343Z","2024-04-21T00:54:40.719Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84,14,0.89,0.41,5.9011,29.5262,-10.8324,-4.0779,11.8137,0.8295,2.3842,7.5547,-133.7276,-7.6028,-1.5056,50.0012,6.0457,-7.3663,25.2,3.6,24,2397,199,NA,NA,NA,NA,NA,NA,FALSE,-12.6,19.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",3,"2024-04-21T00:52:09.441Z","2024-04-21T00:52:18.729Z",TRUE,"pitch","892645db-0234-4dfd-a695-f45bce74b3af",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.56,1.67,NA,144.1,150.28,"fly_ball","medium","7",60.02,102.47,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Zach Neto flies out to left fielder Spencer Steer.",0,5,7,57,"top",7,"2024-04-21T00:51:15.095Z","2024-04-21T00:52:18.729Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,687263,"Zach Neto","/api/v1/people/687263","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",78.3,72.2,1,0.9,0.4798,5.93,19.9803,-27.6481,-8.9168,3.4245,-0.7109,3.2779,4.6095,-113.9442,-0.9006,-1.5965,50.0015,6.3982,-11.7813,21.6,9.6,24,1998,243,80.8,34,291,NA,NA,NA,TRUE,-38.2,6.2,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",1,"2024-04-21T00:51:37.077Z","2024-04-21T00:51:40.826Z",TRUE,"pitch","38fa3ee8-0ebe-413f-9a13-a98d401351e0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.56,1.67,NA,148.3,168.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Zach Neto flies out to left fielder Spencer Steer.",0,5,7,57,"top",7,"2024-04-21T00:51:15.095Z","2024-04-21T00:52:18.729Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,687263,"Zach Neto","/api/v1/people/687263","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.9,82.9,4,0.93,0.415,5.7385,28.9831,-13.082,-7.3255,10.8326,-0.8213,2.6116,4.4663,-132.1305,-6.3956,-1.5845,50.0039,6.0306,-12.9126,39.6,4.8,24,2294,199,NA,NA,NA,NA,NA,NA,FALSE,-14.9,18.4,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",0,"2024-04-21T00:51:15.828Z","2024-04-21T00:51:19.859Z",TRUE,"pitch","0eebfce2-2cbe-4873-84b5-f658be5e813d",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,0,NA,NA,3.56,1.67,NA,165.84,166.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Zach Neto flies out to left fielder Spencer Steer.",0,5,7,57,"top",7,"2024-04-21T00:51:15.095Z","2024-04-21T00:52:18.729Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,687263,"Zach Neto","/api/v1/people/687263","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,74.1,11,0.88,0.4695,5.8654,21.3747,-42.9774,-0.981,-7.8341,-1.2812,2.6926,1.1822,-116.5538,0.8748,-1.6669,50.0013,6.3624,-1.3531,1.2,12,24,2354,19,NA,NA,NA,NA,NA,NA,FALSE,-56.3,-13.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746726,"2024-04-20",2,"2024-04-21T00:51:52.104Z","2024-04-21T00:52:09.441Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,687263,"/api/v1/people/687263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Zach Neto flies out to left fielder Spencer Steer.",0,5,7,57,"top",7,"2024-04-21T00:51:15.095Z","2024-04-21T00:52:18.729Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,687263,"Zach Neto","/api/v1/people/687263","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
