"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718730,"2023-04-03",4,"2023-04-03T21:10:12.288Z","2023-04-03T21:10:15.288Z",TRUE,"pitch","99099bc9-358b-485f-aabe-8ac08ef23e3b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.2,1.55,NA,95.85,161.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Roberto Perez grounds out sharply, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,7,2,61,"top",8,"2023-04-03T21:09:00.791Z","2023-04-03T21:10:54.766Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,547379,"Roberto Pérez","/api/v1/people/547379","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.6,3,0.91,0.4312,5.8301,23.5063,-31.0289,1.2379,0.7002,0.555,2.8556,2.6613,-126.5576,-2.2085,-0.6671,50.0029,6.2015,2.0274,4.8,7.2,24,2482,93,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.1,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",2,"2023-04-03T21:09:45.569Z","2023-04-03T21:09:49.292Z",TRUE,"pitch","0f968f5c-d399-4e14-83c1-f552ab6f56d6",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.2,1.55,NA,150.44,165.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Roberto Perez grounds out sharply, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,7,2,61,"top",8,"2023-04-03T21:09:00.791Z","2023-04-03T21:10:54.766Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,547379,"Roberto Pérez","/api/v1/people/547379","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.2,11,0.9,0.4422,5.808,24.7689,-32.7145,1.2925,-0.3529,-0.8773,2.6972,-0.4729,-123.8748,-1.775,-0.8518,50.0003,6.1583,2.0081,3.6,8.4,24,2540,69,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-0.8,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T21:09:32.235Z","2023-04-03T21:09:35.235Z",TRUE,"pitch","a85cd095-e82e-4c67-9929-a3b20ed5a439",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.2,1.55,NA,113.84,147.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Roberto Perez grounds out sharply, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,7,2,61,"top",8,"2023-04-03T21:09:00.791Z","2023-04-03T21:10:54.766Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,547379,"Roberto Pérez","/api/v1/people/547379","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79.7,12,0.91,0.4344,5.7219,24.1944,-31.4,1.0143,0.4753,0.083,3.3641,1.5326,-125.8276,-0.9519,-0.6644,50.0003,6.279,1.6345,3.6,8.4,24,2538,106,NA,NA,NA,NA,NA,NA,FALSE,-35.5,0.8,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T21:09:14.667Z","2023-04-03T21:09:18.205Z",TRUE,"pitch","cf226b74-a956-4329-8302-b481189a8aab",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.2,1.55,NA,128.03,175.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Roberto Perez grounds out sharply, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,7,2,61,"top",8,"2023-04-03T21:09:00.791Z","2023-04-03T21:10:54.766Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,547379,"Roberto Pérez","/api/v1/people/547379","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.8,4,0.9,0.4054,5.7483,30.5561,-10.5666,-5.8824,11.6974,-0.2894,2.3394,2.923,-135.2956,-8.0285,-0.6217,50.0007,6.0928,-10.8626,39.6,3.6,24,2302,205,NA,NA,NA,NA,NA,NA,FALSE,-12.1,19.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",3,"2023-04-03T21:10:02.057Z","2023-04-03T21:10:12.288Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,547379,"/api/v1/people/547379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Roberto Perez grounds out sharply, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,7,2,61,"top",8,"2023-04-03T21:09:00.791Z","2023-04-03T21:10:54.766Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,547379,"Roberto Pérez","/api/v1/people/547379","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",2,"2023-04-03T21:08:44.402Z","2023-04-03T21:08:53.606Z",TRUE,"pitch","8ce5f267-bef3-4bf8-a8e7-3d36c0736272",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.549,1.627,NA,147.14,164.32,"ground_ball","medium","4",146.52,150.82,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Blake Sabol grounds out, second baseman Elvis Andrus to first baseman Andrew Vaughn.",0,7,2,60,"top",8,"2023-04-03T21:07:52.243Z","2023-04-03T21:08:53.606Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.8,4,0.91,0.4387,5.7068,24.9543,-26.2684,-10.0944,3.7373,-0.7906,2.7578,3.7682,-124.8282,-2.6538,-1.0077,50.0016,5.9958,-15.9402,30,8.4,24,1620,237,73.8,1,45,NA,NA,NA,TRUE,-30.7,6.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T21:08:27.823Z","2023-04-03T21:08:31.147Z",TRUE,"pitch","da2d1921-8119-4df9-9fe4-e8f983c810ed",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.549,1.627,NA,127.89,177.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Blake Sabol grounds out, second baseman Elvis Andrus to first baseman Andrew Vaughn.",0,7,2,60,"top",8,"2023-04-03T21:07:52.243Z","2023-04-03T21:08:53.606Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.2,4,0.9,0.4079,5.6691,31.0154,-11.9484,-4.0511,11.0946,-0.2856,2.2523,2.6723,-134.6103,-7.6926,-0.7682,50.0059,6.0059,-7.3869,26.4,3.6,24,2203,202,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.5,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T21:08:14.630Z","2023-04-03T21:08:18.008Z",TRUE,"pitch","181e76fd-57e1-432b-80fd-45a93a7b5c1b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5265,1.5609,NA,123.36,135.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Blake Sabol grounds out, second baseman Elvis Andrus to first baseman Andrew Vaughn.",0,7,2,60,"top",8,"2023-04-03T21:07:52.243Z","2023-04-03T21:08:53.606Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,83.7,11,0.9,0.409,5.7497,31.7476,-11.9621,-3.6651,11.1551,-0.1669,3.82,2.5015,-134.4132,-4.0194,-0.6379,50.0055,6.1971,-6.643,25.2,3.6,24,2165,207,NA,NA,NA,NA,NA,NA,FALSE,-12.8,19.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T21:05:57.007Z","2023-04-03T21:06:05.090Z",TRUE,"pitch","aa581e99-1315-410e-b278-e5621f142f19",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.319,1.513,NA,98.1,161.58,"ground_ball","medium","3",155.61,167.17,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Oscar Colas grounds out to first baseman LaMonte Wade Jr.",0,7,2,59,"bottom",7,"2023-04-03T21:05:30.959Z","2023-04-03T21:06:05.090Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,693049,"Oscar Colás","/api/v1/people/693049","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.3,79,3,2,0.4371,7.4658,26.2823,-33.4565,7.3669,-0.8072,0.4959,2.8591,-8.2825,-125.4862,-0.9679,2.888,50.0031,5.9846,11.7055,16.8,8.4,24,1049,120,68.2,-42,4,NA,NA,NA,TRUE,-38.3,-1.4,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T21:05:39.524Z","2023-04-03T21:05:42.524Z",TRUE,"pitch","f803d3ca-03ff-4b7e-9666-bfa8026cfcf4",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.2103,1.4903,NA,189.88,219.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Oscar Colas grounds out to first baseman LaMonte Wade Jr.",0,7,2,59,"bottom",7,"2023-04-03T21:05:30.959Z","2023-04-03T21:06:05.090Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,693049,"Oscar Colás","/api/v1/people/693049","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.7,13,2,0.4332,7.2823,24.2074,-29.481,0.8424,1.6601,-1.912,0.7222,-12.3512,-126.1611,-6.0288,2.925,50.0026,5.5009,1.3673,1.2,7.2,24,2108,180,NA,NA,NA,NA,NA,NA,FALSE,-34.4,1.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",2,"2023-04-03T21:04:59.358Z","2023-04-03T21:05:08.377Z",TRUE,"pitch","bec5d36e-b9cb-4f38-a553-482fa02f2a10",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,1,NA,NA,3.18,1.53,NA,96.05,191.58,"ground_ball","medium","5",107.76,170.2,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Yasmani Grandal grounds out, third baseman David Villar to first baseman LaMonte Wade Jr. Eloy Jimenez scores.",1,7,2,58,"bottom",7,"2023-04-03T21:04:11.548Z","2023-04-03T21:05:08.377Z",TRUE,TRUE,FALSE,TRUE,0,2,0,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,79.5,9,2,0.4352,7.5094,26.4524,-30.0924,8.0194,1.3033,0.5497,1.7481,-8.5421,-126.0201,-4.03,2.9471,50.006,5.8084,12.8553,20.4,8.4,24,1166,121,71.4,-31,4,NA,NA,NA,TRUE,-34.9,1.6,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,683734,"Andrew Vaughn","/api/v1/people/683734",NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T21:04:38.396Z","2023-04-03T21:04:41.711Z",TRUE,"pitch","ee6342c6-b00c-4b1f-809e-b4c9b5ea172e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2005,1.4856,NA,85.5,146.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Yasmani Grandal grounds out, third baseman David Villar to first baseman LaMonte Wade Jr. Eloy Jimenez scores.",1,7,2,58,"bottom",7,"2023-04-03T21:04:11.548Z","2023-04-03T21:05:08.377Z",TRUE,TRUE,FALSE,TRUE,0,2,0,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,86.9,12,2,0.3936,7.668,34.6292,-19.0285,10.082,6.7186,0.8265,3.4254,-9.7367,-139.748,-2.4256,3.064,50.0036,5.5698,19.7298,42,6,24,2126,131,NA,NA,NA,NA,NA,NA,FALSE,-18.1,11.8,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T21:04:21.348Z","2023-04-03T21:04:24.408Z",TRUE,"pitch","fda547dc-2a8a-46cf-af6d-5af51ee99d20",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0928,1.4639,NA,87.92,208.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Yasmani Grandal grounds out, third baseman David Villar to first baseman LaMonte Wade Jr. Eloy Jimenez scores.",1,7,2,58,"bottom",7,"2023-04-03T21:04:11.548Z","2023-04-03T21:05:08.377Z",TRUE,TRUE,FALSE,TRUE,0,2,0,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,80.1,14,2,0.4316,7.5056,27.097,-22.9911,10.145,5.6319,0.7629,1.1078,-8.3734,-127.1097,-7.0404,2.7887,50.0001,5.7505,16.5275,31.2,7.2,24,1238,120,NA,NA,NA,NA,NA,NA,FALSE,-27.2,8.8,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",3,"2023-04-03T21:03:36.970Z","2023-04-03T21:03:49.019Z",TRUE,"pitch","4d5db3f1-3861-40ea-a6c6-872972b0a921",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,1,NA,NA,3.21,1.53,NA,126.64,163.98,"ground_ball","medium","9",194.98,133.25,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Double","double","Andrew Vaughn doubles (3) on a ground ball to right fielder Michael Conforto. Andrew Benintendi scores. Eloy Jimenez to 3rd.",1,7,1,57,"bottom",7,"2023-04-03T21:02:00.455Z","2023-04-03T21:03:49.019Z",TRUE,TRUE,FALSE,FALSE,34,1,2,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,79,2,2,0.4426,7.7248,19.4477,-30.73,-0.4484,0.93,-0.253,2.7705,-8.1849,-122.748,-0.8467,3.1539,50.0045,5.6878,-0.6992,3.6,8.4,24,2143,271,72.2,11,121,NA,NA,NA,FALSE,-36.1,1.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,683734,"Andrew Vaughn","/api/v1/people/683734",650391,"Eloy Jiménez","/api/v1/people/650391"
718730,"2023-04-03",2,"2023-04-03T21:03:13.414Z","2023-04-03T21:03:17.604Z",TRUE,"pitch","276b112e-0ccb-46f4-b270-ca7dc3ef5d8f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.21,1.53,NA,131.11,196.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Double","double","Andrew Vaughn doubles (3) on a ground ball to right fielder Michael Conforto. Andrew Benintendi scores. Eloy Jimenez to 3rd.",1,7,1,57,"bottom",7,"2023-04-03T21:02:00.455Z","2023-04-03T21:03:49.019Z",TRUE,TRUE,FALSE,FALSE,34,1,2,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,80.8,7,2,0.4327,7.2835,21.3787,-30.5181,7.6188,1.0172,-0.3701,1.5751,-10.6821,-125.7557,-4.646,2.9095,50.0034,5.8739,12.4141,19.2,8.4,24,1288,119,NA,NA,NA,NA,NA,NA,FALSE,-35,1.1,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T21:02:45.959Z","2023-04-03T21:02:51.346Z",TRUE,"pitch","535ba749-18bc-4fcf-ae5c-a64285ad43f8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.21,1.53,NA,77.71,155.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Double","double","Andrew Vaughn doubles (3) on a ground ball to right fielder Michael Conforto. Andrew Benintendi scores. Eloy Jimenez to 3rd.",1,7,1,57,"bottom",7,"2023-04-03T21:02:00.455Z","2023-04-03T21:03:49.019Z",TRUE,TRUE,FALSE,FALSE,34,1,2,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87,12,2,0.396,7.4187,29.9994,-18.936,7.7763,6.8276,1.0308,3.0987,-8.4345,-138.1688,-3.0582,3.1088,50.0028,5.4882,15.0771,33.6,4.8,24,2079,127,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.9,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
