"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746072,"2024-05-01",5,"2024-05-02T01:01:13.167Z","2024-05-02T01:01:18.739Z",TRUE,"pitch","45df97b0-6031-4e4b-bd55-8701a270a0c9",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.21,1.59,NA,62.51,212.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,1,4,70,"top",9,"2024-05-02T00:59:18.758Z","2024-05-02T01:01:18.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,78.3,14,0.86,0.4411,5.9831,28.422,-26.5098,0.7931,3.6438,1.4295,0.9792,6.362,-124.8349,-6.8736,-1.2702,50.0057,5.993,1.2343,4.8,7.2,24,2643,157,NA,NA,NA,NA,NA,NA,TRUE,-32.5,5,-3.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",3,"2024-05-02T01:00:40.784Z","2024-05-02T01:00:44.105Z",TRUE,"pitch","b75037cf-be83-4f03-9a44-f51b11575c08",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.21,1.59,NA,107.61,203.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,1,4,70,"top",9,"2024-05-02T00:59:18.758Z","2024-05-02T01:01:18.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.3,14,0.9,0.4473,6.1286,26.2223,-27.5719,0.4404,3.0373,0.2464,1.3015,4.3196,-122.8494,-5.7804,-1.598,50.0044,6.0534,0.667,2.4,7.2,24,2572,164,NA,NA,NA,NA,NA,NA,FALSE,-34.3,4.3,-1.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",2,"2024-05-02T01:00:22.411Z","2024-05-02T01:00:25.997Z",TRUE,"pitch","473a4b27-811d-408d-b7c2-3bf30bcd78a0",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.1916,1.5987,NA,91.35,190.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,1,4,70,"top",9,"2024-05-02T00:59:18.758Z","2024-05-02T01:01:18.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.9,9,2,0.4063,5.8392,29.5484,-11.7495,-5.694,11.0999,0.6728,1.7859,7.3262,-134.8445,-9.1097,-1.3405,50.0012,6.0385,-10.4764,33.6,3.6,24,2226,218,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.2,8.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",1,"2024-05-02T01:00:03.893Z","2024-05-02T01:00:08.057Z",TRUE,"pitch","f371a1ed-6161-4e6e-897c-c75a036525b3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2082,1.5973,NA,107.17,205.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,1,4,70,"top",9,"2024-05-02T00:59:18.758Z","2024-05-02T01:01:18.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,78,14,0.9,0.4463,6.0679,22.4996,-26.5501,-0.1939,3.6771,0.2578,1.2433,4.4928,-122.3917,-6.0792,-1.5707,50.0017,6.0117,-0.2973,1.2,7.2,24,2567,152,NA,NA,NA,NA,NA,NA,FALSE,-32.9,5.5,-0.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",0,"2024-05-02T00:59:44.933Z","2024-05-02T00:59:48.089Z",TRUE,"pitch","6f207087-7251-4b61-8dd1-a1c699b85a5e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2038,1.5693,NA,78.22,215.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,1,4,70,"top",9,"2024-05-02T00:59:18.758Z","2024-05-02T01:01:18.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.5,14,0.89,0.4431,5.8981,24.2152,-26.325,-1.5384,3.7749,1.0173,0.8726,6.5125,-123.5372,-7.1137,-1.4511,50.0009,5.997,-2.3824,2.4,7.2,24,2462,183,NA,NA,NA,NA,NA,NA,FALSE,-32.5,5.4,1.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",4,"2024-05-02T01:00:48.820Z","2024-05-02T01:01:13.167Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,660707,"/api/v1/people/660707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,1,4,70,"top",9,"2024-05-02T00:59:18.758Z","2024-05-02T01:01:18.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",3,"2024-05-02T00:59:07.966Z","2024-05-02T00:59:16.984Z",TRUE,"pitch","476a8570-1399-45e4-846b-0a96dc9671cb",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.36,1.56,NA,99.46,185.99,"fly_ball","medium","8",150.86,62.23,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Brendan Rodgers flies out to center fielder Jazz Chisholm Jr.",0,1,4,69,"top",9,"2024-05-02T00:58:03.684Z","2024-05-02T00:59:16.984Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.8,9,0.91,0.4523,5.9704,23.0343,-28.3923,1.9156,2.5433,0.4602,1.9553,4.414,-120.9787,-3.9125,-1.6349,50.0011,6.075,2.8463,7.2,8.4,24,2642,122,92.7,27,346,NA,NA,NA,TRUE,-35.5,4,-4.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",2,"2024-05-02T00:58:48.715Z","2024-05-02T00:58:52.568Z",TRUE,"pitch","11020d7d-77d8-4698-ae6f-43f711cdccf5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4068,1.5658,NA,66.45,225.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Brendan Rodgers flies out to center fielder Jazz Chisholm Jr.",0,1,4,69,"top",9,"2024-05-02T00:58:03.684Z","2024-05-02T00:59:16.984Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.9,14,0.9,0.448,5.9802,23.5346,-27.606,1.0362,3.0133,1.3262,0.4944,6.3036,-122.1596,-7.3842,-1.4197,50.0026,5.922,1.5681,4.8,7.2,24,2605,156,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4,-3.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",1,"2024-05-02T00:58:31.452Z","2024-05-02T00:58:35.809Z",TRUE,"pitch","c79ba26e-9564-42eb-b6d9-844d1d6b8e96",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4383,1.6952,NA,93.27,180.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Brendan Rodgers flies out to center fielder Jazz Chisholm Jr.",0,1,4,69,"top",9,"2024-05-02T00:58:03.684Z","2024-05-02T00:59:16.984Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.9,9,2,0.4051,5.8758,31.1704,-12.1021,-8.2443,10.8578,0.6225,2.1562,7.8661,-135.4878,-8.0133,-1.2553,50.0012,6.0089,-15.2393,44.4,4.8,24,2343,221,NA,NA,NA,NA,NA,NA,FALSE,-13.7,18,13.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746072,"2024-05-01",0,"2024-05-02T00:58:14.499Z","2024-05-02T00:58:17.590Z",TRUE,"pitch","8f93e89b-846b-4190-ac1a-a76c29199d36",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3488,1.5351,NA,69.64,202.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Brendan Rodgers flies out to center fielder Jazz Chisholm Jr.",0,1,4,69,"top",9,"2024-05-02T00:58:03.684Z","2024-05-02T00:59:16.984Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",687424,"Anthony Maldonado","/api/v1/people/687424","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.7,14,0.9,0.448,5.9821,23.0801,-27.4738,0.646,3.0997,1.2426,1.3356,6.3608,-122.0558,-5.5695,-1.4765,50.0014,6.0006,0.9776,3.6,7.2,24,2643,152,NA,NA,NA,NA,NA,NA,FALSE,-34.2,4.6,-2.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
