"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718132,"2023-05-17",2,"2023-05-18T01:07:27.381Z","2023-05-18T01:07:35.125Z",TRUE,"pitch","0b11e2b8-80eb-4b7e-99b7-b762bf627385",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.23,1.51,NA,145.82,162.91,"ground_ball","medium","6",120.3,148.35,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Ildemaro Vargas grounds into a double play, shortstop Jon Berti to first baseman Yuli Gurriel. Corey Dickerson out at 2nd. Ildemaro Vargas out at 1st.",0,3,4,66,"top",9,"2023-05-18T01:06:08.747Z","2023-05-18T01:07:35.125Z",TRUE,FALSE,FALSE,TRUE,24,2,0,3,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.6,1,2,0.4039,6.7262,28.3247,-24.8191,-10.7046,3.9472,-0.7562,2.8102,9.9855,-135.3764,-3.8494,-3.0938,50.0049,5.9788,-19.9596,34.8,7.2,24,2148,225,100.3,-14,12,NA,NA,NA,TRUE,-25,6.5,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718132,"2023-05-17",1,"2023-05-18T01:07:06.398Z","2023-05-18T01:07:12.922Z",TRUE,"pitch","57c4fcb5-2080-43b7-84b2-24d1f60d31ec",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2077,1.4651,NA,196.55,175.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Ildemaro Vargas grounds into a double play, shortstop Jon Berti to first baseman Yuli Gurriel. Corey Dickerson out at 2nd. Ildemaro Vargas out at 1st.",0,3,4,66,"top",9,"2023-05-18T01:06:08.747Z","2023-05-18T01:07:35.125Z",TRUE,FALSE,FALSE,TRUE,24,2,0,3,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,79.2,11,2,0.4369,6.5826,24.7216,-28.6245,-10.6378,2.2315,-2.0869,2.358,6.6992,-125.2537,-2.8005,-3.4107,50.0049,5.8253,-16.9457,28.8,8.4,24,1889,248,NA,NA,NA,NA,NA,NA,FALSE,-33.2,3.6,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718132,"2023-05-17",0,"2023-05-18T01:06:48.029Z","2023-05-18T01:06:51.897Z",TRUE,"pitch","c21fb8af-fbc1-464b-b1d0-e43d97f96217",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2302,1.5474,NA,185.57,179.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Ildemaro Vargas grounds into a double play, shortstop Jon Berti to first baseman Yuli Gurriel. Corey Dickerson out at 2nd. Ildemaro Vargas out at 1st.",0,3,4,66,"top",9,"2023-05-18T01:06:08.747Z","2023-05-18T01:07:35.125Z",TRUE,FALSE,FALSE,TRUE,24,2,0,3,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.9,13,2,0.4026,6.4686,28.7242,-25.5356,-11.4681,3.5406,-1.7988,2.1994,7.8794,-135.8378,-5.1843,-3.2417,50.0044,5.8996,-21.5128,37.2,7.2,24,2025,232,NA,NA,NA,NA,NA,NA,FALSE,-25.8,5.5,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718132,"2023-05-17",2,"2023-05-18T01:05:48.848Z","2023-05-18T01:05:55.429Z",TRUE,"pitch","8bea7f62-0d4a-4509-9f50-7eb5ff5b8990",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.45,1.6,NA,143.9,183.52,"ground_ball","medium","4",144.85,155.94,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Forceout","force_out","Corey Dickerson grounds into a force out, second baseman Luis Arraez to shortstop Jon Berti. Jeimer Candelario out at 2nd. Corey Dickerson to 1st.",0,3,4,65,"top",9,"2023-05-18T01:05:01.073Z","2023-05-18T01:05:55.429Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,572816,"Corey Dickerson","/api/v1/people/572816","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.6,78.8,7,2,0.4399,6.371,23.6672,-27.5721,-11.6524,2.9249,-0.7058,2.0467,10.3221,-124.273,-3.469,-3.3886,50.0021,5.7379,-18.3224,30,8.4,24,1911,250,81,-35,3,NA,NA,NA,TRUE,-32.6,4.7,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,572816,"Corey Dickerson","/api/v1/people/572816",NA,NA,NA,NA,NA,NA
718132,"2023-05-17",1,"2023-05-18T01:05:27.987Z","2023-05-18T01:05:32.181Z",TRUE,"pitch","0a0eaeac-73e6-4688-9f8a-f8d976fb5e45",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4905,1.609,NA,178.4,171.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Forceout","force_out","Corey Dickerson grounds into a force out, second baseman Luis Arraez to shortstop Jon Berti. Jeimer Candelario out at 2nd. Corey Dickerson to 1st.",0,3,4,65,"top",9,"2023-05-18T01:05:01.073Z","2023-05-18T01:05:55.429Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,572816,"Corey Dickerson","/api/v1/people/572816","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,75.2,13,2,0.4523,6.3306,31.7676,-26.8577,0.4132,3.6061,-1.6108,2.4795,4.6615,-122.6747,-2.4976,-3.6162,50.0013,5.8801,0.6082,3.6,7.2,24,1856,221,NA,NA,NA,NA,NA,NA,FALSE,-33.5,6,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,572816,"Corey Dickerson","/api/v1/people/572816",NA,NA,NA,NA,NA,NA
718132,"2023-05-17",0,"2023-05-18T01:05:06.178Z","2023-05-18T01:05:09.931Z",TRUE,"pitch","89148acc-3310-4c3f-baf3-8645d8ae9a5d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5106,1.5268,NA,157.4,193.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Forceout","force_out","Corey Dickerson grounds into a force out, second baseman Luis Arraez to shortstop Jon Berti. Jeimer Candelario out at 2nd. Corey Dickerson to 1st.",0,3,4,65,"top",9,"2023-05-18T01:05:01.073Z","2023-05-18T01:05:55.429Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,572816,"Corey Dickerson","/api/v1/people/572816","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,74.5,13,2,0.4562,6.1594,33.184,-28.7703,-0.4169,2.3548,-1.0598,1.6716,6.0889,-122.0093,-3.8475,-3.5785,50.0024,5.8645,-0.6027,1.2,8.4,24,1894,195,NA,NA,NA,NA,NA,NA,FALSE,-37,3.2,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,572816,"Corey Dickerson","/api/v1/people/572816",NA,NA,NA,NA,NA,NA
718132,"2023-05-17",6,"2023-05-18T01:04:28.795Z","2023-05-18T01:04:39.337Z",TRUE,"pitch","66d8bc7e-f7b9-4904-b852-f377570d181e",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.28,1.64,NA,117.54,155.12,"line_drive","medium","7",70.24,135.21,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Jeimer Candelario singles on a line drive to left fielder Bryan De La Cruz.",0,3,4,64,"top",9,"2023-05-18T01:03:14.022Z","2023-05-18T01:04:39.337Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.6,2,2,0.3996,6.3826,27.8293,-15.9183,-7.6134,8.5279,-0.0142,3.0987,11.531,-136.6321,-4.7726,-3.2843,50.0008,5.9487,-14.51,36,4.8,24,2280,229,75.1,21,213,NA,NA,NA,FALSE,-16.2,14.6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,600869,"Jeimer Candelario","/api/v1/people/600869",NA,NA,NA,NA,NA,NA
718132,"2023-05-17",5,"2023-05-18T01:04:10.622Z","2023-05-18T01:04:14.573Z",TRUE,"pitch","cfb0d97b-6661-4b10-a5c1-94bbd5b1209e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2803,1.6502,NA,70.99,177.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Jeimer Candelario singles on a line drive to left fielder Bryan De La Cruz.",0,3,4,64,"top",9,"2023-05-18T01:03:14.022Z","2023-05-18T01:04:39.337Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.9,14,2,0.3989,6.4874,28.3185,-13.9841,-6.5663,9.5104,1.2071,2.2557,13.3595,-136.9632,-7.1969,-2.8659,50.0055,5.861,-12.5638,32.4,3.6,24,2280,233,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,600869,"Jeimer Candelario","/api/v1/people/600869",NA,NA,NA,NA,NA,NA
718132,"2023-05-17",4,"2023-05-18T01:03:49.746Z","2023-05-18T01:03:52.790Z",TRUE,"pitch","5dfd4c9e-8d56-4de8-a809-5a0ef97d3915",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.28,1.64,NA,124.13,190.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Jeimer Candelario singles on a line drive to left fielder Bryan De La Cruz.",0,3,4,64,"top",9,"2023-05-18T01:03:14.022Z","2023-05-18T01:04:39.337Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,75.4,8,2,0.4545,6.2297,29.6246,-28.2655,-0.0334,2.6727,-0.187,1.7724,7.4721,-121.7198,-3.8996,-3.3261,50.0033,5.9142,-0.0505,3.6,8.4,24,1810,145,NA,NA,NA,NA,NA,NA,FALSE,-36,4,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,600869,"Jeimer Candelario","/api/v1/people/600869",NA,NA,NA,NA,NA,NA
718132,"2023-05-17",3,"2023-05-18T01:03:31.190Z","2023-05-18T01:03:36.150Z",TRUE,"pitch","3533327e-25bd-4456-b27d-d6f61f8faaf7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2886,1.6706,NA,129.18,131.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Jeimer Candelario singles on a line drive to left fielder Bryan De La Cruz.",0,3,4,64,"top",9,"2023-05-18T01:03:14.022Z","2023-05-18T01:04:39.337Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.1,11,2,0.4037,6.4034,30.2535,-14.4918,-6.4844,9.4924,-0.3195,3.9696,9.8357,-135.7621,-2.84,-3.1501,50.0056,6.0404,-12.0837,33.6,3.6,24,2328,228,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,600869,"Jeimer Candelario","/api/v1/people/600869",NA,NA,NA,NA,NA,NA
