"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718486,"2023-04-21",6,"2023-04-22T01:33:22.016Z","2023-04-22T01:33:46.251Z",TRUE,"pitch","2bb58dcd-4315-4fd7-bf93-99f3355a7cd9",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,0,NA,NA,3.27,1.52,NA,108.94,178.83,"fly_ball","medium","89",203.99,69.36,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.7,5,2,0.4352,6.0708,24.1875,-31.686,3.8915,0.3024,0.2115,2.2202,2.8875,-125.5896,-1.5473,-1.4565,50.0011,5.4088,6.2482,12,8.4,24,2317,100,100.4,25,374,NA,NA,NA,FALSE,-36.1,0.5,-7.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",5,"2023-04-22T01:32:58.624Z","2023-04-22T01:33:02.492Z",TRUE,"pitch","73c31428-2492-4c7e-aafb-926e26ac073e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.1762,1.52,NA,157.31,151.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89,11,2,0.3839,6.2657,36.5551,-11.8856,-4.3907,9.8659,-1.0575,3.2277,1.968,-143.3024,-4.1006,-1.187,50.0054,5.4334,-9.0314,33.6,3.6,24,2198,213,NA,NA,NA,NA,NA,NA,FALSE,-11.4,17,7.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",4,"2023-04-22T01:32:32.020Z","2023-04-22T01:32:35.020Z",TRUE,"pitch","a11150a2-7ad4-4e98-9c98-d5def47e7e4f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.27,1.52,NA,100.46,185.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77.6,9,2,0.4464,5.9943,24.2295,-34.499,3.7266,-1.5242,0.434,1.9669,3.2556,-122.6894,-1.2235,-1.3942,50.0029,5.4116,5.6822,9.6,9.6,24,2376,106,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-2.8,-7.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",3,"2023-04-22T01:32:08.813Z","2023-04-22T01:32:12.703Z",TRUE,"pitch","022b5d71-d793-41ca-a9ab-5d3364805e03",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.1847,1.52,NA,110.37,209.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.6,14,2,0.4418,6.1856,24.7595,-33.4398,4.4088,-0.812,0.174,1.0771,2.3661,-123.9881,-3.7353,-1.3655,50.0048,5.3934,6.8648,12,9.6,24,2413,102,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-2,-8.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",2,"2023-04-22T01:31:37.600Z","2023-04-22T01:31:43.369Z",TRUE,"pitch","584b03ec-edb4-43f6-918f-bf6a78c7a768",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.27,1.52,NA,122.09,179.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.4,5,2,0.3878,6.4024,35.0921,-13.7749,-5.8168,9.1246,-0.1335,2.1909,4.9181,-141.7282,-6.5842,-1.1432,50.0023,5.4394,-11.7278,34.8,3.6,24,2180,216,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.2,9.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",1,"2023-04-22T01:31:17.159Z","2023-04-22T01:31:20.159Z",TRUE,"pitch","dafb9bfa-1055-43f9-9eba-835ddaac19f8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2274,1.52,NA,171.15,149.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.2,11,2,0.3877,6.1081,35.786,-14.5789,-6.1561,8.7291,-1.4206,3.2972,2.0501,-141.8604,-3.436,-1.3577,50.0045,5.4679,-12.4096,37.2,3.6,24,2256,217,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.2,10.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",0,"2023-04-22T01:30:31.652Z","2023-04-22T01:31:17.159Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Vidal Brujan replaces Yandy Diaz.","Offensive Substitution",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660644,"/api/v1/people/660644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","101","84","atBat","Home Run","home_run","Brandon Lowe homers (6) on a fly ball to right center field. Vidal Brujan scores.",2,7,8,84,"bottom",9,"2023-04-22T01:31:14.873Z","2023-04-22T01:33:46.251Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,650490,"/api/v1/people/650490",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",1,"2023-04-22T01:30:04.659Z","2023-04-22T01:30:16.424Z",TRUE,"pitch","27f8b0b2-7961-40de-956f-0ce7badd64a1",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,0,NA,NA,3.4,1.58,NA,91.35,183.71,"ground_ball","medium","8",152.48,94.16,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Yandy Diaz singles on a ground ball to center fielder Luis Robert Jr.",0,7,6,83,"bottom",9,"2023-04-22T01:29:38.497Z","2023-04-22T01:30:16.424Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.2,9,2,0.4326,6.1719,24.6816,-33.1756,3.6732,-0.6125,0.6729,2.0398,4.1166,-126.3947,-1.8848,-1.4516,50.0061,5.448,5.97,10.8,8.4,24,2395,104,107.2,1,69,NA,NA,NA,FALSE,-37.4,-1.3,-7.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",0,"2023-04-22T01:29:50.117Z","2023-04-22T01:29:53.668Z",TRUE,"pitch","cd7da9a0-df12-48c8-912a-38a1807ad034",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4173,1.58,NA,116.33,169.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Yandy Diaz singles on a ground ball to center fielder Luis Robert Jr.",0,7,6,83,"bottom",9,"2023-04-22T01:29:38.497Z","2023-04-22T01:30:16.424Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,90,5,2,0.381,6.2933,35.3679,-14.8895,-7.0971,8.271,0.0176,2.5763,6.0866,-144.0903,-5.4322,-1.2064,50.0046,5.4156,-14.8349,39.6,3.6,24,2246,215,NA,NA,NA,NA,NA,NA,FALSE,-14,13.9,11.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718486,"2023-04-21",5,"2023-04-22T01:27:19.851Z","2023-04-22T01:27:37.946Z",TRUE,"pitch","734e69be-3ad8-4e7c-b8bb-58a2eec7f398",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,0,NA,NA,3.43,1.68,NA,108.42,175.49,"fly_ball","medium","89",194.98,65.91,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Umpire reviewed (home run), call on the field was upheld: Christian Bethancourt homers (4) on a fly ball to right center field.",1,7,6,82,"bottom",9,"2023-04-22T01:26:45.977Z","2023-04-22T01:27:37.946Z",TRUE,TRUE,TRUE,FALSE,38,2,0,0,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89,5,2,0.3842,6.4497,37.1262,-10.055,-5.1163,10.7819,0.2252,2.3442,5.6133,-143.2753,-6.7676,-1.107,50.0065,5.3854,-10.5006,37.2,2.4,24,2274,207,101.6,33,371,NA,NA,NA,FALSE,-10.4,18.1,7.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"NH"
