"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746736,"2024-03-30",2,"2024-03-30T22:21:38.749Z","2024-03-30T22:21:42.584Z",TRUE,"pitch","57ea5fb9-d3c0-4f02-bcc5-51a8def7408c",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.42,1.63,NA,50.42,190.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,3,4,58,"top",8,"2024-03-30T22:21:22.340Z","2024-03-30T22:23:04.111Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,78.6,14,2,0.4429,5.6274,23.7101,-25.964,6.9387,4.0058,1.7468,1.7797,7.3928,-123.4778,-3.6565,-2.1832,50.003,5.4551,10.7532,24,7.2,24,3215,69,NA,NA,NA,NA,NA,NA,FALSE,-31.2,6.7,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",1,"2024-03-30T22:21:24.632Z","2024-03-30T22:21:31.007Z",TRUE,"pitch","64aa8b14-7492-4026-b616-4f43fcff2eb1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5173,1.7021,NA,103.64,148.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,3,4,58,"top",8,"2024-03-30T22:21:22.340Z","2024-03-30T22:23:04.111Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,74.3,3,0.9,0.469,5.6134,20.3855,-40.5535,9.1515,-6.0568,0.3504,3.3559,3.2223,-116.4533,2.9017,-2.2374,50.0034,5.9108,12.6593,18,12,24,3347,55,NA,NA,NA,NA,NA,NA,FALSE,-52.6,-10.1,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",0,"2024-03-30T22:21:18.487Z","2024-03-30T22:21:24.632Z",FALSE,"action",NA,NA,"Pitching Change: Lucas Sims replaces Fernando Cruz.","Pitching Substitution",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608371,"/api/v1/people/608371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"58","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,3,4,58,"top",8,"2024-03-30T22:21:22.340Z","2024-03-30T22:23:04.111Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",1,"2024-03-30T22:19:05.924Z","2024-03-30T22:19:16.161Z",TRUE,"pitch","2c4afb80-22c3-4d97-b3de-cbe43fd8f169",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.71,1.79,NA,131.14,163.65,"fly_ball","hard","7",71.54,64.98,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Will Benson flies out sharply to left fielder Jesse Winker.",0,3,4,57,"bottom",7,"2024-03-30T22:18:41.437Z","2024-03-30T22:19:16.161Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,666181,"Will Benson","/api/v1/people/666181","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.7,4,0.9,0.3921,6.5661,31.8953,-14.5401,-5.6201,8.9277,-0.3709,2.7825,6.3545,-139.7514,-5.8582,-1.9455,50.004,5.8633,-11.1025,31.2,3.6,24,2137,217,101.2,41,359,NA,NA,NA,TRUE,-14.5,15.1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",0,"2024-03-30T22:18:48.065Z","2024-03-30T22:18:54.557Z",TRUE,"pitch","76d26cf6-6c4a-4a85-a832-94c5883e2699",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7751,1.896,NA,63.98,196.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Will Benson flies out sharply to left fielder Jesse Winker.",0,3,4,57,"bottom",7,"2024-03-30T22:18:41.437Z","2024-03-30T22:19:16.161Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,666181,"Will Benson","/api/v1/people/666181","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.6,14,0.9,0.3906,6.7712,30.4268,-10.6151,-5.34,10.8129,1.3909,1.5615,10.1503,-140.0276,-9.7515,-1.5806,50.0044,5.7755,-10.6492,33.6,3.6,24,2213,217,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",2,"2024-03-30T22:18:17.726Z","2024-03-30T22:18:22.045Z",TRUE,"pitch","304e8df6-7b98-43de-af13-ee89283d4a70",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.15,1.45,NA,82.34,180.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Luke Maile strikes out swinging.",0,3,4,56,"bottom",7,"2024-03-30T22:17:34.656Z","2024-03-30T22:18:22.045Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89,14,0.9,0.3875,6.6311,31.5189,-9.7183,-5.8337,11.0905,0.9094,2.1451,9.0017,-141.2371,-8.49,-1.558,50.0025,5.8112,-11.8119,40.8,3.6,24,2080,213,NA,NA,NA,NA,NA,NA,TRUE,-10.4,18.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",1,"2024-03-30T22:17:56.198Z","2024-03-30T22:17:59.693Z",TRUE,"pitch","b72a4e2d-8176-44ca-90d5-3f20a3ddfa00",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.15,1.45,NA,126.38,186.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Luke Maile strikes out swinging.",0,3,4,56,"bottom",7,"2024-03-30T22:17:34.656Z","2024-03-30T22:18:22.045Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.4,8,0.9,0.3896,6.8175,32.4386,-11.1209,-6.7056,10.5237,-0.246,1.943,6.4271,-140.6795,-8.6798,-1.691,50.0039,5.7925,-13.4175,42,3.6,24,2032,219,NA,NA,NA,NA,NA,NA,FALSE,-11.9,17.4,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",0,"2024-03-30T22:17:37.860Z","2024-03-30T22:17:41.738Z",TRUE,"pitch","42b7307c-a345-4345-bf10-cee80072b03e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0648,1.4271,NA,129.18,145.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Luke Maile strikes out swinging.",0,3,4,56,"bottom",7,"2024-03-30T22:17:34.656Z","2024-03-30T22:18:22.045Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.2,11,0.9,0.4317,6.7068,24.9299,-32.4253,2.581,-0.1541,-0.3195,3.4485,3.2657,-126.6933,-0.1463,-1.9586,50.0021,6.0898,4.2121,8.4,8.4,24,2323,113,NA,NA,NA,NA,NA,NA,FALSE,-36,-0.1,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",5,"2024-03-30T22:17:09.893Z","2024-03-30T22:17:14.755Z",TRUE,"pitch","6080639e-33e5-47bc-a74a-04dd204e87b3",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.43,1.58,NA,68.37,173.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Stuart Fairchild strikes out swinging.",0,3,4,55,"bottom",7,"2024-03-30T22:15:45.028Z","2024-03-30T22:17:14.755Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.6,14,0.9,0.4317,6.7119,24.1516,-32.3243,3.33,-0.0934,1.2757,2.4231,6.7119,-126.5454,-2.5079,-1.8363,50.001,5.9986,5.4374,10.8,8.4,24,2099,114,NA,NA,NA,NA,NA,NA,TRUE,-36.5,-0.5,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",4,"2024-03-30T22:16:53.454Z","2024-03-30T22:17:05.021Z",TRUE,"pitch","a857d2e3-7168-4a31-a01e-298f63bff4ff",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4152,1.597,NA,38.73,172.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Stuart Fairchild strikes out swinging.",0,3,4,55,"bottom",7,"2024-03-30T22:15:45.028Z","2024-03-30T22:17:14.755Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.1,14,0.9,0.3917,6.8028,31.1573,-11.7629,-4.9609,10.3024,2.0535,2.4508,11.6047,-139.7782,-7.1709,-1.5052,50.0029,5.8199,-9.8299,28.8,3.6,24,2213,219,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.3,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",3,"2024-03-30T22:16:23.039Z","2024-03-30T22:16:26.394Z",TRUE,"pitch","68b14bad-08ab-477a-bd0b-351a93d91f15",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.43,1.58,NA,110.59,160.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Stuart Fairchild strikes out swinging.",0,3,4,55,"bottom",7,"2024-03-30T22:15:45.028Z","2024-03-30T22:17:14.755Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.9,2,0.89,0.3928,6.5858,29.5584,-15.3475,-6.6771,8.533,0.1681,2.9016,7.6271,-139.1455,-5.5563,-1.7336,50.0033,5.9317,-13.1682,34.8,3.6,24,2058,220,NA,NA,NA,NA,NA,NA,FALSE,-15.2,14.5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",2,"2024-03-30T22:16:04.207Z","2024-03-30T22:16:10.129Z",TRUE,"pitch","e75e5f3f-ad40-421b-908d-060423dd436a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.43,1.58,NA,138.16,151.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Stuart Fairchild strikes out swinging.",0,3,4,55,"bottom",7,"2024-03-30T22:15:45.028Z","2024-03-30T22:17:14.755Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.5,1,0.9,0.3939,6.452,30.1404,-12.0698,-5.9276,10.257,-0.5552,3.2338,5.5619,-138.883,-5.1303,-1.8105,50.0035,5.903,-11.6189,38.4,3.6,24,2112,216,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",1,"2024-03-30T22:15:47.401Z","2024-03-30T22:15:53.896Z",TRUE,"pitch","f643233d-2f70-4e17-88f6-2baf5e59ab93",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4155,1.6162,NA,69.84,203.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Stuart Fairchild strikes out swinging.",0,3,4,55,"bottom",7,"2024-03-30T22:15:45.028Z","2024-03-30T22:17:14.755Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89.3,14,0.9,0.3887,6.7189,29.0134,-13.7944,-6.0754,9.1203,1.2372,1.2965,10.1737,-140.4069,-9.8453,-1.6284,50.0013,5.7253,-12.2423,32.4,3.6,24,2127,219,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",0,"2024-03-30T22:15:01.336Z","2024-03-30T22:15:47.401Z",FALSE,"action",NA,NA,"Pitching Change: Jordan Weems replaces Derek Law.","Pitching Substitution",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,607179,"/api/v1/people/607179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"55","atBat","Strikeout","strikeout","Stuart Fairchild strikes out swinging.",0,3,4,55,"bottom",7,"2024-03-30T22:15:45.028Z","2024-03-30T22:17:14.755Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",5,"2024-03-30T22:13:09.758Z","2024-03-30T22:13:14.167Z",TRUE,"pitch","870eb9ad-812f-4c15-9e83-acc216e3a5ce",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.65,1.79,NA,125.03,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,3,4,54,"top",7,"2024-03-30T22:11:44.070Z","2024-03-30T22:13:14.167Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.2,76.8,13,0.9,0.4553,6.7335,20.7518,-31.5609,-4.437,0.4144,-0.2106,1.1028,2.5478,-119.7906,-5.1283,-0.7055,50.0011,6.0573,-6.5188,10.8,9.6,24,978,224,NA,NA,NA,NA,NA,NA,TRUE,-40.1,-0.1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
746736,"2024-03-30",4,"2024-03-30T22:12:48.230Z","2024-03-30T22:12:52.770Z",TRUE,"pitch","cda20c8f-da9b-4c94-8da9-98dfb77d8443",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.65,1.79,NA,143.44,173.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,3,4,54,"top",7,"2024-03-30T22:11:44.070Z","2024-03-30T22:13:14.167Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.2,76.2,4,0.9,0.4561,6.8401,21.368,-28.6343,-3.7465,2.4185,-0.6937,2.4076,1.5921,-119.7267,-2.7187,-0.8776,50.0033,6.0996,-5.483,9.6,8.4,24,1018,223,NA,NA,NA,NA,NA,NA,FALSE,-36.1,4.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663697,"Jonathan India","/api/v1/people/663697",NA,NA,NA,NA,NA,NA
