"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717521,"2023-07-02",5,"2023-07-03T01:58:34.068Z","2023-07-03T01:58:41.977Z",TRUE,"pitch","ac510e69-4ae8-4193-ab80-8d23c2b712e3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.2,1.5,NA,114.14,144.54,"ground_ball","medium","4",151.97,150.82,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Yan Gomes grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,8,6,84,"bottom",10,"2023-07-03T01:56:06.733Z","2023-07-03T01:58:41.977Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.4,73.8,12,0.91,0.4693,6.8204,23.5212,-44.2783,-4.6022,-8.7956,0.0751,3.4903,-1.7872,-117.0193,2.6298,1.448,50.0006,6.5211,-6.3361,8.4,13.2,24,2384,332,90,-10,18,NA,NA,NA,TRUE,-57.4,-14.9,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",4,"2023-07-03T01:58:12.178Z","2023-07-03T01:58:17.776Z",TRUE,"pitch","35d0bc28-dd40-46af-8d32-dc988e39e5d7",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0951,1.4997,NA,112.13,139.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Yan Gomes grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,8,6,84,"bottom",10,"2023-07-03T01:56:06.733Z","2023-07-03T01:58:41.977Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.8,12,0.9,0.3882,6.9569,30.7884,-16.1218,3.0893,7.9538,0.1277,3.6741,-5.4649,-140.8655,-4.2344,1.6878,50.0003,6.2329,6.2333,16.8,3.6,24,2162,152,NA,NA,NA,NA,NA,NA,FALSE,-15.4,13.8,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",3,"2023-07-03T01:57:37.295Z","2023-07-03T01:57:42.827Z",TRUE,"pitch","950558dc-5123-4052-b81d-2496d9bcf1f7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.2,1.5,NA,100.77,146.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Yan Gomes grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,8,6,84,"bottom",10,"2023-07-03T01:56:06.733Z","2023-07-03T01:58:41.977Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.3,12,0.9,0.3898,6.916,31.3388,-11.0041,2.674,10.585,0.4258,3.421,-4.4165,-140.4273,-5.7582,1.6704,50.0062,6.2119,5.3501,19.2,2.4,24,2285,153,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.2,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",2,"2023-07-03T01:57:11.496Z","2023-07-03T01:57:16.249Z",TRUE,"pitch","f49303ff-c69c-4e5c-9d18-437db6e433f9",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.2,1.5,NA,126.99,150.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Yan Gomes grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,8,6,84,"bottom",10,"2023-07-03T01:56:06.733Z","2023-07-03T01:58:41.977Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89.6,2,0.9,0.3868,7.0768,28.0497,-11.8137,2.4706,9.991,-0.2622,3.2688,-5.6499,-140.9099,-6.2154,1.436,50.001,6.246,5.0346,16.8,2.4,24,2259,154,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.2,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",1,"2023-07-03T01:56:45.259Z","2023-07-03T01:56:49.554Z",TRUE,"pitch","0db1baf8-e82f-4172-b7a9-03d684a34aec",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.2,1.5,NA,110.8,175.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Yan Gomes grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,8,6,84,"bottom",10,"2023-07-03T01:56:06.733Z","2023-07-03T01:58:41.977Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.5,73,5,0.91,0.475,6.9332,23.6735,-43.4418,-3.4806,-8.3853,0.1626,2.3577,-1.8354,-115.7782,0.2377,1.4205,50.0039,6.4464,-4.6765,6,13.2,24,2389,332,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-14.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",0,"2023-07-03T01:56:26.358Z","2023-07-03T01:56:30.666Z",TRUE,"pitch","cef60cb4-b7ce-47b3-86ea-438789e7d726",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3177,1.4997,NA,82.13,189.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Yan Gomes grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,8,6,84,"bottom",10,"2023-07-03T01:56:06.733Z","2023-07-03T01:58:41.977Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.4,14,0.9,0.3862,6.8785,31.9399,-12.7447,3.8524,9.5344,0.9149,1.8324,-3.738,-141.7436,-9.6087,1.7493,50.0017,6.0767,7.8503,25.2,3.6,24,2145,150,NA,NA,NA,NA,NA,NA,FALSE,-13.3,15.5,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",4,"2023-07-03T01:55:54.420Z","2023-07-03T01:55:59.480Z",TRUE,"pitch","deb00419-c8cf-4cb5-902d-76af36c6f4a1",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.2,1.52,NA,141.19,181.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,8,6,83,"bottom",10,"2023-07-03T01:54:46.755Z","2023-07-03T01:55:59.480Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,74.2,4,0.9,0.4664,7.0382,26.1489,-43.9739,-2.8356,-8.4759,-0.6347,2.1199,-4.0512,-118.2275,-0.3301,1.481,50.0047,6.3566,-3.9458,6,13.2,24,2529,325,NA,NA,NA,NA,NA,NA,TRUE,-57,-15,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,673548,"Seiya Suzuki","/api/v1/people/673548",NA,NA,NA
717521,"2023-07-02",3,"2023-07-03T01:55:27.819Z","2023-07-03T01:55:31.004Z",TRUE,"pitch","c644febc-a231-4ee3-bc20-1dafec35f96e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1619,1.4546,NA,189.5,200.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,8,6,83,"bottom",10,"2023-07-03T01:54:46.755Z","2023-07-03T01:55:59.480Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.7,13,0.9,0.3871,7.087,29.5765,-13.8424,3.2846,9.0249,-1.902,1.4347,-10.4157,-141.0379,-10.43,1.3986,50.0024,6.0543,6.672,15.6,3.6,24,2144,146,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.5,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",2,"2023-07-03T01:55:06.938Z","2023-07-03T01:55:11.927Z",TRUE,"pitch","db226f19-aeb2-4a7b-bbec-1d749f7d9c2d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.2,1.52,NA,80.65,197.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,8,6,83,"bottom",10,"2023-07-03T01:54:46.755Z","2023-07-03T01:55:59.480Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.8,73.1,14,0.91,0.4746,6.8326,24.9744,-44.4622,-4.7226,-9.1465,0.9537,1.514,0.1999,-116.1288,-1.4168,1.4777,50.0012,6.4224,-6.3468,8.4,13.2,24,2476,330,NA,NA,NA,NA,NA,NA,FALSE,-60,-16.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717521,"2023-07-02",1,"2023-07-03T01:54:48.991Z","2023-07-03T01:54:52.996Z",TRUE,"pitch","ec879a71-3eab-4287-8f53-4ddfa004c912",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1619,1.366,NA,112,156.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,8,6,83,"bottom",10,"2023-07-03T01:54:46.755Z","2023-07-03T01:55:59.480Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.4,73.9,2,0.91,0.4692,6.8167,23.5058,-44.0918,-3.4223,-8.6433,0.1313,3.0382,-2.1177,-117.0493,1.6362,1.4946,50.0052,6.4802,-4.7165,7.2,13.2,24,2352,332,NA,NA,NA,NA,NA,NA,FALSE,-57.4,-14.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
