"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718701,"2023-04-05",5,"2023-04-05T19:20:18.368Z","2023-04-05T19:20:25.130Z",TRUE,"pitch","c6d771e4-e229-4bcc-990c-0e4b842ca661",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.5097,1.6394,NA,151.45,188.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Trevor Larnach called out on strikes.",0,2,5,64,"top",9,"2023-04-05T19:18:30.348Z","2023-04-05T19:20:25.130Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.9,13,0.9,0.393,6.9645,30.8473,-16.6584,8.099,7.8853,-0.9037,1.855,-13.2351,-139.2784,-6.2736,2.8543,50.0042,5.2358,15.9388,36,4.8,24,2187,124,NA,NA,NA,NA,NA,NA,TRUE,-16.8,13.1,-12,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",3,"2023-04-05T19:19:43.830Z","2023-04-05T19:19:52.765Z",TRUE,"pitch","b3d3e053-619f-448c-bff9-13bcdbbe59ae",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4096,1.6336,NA,194.29,221.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Trevor Larnach called out on strikes.",0,2,5,64,"top",9,"2023-04-05T19:18:30.348Z","2023-04-05T19:20:25.130Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,77.5,13,2,0.4499,7.0784,25.3944,-29.792,-6.9927,1.5844,-2.0276,0.6583,-9.6867,-122.046,-4.8106,2.9103,50.0012,5.2391,-10.4792,21.6,8.4,24,2326,293,NA,NA,NA,NA,NA,NA,FALSE,-37.2,1.9,15.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",2,"2023-04-05T19:19:25.019Z","2023-04-05T19:19:29.426Z",TRUE,"pitch","1ab6f418-947d-4b1d-bbec-1b62e2809169",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4153,1.6233,NA,168,194.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Trevor Larnach called out on strikes.",0,2,5,64,"top",9,"2023-04-05T19:18:30.348Z","2023-04-05T19:20:25.130Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,77,13,2,0.4506,7.0704,24.5127,-26.9695,-4.9762,3.4788,-1.3379,1.6492,-8.6566,-121.685,-3.1405,2.9159,50.001,5.3,-7.4399,18,8.4,24,2183,286,NA,NA,NA,NA,NA,NA,FALSE,-33.5,5.8,11.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",1,"2023-04-05T19:19:06.647Z","2023-04-05T19:19:10.639Z",TRUE,"pitch","7ac8e9ce-d0f4-43c2-b03a-e218b3eef109",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4693,1.6776,NA,151.31,193.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Trevor Larnach called out on strikes.",0,2,5,64,"top",9,"2023-04-05T19:18:30.348Z","2023-04-05T19:20:25.130Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,78.2,13,2,0.4451,7.1743,22.7098,-26.0341,-0.1117,3.9956,-0.9001,1.6655,-9.6736,-122.7471,-3.346,3.095,50.0037,5.2463,-0.1695,3.6,7.2,24,2237,293,NA,NA,NA,NA,NA,NA,FALSE,-31.6,6.7,2.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",0,"2023-04-05T19:18:49.735Z","2023-04-05T19:18:52.735Z",TRUE,"pitch","105228dd-4e57-4f2e-8924-1bcedc8fd34e",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.55,1.72,NA,149.92,178.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Trevor Larnach called out on strikes.",0,2,5,64,"top",9,"2023-04-05T19:18:30.348Z","2023-04-05T19:20:25.130Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,75.9,13,2,0.4539,7.117,27.7156,-25.9054,-9.1297,4.2712,-0.8635,2.2439,-6.4378,-121.4919,-1.9561,3.0234,50.005,5.3506,-13.408,28.8,8.4,24,2202,273,NA,NA,NA,NA,NA,NA,FALSE,-32.3,7.4,18.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",4,"2023-04-05T19:20:23.194Z","2023-04-05T19:20:24.194Z",FALSE,"action",NA,NA,"Passed ball by catcher Nick Fortes. Kyle Farmer scores. Ryan Jeffers to 2nd.","Passed Ball",2,5,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,571657,"/api/v1/people/571657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b3d3e053-619f-448c-bff9-13bcdbbe59ae","passed_ball",NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Trevor Larnach called out on strikes.",0,2,5,64,"top",9,"2023-04-05T19:18:30.348Z","2023-04-05T19:20:25.130Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",4,"2023-04-05T19:18:06.764Z","2023-04-05T19:18:19.011Z",TRUE,"pitch","5424bffe-fb88-44ab-aa7f-edadb7a6b78d",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.45,1.63,NA,118.54,180.47,"fly_ball","medium","8",131.29,48.93,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Willi Castro flies out to center fielder Bryan De La Cruz. Kyle Farmer to 3rd.",0,1,5,63,"top",9,"2023-04-05T19:17:13.794Z","2023-04-05T19:18:19.011Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,77.1,8,2,0.4497,7.1026,23.0555,-24.5678,-3.4826,5.0614,-0.0405,2.1598,-6.5756,-121.6243,-2.4535,3.1469,50.0043,5.3044,-5.2366,14.4,7.2,24,2236,274,93.4,32,373,NA,NA,NA,TRUE,-30.2,8.9,7.8,NA,NA,NA,NA,NA,TRUE,TRUE,680777,"Ryan Jeffers","/api/v1/people/680777",NA,NA,NA,571657,"Kyle Farmer","/api/v1/people/571657"
718701,"2023-04-05",3,"2023-04-05T19:17:51.093Z","2023-04-05T19:17:55.191Z",TRUE,"pitch","7346bbff-67a1-4795-872a-7c5e1b53f2de",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.4748,1.5615,NA,131.33,171.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Willi Castro flies out to center fielder Bryan De La Cruz. Kyle Farmer to 3rd.",0,1,5,63,"top",9,"2023-04-05T19:17:13.794Z","2023-04-05T19:18:19.011Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.9,4,0.9,0.3961,7.0812,31.2462,-16.0492,7.222,8.331,-0.3758,2.4872,-11.6122,-138.3408,-4.7416,2.9404,50.0048,5.3015,13.9825,33.6,4.8,24,2268,125,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14.2,-10.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",2,"2023-04-05T19:17:31.263Z","2023-04-05T19:17:35.344Z",TRUE,"pitch","dac85624-1702-4421-a4b6-f29cb1a7726f",2,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,1,1,NA,NA,3.45,1.63,NA,168.66,220.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Willi Castro flies out to center fielder Bryan De La Cruz. Kyle Farmer to 3rd.",0,1,5,63,"top",9,"2023-04-05T19:17:13.794Z","2023-04-05T19:18:19.011Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.4,76.5,13,2,0.4541,7.1553,25.3787,-28.2316,-3.489,2.684,-1.3552,0.6682,-9.4744,-120.9832,-4.9787,3.0779,50.0052,5.2509,-5.1301,13.2,8.4,24,2406,280,NA,NA,NA,NA,NA,NA,FALSE,-36,3.8,8.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718701,"2023-04-05",1,"2023-04-05T19:17:15.816Z","2023-04-05T19:17:21.349Z",TRUE,"pitch","c4311cb5-3caf-42c4-abec-c40f5e780da4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.37,1.5371,NA,158.75,191.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Willi Castro flies out to center fielder Bryan De La Cruz. Kyle Farmer to 3rd.",0,1,5,63,"top",9,"2023-04-05T19:17:13.794Z","2023-04-05T19:18:19.011Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,77.3,13,2,0.4497,7.0138,24.1363,-29.5163,-4.8442,1.7666,-1.0953,1.7566,-8.4372,-121.8461,-2.3629,3.0426,50.0013,5.2916,-7.2749,16.8,8.4,24,2309,267,NA,NA,NA,NA,NA,NA,FALSE,-36.1,2.9,10.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
