"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718370,"2023-04-30",4,"2023-04-30T20:08:38.045Z","2023-04-30T20:08:45.664Z",TRUE,"pitch","28702fc2-b9f5-4b18-8e08-1a88ec368122",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.23,1.5,NA,67.65,164.41,"ground_ball","medium","3",163.27,153.38,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Andres Gimenez grounds out to first baseman Justin Turner.",0,1,7,71,"top",9,"2023-04-30T20:07:35.983Z","2023-04-30T20:08:45.664Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91,83,12,2,0.4142,6.1671,29.0584,-25.8167,10.5001,3.5929,1.2948,2.7543,-6.5892,-132.3907,-1.1055,2.4556,50.0024,5.072,18.5826,33.6,7.2,24,1869,136,69.9,9,104,NA,NA,NA,TRUE,-26.6,6.5,-17.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",3,"2023-04-30T20:08:22.522Z","2023-04-30T20:08:26.353Z",TRUE,"pitch","84649a9f-f11e-413c-9b56-1ae785de1d56",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.328,1.6037,NA,137.2,182.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Andres Gimenez grounds out to first baseman Justin Turner.",0,1,7,71,"top",9,"2023-04-30T20:07:35.983Z","2023-04-30T20:08:45.664Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,82.1,7,2,0.4188,6.3516,29.2035,-25.5043,11.3378,3.8553,-0.53,2.0778,-11.3242,-131.0747,-2.5785,2.3853,50.0035,4.9904,19.6154,33.6,7.2,24,2009,132,NA,NA,NA,NA,NA,NA,FALSE,-27.2,6.6,-17.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",2,"2023-04-30T20:08:04.740Z","2023-04-30T20:08:09.760Z",TRUE,"pitch","215d3e7d-8ecb-4283-960d-0ca9b264a03f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.328,1.6934,NA,44.81,172.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Andres Gimenez grounds out to first baseman Justin Turner.",0,1,7,71,"top",9,"2023-04-30T20:07:35.983Z","2023-04-30T20:08:45.664Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,81.4,14,2,0.4223,6.1534,28.7996,-25.4906,10.6938,3.9297,1.894,2.4522,-5.7227,-130.0175,-1.6376,2.7412,50.0053,5.036,18.2002,33.6,7.2,24,1944,135,NA,NA,NA,NA,NA,NA,FALSE,-27.5,7,-18,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",1,"2023-04-30T20:07:50.725Z","2023-04-30T20:07:55.165Z",TRUE,"pitch","d738fab0-9815-480a-92e2-b0816118345d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.23,1.5,NA,97.04,189.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Andres Gimenez grounds out to first baseman Justin Turner.",0,1,7,71,"top",9,"2023-04-30T20:07:35.983Z","2023-04-30T20:08:45.664Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.1,82.6,9,2,0.4179,6.1418,27.0072,-25.099,9.7728,4.0635,0.5236,1.838,-9.0567,-130.9375,-2.7837,2.7534,50.0016,4.788,17.0103,31.2,7.2,24,2115,128,NA,NA,NA,NA,NA,NA,FALSE,-26.8,7,-15.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",0,"2023-04-30T20:07:37.087Z","2023-04-30T20:07:41.981Z",TRUE,"pitch","31ea90e7-7e6c-468f-89ba-e17770916467",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.328,1.6336,NA,148.86,173.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Andres Gimenez grounds out to first baseman Justin Turner.",0,1,7,71,"top",9,"2023-04-30T20:07:35.983Z","2023-04-30T20:08:45.664Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.7,13,2,0.4176,6.1659,27.3891,-27.2611,6.9879,2.8227,-0.8359,2.4138,-11.1486,-131.0833,-1.4177,2.5621,50.0047,4.9945,12.1767,20.4,7.2,24,1761,132,NA,NA,NA,NA,NA,NA,FALSE,-28.7,5,-10.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",5,"2023-04-30T20:07:01.058Z","2023-04-30T20:07:08.745Z",TRUE,"pitch","f6824639-4f8c-44f1-b9b4-1988b2565b0a",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.53,1.71,NA,136.49,188.18,"ground_ball","medium","6",110.68,142.61,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Oscar Gonzalez grounds out, shortstop Christian Arroyo to first baseman Justin Turner.",0,1,7,70,"top",9,"2023-04-30T20:05:37.875Z","2023-04-30T20:07:08.745Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,660757,"Oscar Gonzalez","/api/v1/people/660757","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91,82.7,7,2,0.4162,6.2423,30.0739,-29.9807,10.1731,1.2508,-0.5112,1.8742,-11.2009,-131.9842,-2.0878,2.4812,50.002,4.8999,17.8125,26.4,8.4,24,1974,130,111.1,-9,11,NA,NA,NA,TRUE,-31.4,2,-15.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",4,"2023-04-30T20:06:46.228Z","2023-04-30T20:06:50.098Z",TRUE,"pitch","d734ce1a-5f99-4533-8029-c0933440831a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.5987,1.7533,NA,124.95,177.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Oscar Gonzalez grounds out, shortstop Christian Arroyo to first baseman Justin Turner.",0,1,7,70,"top",9,"2023-04-30T20:05:37.875Z","2023-04-30T20:07:08.745Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,660757,"Oscar Gonzalez","/api/v1/people/660757","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.9,81.4,8,2,0.4215,6.1895,29.7107,-23.2901,9.3972,5.2049,-0.2085,2.2622,-10.2131,-130.4076,-2.463,2.5544,50.0037,4.9926,16.0423,30,6,24,1947,131,NA,NA,NA,NA,NA,NA,FALSE,-25.3,9,-14.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",3,"2023-04-30T20:06:31.960Z","2023-04-30T20:06:35.951Z",TRUE,"pitch","ee189772-5801-4660-81dd-50bbc438145e",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.5084,1.6934,NA,116.95,163.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Oscar Gonzalez grounds out, shortstop Christian Arroyo to first baseman Justin Turner.",0,1,7,70,"top",9,"2023-04-30T20:05:37.875Z","2023-04-30T20:07:08.745Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,660757,"Oscar Gonzalez","/api/v1/people/660757","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.2,81.7,5,2,0.4223,5.8701,26.1764,-24.8993,8.7836,4.265,0.0012,2.7834,-9.7109,-129.5421,-0.7908,2.6511,50.0017,4.99,14.9797,27.6,7.2,24,1938,134,NA,NA,NA,NA,NA,NA,FALSE,-26.6,7.8,-13.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",2,"2023-04-30T20:06:14.326Z","2023-04-30T20:06:18.336Z",TRUE,"pitch","c972decf-2ad7-45de-b4e7-05fb5ab3713d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4483,1.6635,NA,102.66,208.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Oscar Gonzalez grounds out, shortstop Christian Arroyo to first baseman Justin Turner.",0,1,7,70,"top",9,"2023-04-30T20:05:37.875Z","2023-04-30T20:07:08.745Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,660757,"Oscar Gonzalez","/api/v1/people/660757","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,81.7,14,2,0.4205,6.1424,31.0228,-26.1308,12.7432,3.5287,0.3761,1.1065,-9.7339,-130.9109,-4.7333,2.5114,50.0023,4.9256,21.8269,36,8.4,24,2018,132,NA,NA,NA,NA,NA,NA,FALSE,-28.8,5.4,-20.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718370,"2023-04-30",1,"2023-04-30T20:05:53.721Z","2023-04-30T20:05:58.812Z",TRUE,"pitch","14923218-e2e9-4f93-873f-ed755960dd57",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5385,1.7234,NA,73.17,184.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Oscar Gonzalez grounds out, shortstop Christian Arroyo to first baseman Justin Turner.",0,1,7,70,"top",9,"2023-04-30T20:05:37.875Z","2023-04-30T20:07:08.745Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,660757,"Oscar Gonzalez","/api/v1/people/660757","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.8,81.6,14,2,0.421,6.0254,29.8568,-28.4772,11.3975,2.1642,1.1498,1.9937,-7.4613,-130.5793,-2.3351,2.5768,50.0065,5.0622,19.5054,31.2,8.4,24,1970,134,NA,NA,NA,NA,NA,NA,FALSE,-30.6,3.6,-18.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
