"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717504,"2023-07-04",7,"2023-07-04T22:36:54.716Z","2023-07-04T22:36:58.630Z",TRUE,"pitch","56a07077-cefe-4c16-a61e-df77be4892be",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.06,1.38,NA,133.55,171.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88.3,4,0.91,0.3878,5.9616,35.9287,-3.6741,-4.3098,14.1434,-0.4343,2.508,1.8305,-141.8692,-10.0575,-0.5321,50.0044,6.3529,-8.685,52.8,2.4,24,2425,201,NA,NA,NA,NA,NA,NA,TRUE,-5.5,23.4,7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",6,"2023-07-04T22:36:32.475Z","2023-07-04T22:36:35.923Z",TRUE,"pitch","569dd2fd-161f-46c1-86e8-b17fc4267ced",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.06,1.38,NA,122.18,164.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,88.7,2,0.91,0.3855,5.9612,37.0751,-7.8844,-3.697,11.9215,-0.1358,2.7671,2.6247,-142.8193,-8.6047,-0.5928,50.0043,6.3381,-7.5339,34.8,2.4,24,2441,204,NA,NA,NA,NA,NA,NA,FALSE,-9,19.7,6.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",5,"2023-07-04T22:36:10.710Z","2023-07-04T22:36:13.968Z",TRUE,"pitch","4884d9a2-2698-41a4-9772-29e22658c4ae",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1587,1.3775,NA,79.1,152.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,88.4,12,0.91,0.3862,6.0107,37.9468,-8.3615,-4.7221,11.7337,0.9943,3.1824,5.7324,-142.7524,-7.1285,-0.4423,50.007,6.2636,-9.5869,38.4,2.4,24,2364,206,NA,NA,NA,NA,NA,NA,FALSE,-9.1,19.7,7.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",4,"2023-07-04T22:35:51.581Z","2023-07-04T22:35:55.602Z",TRUE,"pitch","3850a048-f204-400b-9546-bd61ba1bdf82",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2457,1.3604,NA,142.45,119.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,87.7,11,0.9,0.3887,5.7651,37.1238,-11.1643,-4.3287,10.4825,-0.6677,4.4314,1.6185,-141.778,-3.4485,-0.689,50,6.3933,-8.6735,34.8,2.4,24,2349,210,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.4,7.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",3,"2023-07-04T22:35:23.871Z","2023-07-04T22:35:26.894Z",TRUE,"pitch","3983ad69-37f7-4ecc-bbad-c70176a2bfd5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1297,1.3775,NA,154.91,129.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,81.4,11,0.89,0.4231,5.937,27.7716,-35.2355,0.8878,-1.8024,-0.9946,4.0536,0.2398,-129.5777,1.1947,-1.2038,50.0051,6.2843,1.5057,2.4,8.4,24,2558,78,NA,NA,NA,NA,NA,NA,FALSE,-37.3,-2.8,-1.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",1,"2023-07-04T22:34:53.336Z","2023-07-04T22:34:56.971Z",TRUE,"pitch","a202f7b3-39b8-4e27-b7b2-fe3b306150da",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.06,1.38,NA,108.71,183.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.4,88.3,5,0.91,0.3865,5.9095,39.1799,-9.5021,-6.1792,11.2017,0.2174,2.0645,3.7539,-142.833,-10.256,-0.3254,50.0033,6.3412,-12.5063,43.2,3.6,24,2352,202,NA,NA,NA,NA,NA,NA,FALSE,-10.9,17.9,10.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",0,"2023-07-04T22:34:34.971Z","2023-07-04T22:34:40.792Z",TRUE,"pitch","b240f492-01d1-4df7-91aa-72860e5adaa0",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.06,1.38,NA,139.82,167.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,88.9,1,0.91,0.3843,5.9023,38.0094,-6.7525,-3.8526,12.406,-0.5987,2.6264,1.962,-143.3719,-9.2809,-0.7973,50.0023,6.3542,-7.894,38.4,2.4,24,2258,205,NA,NA,NA,NA,NA,NA,FALSE,-8.2,20.4,6.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",2,"2023-07-04T22:35:05.715Z","2023-07-04T22:35:23.871Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,553869,"/api/v1/people/553869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,1,4,71,"top",9,"2023-07-04T22:34:20.167Z","2023-07-04T22:36:58.630Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",0,"2023-07-04T22:33:57.171Z","2023-07-04T22:34:05.604Z",TRUE,"pitch","e0a14e59-9d2d-4740-840c-946ebf847a3a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.53,1.66,NA,121.54,190.73,"ground_ball","medium","4",153.88,146.32,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Ryan McMahon grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,1,4,70,"top",9,"2023-07-04T22:33:42.209Z","2023-07-04T22:34:05.604Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.2,8,0.9,0.3853,5.8865,35.8117,-10.7072,-5.9814,10.5109,-0.119,1.7796,3.3746,-142.6847,-10.9714,-0.5461,50.0015,6.3707,-12.2119,40.8,3.6,24,2328,206,78.5,-14,8,NA,NA,NA,TRUE,-11.9,16.8,10.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717504,"2023-07-04",1,"2023-07-04T22:33:12.228Z","2023-07-04T22:33:35.754Z",TRUE,"pitch","55ff2291-6bc4-4130-af80-4d67d21b78e3",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.26,1.68,NA,126.64,171.17,"fly_ball","medium","7",30.58,70.66,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Kris Bryant homers (6) on a fly ball to left field.",1,1,4,69,"top",9,"2023-07-04T22:32:39.410Z","2023-07-04T22:33:35.754Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,592178,"Kris Bryant","/api/v1/people/592178","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.7,5,0.89,0.424,5.9451,25.8896,-32.2803,0.5826,-0.0603,-0.2528,2.5039,2.065,-129.0083,-2.8572,-1.1381,50.0059,6.1046,0.9853,2.4,8.4,24,2550,91,104.2,31,394,NA,NA,NA,FALSE,-35.2,-0.5,-1.6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
