"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718049,"2023-05-23",4,"2023-05-24T02:12:55.460Z","2023-05-24T02:13:02.523Z",TRUE,"pitch","27926dc2-d5b6-4f16-8402-8e210c89ac72",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.21,1.51,NA,99.44,148.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,1,4,76,"top",9,"2023-05-24T02:11:46.795Z","2023-05-24T02:13:02.523Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.8,94.1,12,0.9,0.3657,7.1073,35.4,-11.0684,7.1756,9.2872,0.4607,3.36,-2.8624,-149.6454,-5.4783,0.4962,50.0043,5.8458,16.3099,51.6,3.6,24,2434,164,NA,NA,NA,NA,NA,NA,TRUE,-9.8,16,-12.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",3,"2023-05-24T02:12:11.285Z","2023-05-24T02:12:18.064Z",TRUE,"pitch","99514e11-e11e-4aa6-8142-aae72eb88ab3",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.21,1.51,NA,133.83,176.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,1,4,76,"top",9,"2023-05-24T02:11:46.795Z","2023-05-24T02:13:02.523Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.7,82.2,4,0.91,0.4248,7.1971,20.9972,-28.4912,2.3679,2.179,-0.4414,2.3188,-2.8874,-127.8887,-3.2404,0.3833,50.0045,5.7859,4.008,7.2,7.2,24,1101,136,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.6,-3.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",2,"2023-05-24T02:11:49.052Z","2023-05-24T02:11:53.189Z",TRUE,"pitch","d930273d-f8fd-4e6b-a915-21ff0c74a10d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.21,1.51,NA,133.4,172.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,1,4,76,"top",9,"2023-05-24T02:11:46.795Z","2023-05-24T02:13:02.523Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.7,4,0.91,0.4194,7.1179,24.9051,-22.2854,-2.1414,5.7132,-0.4302,2.4678,-1.8543,-130.1369,-4.5952,0.5674,50.0036,5.9244,-3.7077,9.6,6,24,2331,254,NA,NA,NA,NA,NA,NA,FALSE,-24.4,9.6,4.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",0,"2023-05-24T02:10:53.541Z","2023-05-24T02:11:17.857Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Eric Haase replaces Riley Greene.","Offensive Substitution",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,606992,"/api/v1/people/606992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","201","76","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,1,4,76,"top",9,"2023-05-24T02:11:46.795Z","2023-05-24T02:13:02.523Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,682985,"/api/v1/people/682985",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",1,"2023-05-24T02:11:17.857Z","2023-05-24T02:11:49.052Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,1,4,76,"top",9,"2023-05-24T02:11:46.795Z","2023-05-24T02:13:02.523Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",5,"2023-05-24T02:10:31.259Z","2023-05-24T02:10:38.413Z",TRUE,"pitch","9d514fd1-9d82-4aba-922a-df0a90b22d9f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.5946,1.6801,NA,177.14,197.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jonathan Schoop walks.",0,1,4,75,"top",9,"2023-05-24T02:09:17.380Z","2023-05-24T02:10:38.413Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570731,"Jonathan Schoop","/api/v1/people/570731","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,81.9,13,0.9,0.4233,7.1456,27.3913,-28.6168,-6.7959,2.099,-1.5778,1.5393,-2.773,-129.4715,-5.6446,0.3905,50.0028,5.9415,-11.5209,21.6,7.2,24,2228,283,NA,NA,NA,NA,NA,NA,FALSE,-31.8,2.8,13,NA,NA,NA,NA,NA,FALSE,TRUE,570731,"Jonathan Schoop","/api/v1/people/570731",NA,NA,NA,NA,NA,NA
718049,"2023-05-23",4,"2023-05-24T02:10:08.363Z","2023-05-24T02:10:12.736Z",TRUE,"pitch","40afd494-c056-4c11-a35b-9d447dfaf8be",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4753,1.626,NA,145.66,255.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jonathan Schoop walks.",0,1,4,75,"top",9,"2023-05-24T02:09:17.380Z","2023-05-24T02:10:38.413Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570731,"Jonathan Schoop","/api/v1/people/570731","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,83.7,13,0.92,0.4184,7.2146,24.6266,-25.2415,-2.4599,3.9809,-0.7519,-0.6033,-1.9726,-130.3599,-11.1942,0.3312,50.0012,5.6156,-4.2781,9.6,6,24,2284,260,NA,NA,NA,NA,NA,NA,FALSE,-28.6,5.3,4.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",3,"2023-05-24T02:09:51.967Z","2023-05-24T02:09:55.451Z",TRUE,"pitch","9cf47fbd-955a-425e-8a2c-119a4ed19e42",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.54,1.66,NA,112.26,185.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jonathan Schoop walks.",0,1,4,75,"top",9,"2023-05-24T02:09:17.380Z","2023-05-24T02:10:38.413Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570731,"Jonathan Schoop","/api/v1/people/570731","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.3,92.8,8,0.89,0.3715,7.0534,34.2795,-6.7198,4.3557,11.5565,0.1244,1.9634,-2.4626,-147.3156,-9.8977,0.4043,50.003,5.7601,9.5946,45.6,2.4,24,2556,160,NA,NA,NA,NA,NA,NA,FALSE,-7.4,19.2,-7.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",2,"2023-05-24T02:09:35.618Z","2023-05-24T02:09:41.890Z",TRUE,"pitch","81d58ba6-4286-4f46-ac01-960ec66d343e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5602,1.7764,NA,156.09,166.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jonathan Schoop walks.",0,1,4,75,"top",9,"2023-05-24T02:09:17.380Z","2023-05-24T02:10:38.413Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570731,"Jonathan Schoop","/api/v1/people/570731","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101,92.4,13,0.92,0.3728,6.8405,34.2906,-8.0363,4.23,11.0365,-1.0255,2.6629,-6.0688,-146.8472,-7.5857,0.5169,50.0024,5.7554,9.2517,38.4,2.4,24,2516,157,NA,NA,NA,NA,NA,NA,FALSE,-8.2,18.7,-6.5,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718049,"2023-05-23",1,"2023-05-24T02:09:19.792Z","2023-05-24T02:09:23.924Z",TRUE,"pitch","7b715f4f-c44d-4e2d-8829-7cc730a1382a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.54,1.7441,NA,167.21,214.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jonathan Schoop walks.",0,1,4,75,"top",9,"2023-05-24T02:09:17.380Z","2023-05-24T02:10:38.413Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570731,"Jonathan Schoop","/api/v1/people/570731","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.8,93.3,13,0.91,0.3706,7.0596,33.9845,-5.859,2.9179,11.8845,-1.3173,0.9166,-5.9451,-147.5982,-13.0793,0.3407,50.0023,5.7429,6.4611,30,2.4,24,2552,158,NA,NA,NA,NA,NA,NA,FALSE,-7.3,19.2,-4.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
