"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717782,"2023-06-14",5,"2023-06-14T03:55:53.741Z","2023-06-14T03:56:00.017Z",TRUE,"pitch","62802437-adb3-4080-bb20-288d2358e57e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.42,1.6,NA,125.05,152.96,"popup","medium","4",122.13,129.25,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Rodolfo Castro pops out to second baseman Nico Hoerner.",0,3,11,76,"top",9,"2023-06-14T03:54:54.565Z","2023-06-14T03:56:00.017Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,85.8,2,2,0.3987,6.1037,33.9472,-15.3887,4.6135,8.8068,-0.2111,3.1785,-6.8196,-137.9618,-3.9814,1.7064,50.0003,5.6942,8.7913,24,3.6,24,2518,139,61.3,25,180,NA,NA,NA,TRUE,-15.5,15.1,-6.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",3,"2023-06-14T03:55:30.196Z","2023-06-14T03:55:34.613Z",TRUE,"pitch","5deb03da-644f-4fec-b171-48088ae7c9e6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4203,1.5558,NA,181.7,189.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Rodolfo Castro pops out to second baseman Nico Hoerner.",0,3,11,76,"top",9,"2023-06-14T03:54:54.565Z","2023-06-14T03:56:00.017Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.4,13,2,0.4253,6.0855,28.1156,-31.3323,-1.5907,0.4991,-1.6973,1.8112,-8.1251,-129.041,-3.334,1.7052,50.0023,5.5469,-2.6662,7.2,8.4,24,2642,257,NA,NA,NA,NA,NA,NA,FALSE,-34.6,0.4,4.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",2,"2023-06-14T03:55:08.631Z","2023-06-14T03:55:11.769Z",TRUE,"pitch","e7503611-7663-4435-b0ac-7ba7511f052c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.42,1.6,NA,83.82,160.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Rodolfo Castro pops out to second baseman Nico Hoerner.",0,3,11,76,"top",9,"2023-06-14T03:54:54.565Z","2023-06-14T03:56:00.017Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.5,12,2,0.3977,5.9926,30.3263,-13.8887,5.0992,9.5146,0.8704,2.8904,-4.0442,-137.6922,-4.7676,1.6951,50.0021,5.5828,9.7994,31.2,3.6,24,2592,140,NA,NA,NA,NA,NA,NA,FALSE,-14,16.4,-8.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",1,"2023-06-14T03:54:56.947Z","2023-06-14T03:55:00.589Z",TRUE,"pitch","9a7bdbd7-d744-426c-a63f-25e5b0819f3c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.398,1.5558,NA,72.28,169.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Rodolfo Castro pops out to second baseman Nico Hoerner.",0,3,11,76,"top",9,"2023-06-14T03:54:54.565Z","2023-06-14T03:56:00.017Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.9,12,2,0.3965,6.1266,30.039,-17.2875,5.8864,7.6947,1.1733,2.5541,-4.3723,-138.0317,-4.9066,2.0112,50.0004,5.5146,11.384,30,4.8,24,2437,127,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.1,-9.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",0,"2023-06-14T03:54:41.919Z","2023-06-14T03:54:56.947Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Rodolfo Castro replaces Ji Hwan Bae.","Offensive Substitution",3,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,666801,"/api/v1/people/666801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","76","atBat","Pop Out","field_out","Rodolfo Castro pops out to second baseman Nico Hoerner.",0,3,11,76,"top",9,"2023-06-14T03:54:54.565Z","2023-06-14T03:56:00.017Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,678225,"/api/v1/people/678225",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",4,"2023-06-14T03:55:48.077Z","2023-06-14T03:55:53.741Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,666801,"/api/v1/people/666801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Rodolfo Castro pops out to second baseman Nico Hoerner.",0,3,11,76,"top",9,"2023-06-14T03:54:54.565Z","2023-06-14T03:56:00.017Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",2,"2023-06-14T03:54:12.366Z","2023-06-14T03:54:20.352Z",TRUE,"pitch","4dc8f9d6-4797-4c8c-8d53-34c81fef660f",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.07,1.46,NA,162.6,175.85,"ground_ball","medium","5",101.74,167.67,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Nick Madrigal to first baseman Trey Mancini.",0,3,11,75,"top",9,"2023-06-14T03:53:40.692Z","2023-06-14T03:54:20.352Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.2,11,2,0.4226,6.071,25.155,-27.9324,-1.4934,2.4896,-1.1963,2.3306,-7.4366,-129.2588,-2.689,1.9037,50.0035,5.5135,-2.5439,7.2,7.2,24,2635,196,69.9,-22,8,NA,NA,NA,TRUE,-30.4,4.2,4.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",1,"2023-06-14T03:53:57.355Z","2023-06-14T03:54:00.426Z",TRUE,"pitch","43bc82cf-6a56-429a-99b1-46d21e35bec8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.07,1.46,NA,108.82,147.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Nick Madrigal to first baseman Trey Mancini.",0,3,11,75,"top",9,"2023-06-14T03:53:40.692Z","2023-06-14T03:54:20.352Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.5,12,2,0.3977,6.0432,30.0194,-15.2706,3.2529,8.7983,0.2147,3.3818,-5.3779,-137.6168,-3.3848,1.77,50.0062,5.6597,6.2525,18,3.6,24,2577,146,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.5,-4.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",0,"2023-06-14T03:53:44.239Z","2023-06-14T03:53:47.858Z",TRUE,"pitch","cb1e9f82-9fa9-400f-af88-4a062d12a02a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1148,1.438,NA,121.13,152.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Nick Madrigal to first baseman Trey Mancini.",0,3,11,75,"top",9,"2023-06-14T03:53:40.692Z","2023-06-14T03:54:20.352Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.6,2,2,0.4242,5.9763,25.7505,-31.0502,-1.8838,0.6638,-0.1082,3.1951,-4.4565,-128.9029,-0.4712,1.8848,50.002,5.769,-3.1821,7.2,7.2,24,2629,245,NA,NA,NA,NA,NA,NA,FALSE,-33.4,1.3,4.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717782,"2023-06-14",3,"2023-06-14T03:53:13.359Z","2023-06-14T03:53:21.107Z",TRUE,"pitch","9a27bd29-85a0-43ff-8c64-f337e5cce2e7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.27,1.58,NA,145.34,174.25,"ground_ball","medium","4",131.42,148.28,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Mark Mathias grounds out, second baseman Nico Hoerner to first baseman Trey Mancini.",0,3,11,74,"top",9,"2023-06-14T03:52:58.823Z","2023-06-14T03:53:21.107Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,664029,"Mark Mathias","/api/v1/people/664029","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.5,4,2,0.4201,5.9827,26.1625,-29.4674,-1.4927,1.5694,-0.7434,2.3898,-6.3232,-130.1465,-2.5568,1.9071,50.0027,5.6066,-2.5703,7.2,7.2,24,2562,197,60.9,-24,5,NA,NA,NA,TRUE,-31.6,2.5,4.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
